"","MAL13P1.124","MAL13P1.201","MAL13P1.294","MAL13P1.332","MAL13P1.337","MAL8P1.152","MAL8P1.35","MAL8P1.53","MAL8P1.55","PF07_0116","PF10_0159","PF10_0195","PF10_0257","PF10_0286","PF10_0340","PF10_0348","PF10_0374","PF11_0096","PF11_0141","PF11_0146","PF11_0212","PF11_0276","PF11_0404","PF11_0414","PF11_0471","PF13_0013","PF13_0031","PF13_0036","PF13_0088","PF13_0095","PF13_0209","PF14_0121","PF14_0133","PF14_0178","PF14_0185","PF14_0214","PF14_0261","PF14_0286","PF14_0292","PF14_0314","PF14_0346","PF14_0415","PF14_0439","PF14_0545","PFA0300c","PFB0715w","PFB0820c","PFC0225c","PFC0315c","PFC0570c","PFC0610c","PFC0705c","PFC0960c","PFD0180c","PFD0295c","PFE0335w","PFE1430c","PFE1550w","PFF0610c","PFF0625w","PFF1395c","PFI0230c","PFI1275w","PFI1510w","PFI1545c","PFI1580c","PFI1655c","PFL0420w","PFL0450c","PFL0565w","PFL0980w","PFL1335w","PFL1400c","PFL1815c","PFL2220w","D_class","Class","Compound"
"W7_H8"," 0.768881766","-1.0872093948"," 0.242181622","-0.910103579"," 1.12154468","-2.1123493899","-0.719367555","-0.075511349","-0.388008021"," 0.365350313"," 0.20965201"," 0.633376864","-3.010829969","-1.249750534","-7.305231e-01","-0.4553976866"," 0.640287957"," 0.531206095","-1.5345447947","-0.025123138"," 0.5826660532","-0.4993376766","-0.3350437023"," 0.418365933"," 2.274607e-01","-1.629351888","-1.108833766","-1.501180843"," 0.81611786"," 0.86882560","-1.1062406457","-1.8008612578"," 0.953324714","-0.152888506","-0.662789770"," 0.5270243118","-0.839032992","-4.530286e-01","-0.0614252699"," 0.880784501"," 0.2874571578"," 1.327040358"," 0.497499301"," 0.5741783726","-0.490777384"," 0.479424177"," 1.292037e-01","-0.504382004","-1.3257567656"," 0.807970512"," 0.740389086","-0.354864810"," 0.2950615485","-1.3666899364","-1.44779011","-0.2912409152"," 0.318950832"," 0.580771571"," 0.625665817","-0.005818437"," 0.902068036","-0.637974540","-0.271332872","-2.112790288"," 1.12999241","-0.191017368"," 0.09655994","-0.7142192747","-0.417756505","-1.63133282","-0.6343257460"," 0.829921713","-1.944049501"," 0.723506696"," 0.040197114",4,3,"W_7"
"W7_H10"," 0.068050143","-0.4410317806","-0.112861769","-0.113962592"," 0.49996302","-1.3672070540","-0.846453976","-0.669088300","-0.285231417"," 0.334321092","-0.92640371"," 0.904210481","-1.204519441","-0.635693132","-3.073065e-02"," 0.3735194171"," 0.141733598","-0.048329084","-0.5890586683"," 0.499731717","-0.3240695042"," 0.4483310878","-0.5471917195"," 0.022490021","-4.457661e-02","-1.385528507","-0.545300784","-0.076693838"," 0.29816323"," 0.04001783","-0.8398711107","-0.0123011441"," 0.778340086"," 0.963432393","-0.867320443","-0.0670369766","-0.758312202","-2.347385e+00","-0.0005790784"," 0.157850864"," 0.0848106271"," 0.192286431","-0.244603551"," 0.9717597821","-0.201731715","-0.056279720","-6.523511e-02","-0.578119786","-0.5603691093"," 0.182682229"," 0.384337823"," 0.253554669","-0.0588398509","-0.6330351423","-0.39354280"," 0.0229212889"," 0.119960821"," 0.162796588"," 0.158426497","-0.734499234"," 1.050462581","-0.473530990","-0.760230691","-0.836460628"," 0.52145716"," 0.183605025","-0.42728361","-0.2200553247"," 0.150364670","-0.26589041","-0.0331439558"," 0.265802965","-0.466580896","-0.021833149","-0.023773569",4,3,"W_7"
"W7_H12"," 0.226112742","-0.5951786416","-0.071537753","-0.898749935"," 0.74102345","-1.5115216986","-0.695335199","-0.435003281"," 0.169987295"," 0.405866314"," 0.10595219"," 0.588768153","-1.633642099","-0.643197495","-4.028370e-01","-0.1969178362"," 1.277160916"," 0.175310341","-1.1523774347"," 0.141057394"," 0.1163394581"," 0.0334854346","-0.3049590921","-0.216009245","-6.710196e-01","-1.700571000","-0.721128189","-0.923298718"," 0.37744661"," 0.02111293","-0.7720249307","-0.9968422728"," 0.735567779"," 0.194597275","-0.366114874"," 0.1875950237","-1.045039696","-1.868859e+00"," 0.1499256224"," 0.472878211","-0.0769763415"," 0.724360730"," 0.470218091"," 1.0957797978","-0.513692312"," 0.195443037","-4.029896e-01","-0.355475211","-0.4840451430","-0.367068909"," 0.513981240","-0.270569461"," 0.3512899976","-0.5904247478","-1.04301844"," 0.0830304964"," 0.106876320"," 0.389164722"," 0.697377664","-0.321006764"," 1.170505406","-0.242679531","-0.217560832","-1.248357728"," 0.64853386"," 0.325826477","-0.26595595","-0.2191566149","-0.300682780","-0.74245664","-0.4389759572"," 0.647052316","-0.733298440"," 0.430642021","-0.432556046",4,3,"W_7"
"Staurosporine_H1"," 0.151460335","-0.5232250478"," 0.995765559","-0.063651429"," 0.18511016"," 0.3384853405","-0.386272279"," 1.083703301"," 0.306753474"," 0.303408142"," 1.14682873"," 0.389890421","-0.414913788","-0.462528318","-2.348203e-01"," 0.3159812252"," 0.020725293"," 0.255578916","-1.2405115262","-0.062433356"," 0.1023455225","-0.2000250435","-0.1438555789","-0.950032772"," 7.329383e-01","-0.404271540","-0.826303235"," 0.310835893","-1.02942346"," 1.15366070","-0.0131470142"," 0.1481728558"," 0.769439982"," 0.770106003","-0.268833794","-0.4924031256","-0.096168154","-5.020364e-01"," 0.3841388027"," 1.145079676"," 0.5853182362"," 0.041547248","-0.768840328"," 0.2136322607","-0.721513557"," 0.453631949","-6.153392e-01"," 0.611649136"," 0.3962118458"," 0.426347944"," 0.118102607","-1.896357427"," 0.0150601250"," 0.8188761316"," 0.38960379"," 0.1354384076"," 1.011965988"," 0.627074134","-0.271658078"," 0.581486839","-0.675250774"," 0.662733889","-0.686737118","-0.046590146"," 0.08874593","-0.701226225","-1.54859816","-0.0783469698"," 0.312054952","-0.34529078","-1.0490072368","-0.186314543"," 0.142818834"," 0.774909898"," 0.929078235",5,4,"Staurosporine"
"Staurosporine_H2"," 0.132678321","-0.8574785008"," 0.549168051","-0.377533281","-0.13120379"," 0.3322334683"," 0.063750723"," 0.715763993"," 0.385071168"," 0.241899236"," 1.27696537"," 0.371166706","-0.875861248","-1.006838582","-2.521236e-01","-0.4587037838"," 0.017285295"," 0.112313181","-1.3542765159","-0.403562251"," 0.0778885987","-0.2924997732","-0.0711003706","-0.483081702"," 6.440049e-01","-0.462719262","-1.290383638","-0.134600108","-1.67373513"," 1.25066355","-0.3435183604","-0.2938974225"," 1.039677008"," 0.739750789"," 0.155890135","-0.1953096581","-0.082464402","-2.070297e-01"," 0.2572464201"," 1.001266256"," 0.5195358301"," 0.229974003","-0.670915237","-0.3100681081","-0.040644487"," 0.529677661","-1.925220e-01"," 0.355944795"," 0.1968368686","-0.964045635"," 0.043902621","-1.874617552"," 0.1577527188"," 0.7753486108","-0.10031881","-0.2959023421"," 0.728078500"," 0.880531461"," 0.041603181"," 0.399383774","-0.456264841"," 0.363553728","-0.871509487","-0.639398678","-0.37532137","-0.574031788","-1.00702170","-0.6860724029"," 0.217701356","-0.65783743","-1.1909913666","-0.259893294"," 0.566621783"," 1.021550412"," 0.659171862",5,4,"Staurosporine"
"Staurosporine_H4"," 0.070029021","-0.1194070283"," 0.767169097","-0.164643675","-0.45512423"," 0.1854532492"," 0.570630093"," 0.144716809","-0.185231210","-0.027918981"," 1.17050109"," 0.280453805","-0.443012878","-0.596666534","-5.123016e-02","-0.3788543808"," 0.331399243"," 0.386087298","-0.5132955104","-0.228541830"," 0.0667939427","-0.4923902747","-0.1019711755","-0.367903308"," 1.427798e-01","-0.445154500","-0.914849343"," 0.089118176","-0.14556221"," 0.81664872"," 0.1742379492","-0.1804077146"," 0.812725337"," 0.672349476"," 0.199880942","-0.1664766880","-0.146090915"," 6.575915e-01"," 0.5215337479"," 0.355498724","-0.0492491263","-0.217273475"," 0.101541650","-1.1829562624","-0.138791902"," 0.139874775","-1.014825e-01"," 0.350017601","-0.2917953485"," 0.392694228"," 0.201789133","-0.826224214"," 0.4088680647"," 0.5423242714","-0.31407744"," 0.0783146033","-0.011964468"," 0.260928742"," 0.081632251"," 0.379291843","-0.627809339"," 0.361084457","-0.468598623","-0.327046705"," 0.03520414","-0.409741997","-1.04354335","-0.7382515476","-0.156400412","-0.17156332","-0.9261884920","-0.232896699"," 0.737160025"," 0.402361775"," 0.206410102",5,4,"Staurosporine"
"Staurosporine_H6"," 0.004952358","-0.3236306640"," 1.016474053","-0.291088619"," 0.09465545"," 0.2026827318"," 0.527686904"," 0.449873945","-0.203150203","-0.190885809"," 1.12855362"," 0.694372466","-0.355951329","-0.710717217","-3.185075e-01","-0.0711338842","-1.441187445"," 0.093954743","-0.9818850699","-0.628850902","-0.0190985280","-1.3746064731"," 0.2830176285","-0.593214265"," 5.661852e-02","-0.187439131","-2.112061776"," 0.087769686","-0.41206179"," 1.17072821"," 0.2918898784","-0.6848550358"," 0.448072396"," 1.171338998","-0.611330344","-0.0444700097"," 0.408470651","-1.096436e+00","-0.0289845467"," 0.528309932"," 0.2102717233"," 0.423397380","-0.223669121","-0.0307047706"," 0.495477643","-0.068147438","-3.313048e-01"," 0.155971248","-0.0198404930"," 0.425520644","-0.158311881","-1.200410600"," 0.2554386597"," 1.0480446497"," 0.40394898","-0.0239597618"," 0.768498439"," 0.302939935","-0.639378678"," 0.492342653","-0.630231890"," 0.404853905","-1.199721659","-0.542279753","-0.56347280","-0.371107226","-1.20389769","-1.0142742007"," 0.590734251","-0.05767780","-1.0869873757","-0.097041785"," 0.866090621"," 0.446084714"," 0.211464736",5,4,"Staurosporine"
"Staurosporine_H8"," 0.061963673","-0.1777372590"," 0.921592279"," 0.102018912","-0.05359280"," 0.5334469836"," 0.969112476"," 0.190970707"," 0.260268429"," 0.107330105"," 0.78634753"," 0.859645289","-0.306252723","-0.448352458","-4.730660e-01","-0.5815081669"," 0.240194830"," 0.165210103","-0.4756928038","-0.577557076"," 0.0352308324","-0.2240659454"," 0.1317553938","-0.321263133"," 7.013768e-01","-0.281996375","-0.762930457","-0.287941214"," 0.36454311"," 0.94778864"," 0.3620939097","-0.1041929112"," 0.667408692"," 0.342045675"," 0.067179466","-0.0888230109"," 0.135693388"," 1.077223e+00"," 0.4203332411"," 0.300336878","-0.3936743853","-0.179654317","-0.183206501","-0.5841689696"," 0.045295132"," 0.341985703"," 1.672777e-01"," 0.207921967"," 0.0754813783"," 1.243439336","-0.045530390","-1.045214508"," 0.5017220640"," 0.3466602243","-0.83280418","-0.1908648341"," 0.487193442"," 0.169492272","-0.510836308"," 0.408217755","-0.770872477"," 0.128711586","-0.438618793","-0.993004903","-0.37469221","-0.299574119","-1.17932030","-0.7514756137"," 0.141224978","-0.64563758","-0.3740082777","-0.353366707"," 0.510531814"," 0.267345930"," 0.026660780",5,4,"Staurosporine"
"Staurosporine_H10","-0.059897290"," 0.0266630341"," 0.837230141"," 0.217883499"," 0.09010085"," 0.5967238913","-0.057858574"," 0.218039686"," 0.567391585"," 0.355931838"," 0.72898120"," 1.009569265","-0.491742612","-0.424828938","-3.572102e-01","-0.2769266493","-0.066162873"," 0.192014571","-0.2199141672","-0.443477683"," 0.1608223368","-0.1741855024"," 0.2750982559","-0.645650472"," 4.305420e-01","-0.104149945","-0.659664085"," 0.235983578","-0.37146197"," 0.43913972"," 0.1239888967"," 0.0622080513"," 0.530752453"," 0.633370671","-0.164717121","-0.3611096121","-0.292655542"," 2.707485e-01","-0.0035327556"," 0.438611292"," 0.0574527089"," 0.018364355"," 0.053576951"," 0.1059309200"," 0.451549179"," 0.283651417","-2.456374e-01"," 0.194795846","-0.0125344326","-0.108618778","-0.025234134","-0.843705989"," 0.2138467012"," 0.1304387295","-0.74646896","-0.5164352076"," 1.065514264"," 0.383174180","-0.160764119"," 0.345270623"," 0.278163637"," 0.421204389","-0.454976080","-1.095383615","-0.20621869"," 0.256207874","-0.68115437","-1.0506703236"," 0.325683057","-0.18551021","-0.5381789368","-0.057640249"," 0.988074765"," 0.320591218"," 0.053264711",5,4,"Staurosporine"
"Staurosporine_H12","-0.216564202"," 0.2174719781"," 0.883793491","-0.425903247"," 0.44467925"," 0.0570843295"," 1.324985578","-0.116819918"," 0.869703363"," 0.441599275"," 1.06527366","-0.126826120","-0.030282905","-0.238583549","-4.734574e-01","-1.2079195297","-0.072826587"," 0.122099250","-0.2081956651","-0.279078614","-0.0851778372"," 0.3447915878"," 0.2338706001","-0.572996342","-5.402333e-01","-0.831223906","-0.250127530"," 0.018760534"," 0.60928512"," 0.76386837"," 0.3428666925"," 0.4531595755"," 1.056327967"," 0.548737192"," 0.280780957","-0.8492565004","-0.085050878"," 1.138563e-01","-0.3023084896","-0.078084548","-1.2533711747","-0.575896791","-0.064020347"," 1.0009857039","-0.247137272"," 0.239523633"," 1.872627e-02","-0.140712842"," 0.2716296318","-0.146136124","-0.634411088","-0.785410375"," 0.1815900898","-0.1512916426","-1.50504497","-0.4375184250"," 0.316493874","-0.587727766"," 0.064696398","-0.055390508"," 0.805828809"," 0.557356608","-0.353541140","-1.315302403","-0.46839476"," 0.232874457","-2.33595115","-0.1680533135","-0.076853719","-0.08181906","-0.6524491861","-0.340694052"," 1.052746897","-0.251279873","-0.990597355",5,4,"Staurosporine"
"Cyclosporine_H1"," 0.368769724","-0.0633493099","-0.429589693","-0.195594520","-0.91315302","-0.3059582618","-0.237619653"," 1.001094458"," 0.351592625"," 1.098800662","-0.09809363"," 0.389074108","-0.705005895","-0.392928255","-6.256761e-01","-0.0182036109"," 1.011293231","-0.980468808","-0.8587704204"," 0.801666707","-0.1674907264"," 0.5536918648"," 0.2018574321","-0.547804022","-7.432916e-01"," 0.664030844","-0.453110440","-0.391246392"," 2.37562268"," 0.01271036","-0.5507793986","-0.4337506331"," 0.133427877","-0.524524462","-0.012330048","-0.2499173110","-0.345147716","-6.682196e-01","-0.4486243558"," 0.044799909","-0.2508512023"," 1.905029607","-0.588771955"," 2.4980033000"," 2.008086934","-0.083638503","-1.672084e-01","-0.329000058","-0.3067778817","-0.352520529"," 0.384611498","-0.154819400"," 0.9042688301"," 0.0550977793","-0.15442986","-0.2795427112"," 0.861551916"," 2.763509156","-0.008889063","-0.442344953","-0.175648368"," 1.258197366","-0.632013278","-0.598582814","-0.03398885","-0.248407800","-0.51664029","-0.2662849817","-0.236016093","-0.37928775","-0.4632963493"," 0.359277858","-0.404299528","-0.063035787"," 1.263053069",6,5,"Cyclosporine"
"Cyclosporine_H2"," 0.301373712","-0.2916190780","-0.348237275","-0.237115987","-0.31703369"," 0.0888332523","-0.027718485"," 0.553774633"," 0.066956529"," 0.958287217","-0.19442472"," 0.722274738","-0.621473360","-0.060212135","-2.994116e-01"," 0.1687654543"," 0.820602308","-0.455406034","-0.3707708825"," 0.433904515","-0.2484446417"," 0.3747455503","-0.0428496559","-0.131156005","-2.537130e-01","-0.175289972","-0.331472151","-0.140616230"," 1.52351080","-0.14385907","-0.5807112441","-0.5698988132","-0.154108415","-0.402149079"," 0.196389346","-0.1540982269","-0.123620691","-3.099673e-01","-0.3828512360","-0.231825828","-0.2656312845"," 0.935057149","-0.606378333"," 1.6637507301"," 1.335693955","-0.091891761","-1.145567e-01","-0.306267274","-0.0304506314","-0.051252429"," 0.084901699"," 0.089340252"," 0.5884364153"," 0.2407887438","-0.20451787","-0.0705139003"," 0.113492942"," 1.049082690"," 0.026028574","-0.271990647","-0.127696042"," 0.688930033","-0.295046804","-0.204687517","-0.29966983","-0.013069542","-0.37941981","-0.2859757160","-0.482682128","-0.29763353","-0.2625500087"," 0.141008563","-0.182457588"," 0.182856191"," 0.967902940",6,5,"Cyclosporine"
"Cyclosporine_H4"," 0.230110721","-0.1688934641","-0.079817729","-0.590419363","-0.54122973","-0.4556585192"," 0.064812085"," 0.771362621"," 0.271729244"," 0.975881582","-0.16701870"," 0.355549154","-0.438783340","-0.020343867","-2.385800e-01"," 0.2134709595"," 0.138430164","-0.700779473","-0.3598664047"," 0.444618569","-0.1485217060"," 0.2589623617"," 0.2215264601","-0.586352930","-5.617083e-01"," 0.490745369","-0.243108709","-0.090565592"," 1.61405873","-0.23776087","-0.6158097926","-0.0678910803"," 0.189463939","-0.442842008"," 0.039370536","-0.0405581624"," 0.049720301","-6.541599e-01","-0.5121864903"," 0.017307384","-0.0418725026"," 1.663477979","-0.317470607"," 2.1623915983"," 1.733921269","-0.180364416","-3.140189e-01","-0.303495420","-0.3340998158","-0.064465332","-0.097503676","-0.032407893"," 0.6824334588","-0.0561340883","-0.35307459","-0.3618511609"," 0.526800791"," 1.397089829","-0.103588619","-0.304976561","-0.208874113"," 0.987463018","-0.472148805","-0.580591230"," 0.10852986","-0.345514223","-0.28552220","-0.5167388854","-0.211062449","-0.25803685","-0.2568822430"," 0.429982046","-0.518358183","-0.128515718"," 1.142788028",6,5,"Cyclosporine"
"Cyclosporine_H6"," 0.132608385","-1.8203631511","-0.257474937","-0.352309456","-0.24840475","-0.1948268266","-0.308944404"," 0.970078800"," 0.138493752"," 0.316880345","-0.21715001","-1.247241130","-0.107578988","-0.174748219","-1.413181e-01"," 0.2103691965"," 0.715920002","-0.624345995","-0.4290368378"," 0.621409979"," 0.0374113738"," 0.7520922343"," 0.0172505907","-0.460044703"," 1.143359e-02"," 0.305896160","-0.104423011","-0.096233480"," 1.16470309","-0.20493663","-0.0891839632"," 0.0174667178"," 0.014281007","-0.408444542","-0.063940143","-0.0616507919","-0.044385253","-4.300806e-01","-0.3819056985"," 0.126421281"," 0.0092499242"," 1.693675542","-0.282437272"," 2.1523324491"," 1.682125379","-0.137634365","-4.953656e-01","-0.028255102","-0.3384042372"," 0.036489804","-0.093425426","-0.083781834"," 0.6087742909"," 0.1847253982","-0.02803572","-0.1108518325"," 0.987075984"," 1.258267004"," 0.054072978","-0.248500106","-0.199237128"," 1.069316745","-0.544331784","-0.628326706"," 0.01199425","-1.281399292","-0.27984150","-0.3639919732","-0.239301873","-0.38360194","-0.1428514247"," 0.097379729"," 0.106818318"," 0.034490231"," 1.287911295",6,5,"Cyclosporine"
"Cyclosporine_H8"," 0.451804920","-0.0167744067","-0.407054773","-0.536281163","-0.20562366","-0.1763708151","-0.388893772"," 0.502076900"," 0.226891753"," 1.064798149"," 0.02582689"," 0.890677273","-0.290183516","-0.312265173","-4.644311e-01"," 0.1796913873"," 0.887189978","-0.903726706","-0.6319292701"," 0.177193674","-0.4348363834"," 0.6111092999"," 0.2586193899","-0.498451421","-1.097054e-01"," 0.946109426","-0.197826527","-0.538591373"," 1.37561217","-0.05772741","-0.3813604671"," 0.2008653425"," 0.007226342","-0.664355187","-0.005257225"," 0.0141055856","-0.448791554","-4.120048e-01","-0.3861466564"," 0.164679225"," 0.1330575795"," 1.392499663","-0.643917446"," 1.4304303426"," 1.337172133","-0.027480620","-4.084302e-01","-0.423813768","-0.3017954515","-0.340179908"," 0.281084640"," 0.288310691"," 0.9106576393"," 0.2057812551","-0.24655034","-0.3119377105"," 0.729627887"," 1.510632599","-0.362295947","-0.408147782","-0.165441853"," 0.575661330","-0.522990331","-0.355123783","-0.21164052","-0.543536489","-0.45327148","-0.3848956403","-0.284171563","-0.42532060","-0.3928775942"," 0.380670860","-0.604370305"," 0.203225849"," 0.933006232",6,5,"Cyclosporine"
"Cyclosporine_H10"," 0.420260927","-0.2377545817","-0.188435501","-0.492975921","-0.42941403","-0.2128275491","-0.018349019"," 0.462992274","-0.025512784"," 0.568138387","-0.05287347","-0.075351053","-0.421482271","-0.062584710","-2.688908e-01"," 0.1092705370","-0.888085043","-0.243735482","-0.4392329260"," 0.245478957","-0.2391433876","-0.0389522242"," 0.1837764703","-0.586633529","-9.911760e-01"," 0.477313807","-0.370544773","-0.052079219"," 1.66123124","-0.16879826","-0.2770044416","-0.2834771461","-0.163826350","-0.460827704"," 0.185597459","-0.2273869889","-0.037967249","-3.783761e-01","-0.3737351159"," 0.220390275","-0.0445588285"," 1.112123989","-0.307302806"," 1.5075666282"," 1.024709971","-0.208807226","-3.185526e-01","-0.298693229","-0.4604857441"," 0.182476180"," 0.181197507","-0.017982485"," 0.5224503116"," 0.1967312951","-0.60149122","-0.2518652520"," 0.411116366"," 1.279632011","-0.193284688","-0.218625221"," 0.024385249"," 0.991533639","-0.275959985","-0.173607710"," 0.18274148","-0.668750967","-0.34109543","-0.2443673031","-0.199285414","-0.44878733","-0.2785156626"," 0.144146649","-0.401539663","-0.051791741"," 0.928656469",6,5,"Cyclosporine"
"Cyclosporine_H12"," 0.307436088","-0.1686082564","-0.319196352","-0.673112551","-0.62383171","-0.2326184711"," 0.082830022"," 0.530461663"," 0.009696094"," 0.993872344","-0.01641328","-0.281720399","-0.271485286","-0.090394827","-3.140095e-01"," 0.2690567496"," 0.787684362","-0.617117448","-0.6622932141"," 0.589027846","-0.2404121950"," 0.1376658164"," 0.1675485988","-0.383823311"," 1.513714e-01"," 0.571761174","-0.395018881","-0.291030103"," 1.84456329","-0.23883171","-0.5266205557","-0.0203625805"," 0.022745530","-0.528620461"," 0.182025690"," 0.2226698401","-0.049481459","-3.557226e-01","-0.4156685952"," 0.087302547","-0.2122847090"," 0.994903374","-0.538848008"," 1.8305544215"," 1.518018750","-0.327586034","-2.954761e-01","-0.034572907","-0.4509230362","-0.003238524"," 0.136737664"," 0.068675341"," 0.8362334266"," 0.0013130366","-0.33733578","-0.2094164461"," 0.393034972"," 1.485280715","-0.111688344","-0.487986535","-0.248188901"," 0.867375220","-0.219474665","-0.258747671","-0.00516744","-0.395527360","-0.49236572","-0.3433805280","-0.348749475","-0.26148825","-0.0018244328"," 0.171374346","-0.195727946","-0.158354127"," 0.921912026",6,5,"Cyclosporine"
"Cyclosporine_H14"," 0.528734817","-0.3910015140","-0.509704227","-0.395866018","-0.39832604","-0.0360804292"," 0.379681351"," 0.530789109","-0.396092399"," 0.874945343"," 0.13088805"," 0.578984278","-0.417418629","-0.319268341","-3.124647e-01"," 0.4184561878"," 0.634491646","-0.380698979","-0.5175471340"," 0.487520966","-0.6059588420","-0.3063227830"," 0.2414241061","-0.188235599"," 4.284675e-01"," 0.269528115","-0.374815731","-0.408359086"," 1.72879574"," 0.00300129","-0.3546058375","-0.2713826729","-0.365440008","-0.505057558"," 0.233267097","-0.2671441328","-0.236008275","-1.633367e-01","-0.4310415467"," 0.203723016","-0.0135709661"," 0.836304125","-0.403893380"," 1.0515493706"," 0.591567881","-0.216247378","-1.505758e-01","-0.577632071","-0.2299672026"," 0.022991505"," 0.346842857"," 0.059831486"," 0.4771608593"," 0.1783200512","-0.24473771","-0.1448104155"," 0.302652617"," 1.636937989"," 0.047507677","-0.378700968","-0.186175297"," 0.553916432","-0.896195196","-0.015969579"," 0.02973793"," 0.145908342","-0.36973263","-0.2201515678","-0.403130477","-0.59629845","-0.0560219689"," 0.266979349","-0.672061298"," 0.186265437"," 0.796777121",6,5,"Cyclosporine"
"Colchine_H1","-0.105673326","-0.0068485383","-0.411437388","-0.040843354","-0.35822374"," 0.1430658798","-0.390580297"," 0.232893165"," 1.276167983"," 0.544664181"," 0.05455199","-0.033437596","-0.503783297","-0.338029229","-4.530229e-01"," 0.0964800861","-0.195846122","-0.648814454"," 0.6035417851"," 0.783015030","-0.0138282351"," 0.3305050796","-0.1384724820","-0.814196457","-1.794988e-01"," 0.148560465"," 0.212645186","-0.531846192"," 0.26410726","-0.21153986"," 0.0545996836"," 0.0069558201","-0.352940946","-0.278521033","-0.497050429","-0.0428647723"," 0.128340904","-5.073316e-01","-0.0513360274","-0.027957291"," 0.1393462542"," 0.523380712","-0.119689986"," 0.3228948378"," 0.439177167","-0.094408818","-2.607759e-01"," 0.196146338"," 0.2049874136"," 0.056053255","-0.347065906"," 0.082318396"," 0.1023418652"," 0.3798557884","-0.17851109"," 0.0656388527"," 0.229699615"," 0.032565084","-0.162957356","-0.324445311"," 0.078360476","-0.098109508","-0.592355221","-0.583312024","-0.27266402","-0.046892813","-0.37049973"," 0.3033347863","-0.161040609","-0.39870410","-0.3739392399"," 0.065987297"," 0.108361715"," 0.039463697"," 0.059246553",7,6,"Colchine"
"Colchine_H2","-0.062508419"," 0.0826919528","-0.075574649","-0.141099824"," 0.01139722","-0.0014562984","-0.422247101"," 0.123561632"," 0.419731486"," 0.272148058","-0.02528418","-1.907380398"," 0.211779953","-0.052537713","-6.469936e-02","-0.0468892933","-0.252976418","-0.195753464"," 0.3917027777"," 0.373280829","-0.0499079548"," 0.1059328564"," 0.0444921792","-0.218725285"," 8.400463e-05"," 0.259694899"," 0.015956217","-0.053793530"," 0.11092287","-0.02230266","-0.1834184786"," 0.0803344179","-0.099195664","-0.091720282","-0.119505388","-0.0059672408"," 0.124260207","-2.181114e-01"," 0.2122087489"," 0.163773699"," 0.1426005977"," 0.401087992"," 0.029844575"," 0.6285397725"," 0.154947686"," 0.101817603","-3.107358e-01"," 0.231114079","-0.1942909486","-0.019699484","-0.289359032","-0.028487890","-0.0622681665"," 0.2527850506","-0.07577677","-0.0578331296"," 0.173195046"," 0.180814020","-0.235683357","-0.141301584","-0.085428180"," 0.188730096","-0.297794841"," 0.013369429","-0.14477464","-0.453754202","-0.11409313"," 0.0204017296","-0.041452383","-0.05506530","-0.1121759931"," 0.040186286"," 0.092469583","-0.170248940","-0.060367470",7,6,"Colchine"
"Colchine_H4","-0.001943864","-0.1542464343","-0.119366328","-0.585873332"," 0.04327716"," 0.0005944199","-0.002596863"," 0.037056912"," 0.710773690"," 0.439313573"," 0.11411642"," 0.014311203","-0.013527640"," 0.041504719","-5.459535e-02"," 0.0918205935","-0.391630702","-0.145114283"," 0.0549600383"," 0.419209223","-0.1346439935"," 0.1141545599","-0.1255749328","-0.161829509","-3.863080e-01","-0.028166566"," 0.080636885","-0.007707782"," 0.20016577"," 0.22523318","-0.0606945408","-0.1122339118"," 0.012554713","-0.178658479","-0.009581094","-0.0956342191"," 0.043497441"," 5.790321e-02"," 0.1098284911"," 0.140444561"," 0.1729759708","-0.015724663"," 0.114307755","-0.3539413786"," 0.243418860","-0.134607652","-1.856321e-01"," 0.243874639","-0.4144809598","-0.037807990","-0.083349343"," 0.045392625","-0.0435233082"," 0.0245183326","-0.14048667"," 0.1426880025","-0.275259123","-0.129429282"," 0.321280667","-0.164496386","-0.092299174","-0.030949481"," 0.034824919","-0.326627811"," 0.07122365","-0.238944723","-0.17935735","-0.0937937683","-0.273642409","-0.10034668","-0.1974441942"," 0.152999294","-0.005476028","-0.259978390"," 0.025753617",7,6,"Colchine"
"Colchine_H6"," 0.069135065","-0.0009594147","-0.065286957"," 0.025272873","-0.15267242"," 0.0635626176","-0.356433383"," 0.054688591"," 0.374309811"," 0.484408064"," 0.07463663"," 0.141951786","-0.012916081","-0.034528695","-7.153955e-02"," 0.0335513125","-0.223963834","-0.040348001","-0.0963401204"," 0.446265681","-0.0589826849"," 0.2772126922"," 0.0053915497","-0.252962611","-9.375516e-02"," 0.008481589"," 0.051858021","-0.148078312"," 0.11764001","-0.09144410"," 0.0116079961","-0.0546850750","-0.245530652","-0.110473783","-0.080439425"," 0.0365847373"," 0.032087721","-2.222190e-01"," 0.0316636090","-0.049505321","-0.0711499338"," 0.377336365","-0.104857265","-0.3629514317"," 0.173504636","-0.085293083","-1.886445e-01"," 0.248859040","-0.0970490164"," 0.096281604"," 0.028619440"," 0.090253131"," 0.2377843820"," 0.2504039873","-0.07068359"," 0.1133341575","-0.157988391"," 0.234837751","-0.006517744","-0.139621782","-0.002393965"," 0.062450665"," 0.049132230","-0.173321392","-0.20142160","-0.013893598","-0.12075865"," 0.0789448252","-0.103368536"," 0.06066220","-0.1931018399"," 0.151453565"," 0.092051419","-0.084338962"," 0.179362289",7,6,"Colchine"
