"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.256","MAL13P1.262","MAL13P1.293","MAL13P1.322","MAL13P1.338","MAL13P1.40","MAL7P1.171","MAL7P1.18","MAL7P1.29","MAL7P1.65","MAL7P1.75","MAL7P1.94","MAL8P1.105","MAL8P1.123","MAL8P1.132","MAL8P1.153","MAL8P1.91","PF07_0074","PF07_0079","PF08_0018","PF08_0032","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0152","PF10_0191","PF10_0299","PF10_0307","PF10_0374","PF11_0079","PF11_0087","PF11_0090","PF11_0162","PF11_0252","PF11_0260","PF11_0290","PF11_0329","PF11_0435","PF11_0438","PF11_0527","PF13_0032","PF13_0042","PF13_0095","PF13_0137","PF13_0170","PF13_0219","PF13_0350","PF14_0041","PF14_0071","PF14_0112","PF14_0238","PF14_0360","PF14_0384","PF14_0455","PF14_0499","PF14_0540","PF14_0552","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0330w","PFA0430c","PFA0490w","PFB0270w","PFB0295w","PFB0395w","PFB0590w","PFB0920w","PFB0923c","PFC0090w","PFC0375c","PFC0400w","PFC0965w","PFC0980c","PFD0285c","PFD0470c","PFD0545w","PFE0165w","PFE0205w","PFE0260w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFE1390w","PFF0150c","PFF0200c","PFF0325c","PFF0690c","PFF0715c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFF1390w","PFI0500w","PFI0710c","PFI0855w","PFI0905w","PFI1185c","PFI1425w","PFL0580w","PFL0625c","PFL0685w","PFL0885w","PFL0980w","PFL1135c","PFL1270w","PFL1490w","PFL2200w","PFL2370c","PFL2520w","D_class","Class","Compound"
"Artemisinin_H10","-0.055087376"," 0.360736223","-0.135561529"," 0.0311418252"," 0.29999329"," 0.672402333"," 0.6868169497","-0.3732759772","-0.0465626195"," 1.128080478","-0.399534494","-0.1583954294","-1.011145423","-0.287740914"," 0.683954153","-0.710284654"," 0.429947593","-0.042465873","-0.1264389251"," 0.0919440777"," 0.066496111"," 0.241052792"," 1.656505703"," 0.215065310","-0.0463035475"," 0.3972738991","-0.6091990685"," 0.143632866","-0.746690832","-0.5564576375"," 0.1088838915","-0.010422120"," 0.699945740","-0.037069700"," 0.131593293"," 0.560048922","-0.183431902"," 0.008141589","-0.602859045","-0.267447423"," 0.753668145"," 0.5072194621"," 0.066545560"," 0.326844631"," 0.306263113","-1.6908166842","-0.16094106","-0.507660168"," 0.2167678545","-0.64890774","-0.1636113151"," 0.244054139"," 0.084532500"," 0.363198784"," 0.103801261","-0.0024464106"," 8.149687e-02"," 0.188360188","-0.316769727"," 0.346846105"," 0.023148976","-0.408144846"," 1.926838e-01"," 0.1242261600","-0.31943285","-0.5681439534","-0.177377579"," 0.358056247"," 0.1377077020"," 0.420165552"," 0.011101964"," 1.134453058"," 0.3829113762","-0.703199550"," 0.1687289822"," 1.040394127"," 0.103281944"," 0.166170741"," 0.130690402","-0.728081661","-0.127047630","-0.379962947"," 0.241545225"," 0.887467013"," 0.392570623","-0.169148896"," 0.613791613","-0.392055266","-0.126208090"," 0.39576407","-0.008710034"," 0.169648740","-0.2644711795"," 0.019035389","-0.900628862","-1.565380e-03"," 0.1220376288","-0.807116142","-1.20452025"," 3.088458e-01","-0.897738381","-1.011004606"," 0.0526798522"," 0.889346881","-0.027632947","-0.047255765","-0.060951237"," 0.1752003754"," 0.427730769","-0.204606668","-0.8593092871","-1.584784629"," 0.436974166"," 0.700183313","-1.084096741","-0.13707771","-0.543249503"," 0.3507858343"," 0.6828428735","-0.253563936"," 0.346948961"," 0.815952047"," 0.18170327"," 0.013691370","-0.420892548",15,14,"Artemisinin"
"MMV43TP1","-0.275157072","-0.653162483","-1.919031212"," 0.1625214926"," 1.69046452"," 0.965778435"," 0.2435913510"," 0.3492640459"," 0.8377850487"," 1.218418070","-0.767356739"," 2.2523520403","-1.452641489","-1.245434870"," 0.196390162","-1.765816460","-0.734707814"," 0.484142934"," 0.1355071841"," 0.6634830235","-1.824361458","-1.180920738"," 0.047810611"," 1.035045969"," 0.2157429074"," 0.2927011099","-1.3189526191"," 0.210463585"," 0.443278405"," 0.0257006308","-0.2883134985","-0.225727915","-0.254040168"," 0.555705105"," 0.449821543","-0.216690353","-0.197223611"," 0.595018643"," 0.149545108","-0.139706324"," 0.200244826"," 0.4154293582"," 0.600785037","-0.282330668"," 0.395148550"," 1.5170860525","-0.91326730","-1.996235327"," 0.5219965998","-1.32560479"," 0.7787225806"," 0.203334995"," 1.254031063","-0.305978765","-1.739294473","-0.0533904791","-9.997306e-01","-0.437946540","-0.437158727"," 1.042886014"," 0.388063410"," 0.674408867","-6.130666e-03","-0.4113006770"," 1.02389443"," 0.1445662530","-0.031704732"," 0.532516448"," 0.5256420178"," 1.793529151"," 0.968530685"," 0.325571042"," 0.6225984136","-0.820935275"," 0.2851725380"," 0.288078465","-1.430894871"," 1.170161451"," 1.356665620","-2.677411896"," 0.847785060"," 0.976733329"," 0.479997838"," 0.266881626"," 0.908049153","-0.111644664"," 1.272102318","-2.018483648","-0.607850456","-3.16370115","-0.027499611","-0.697088836"," 0.4490434621"," 1.563564367","-1.823447229"," 1.078349e+00"," 1.5576767199","-0.898512988","-2.45684398"," 3.980475e-02"," 1.284631972","-0.979037761","-0.2046203049","-0.122923564"," 0.561640893"," 0.480937700","-1.819288493"," 0.8751181939"," 0.265467724","-0.835530900","-1.1138321095","-1.781553834"," 1.021566597"," 0.046379168","-1.258128805"," 0.65088620","-1.920087252","-1.0043495032"," 0.5960154637"," 0.709766996"," 0.928300466","-0.367982904"," 0.55586829","-1.955131829","-3.822982927",16,15,"MMV43"
"MMV43TP2"," 0.389011985"," 0.296389100"," 0.555952702"," 0.1186841805"," 0.40882794"," 0.311928757"," 0.0879613473","-0.3035544100"," 0.5428720844"," 0.903844482","-0.254319301"," 0.2061511544"," 0.368515126","-0.096440480"," 0.305820433","-0.773107056"," 0.016163000","-0.369408725","-0.1916177796"," 0.6633683285"," 0.178678064"," 0.480817295"," 0.078009449","-0.171864183","-0.1851640190","-0.1661924524","-0.9278934629"," 0.440136562","-0.563937672"," 0.0347598648","-0.1278174197","-1.187633644","-0.827377376"," 0.504097258"," 0.397910696"," 0.508783542"," 0.748171546","-0.236576519"," 0.025677010"," 0.211666742"," 0.085124331"," 0.1402604019"," 0.561748952"," 0.362162681"," 0.401863526","-0.9596363282"," 0.30734326","-0.945004587"," 0.0167343352","-0.33383061"," 0.3633196345"," 0.385782865"," 1.076983481","-0.058879411","-0.780007455","-0.3507312530","-2.893180e-01"," 0.441453739","-0.031451854"," 0.132996614","-1.036401766"," 0.103713131","-3.902593e-01"," 0.5288970138"," 0.17397537","-0.3420367928"," 0.319404700","-0.061203338","-0.1073068981"," 0.643773985"," 0.881933594"," 0.583026873"," 0.2283208884","-0.187193361"," 0.6189263318","-0.139790275","-1.048480845"," 0.482905287","-0.577564767","-0.293848721"," 0.210301594"," 0.603589488"," 0.942758036","-0.145715228"," 0.582814324","-0.592280970"," 0.616610514","-0.879987341","-0.546079349","-0.68192814"," 0.385907740","-0.076247173","-0.2696149796"," 0.428932938","-1.045746832","-2.124208e-01"," 0.4926348932","-0.008339322"," 1.00415380"," 5.360814e-01"," 0.757711374","-0.532405763","-0.2442782702","-0.064031513","-0.467914934","-0.566904384"," 0.242124350","-0.1590795528","-0.495946821"," 0.260183668","-0.5175182514","-0.854389249"," 0.001725178","-0.190529586","-0.202434926"," 0.97745312","-0.242472176"," 0.3155005985","-0.0270013993","-0.288502311","-0.621022608"," 0.169063372","-0.34033097","-0.677482563","-0.357286402",16,15,"MMV43"
"MMV48TP1","-0.203625718","-0.166865628","-0.720467197"," 0.0681404219"," 0.69731787"," 0.042536102","-0.0951679264","-0.1917334300"," 0.0225410189"," 0.011998962","-0.257202630"," 1.2453495501","-0.403875153","-0.461072737","-0.476677881","-0.113270107","-0.790445402"," 0.315441364"," 0.3193210046"," 0.2970138081","-0.726752337","-0.336437550","-0.577422675"," 0.022728341"," 0.2683572261","-0.1791897253"," 0.3883390724","-0.262161604"," 0.176876685"," 0.0763802764","-0.0920994168","-0.430553900","-0.389498479"," 0.068761205"," 0.017275190","-0.528890153","-0.422717144"," 0.670982199"," 0.152143694"," 0.117190118"," 0.096422180","-0.3843709507","-0.888057422","-0.027281881"," 0.149915044"," 0.7754005902"," 0.11684375"," 0.156137939","-0.3503424250"," 0.01787364"," 0.1801957024"," 0.459741796"," 0.122655249","-0.296555146","-1.032036697"," 0.4339998958","-2.427428e-01","-0.104043034","-0.219553706","-0.026856647"," 0.351521630"," 0.208516366"," 2.097488e-01","-0.3371501849"," 0.98563006"," 0.1788976151"," 0.203435000"," 0.450154331"," 0.1282132818"," 0.789242769"," 0.060949331"," 0.029740552"," 0.2512581593","-0.320972352","-0.0812756296"," 0.264915723","-0.835569584"," 0.052439855"," 0.880655667","-2.945437123"," 0.494266944","-0.309459379","-0.437462279"," 0.476244064","-0.148682665","-0.161396695"," 0.749724236","-0.316914767"," 0.016846051","-0.78106383","-0.192378423","-0.180678051"," 0.2612403470"," 0.140385160"," 0.218222843"," 7.080128e-01","-0.0005181268","-0.212636793","-0.49000247","-1.830673e-01"," 0.452461055","-0.370489794","-0.1714370771","-0.243014365"," 0.121312987","-0.367663794","-0.592743387"," 0.4568779423"," 0.446736174"," 0.053099171","-0.1868464249"," 0.761757211"," 0.310055040","-0.019550177"," 0.054829853"," 0.24227719","-0.502026811","-0.4012116128","-0.3525183740"," 0.444620983"," 0.165210540","-0.289374725"," 0.14545066","-0.023660516","-2.655507610",17,15,"MMV48"
"MMV48TP2"," 0.350709662"," 0.377980747"," 0.440562359"," 0.1106589329"," 0.67998710"," 0.224337922"," 0.0115338926","-0.1259333996"," 0.4304096406"," 0.574902224","-0.414696517"," 0.2023230195"," 0.485069648","-0.148664248"," 0.184762451","-0.325516024","-0.202464833","-0.150732990","-0.0325467645"," 0.5552437510"," 0.046284965"," 0.135295817","-0.076454238","-0.240230792","-0.1694566276"," 0.1935937232","-0.9388785545"," 0.503888065","-0.480976849"," 0.1779044569","-0.1136938473","-0.752568316","-0.593431482"," 0.286197981"," 0.511102752"," 0.074536715"," 0.390246290","-0.136882411","-0.122356115"," 0.025646947","-0.020365024","-0.3968974596"," 0.286702467"," 0.140741240"," 0.022626976","-0.2558487861"," 0.01492680","-0.781503165","-0.0069314639","-0.06557708"," 0.3520666734"," 0.384511735"," 0.628131651","-0.045493588","-0.495578433","-0.4110369651","-1.736365e-01"," 0.254060689"," 0.105440428"," 0.111900673","-0.604608927"," 0.017030381"," 2.358926e-02"," 0.3303236881"," 0.49354025","-0.1360117238"," 0.228125548","-0.149640150","-0.0948032071"," 0.523488541"," 0.472316268"," 0.327334462"," 0.5023163917"," 0.033975911"," 0.4951444724","-0.260631720","-0.999851863"," 0.406865870","-0.370845717","-0.568859238"," 0.088594311"," 0.115992165"," 0.547938403"," 0.018779912"," 0.531491242","-0.354471865"," 0.602681761","-0.649922719","-0.292749070","-0.60845519"," 0.081549825","-0.354238736","-0.0835902832"," 0.368958546","-0.856429578"," 1.401634e-01"," 0.2601287718"," 0.196603746"," 0.76910511"," 1.896069e-01"," 0.582702892","-0.483388984"," 0.0438430198"," 0.028056656","-0.391869578","-0.302053512"," 0.140822911","-0.1457637648","-0.056713281","-0.044435020","-0.2958717276","-0.549589326"," 0.118853160","-0.347794286","-0.108210778"," 0.53635321","-0.332551830"," 0.2629730761"," 0.1623190010","-0.016297319","-0.575997769","-0.012731500","-0.32174989","-0.259331520","-0.599275495",17,15,"MMV48"
"DFMO_TP19"," 0.174430658"," 0.430237366"," 0.960711931"," 0.0239099543"," 0.17868972"," 1.119986202"," 0.1469677987"," 0.2142282671"," 0.1454944404"," 0.183012153","-1.169572230"," 0.2328611831"," 1.633967356","-0.643798505"," 1.092512008","-1.976330291"," 0.778083943"," 0.066616128","-0.5795034804"," 0.7696907184"," 0.266520090"," 0.031068190"," 0.388862554"," 0.258550366","-0.0628625967"," 0.1832059721","-1.5430325873"," 0.045413859"," 1.179576401","-0.8601691822"," 0.6609074078","-1.445749628","-1.305234452","-0.048693067"," 1.037305131"," 0.361795953","-1.471456328","-1.191648115","-0.146638528"," 0.045277320"," 0.095901172"," 1.0497888544"," 1.126130567","-0.025130450"," 0.116718403"," 0.9364902572"," 0.21830169","-0.353577237"," 0.1256552688","-1.86563928"," 0.0760246112"," 0.014175281"," 0.732361477"," 0.282562231"," 0.027541332"," 0.2848862594","-2.043019e+00"," 1.023635695","-0.298273713"," 0.482910521","-0.416893013"," 1.029183664","-1.408191e-01"," 0.5925826227","-0.17081222","-0.1441684374","-0.831360522","-0.071358125","-0.4268428045","-0.323992131"," 0.019564583"," 0.442153373"," 0.0099559710"," 0.014978722"," 0.2416624439"," 0.133824279","-3.501639837"," 0.972571445"," 0.663429266","-0.023981974"," 0.057500155"," 1.125165922"," 0.027546308"," 0.127761764"," 1.155000097","-1.445888223"," 0.092795480","-0.512883976"," 0.246658693","-0.30775160"," 0.342164139","-1.451284204","-1.0270749834"," 0.908110207","-0.394195919"," 2.915346e-01"," 0.6198802668","-0.286700238"," 0.23638261","-2.597378e-01"," 0.026701066","-0.340758953","-0.5649608797","-0.193527390"," 0.045121127","-0.176082190","-1.036930862","-0.2878667148"," 0.280034897"," 0.201661163","-1.1126602393","-0.230937309"," 0.491639787","-0.519686098","-1.365298808"," 0.14780225","-1.555971676","-0.0370985654"," 0.4748863921","-0.287829065","-0.121292932"," 0.311605767","-0.22953144","-0.297038168","-0.841424550",18,16,"DFMO"
"DFMO_TP27","-0.096675517"," 0.751735480","-0.728719366"," 0.6860368831"," 0.46560877"," 1.474462623"," 0.1431955876"," 0.8514104310"," 0.6911197874"," 0.210096097","-1.502158049"," 0.3877086541","-0.930395856","-0.152372855"," 0.802304954","-1.734444464"," 0.427801791"," 0.177763773","-0.0197421629"," 0.8468223106","-1.283236924","-1.704182522","-0.357733528"," 0.797464630","-0.0816184905"," 0.4288287084","-3.5204117956"," 0.405728030"," 3.177751578","-0.2242562076"," 0.3615801732","-0.278235613","-0.792909867","-0.256317455"," 1.117386674"," 0.185306402","-0.070648968","-2.682734115"," 0.447981120"," 0.266612146"," 0.057777888"," 1.2331944942"," 1.214635264","-0.306648943","-0.197244001"," 0.9537832241","-0.46550564","-2.620045503"," 0.3275493920","-2.43196180"," 0.5154100218","-0.060673107"," 0.642829574"," 0.362397019","-1.462564059"," 0.4042682930","-2.445285e+00"," 1.373573731"," 0.047993595"," 0.731933507"," 0.218050913"," 0.934734631","-1.126353e-01"," 0.1211939263"," 0.18332974","-0.1993989378","-0.109346114"," 0.390553634"," 0.2166792521"," 0.134114217"," 0.469267455"," 0.012898587"," 0.0161004471"," 0.310404014"," 0.3021529696"," 0.068263661","-2.313839423"," 1.530588883"," 1.317091240"," 0.254904711"," 0.111490492"," 1.125552548"," 0.318464760"," 0.186082549"," 1.791517796","-4.505518165"," 0.319487643","-1.466461350"," 0.146298140","-2.56278626"," 0.221111608","-2.584673184","-0.4986203450"," 0.891228682","-1.306294682"," 3.879044e-01"," 0.7210307502","-1.852095261","-0.26107566"," 4.590682e-01"," 0.159285425"," 1.033616222"," 0.2482913963","-0.026760735","-0.070612109"," 0.436030293","-1.479569019"," 0.2056803879"," 0.393139450","-1.107115427","-2.0452837602","-2.634623782"," 0.618532313","-0.383263648","-2.192381772"," 0.27677746","-4.223034403"," 0.3737797294"," 0.9918124024"," 0.303755045"," 0.109164558"," 0.512242705"," 0.17395878","-0.990283108"," 1.031464195",18,16,"DFMO"
"DFMO_TP34","-0.283709648"," 0.011460702","-1.791328781"," 0.4579177250"," 0.39924445"," 1.518087454"," 0.2880162764"," 0.7709625264"," 0.8366422952"," 0.128709677","-0.943258661"," 0.7302214197","-3.704243432","-0.038801888"," 0.678566903","-1.709161931"," 0.379439066","-0.085936607"," 0.0285759157"," 0.0791183100","-2.243424692","-2.611018562","-0.566557764"," 0.929567015","-0.1650437686"," 0.3813195959","-3.6264090081"," 0.490683444"," 0.913119383","-0.3292457122","-0.1696369856"," 0.039228158","-0.751287742"," 0.041007819"," 1.083619873"," 0.407953669"," 0.006316758","-1.982098265"," 0.810863060","-0.027879155"," 0.169692620"," 1.3628151274"," 1.208540769","-0.651386908","-0.586168972"," 1.0978319288"," 0.07210091","-2.000442328"," 0.1577631620","-2.06214761"," 0.3609984573","-0.046940061"," 0.744439354"," 0.471438077","-0.941888413"," 0.3247240028","-2.057562e+00"," 1.219915079","-0.036450075"," 0.493977366"," 0.241355532"," 0.912577265","-1.288878e-01","-0.4852460404"," 0.09696059","-0.0486165477"," 0.167438426"," 0.554517791"," 0.3702205613","-0.045359013"," 0.580795656","-0.220108354","-0.0555429380"," 0.370695101"," 0.3550427226","-0.011264116","-1.781864214"," 1.799747194"," 1.412968204"," 0.212593905"," 0.490888247"," 1.180166493"," 0.679969229","-0.179685961"," 1.282723681","-2.681380708"," 0.413177026","-1.162902455"," 0.162827849","-2.51064727"," 0.406236866","-2.344358628","-0.3499771417"," 1.027919782","-0.988849155"," 2.624496e-01"," 0.5333229018","-1.572715356","-3.15623619"," 3.199369e-01"," 0.400259019"," 0.180851362","-0.0621104799","-0.069499281","-0.020038484"," 0.449613892","-2.048915720"," 0.6668304570"," 0.174532740","-1.105710279","-1.8552793694","-2.002395591"," 0.737125765","-0.360996809","-2.214968432"," 0.11637083","-3.546636478","-0.3871156830"," 0.9205644322"," 0.239595421"," 0.208892979"," 0.519792691"," 0.40985699","-0.886009913","-0.459831192",18,16,"DFMO"
"IonoTP1"," 0.377163633","-0.167109909"," 0.577146074"," 0.0111968845"," 0.02186441","-0.093502830"," 0.2241584998","-0.0114464516"," 0.0459141282","-0.070530976"," 0.179513470"," 0.0097418197"," 0.921571428","-0.007616765","-0.425276260"," 0.198399580","-0.199306982"," 0.199042640"," 0.0035005336","-0.2061638167"," 0.410988977","-0.460580380","-0.216786587"," 0.107491929","-0.1457217909"," 0.2387658411"," 0.0126581656","-0.030942215","-0.162436361"," 0.1112178076"," 0.2309939572","-0.093327880"," 0.243419540","-0.142449941","-0.076213048","-0.991562164","-0.034512981"," 0.083937400"," 0.020713371","-0.042178124"," 0.197280829","-0.0008665297","-0.236017162","-0.006733267","-0.096308134","-0.1616434818","-0.03258383"," 0.465538786","-0.0184670068","-0.47283748","-0.0514487430"," 0.043836860"," 0.065354860"," 0.167886176"," 0.129122018","-0.2792063359"," 3.084893e-01"," 0.496069136","-0.024876883","-0.277940125"," 0.003807385"," 0.131759644","-4.388930e-02"," 0.4649689327","-0.49764827"," 0.0562253109","-0.047057766"," 0.004175686"," 0.0383507019"," 0.070382372","-0.003562173"," 0.191795246","-0.4208595183"," 0.016374142","-0.1852181550"," 0.187293566","-0.190903144","-0.039893291"," 0.002119977","-0.025936595"," 0.025133874","-0.023658936"," 0.131537686","-0.120209643","-0.125242893","-0.010766066"," 0.027955674"," 0.070496008","-0.173370021"," 0.05528980","-0.008244235"," 0.819876686"," 0.0109625108","-0.038205217","-0.132386860"," 7.499587e-02","-0.1096855750","-0.308352525"," 1.11991925"," 4.626348e-02"," 0.141637330","-0.098151923","-0.5098163713"," 0.191686829","-0.043140940"," 0.042204938"," 0.006529633","-0.0145622302"," 0.083315138"," 0.235846984"," 0.0330312465","-0.221298010","-0.113903367","-0.002425436"," 0.177674911"," 0.08689218"," 0.252032943","-0.0001439142","-0.0325756287","-0.131976995"," 0.081936476"," 0.024963689"," 0.03240576","-0.162013862","-0.010578150",19,17,"Iono"
"IonoTP2"," 0.098505433","-0.260074645"," 0.311851114","-0.0115394482"," 0.09183034","-0.042650211"," 0.1702104536","-0.0203937631"," 0.0949630175","-0.116820197","-0.088801456","-0.0011760972"," 0.373186958","-0.038827669","-0.395138228"," 0.070144691"," 0.076878131"," 0.113622969","-0.0178313153","-0.2406660512"," 0.256881138","-0.044017847","-0.000185653"," 0.139875661","-0.1114360180"," 0.1046918760"," 0.3813069423","-0.033651827","-0.281276720"," 0.0350828774","-0.0005571221","-0.023730281"," 0.245757904","-0.086431360"," 0.007365444","-2.537759995","-0.076771400"," 0.135476076"," 0.023246122"," 0.117596869","-0.039298725"," 0.0328935788","-0.202803561"," 0.092205999"," 0.193590799"," 0.0196091837","-0.03345902"," 0.385732163","-0.0219004864","-0.14334597"," 0.0013380566"," 0.003995433","-0.017939960"," 0.087475334","-0.063610883"," 0.0299374458"," 7.906789e-02"," 0.188642324"," 0.008247210","-0.023453905"," 0.042982345"," 0.102284162","-3.432236e-02"," 0.0743943686","-0.06141009"," 0.0147014711","-0.112303929"," 0.100399410"," 0.0158322469"," 0.033169517"," 0.058613982"," 0.223578207","-0.4376860076","-0.067456805","-0.1054190427"," 0.013610573"," 0.030768681","-0.069015647","-0.012504202","-0.019419145"," 0.005600677"," 0.067837657","-0.016766696","-0.020382384","-0.033054248"," 0.247260522"," 0.013800902"," 0.102816011","-0.066384797"," 0.14136977","-0.009178910"," 0.336543313"," 0.0313414070","-0.106756807","-0.056671884"," 2.909166e-02","-0.0927352929","-0.028196248"," 0.67667185","-2.425322e-02"," 0.065017822","-0.027759979","-0.9313517054","-0.002376034","-0.058883992"," 0.064876360"," 0.112994092","-0.0811802251"," 0.063438139"," 0.158072107"," 0.1379901945","-0.050099062","-0.045572758"," 0.036219427"," 0.159825220","-0.02024354","-0.177500446","-0.0458827983","-0.0929600558","-0.208815172"," 0.112623286","-0.004883755"," 0.02686898"," 0.080834076","-0.053873548",19,17,"Iono"
"IonoTP3"," 0.093464461","-0.059077808"," 0.562504053"," 0.0416743221","-0.31250065","-0.047647270"," 0.0637752828"," 0.0061572112"," 0.0200781525","-0.059724368"," 0.001565019"," 0.0004801794"," 0.445834589"," 0.307992700","-0.440944935","-0.039396185","-0.193175383","-0.196446326","-0.0182578837"," 0.3153114483"," 0.529591743"," 0.333318636"," 0.072473136","-0.118171276"," 0.2155805505","-0.1609918218"," 0.0919786301","-0.042442340","-0.740008296"," 0.0532185553","-0.0827796113"," 0.009940832"," 0.446448215","-0.047777184"," 0.071185389","-1.257439076","-0.083675433","-0.093479745","-0.098570835","-0.038637610","-0.045441087","-0.0495156815","-0.042722762"," 0.115067074"," 0.291462868"," 0.1051666561"," 0.09081499","-0.237027941","-0.0835294355","-0.14861647","-0.0355974097","-0.099508754","-0.016070006","-0.084660908"," 0.077415097"," 0.0370580002","-1.080767e-01"," 0.377395492","-0.063617849"," 0.105435638"," 0.027106938"," 0.073294406"," 8.576679e-02"," 0.1740416202"," 0.27596937","-0.1162479404"," 0.051602988","-0.055729560"," 0.0005911154"," 0.003848578","-0.055716125","-0.055013563"," 0.1109943562"," 0.029729619","-0.1540255130","-0.201925033","-0.146127376"," 0.048690655","-0.007460437","-0.223581631","-0.064755579","-0.166600996","-0.166557106","-0.008762269","-0.019659576"," 0.002017212","-0.122139243","-0.341894335","-0.062845796"," 0.21962874","-0.027091497"," 0.324184870","-0.1222835013","-0.157927696"," 0.007903450","-4.371061e-03","-0.0915628778"," 0.158181426"," 1.66070809","-7.640086e-02","-0.136229550"," 0.282596017","-0.8848491813","-0.075583343","-0.407654530","-0.241353631"," 0.143994632"," 0.0473492651","-0.032238710"," 0.225562525"," 0.1723029027","-0.155845141","-0.054681084","-0.070213436","-0.240987716","-0.06773459"," 0.178508294","-0.2762922670"," 0.0771303189"," 0.097051551","-0.037308968","-0.064635693","-0.02942151","-0.203902544","-0.144560789",19,17,"Iono"
