"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.256","MAL13P1.262","MAL13P1.293","MAL13P1.322","MAL13P1.338","MAL13P1.40","MAL7P1.171","MAL7P1.18","MAL7P1.29","MAL7P1.65","MAL7P1.75","MAL7P1.94","MAL8P1.105","MAL8P1.123","MAL8P1.132","MAL8P1.153","MAL8P1.91","PF07_0074","PF07_0079","PF08_0018","PF08_0032","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0152","PF10_0191","PF10_0299","PF10_0307","PF10_0374","PF11_0079","PF11_0087","PF11_0090","PF11_0162","PF11_0252","PF11_0260","PF11_0290","PF11_0329","PF11_0435","PF11_0438","PF11_0527","PF13_0032","PF13_0042","PF13_0095","PF13_0137","PF13_0170","PF13_0219","PF13_0350","PF14_0041","PF14_0071","PF14_0112","PF14_0238","PF14_0360","PF14_0384","PF14_0455","PF14_0499","PF14_0540","PF14_0552","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0330w","PFA0430c","PFA0490w","PFB0270w","PFB0295w","PFB0395w","PFB0590w","PFB0920w","PFB0923c","PFC0090w","PFC0375c","PFC0400w","PFC0965w","PFC0980c","PFD0285c","PFD0470c","PFD0545w","PFE0165w","PFE0205w","PFE0260w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFE1390w","PFF0150c","PFF0200c","PFF0325c","PFF0690c","PFF0715c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFF1390w","PFI0500w","PFI0710c","PFI0855w","PFI0905w","PFI1185c","PFI1425w","PFL0580w","PFL0625c","PFL0685w","PFL0885w","PFL0980w","PFL1135c","PFL1270w","PFL1490w","PFL2200w","PFL2370c","PFL2520w","D_class","Class","Compound"
"Leupeptine_H8"," 0.032937468"," 0.043478902"," 0.090306974"," 0.0706460299"," 0.12714112","-0.163612726","-0.7502315264"," 0.1701027256"," 0.0007409746","-0.356810651"," 0.011024501"," 0.2682663271"," 0.218587301"," 0.084576866","-0.020354874","-0.163659941","-0.257912843"," 0.012090862","-0.0554324952"," 0.0368633085"," 0.175866733"," 0.058329187"," 0.055631488","-0.002824348"," 0.1873588063","-0.0898270421"," 0.3569007576","-0.057862274","-0.227081896","-0.0059184881","-0.0738502475"," 0.038224312","-0.096725224","-0.106204531","-0.054169916"," 0.648959874"," 0.025498669","-0.047157232","-0.058672702","-0.013311341"," 0.212039883"," 0.4307607040","-0.147977413","-0.200962127","-0.088112624","-0.1823916599","-0.03445676"," 0.073115548"," 0.0725028883"," 0.05211846"," 0.0577350987","-0.108014845","-0.087725629","-0.255156241"," 0.237515369","-0.0385529163"," 1.900207e-01"," 0.015353652","-0.098204803","-0.001319517"," 0.112575606"," 0.059113154","-1.474321e-02"," 0.0755152027","-0.40375286"," 0.0990607982","-0.030471101"," 0.056235935"," 0.0371075898"," 0.141698460"," 0.126338194","-0.455811288","-0.1199970267"," 0.161489694"," 0.2458287316","-0.403534627","-0.032866845"," 0.106537645"," 0.218593318","-0.035508815"," 0.100274442"," 0.466169763"," 0.253575875","-0.367761839"," 0.045822157","-0.169654088"," 0.001731436"," 0.001885840","-0.131101110"," 0.39245453"," 0.044496629"," 0.122458863"," 0.0392692684"," 0.041113346"," 0.017381346"," 1.617132e-02","-0.0579086225","-0.209124135"," 0.38547365","-1.554590e-01","-0.155019182","-0.081664392"," 0.0895779402"," 0.012597922"," 0.128860601","-0.311014137"," 0.099630781","-0.1498939210"," 0.001212412","-0.077412821"," 0.1530814621"," 0.074359420","-0.157749890"," 0.036316617"," 0.061560543"," 0.01048881","-0.030718284","-0.2362873627","-0.2739077017","-0.027638205","-0.158022684"," 0.050416276"," 0.09696071"," 0.117242229","-0.161184850",9,8,"Leupeptine"
"Apicidin_H1","-0.046033850","-0.032277123","-0.152660769","-0.0881573383"," 0.42361232"," 0.131931431","-0.3154575788"," 0.1157732139","-0.0592539774","-0.011853206","-0.362330965","-0.1830691991"," 0.114728596","-0.126469279","-0.133337083","-0.507256508","-0.071498436","-0.329224682","-0.6121045240"," 0.1176269304","-0.112297771"," 0.238246089"," 0.242785634"," 1.788953671","-0.0938616233","-0.0098570073"," 0.0340463986","-0.089153774"," 0.148722433"," 0.0257069925","-0.1437833945"," 0.666849970","-0.391986361","-0.040201787"," 0.398990715","-0.131452895"," 0.076515254","-0.210016771"," 0.265132638"," 0.084178477","-0.172769658"," 0.4674031756"," 0.015410802","-0.136879897"," 0.104283317"," 0.0662630287"," 0.83674685","-0.297297844"," 0.1566316461","-0.05104866"," 0.1329562023","-0.052550424","-0.017712779"," 0.033293268","-0.361331828","-0.1052596231","-3.242945e-01"," 0.023412706"," 0.068904604"," 0.549714765"," 0.102758761","-0.096786514","-3.509323e-01","-0.2234712712"," 0.54906489"," 0.1464954804"," 0.228392167"," 0.053285970"," 0.1403913072","-0.252879488","-0.117474977"," 0.156436726"," 0.1362288372","-0.175070908","-0.3622095485","-0.000778745","-0.275873299","-0.148528317","-0.204109710"," 0.127530698","-0.030525585","-0.060277341","-0.499281324"," 0.287995817"," 0.214551902","-0.066903068","-0.040239279","-0.266035791"," 0.035173667"," 0.11918717"," 0.068526115"," 0.028910307","-0.2774035653"," 0.270619217","-0.700762306","-1.885653e-01","-0.0185754582","-0.130762067"," 0.33743794"," 3.973746e-02"," 0.006064657"," 0.194579365","-0.4398151141","-0.133312539","-0.277841485","-0.064428417","-0.405086355"," 0.6416626783","-0.305329032"," 0.099167663","-0.1752735378","-0.825107403"," 0.286609889","-0.656244081","-0.397939015","-0.00914605"," 0.125323412"," 0.1232035784","-0.3381190403"," 0.049380849"," 0.198242315"," 0.018945796","-0.18920616","-0.372814388"," 0.810223913",10,9,"Apicidin"
"Apicidin_H2"," 0.215745718"," 0.090429731"," 0.092932462","-0.0195005799"," 0.20406740"," 0.120458102"," 0.2547604904","-0.0007648799"," 0.1477278312","-0.146154437"," 0.334973597"," 0.4626264928"," 0.047734118"," 0.289686477"," 0.433407320","-0.260759249","-0.114502437","-0.044248397","-0.0282637409","-0.0438163374"," 0.019241255"," 0.257917455"," 0.236634669","-0.073150469","-0.0335838562","-0.0826094219","-0.0276117447","-0.242610682","-0.229015519"," 0.2488944640"," 0.1018407243"," 0.196197615"," 0.030000749","-0.064975922","-0.142319922"," 0.314804537"," 0.458126209","-0.249744911","-0.020496270","-0.151742128"," 0.146712578","-0.0389088918","-0.104005323"," 0.039544666"," 0.091668301","-0.5929638089","-0.23277073"," 0.080159086"," 0.0874254147","-0.12206749"," 0.1454657859","-0.156841857"," 0.073379660","-0.041408094"," 0.044398732","-0.0550377222"," 3.430892e-01"," 0.106740899","-0.299721379"," 0.143428296"," 0.196938135","-0.119437749"," 3.236421e-02","-0.0318036143"," 0.14000745","-0.1457992080","-0.167280887"," 0.191614116","-0.0276359050"," 0.261053465"," 0.275333976"," 0.134016700","-0.1050718464","-0.133277731","-0.0072568233"," 0.115262935","-0.167390238"," 0.326849676"," 0.227513792","-0.089903050","-0.104576360"," 0.075640394"," 0.245736678","-0.239117353"," 0.144327657"," 0.037297439"," 0.069201991","-0.518243183"," 0.085936350"," 0.05131904"," 0.146867027","-0.044884748","-0.0303285916","-0.114568438","-0.448306384","-2.933373e-01","-0.0942510290","-0.230427360"," 0.21271822"," 2.007334e-01"," 0.028813070","-0.186753028"," 0.0284447905"," 0.186491911"," 0.155583447","-0.150982227","-0.080492227"," 0.3397243941","-0.034768995","-0.025302767","-0.2530948418","-0.332363732"," 0.402571279"," 0.034342182","-0.181426958"," 0.19379010"," 0.073441222"," 0.0991880372"," 0.0482312012","-0.012055993","-0.168681822","-0.111723027","-0.18192323","-0.067500579"," 0.680475332",10,9,"Apicidin"
"Apicidin_H4"," 0.005308789","-0.093634453","-0.006378377"," 0.0849241520","-0.13910695","-0.079105727","-0.1828143805","-0.0646837881","-0.1741135679","-0.044861105"," 0.270415805","-0.2087089921"," 0.130322138"," 0.633355954","-0.003359381","-0.077536214"," 0.109702520","-0.293991068","-0.0936876022"," 0.2469944686","-0.100306339"," 0.365518945"," 0.094283243","-0.011978962"," 0.0166913251","-0.2828990989","-0.0740246267","-0.243662816","-0.180494530"," 0.0591526505","-0.0887681299"," 0.147816216","-0.023424279"," 0.057984480"," 0.087927751"," 0.250165992","-0.057676197","-0.029059499"," 0.158480302","-0.030424441","-0.113749577","-0.1391106407"," 0.100289782","-0.057244495","-0.085182245"," 0.0479083127","-0.05007718","-0.130977237","-0.0177466078","-0.08977964"," 0.0485183726","-0.201900729","-0.017546498","-0.153370715","-0.041015982"," 0.1215062233"," 1.301230e-02","-0.033529306","-0.116944623"," 0.226119474","-0.206387606","-0.250658335"," 7.479199e-02","-0.1500578682"," 0.21836198","-0.1129622555"," 0.165083977","-0.004785416","-0.0928188859"," 0.123936555","-0.040423117","-0.191969849"," 0.3460499756"," 0.103417478","-0.0822091910","-0.286514141"," 0.197780374"," 0.110926756"," 0.058832798","-0.020240747","-0.188462948"," 0.350524429","-0.031247575","-0.074848873","-0.115618569","-0.074621160"," 0.227960180","-0.082396778","-0.043430885"," 0.52095789","-0.047230190","-0.168498746","-0.0904176655","-0.102194071","-0.059043307"," 1.604439e-01"," 0.0527930376"," 0.049860619"," 0.14803317","-1.837549e-01"," 0.132634388","-0.071624924"," 0.0645282394","-0.102629367"," 0.200066856"," 0.088406601","-0.276712990","-0.4523301788"," 0.011824653","-0.001598155","-0.0504512798","-0.120756070"," 0.143154989"," 0.084174573","-0.183404060","-0.13092115"," 0.206325872","-0.2618888393"," 0.1242305559"," 0.008233631"," 0.061837792","-0.173074594","-0.04527142","-0.040299580","-0.067157621",10,9,"Apicidin"
"Apicidin_H6","-0.105196653","-0.024379805","-0.003886237","-0.0525535891","-0.01944052"," 0.116598097","-0.0702033636","-0.1783398038"," 0.0392858416"," 0.120679864"," 0.128324764","-0.0231290027"," 0.006989802"," 0.404483578","-0.047351694","-0.029973865","-0.065671457","-0.095914242","-0.0614642124"," 0.8434544377","-0.038242442","-0.056941422"," 0.220233033"," 0.344033319"," 0.0065425894","-0.0021230272","-0.1396337683","-0.073832062"," 0.014706495","-0.1577507895"," 0.2719806450"," 0.266900275"," 0.026764581"," 0.140675630"," 0.128979539"," 0.279001233","-0.001125017","-0.094047854"," 0.105210041","-0.125149066","-0.020577818"," 0.1395551754","-0.150614554"," 0.024049084"," 0.135858721","-0.1614220269"," 0.39111169","-0.104605443"," 0.0911104003","-0.18771464"," 0.3150737356","-0.213882250"," 0.190832513"," 0.044638555","-0.217721365","-0.0399032780"," 1.401918e-01"," 0.261035443","-0.113246393"," 0.060674859","-0.048004092","-0.035316629","-5.940931e-02"," 0.0564107001","-0.02171584","-0.1511904127"," 0.101604314","-0.134150437"," 0.0491114132"," 0.142778478"," 0.182537076"," 0.166298229"," 0.0331857393","-0.165035588","-0.1289390302","-0.168799655"," 0.055619618"," 0.107428843","-0.018154477","-0.031295548","-0.072105300"," 0.215284460"," 0.083081761"," 0.037817282"," 0.052889011"," 0.182729994","-0.008145315"," 0.090229931"," 0.059973795"," 0.14969516"," 0.145619452","-0.001723909"," 0.0664819121"," 0.135301087","-0.123570486","-7.020620e-02"," 0.1045997672","-0.117638363"," 0.08162083"," 1.335370e-02","-0.058375446","-0.195140242","-0.1452639832","-0.037404738"," 0.094902201","-0.085314775"," 0.272564577"," 0.0007836915"," 0.051794118"," 0.101660226","-0.2423906147","-0.218887691"," 0.278818802","-0.018655539","-0.208241097"," 0.09998834","-0.228110345","-0.0762077158"," 0.2070862122","-0.139899667","-0.004798505"," 0.282549140","-0.15976894","-0.087333354"," 0.256340015",10,9,"Apicidin"
"Apicidin_H8","-0.131313769","-0.417628537","-0.095638965","-0.1424497827"," 0.12274900","-0.009727095","-0.0779911548","-0.0758124521","-0.1854425928"," 0.143625461"," 0.219433866","-0.1875190878","-0.125623344"," 0.431236302"," 0.044926426"," 0.159624803"," 0.184310716","-0.147810358","-0.1881741266"," 0.4098764295","-0.242722006"," 0.039551511"," 0.319424441"," 0.509780125","-0.0962276480"," 0.1099037166","-0.2559307758"," 0.067461852"," 0.181936556"," 0.0502055200"," 0.1818417379"," 0.013167675","-0.049326591"," 0.118243450","-0.062680794"," 0.230931288","-0.104200339","-0.006186513","-0.005309758"," 0.012362449","-0.091581152"," 0.0786439916"," 0.119365472"," 0.067100668","-0.123432942"," 0.2719228104"," 0.05860125","-0.092455228"," 0.1097986101","-0.09292746"," 0.1702683827","-0.238037988"," 0.072349229","-0.119625751","-0.169362791"," 0.1711529313","-5.598409e-02"," 0.158214892","-0.195416921"," 0.243815212","-0.053365799"," 0.082606733","-3.144605e-02","-0.0889127171"," 0.01017960","-0.1815397412","-0.054461980","-0.032942726"," 0.0575261487"," 0.271043085"," 0.074236539","-0.024705360"," 0.0465774497","-0.048072549","-0.0490340083","-0.355552519"," 0.174668355"," 0.058393614","-0.001169459","-0.218918297","-0.119042869"," 0.237866961","-0.148259733"," 0.033709936","-0.239503417"," 0.103852354","-0.433335356"," 0.089811497","-0.259740003"," 0.73412981","-0.019410451","-0.090406174","-0.0577473002"," 0.087644066","-0.040370108","-2.362202e-05"," 0.0969549785"," 0.014364636","-0.10529933","-2.350101e-01","-0.091941849"," 0.185983837"," 0.0513564785","-0.072419726","-0.066848241"," 0.042573764"," 0.096196841"," 0.0326035872"," 0.046540452"," 0.364149763","-0.1681867498"," 0.205108321"," 0.140133878","-0.009227192","-0.160202600","-0.03647628","-0.153055160","-0.2222636407"," 0.0625640292","-0.035200373"," 0.241490258"," 0.108936675","-0.12274735"," 0.088984000"," 0.226846887",10,9,"Apicidin"
"Apicidin_H10"," 0.050572731","-0.148266232","-0.038900026"," 0.0359040521","-0.05410608"," 0.027257665"," 0.2314391797","-0.0844160486"," 0.2127511933","-0.048609223"," 0.415370371"," 0.1314587904","-0.012127554"," 0.015397077","-0.235135949"," 0.008425785","-0.206093274","-0.080874389","-0.1175907709","-0.0433390023","-0.042252336","-0.015285951"," 0.150645252"," 0.380615400"," 0.1200530479"," 0.0373807495","-0.1646973924","-0.110604445"," 0.059671706","-0.0712806966"," 0.0404969519"," 0.380075687"," 0.212242815","-0.177321327","-0.218157391"," 0.090051272"," 0.067657865"," 0.183518252","-0.140623145","-0.193718903"," 0.148421624"," 0.3566325947","-0.015198068","-0.156827180","-0.065788933","-0.1392508734"," 0.41621616","-0.118111188"," 0.1383114864","-0.15576070"," 0.1845012387","-0.285106996","-0.089534244","-0.224657871"," 0.008424697","-0.1981675448","-3.841074e-02"," 0.093985980","-0.332373808","-0.009002542"," 0.203445593"," 0.064966822"," 4.542642e-02","-0.0494990641","-0.28205582","-0.1207184423","-0.024515086"," 0.111765351"," 0.1429936978"," 0.426237327"," 0.142390911"," 0.031676583","-0.0427328636","-0.265172974","-0.0457604799","-0.037970118","-0.100357986"," 0.081589717","-0.017949181"," 0.062309463","-0.033175064"," 0.570294749"," 0.230891109","-0.056564499","-0.097896926"," 0.161880119"," 0.210616458","-0.177403534","-0.103889530"," 1.35097766"," 0.011270195","-0.052848637","-0.1046635333"," 0.183088465"," 0.110033826","-1.080900e-01","-0.0142179182","-0.225301838"," 0.08694159"," 1.009210e-02"," 0.057370256"," 0.031560357"," 0.0498941053","-0.105489467"," 0.147942886","-0.009511559"," 0.003855741","-0.1400582112","-0.115283588"," 0.124558648","-0.1450472592","-0.033039882"," 0.345750565"," 0.007813540"," 0.092779064"," 0.27352806"," 0.144046007","-0.0380673334","-0.0550401384"," 0.005282046","-0.084972845","-0.003310420","-0.03990977","-0.032098644","-0.026846433",10,9,"Apicidin"
"Trichostatin_H1","-0.113532479","-0.551221452"," 0.061456630"," 0.8131066103"," 0.30952096"," 0.883417751"," 0.1196125217"," 0.6703098721","-0.9559988754"," 0.489103089"," 0.118976257"," 1.9755346360"," 0.865147490","-0.261571778"," 0.267831414"," 0.139475826","-0.039739374","-0.423894209","-0.6800022700"," 0.4693055248"," 0.444647026","-0.790517252","-0.237501485"," 0.112106827"," 0.3068764750"," 0.0371063821"," 0.5634097300","-0.134587706","-0.288973583"," 0.0325748885","-0.0455695214","-0.636867925"," 0.491858627"," 0.009001207","-0.573250191"," 0.360978267","-1.104612048","-1.262049862"," 0.383325087"," 0.561382375","-0.803554548"," 0.2202865822"," 0.450136760"," 0.305770623","-0.860415732"," 0.0070853952"," 0.02941299","-0.166945442"," 0.1158867124","-0.52252414"," 0.6043252884","-0.416770464","-0.356016492"," 0.139282905","-0.052457027","-0.0000849478"," 2.828524e-01","-0.486700096"," 0.869864019"," 1.072431022","-0.157063489"," 0.077542544","-1.148011e+00","-0.5684797112"," 0.09335618"," 0.3948900805"," 0.543850093"," 0.341063698"," 0.0820749127"," 0.381839680","-0.841884063"," 0.391969873"," 0.0477072010","-0.640476754","-0.6840301569"," 0.913125640","-0.330300740"," 1.548535141"," 2.340805233"," 0.238246240","-0.108062646"," 0.473590755"," 0.425125631"," 0.454066666"," 0.908304599","-0.158379350"," 1.452131318"," 0.631451768","-0.445541607","-1.47087182","-0.210933914","-0.475998453"," 0.0022339841"," 0.949277098","-1.676235367"," 1.136699e-01"," 0.4418826427","-0.203663901"," 0.71826027"," 5.664417e-01"," 0.699108028"," 0.101518900"," 0.0552648001","-1.244880386"," 0.323096289"," 0.305236434","-0.279065539"," 0.1718366566","-1.022931795"," 0.538290624","-1.6451320663"," 0.428955334"," 0.270439643","-1.612094038","-0.116628978"," 0.94688702","-0.814841070"," 0.2075766534"," 0.4955563322","-0.328756331"," 0.450766990"," 0.451663762"," 0.41754605","-0.704997599","-2.126949031",11,10,"Trichostatin"
"Trichostatin_H2"," 0.099077134","-0.342096852"," 0.167781239"," 0.7689178886","-0.02132999"," 0.507349139","-0.3709153519"," 0.6420590367","-0.5779913649","-0.361802591"," 0.676020112"," 2.8368953993"," 0.698739963","-0.611566292"," 1.030523550","-0.476537875","-0.263306821"," 0.752072664","-0.6615271454"," 1.0243514379"," 1.028253850","-0.276256551","-0.621181831"," 0.069238450"," 0.0750797293","-0.6638780348"," 0.8578118619"," 0.068345237"," 0.065360575"," 0.0585486656","-0.2331888785","-0.785355715"," 1.082836183","-0.889738959","-0.268818625"," 0.934568862","-0.091840857","-0.739966326","-0.187998259","-0.270236277","-1.228531915","-0.5500367302"," 0.559728626"," 0.471169207","-0.263984959"," 0.1454279045"," 0.74300668","-0.265563014","-1.1957062503","-0.51727144"," 0.7677983175"," 0.131435559"," 0.117143138","-0.185754104"," 0.616489894","-0.1822807584"," 7.280272e-01","-0.473172035"," 1.061580489"," 0.069166299","-0.226162041","-0.254612189","-1.535127e-01","-0.9931509050","-0.35900203"," 0.0576586587","-0.808440612"," 0.526275690","-0.2938361025"," 0.902558842","-0.821939690"," 0.059111524"," 0.4331762056","-0.275719195"," 0.8738835437"," 0.997442368","-0.548846916"," 0.785116875"," 2.134970095"," 0.009895266","-2.158272784"," 0.109453787"," 0.403726133","-0.862155186"," 0.831827070","-0.198136259"," 1.393717476"," 0.984914100"," 0.278829352","-1.19450970"," 0.196031156","-0.973111035","-0.1378585146"," 0.718997043","-1.271546201","-3.359968e-01","-0.2059178775","-0.239512405"," 0.23367988"," 5.837796e-01"," 0.385073481"," 0.593818635"," 0.4855152817","-0.996236575"," 0.629706344","-0.006973877","-0.065911345"," 0.7861130259","-0.581062427"," 0.341699081","-0.3197874513"," 0.248897658","-0.503965807","-0.433372438","-0.661674786"," 0.82357901","-1.442135477"," 0.0706463688","-0.1778295829","-0.309900733","-0.082497773","-0.804691781","-0.10875262","-0.074320029","-1.948671103",11,10,"Trichostatin"
"Trichostatin_H4","-0.014667208","-0.596792435"," 0.020013907"," 0.8350129829","-0.12384553","-0.027518081","-0.5031203580"," 0.8748349251","-0.8366097910","-0.205027849"," 0.384174731"," 3.2622744856"," 0.310684404"," 0.353434968"," 0.877521514"," 0.306550073","-0.037812120"," 0.247713670","-0.3795582177"," 1.0254172432"," 0.396790290","-0.508206668","-0.449648696","-0.132128714","-0.0788401249","-0.7422640407"," 0.2792056953"," 0.493753678","-0.387151547","-0.0056863108","-0.4574481386","-1.686798644"," 0.631657120","-0.284607053"," 0.268485291"," 1.019903307"," 0.027474058","-0.821919329","-0.331042859","-0.173776796","-1.136008898","-0.5150278992"," 0.318134576"," 0.077183836","-0.674251276","-0.1247762171"," 0.88992957","-0.123550803","-1.2238244078","-0.31653171"," 0.9497754811"," 0.418104750","-0.016945039","-0.124139969"," 0.200375690","-0.0965100922"," 5.582193e-01","-0.503976114"," 1.259675199"," 0.373002447","-0.355417821","-0.025348586"," 4.710466e-03","-0.6274247631","-0.25677510","-0.0332291874"," 0.014654459"," 0.561572012","-0.0676475615"," 0.100762306","-1.029940024"," 0.159017714"," 0.5386085710","-0.720682145"," 0.1374897969"," 0.177320264"," 0.007877388"," 1.272162698"," 2.444694956","-0.075236604","-1.645170464"," 0.108947943"," 0.197814712","-0.849344322"," 1.225109665"," 0.049064310"," 0.918667114"," 0.701617623"," 0.002266076","-0.39655169"," 0.293330029","-0.699724835"," 0.1454012646","-0.039397854","-1.503134132","-5.153276e-01"," 0.4366828980","-0.067145066","-0.37609752"," 4.387916e-01"," 0.330789552"," 0.499200388"," 0.3578040337","-1.003904711"," 0.026875852"," 0.295632380","-0.420671846"," 0.8226744890","-0.637135463"," 0.437069391","-0.5968000745"," 0.228531145","-0.586836923","-0.833274069","-0.076000832"," 0.99991599","-1.402174035","-0.1117979870","-0.2886944240"," 0.102259915"," 0.536827773"," 0.010680986","-0.13714912","-0.089866446","-3.757323031",11,10,"Trichostatin"
"Trichostatin_H6"," 0.034241838","-0.484856085","-0.177940898"," 0.7007979449","-0.08534992","-0.580772816","-0.5299229851"," 0.6495589519","-0.6530211733","-0.136347385"," 0.587833055"," 3.4089475408"," 0.083367489","-0.303570404"," 0.348405110"," 0.201407145"," 0.008167519"," 0.935263115","-0.0981429185"," 0.4936356427"," 0.356534561","-0.423419007","-0.741608766"," 0.075299270","-0.0105098769","-0.4375938544"," 0.2046093875"," 0.838294255"," 0.094708152"," 0.0903791596","-0.2749166286","-1.072400869"," 0.646753027","-0.740219878"," 0.081685184"," 0.777790181","-0.239028510","-0.362284966","-0.460162714","-0.160522581","-0.866586789","-0.2205337400","-0.169249787"," 0.295816390","-0.678581692"," 0.0789281099"," 0.91778883"," 0.290270091","-1.3513260732","-0.09751882"," 0.4995308121"," 0.365118795","-0.178185963","-0.285963554"," 0.180610547"," 0.0372151960"," 8.263744e-01","-0.468672663"," 0.998518603","-0.142269681","-0.371619906","-0.057208680"," 4.053854e-02","-0.5332371567","-0.26089721"," 0.3770091578","-0.812144177"," 0.481728376","-0.4704632438","-1.196104592","-1.114229124"," 0.092754022","-0.1106521009","-0.333861146"," 0.5085987225"," 0.637669926"," 0.112281880"," 0.477280026"," 3.474329865","-0.581290864","-1.179308410"," 0.110278056"," 0.060903318","-1.505657223"," 0.622365710"," 0.265760788"," 1.132746254"," 0.703490254","-0.068542818","-0.36634589","-0.314834403","-0.579939396"," 0.1431951882"," 0.847047780","-0.882059787","-1.501579e-01"," 0.5615352547"," 0.022964084","-0.07685575"," 3.515608e-02"," 0.576941952"," 0.326321639"," 0.3447272435","-0.553031684"," 0.366053336"," 0.664161507","-0.031639545"," 0.8023276426","-0.361829295"," 0.201582979","-0.4170660391"," 0.055465852","-0.704919965","-0.148557059"," 0.161785526"," 0.77679457","-1.472168072","-0.1829088611","-0.4852810858"," 0.104815999"," 0.749869988","-0.780865318","-0.31231124"," 0.106769297","-3.521117439",11,10,"Trichostatin"
"Trichostatin_H8","-0.049319287","-0.598651616","-0.118276968","-0.0374452382","-0.60144497","-0.529434949","-0.0663582039","-0.2044904574","-0.5474189572"," 0.006309596"," 0.903791864"," 2.8402765304"," 0.462180548","-0.031587497"," 0.394523667"," 0.496440468"," 0.094134767"," 0.206590025","-0.1539608502"," 0.3124520012","-0.201877015","-0.048915717"," 0.085951843"," 0.253519128"," 0.2488087811"," 0.0607204604","-0.1042538242","-0.356122545"," 0.132854474"," 0.0488774553"," 0.2682621563","-0.605034672"," 0.163395166","-0.391917540","-0.005124380","-0.031519838","-0.614817804","-0.130844080","-1.158834029"," 0.124291444","-0.567453372","-0.4915322729"," 0.012706995"," 0.278708704","-0.706994266"," 0.1986246060"," 0.07805134"," 0.481153788","-0.6473104184","-0.03127859","-0.0521631900"," 0.128861671","-1.001509005","-0.377282382"," 0.018221999"," 0.1133653414"," 2.324994e+00"," 0.186576295"," 0.854688883"," 0.149981017","-0.326269904"," 0.255055771","-1.731498e-01","-0.1714568734","-0.29248781"," 0.3101213081"," 0.048806143"," 0.199558188","-0.0899176926","-0.928175995","-1.235349087"," 0.280212471"," 0.1624950545","-1.283450294","-0.0104187119"," 0.616820349"," 0.142887311"," 0.298905190"," 6.231982891","-0.474704772","-1.803965132"," 0.067551250","-0.300575734","-0.189897971"," 0.004577169","-0.218697538"," 0.982160014","-0.001188659","-0.286546938"," 1.44706652","-0.185173722","-0.078464195"," 0.0291894088"," 0.290243963"," 0.024439764","-2.990982e-02"," 0.1029581264"," 0.071179507"," 0.10782081","-7.802389e-05"," 0.701749222"," 0.142172203","-0.1833129435","-0.215923930"," 0.039254718"," 0.389844706","-0.336569545"," 0.6159687250","-0.536277325"," 0.290436335","-0.1677597826"," 0.032763321","-0.492447695","-0.207615419"," 0.434429540"," 0.54796750","-0.283352255","-0.9413751471","-0.0507105473"," 0.627843518"," 0.222138969","-0.362072897"," 0.06652334"," 0.245747693","-2.203804091",11,10,"Trichostatin"
"Trichostatin_H10"," 0.639604862","-1.017338406"," 0.441104320","-1.3737206061","-0.78056625","-0.178466054"," 0.3830591297","-1.0647555329","-1.2779942313"," 0.625210614"," 0.879043449"," 1.7669642275"," 1.895970326"," 0.866081624"," 0.385061904"," 0.762377600"," 0.799487201","-0.204362461","-0.0672235839","-1.0054166573"," 0.463616045"," 0.422265972"," 0.438876276","-1.093504889"," 0.7004967748"," 0.1697128483"," 0.5694220125","-0.492093177"," 0.036181696"," 0.0656194589","-0.3863775652"," 0.736534576"," 0.479274932","-0.668403583"," 0.627590130"," 0.388078205"," 1.067090056"," 0.753224674","-1.618553716","-0.639935485","-1.542623326","-1.8787281572","-0.558533956"," 0.411283215","-0.492624242","-0.5044093528"," 0.82944140"," 3.182363687","-1.4226014523"," 1.97743342"," 0.2568078184"," 0.366010037","-1.516020475","-0.747579530"," 0.304539073"," 0.4006575774"," 1.337264e+00"," 0.400876847"," 0.123962887"," 0.348395298"," 0.013282023","-0.245815361","-2.319252e-01","-0.4042422906","-0.29028360","-1.5496973835"," 0.464307664"," 0.926256718"," 0.4765665260","-1.210684383","-1.074609796"," 0.915811655"," 0.3081737215","-0.252782985","-1.2260848635","-0.035459134"," 0.721540113","-0.769214409"," 1.388477276","-0.835150469","-1.912155018","-0.542619894","-0.753689242","-0.894160997"," 3.503032895"," 0.825891166"," 0.919624608","-0.174843494","-0.101535405","-0.09216687","-0.430579486"," 0.610167997"," 0.2163576643"," 0.600373408"," 1.054381237","-3.679961e-01","-1.2729330890"," 0.908529987"," 0.68062499","-9.178671e-01"," 1.069907297","-0.959307461","-0.3640616424","-0.300819896"," 0.411313046"," 0.070473647"," 0.401446064"," 0.2160044284","-0.034052569"," 0.438635461"," 0.5178020737"," 0.455250213","-0.769094071","-1.345140439"," 1.084514120","-0.18726619"," 1.621934663","-0.8554798107","-0.6298908526"," 1.067952650","-0.332859263","-1.142992280"," 0.26214029"," 0.591307917","-1.454961769",11,10,"Trichostatin"
