"","MAL13P1.124","MAL13P1.137","MAL13P1.206","MAL13P1.262","MAL13P1.40","MAL7P1.18","MAL8P1.132","PF07_0074","PF08_0032","PF10_0132","PF10_0152","PF10_0191","PF10_0299","PF10_0374","PF10_0380","PF11_0162","PF11_0290","PF11_0527","PF13_0095","PF13_0135","PF13_0137","PF14_0041","PF14_0238","PF14_0249","PF14_0360","PF14_0384","PF14_0562","PF14_0642","PF14_0713","PF14_0719","PFA0430c","PFB0175c","PFB0270w","PFB0295w","PFB0590w","PFC0090w","PFC0760c","PFC0980c","PFE0165w","PFE0430w","PFE0450w","PFE0585c","PFF0200c","PFF0610c","PFF0690c","PFF0875w","PFF0965c","PFF1150w","PFL0980w","PFL2055w","D_class","Class","Compound"
"HDATP1"," 0.433662985"," 0.316768853"," 0.41888770","-0.3671411713"," 0.197657333"," 1.187050882"," 0.7996905538","-0.389071015","-0.3915275306","-0.1952969303","-0.511115266"," 1.120162412","-0.612714078"," 0.360651106"," 1.4315410712","-0.516830830"," 0.668513304"," 0.79786161","-0.80491905","-0.4743651150"," 1.5164228459"," 1.152399519"," 0.139804803"," 0.593256354"," 0.789741460"," 0.637680823","-0.37932014","-1.038829259"," 0.620033954","-0.3580350006"," 0.613968367","-0.580679770","-0.769147594"," 0.4137182599","-0.894046629"," 0.746242952","-0.005928679","-0.662031167"," 0.880615369","-0.222908349","-0.593935729","-0.3038339418"," 0.39835576"," 0.330104665"," 0.221398250"," 0.3563599044","-0.478279948"," 0.421092401"," 0.5517402881","-0.413034542",1,1,"HDA"
"HDATP1.1"," 0.280499154"," 0.141389427","-0.41935989","-0.2894859560"," 0.053784485","-0.058054760","-0.0429221713","-0.111138149","-0.5416710351"," 0.2250786371"," 0.116000722"," 0.389736784","-0.195080566","-0.192086718"," 0.0837970515","-0.523295718"," 0.574073188"," 0.48435463","-0.10213417","-0.5164356734","-0.1667493669"," 0.478455893","-0.683072225","-0.335880142"," 0.479811389","-0.160021922","-0.69809266","-0.634430446"," 0.397851621","-0.3573293118"," 0.463856459","-0.576323564","-0.098246854"," 0.5397152189","-0.124773651"," 0.451847455"," 0.206776190","-0.358091435"," 0.770591714","-0.014381658","-0.298466210","-0.0445760667","-0.05209524"," 0.001531456","-0.096069800"," 0.4983639547","-0.148950566","-0.415638803"," 0.3435997486","-0.181543288",1,1,"HDA"
"HDATP2"," 0.048089475"," 0.273474890"," 0.18569011","-0.1402458472"," 0.518038152"," 0.657141006"," 0.7568478294","-0.626236412","-0.3069392302"," 0.2374991881","-0.813540473"," 0.511221158","-0.648342596"," 0.336350326"," 1.3323421333","-0.325536560"," 0.895404992"," 1.04950887","-0.08537403","-0.9520929685"," 1.1267684990"," 0.773674180","-0.286464150"," 0.380107614"," 0.917575474"," 0.391700240"," 0.12098367","-1.006491060"," 0.474317856","-0.2093895864","-0.010116251","-0.492138701","-0.185974961"," 0.6124485833","-0.647870981"," 0.321200863","-0.177801575","-0.968685198"," 0.797107494","-0.053630205","-0.443509705"," 0.1671929089"," 0.34289732","-0.027247997"," 0.422418726"," 0.3361640448","-0.702122986"," 0.100165532"," 0.2419656299","-0.272233055",1,1,"HDA"
"HDATP2.2"," 0.140786520"," 0.107947623","-0.30096464"," 0.0197604449","-0.446979072","-0.261872206","-0.1836287404"," 0.183895550","-0.2351383049"," 0.1008811098"," 0.292098965"," 0.265648614","-0.033237979","-0.583802270","-0.1276682610","-0.549825769"," 0.292268026"," 0.22345964"," 0.01037766","-0.1065851679"," 0.0243161945"," 0.154814107","-0.360382903","-0.331090014"," 0.212235510"," 0.199437297","-0.73105262","-0.288439576"," 0.142750514","-0.4581490965"," 0.362664113","-0.353704413","-0.048090522"," 0.3496740876"," 0.049433993"," 0.295832531"," 0.290240110"," 0.156792124"," 0.578470147"," 0.063478788","-0.003735549","-0.1254567003","-0.03864190"," 0.088294448","-0.165767225"," 0.3986275880","-0.108909882","-0.308264460"," 0.3538890494","-0.371966641",1,1,"HDA"
"HDATP3"," 0.138395010","-0.145917703","-0.09165820","-0.1497778116","-0.117967805","-0.166752192"," 0.3336357655","-0.060321485","-0.1134510308"," 0.0989071261"," 0.243528563","-0.413850895","-0.140787114"," 0.299636637","-0.4629091669","-0.370204638"," 0.809560808"," 0.57564540"," 0.39657541","-0.3832748625"," 0.3962719695"," 0.237912064","-0.217022395","-0.227576211"," 0.590943393"," 0.013508911","-0.21002078","-0.295197936"," 0.031763690","-0.5005300206"," 0.102950371","-0.887127238","-0.228469099"," 0.6481549987","-0.214155438"," 0.404895309"," 0.217844716","-0.231474505"," 0.599975750","-0.352555848","-0.224811295","-0.0154585215","-0.42379332","-0.147470106"," 0.117641230"," 0.3114165011","-0.273132967","-0.167358371"," 0.4458053759","-0.296141523",1,1,"HDA"
"HDATP3.3","-0.054201196","-0.092838517","-0.08781566","-0.1290632515","-0.142895133","-0.585080019","-0.2216848820"," 0.156994231","-0.1269314880"," 0.0184886517"," 0.333553790","-0.012811374","-0.265761134"," 0.235180556","-0.1013818902","-0.414262924"," 0.317616432"," 0.37343813"," 0.05478049","-0.1436327408"," 0.1323577017"," 0.519129100","-0.225830187","-0.370223337"," 0.328289270","-0.437687994","-0.53654955","-0.278265362"," 0.244406860","-0.5011821084"," 0.180656612","-0.682325553"," 0.049101672"," 0.2100477968","-0.232029962"," 0.565712033","-0.024300364","-0.201158224"," 0.471157589","-0.275298057","-0.404357832"," 0.1363015972","-0.22959708","-0.072106864","-0.229008936"," 0.1975745634"," 0.077842944","-0.177457330"," 0.3914518666","-0.254091796",1,1,"HDA"
"ACTTP1"," 0.202264094","-0.038147474"," 0.17112167"," 0.3877332147"," 0.371335934","-0.120705055","-0.5228678472","-0.091782120","-1.2714800299","-0.0699708389","-0.177449545"," 0.443604036"," 1.172330314"," 0.193954445"," 0.3631620477","-0.235787031","-0.009197840","-0.72307727"," 0.24425936"," 0.2063098269","-0.5995011482"," 0.428941401"," 0.218046497","-0.163164379"," 0.189556861"," 0.162229304","-0.32933728","-0.465218240"," 0.164831810"," 0.0762081898"," 0.408632402"," 0.276849885"," 0.620675230","-0.1999888999","-0.037002962","-0.308834917","-0.663367371","-0.024164152"," 0.052327009","-0.008737414","-0.083220159","-0.0519485032","-0.23038200"," 0.371603352"," 0.267242485","-0.2977171072"," 0.229857353"," 0.803219664"," 0.3704789272","-0.156420851",2,2,"ACTd"
"ACTTP2","-0.516225196"," 0.449399563","-0.43599932"," 0.5074935419","-0.221771348"," 0.091426207","-0.0462571689"," 0.408005432","-0.8500083553","-0.0709397222"," 0.499363458"," 0.713311372","-0.102451186"," 0.196059729"," 1.4046992539"," 0.432540499"," 0.088458114","-0.15494751","-0.10529164","-0.1257123412"," 0.2948070935","-0.076521793","-0.043037473"," 0.208662767","-0.310712634"," 0.080652515"," 0.24891658","-0.006808500","-0.274203555"," 0.0819345616"," 0.318692310"," 0.555965955","-0.320363762","-0.3646658101","-0.011216982","-0.535363640","-0.325205250"," 0.579164217","-0.028936559"," 0.513967092"," 0.086051965","-0.5927841970"," 0.19230830","-0.462228489","-0.326204075","-0.1599634264","-0.139954989"," 0.127128356"," 0.2917871906","-0.218710957",2,2,"ACTd"
"ACTTP3","-0.427260943"," 0.389143838","-0.30056712"," 0.7990526794"," 0.333498219","-0.199208135","-0.0644511628"," 0.107888686","-0.6427313060"," 0.1477499331","-0.074657958"," 1.671645560"," 0.994013244"," 0.044743722"," 0.7481614865","-0.103406810","-0.409861874","-0.42956604"," 0.08971356","-0.1848522310","-0.0548092492"," 0.350603527","-0.001583855","-0.049298113","-0.078109948"," 0.960883495","-0.69200239","-0.011000116","-0.070902547"," 0.1135519431"," 0.663982850"," 0.375804772"," 0.332240586"," 0.2542751270","-0.628570736"," 0.122444665"," 0.055098121"," 0.127187933","-0.100173613"," 0.243268039"," 0.264957997","-0.2695612433","-0.32470472","-0.045344622","-0.228922916","-0.1839630876","-0.028275360"," 0.045918073","-0.1206258041","-1.144299839",2,2,"ACTd"
"ACTTP4"," 0.061328012"," 0.128876445","-0.57964395"," 0.7683048076"," 0.144103224","-0.304166557","-0.3065212778","-0.450211569","-0.5183377581","-0.2629717140","-0.321561542"," 1.595284514"," 0.869955936"," 0.023136419"," 1.1835692659","-0.195246744","-0.605867636"," 0.65874303","-0.11671821","-0.0679262249"," 0.2389681096","-0.122995618"," 0.046531070"," 0.453858521","-0.372843031"," 1.108010815"," 0.62162355"," 0.117741607","-0.396171107"," 0.1708798346"," 0.737625979"," 0.702184741","-0.762976286","-0.0435794938","-0.400045183","-0.831785229"," 0.063397851"," 0.331188264","-1.070786885"," 0.382978540"," 0.653691754","-0.4342814270"," 0.50405548","-0.403076390","-0.049457777","-0.9761859059","-0.226318937"," 0.068443434","-0.1164159106","-1.086733887",2,2,"ACTd"
"ACTTP5","-0.027316587"," 0.114292517","-0.84301290"," 0.9088081485"," 0.125007898","-0.065142651","-0.1182237659","-0.329116191"," 0.0992082077"," 0.1664396661"," 0.282937216"," 1.196035785"," 0.297160350","-0.230980675"," 1.4686169264","-0.222687062","-0.713872028","-0.41246748","-0.11218169","-0.1021402583"," 0.3960880218"," 0.016522061","-0.078239365","-0.192667194","-0.496010032"," 0.874772792"," 0.45757797","-0.169054684","-0.271164784","-0.1067360897"," 0.606732612"," 0.305724351","-0.802213241","-0.1688868393","-0.593653095","-0.483878528","-0.027218233"," 0.139003096","-1.641621932"," 0.507265175"," 0.523071746","-0.7661924788"," 0.27602046","-0.829897719"," 0.534711356","-0.7183068260","-0.338780739"," 0.213815151","-1.0028763472","-0.691063453",2,2,"ACTd"
"ML_7_H1"," 0.409124218"," 0.205364855"," 0.73024941","-0.1244146313","-0.878275840"," 0.632954151","-0.1830838845","-0.011927297"," 0.0365191483"," 0.8808146460"," 0.109403873","-0.246186088","-0.178376164"," 0.429883626","-0.1996994935"," 0.216839594"," 0.208474426","-0.22909618"," 0.32858807"," 0.6101402464"," 0.0197223510"," 0.126554535","-0.117300163","-0.080106251"," 0.529313875"," 0.511506309"," 0.48358341"," 1.381613681"," 0.182821488"," 0.3358842993"," 0.923253973","-0.620469190","-0.247695638","-0.9277023397","-0.436843996","-0.144204774"," 0.278858958"," 0.656873367","-0.163281493","-0.789166281","-0.328237371"," 0.0630277666","-0.11943690","-0.248523913"," 0.260677164","-0.5270685025"," 0.036587662"," 0.268154668","-0.7171114437","-0.008355227",3,3,"ML_7"
"ML_7_H2"," 0.289426667"," 0.225836892"," 1.03413592"," 0.0514703070","-0.947343950"," 0.663620520","-0.0996289155"," 0.118442476"," 0.5250246091"," 0.3154000029"," 0.646579792"," 0.239548035","-0.089709325","-0.771564077","-0.1702125364"," 0.155531423","-0.089542080"," 0.01026495"," 0.23222129"," 0.2194885914"," 0.0435640376","-0.515704705","-0.442216012","-0.335482995"," 0.267217676"," 0.127610870"," 0.57699104"," 0.554136004"," 0.493172238"," 0.2489086969"," 0.974641776","-0.748146686","-0.143639474","-1.1307077494","-0.497215787","-0.338604673"," 0.318116496"," 0.495204194"," 0.289974538","-0.441921460","-0.331284288","-0.0318315137","-0.07693573"," 0.266298721"," 0.479992608","-0.2915469404"," 0.013916170"," 0.266985138","-0.4937543917","-0.331524896",3,3,"ML_7"
"ML_7_H4"," 0.318901060"," 0.018675555"," 0.91656917","-0.1430563105","-0.952678322"," 0.275564868","-0.1603121260","-0.093388293"," 0.1050374574"," 0.4573583321"," 0.321650066","-0.181735372"," 0.203317786","-0.073458398","-0.0713830567"," 0.211657490"," 0.306688898"," 0.27513931"," 0.26670151","-0.0369705601"," 0.0920811706"," 0.401182632","-0.179439741","-0.284139849"," 0.298406005","-0.120599367"," 0.77948929"," 0.546061286"," 0.133268916"," 0.1791204450"," 0.753260414","-0.402749470","-0.140730699","-0.9265466196","-0.496492136","-0.372847272"," 0.155998063"," 0.450501601"," 0.213451872","-0.387677248","-0.303406842"," 0.0916149170","-0.11370141","-0.031772346"," 0.330061156","-0.5193108223"," 0.002945456"," 0.368240967","-0.5264901821"," 0.054535993",3,3,"ML_7"
"ML_7_H6"," 0.286227967"," 0.011787464"," 1.03802016"," 0.2423608064","-0.874405185"," 0.106295221","-0.6196054155","-0.580935533","-0.2339859527"," 0.6578988446"," 0.114353114"," 0.209148237","-0.209051793","-1.764416657","-0.3554679361"," 0.152569113","-0.015150452"," 0.12159641"," 0.42339367"," 0.2931281325","-0.3055342199"," 0.189829897","-0.272246140","-0.472432258"," 0.431000704","-0.393242557"," 0.49947747","-0.505467631","-0.182076438","-0.2041825171"," 0.882654191","-0.330239232"," 0.013089229","-0.8466543611","-0.531478352","-0.319259023"," 0.133272008"," 0.482686940"," 0.219724599","-0.316791699","-0.242099801"," 0.3065607042","-0.11021971"," 0.085031323"," 0.219825571","-0.2440992810"," 0.104381456"," 0.278779186","-0.6267040468"," 0.598337250",3,3,"ML_7"
"ML_7_H8"," 0.622939985"," 0.212151991"," 1.07607143"," 0.0373611352","-0.776380876"," 0.557542475"," 0.2511630297"," 0.165536393"," 0.7176759704"," 0.4408917715"," 0.130447711","-0.862672415"," 0.482620102"," 0.130867043","-0.3735391270"," 0.150747516","-0.083541792","-0.19370817"," 0.45864650"," 0.0608929280","-0.2018917294"," 0.409373825"," 0.183755009","-0.488077982"," 0.277691894"," 0.076960485"," 1.20039197"," 1.021705060"," 0.436365522"," 0.3002878634"," 1.138935213","-0.591445013"," 0.251113047","-1.0895598986","-0.896274533","-0.692163884"," 0.256157391"," 0.923391340","-0.282261152","-0.363785258"," 0.012336529","-0.2246010459","-0.59523632"," 0.178879275"," 0.434626604","-0.3729004376"," 0.132604737"," 0.181241890","-0.2582202706","-0.429432973",3,3,"ML_7"
"ML_7_H10"," 0.031672403"," 0.047572144"," 0.76391411","-0.0866852967","-0.914373966","-0.277833182","-0.1412058711","-0.328343084"," 0.1084361036","-0.3631035621"," 0.334828934","-0.279742649"," 0.346123045"," 0.113031397","-0.1686229648"," 0.048759277","-0.082943995","-0.09822164"," 0.37150330"," 0.1696788120"," 0.2856709126","-0.107343417","-0.375033517","-0.025701731","-0.110635719"," 0.105040317"," 0.54145815"," 0.811057416","-0.013715842"," 0.1859876139"," 0.227851513"," 0.053997452","-0.121409487","-0.4534516042"," 0.024670974","-0.239386693"," 0.184197782","-0.063395368"," 0.463074033","-0.442357266","-0.174509032"," 0.2296326374"," 0.08441433","-0.348379772"," 0.554088638","-0.4013984341","-0.240007799"," 0.664940035","-0.3520470248","-0.146350872",3,3,"ML_7"
"ML_7_H12","-0.028342590","-0.033055967"," 0.18441603","-0.0298477317","-0.903523527","-0.663256937","-0.3065727973","-0.196534826"," 0.0537100090","-0.3444395557","-0.036678874","-0.756505620"," 0.367189545","-0.211389295"," 0.0079769055","-0.076409470","-0.438193967"," 0.16686363"," 0.45639820"," 0.1297441023"," 0.3619641119"," 0.353945285","-0.355613456"," 0.086615645","-0.358349872","-0.222116288"," 0.07889643"," 0.320529774","-0.480901590"," 0.0186092989","-0.001956810"," 0.013741853","-0.341044129","-0.2672222332","-0.052879115"," 0.044308914","-0.141513899","-0.103703679","-0.348654145","-0.616879131"," 0.067595522"," 0.2591997429","-0.04290429","-0.604580846"," 0.641773477","-0.3772800676","-0.418539798"," 0.775359811","-0.2954743129","-0.184396550",3,3,"ML_7"
"W7_H1","-0.140843916","-0.207598638"," 1.07372771"," 0.2895592693","-0.712895573"," 0.141971935"," 0.0829415862"," 0.271906673","-0.3451140986"," 1.0083603869"," 0.028884412"," 0.199260843"," 0.148260087","-0.256344861","-0.2594158656"," 0.221904038"," 0.315713011","-0.24931613"," 0.07777226","-0.2713212253"," 0.0485169303"," 0.253368687"," 0.376996885","-0.273224153"," 0.102938370"," 0.257802340"," 0.72599908"," 0.360041774"," 0.030031611"," 0.0171024591"," 0.395933365","-0.197809763"," 0.175262106","-0.5524961969","-0.206832962"," 0.103828210","-0.418409027"," 0.474226992"," 0.310707615","-0.288785321","-0.373962589","-0.3915677898","-0.29445186","-0.242860869","-0.097471572","-0.5988300845","-0.006204569"," 0.981640953","-0.2943142678"," 0.514590579",4,3,"W_7"
"W7_H2","-0.069354853"," 0.018755729"," 1.00980174"," 0.3195365625","-0.419274046"," 0.029343835","-0.0470598766"," 0.332747932","-0.2907364331"," 0.2709611129"," 0.830331728"," 0.200006628"," 0.032753531","-0.430419654","-0.0124045711"," 0.039429935","-0.095179703"," 0.27835493"," 0.29534199"," 0.2413589976","-0.0009508931"," 0.100701502","-0.191013287","-0.015411377"," 0.046152130","-0.226427308"," 0.60322079","-0.160511091"," 0.033753002"," 0.0743204115"," 0.302917361","-0.306028404"," 0.095965349","-0.6613862193","-0.535184283","-0.260154793","-0.204435586"," 0.446417380"," 0.288414534","-0.307505225","-0.427203887","-0.0109372540","-0.15259025"," 0.295927212"," 0.076741080","-0.3281168998"," 0.081421365"," 0.581332226","-0.1551413878"," 0.439395940",4,3,"W_7"
"W7_H4"," 0.626128179"," 0.356811839"," 1.05205749","-0.2427296339","-1.163063660"," 0.754698487","-0.0100240855","-0.077716981"," 0.3904320814"," 0.5648609815"," 0.285282018"," 0.079206360"," 0.032643683"," 0.651522919","-0.1019833382"," 0.454964639"," 0.215464833"," 0.20379192"," 0.52413452","-0.0117507192"," 0.1093948084"," 0.385298468","-0.170333358","-0.116363127"," 0.715230721"," 0.243529191"," 0.53351735"," 0.851228884"," 0.116141802"," 0.0718323661"," 1.121516294","-0.548663266"," 0.201858314","-0.9661500880","-0.477149415","-0.365511050"," 0.357363991"," 0.822425598","-0.222041401","-0.465039353","-0.025494322"," 0.1881171484"," 0.07580071"," 0.443752539"," 0.546338227","-0.6989806146","-0.034601336"," 0.063941046","-0.7350547976","-0.205017875",4,3,"W_7"
"W7_H6"," 0.406088887"," 0.090519569"," 1.05244464"," 0.1450520528","-1.057324675"," 0.102996343","-0.7023244418","-0.572936898","-0.4715902490"," 0.6623401936","-0.038328635"," 0.254786078","-0.196709026","-1.352267331","-0.2225003912"," 0.054485484"," 0.006864363"," 0.11948086"," 0.67892845"," 0.2180494651","-0.1941836059"," 0.475810888","-0.083233571","-0.498835945"," 0.582204159","-0.395671866"," 0.42371125","-0.486872928","-0.366173163","-0.2446828579"," 0.710597628","-0.249197686"," 0.104871539","-0.7384327597","-0.633111581","-0.327253364"," 0.201548776"," 0.328346880","-0.074398425","-0.349035253","-0.075711904"," 0.2245299257","-0.09543778"," 0.163079020"," 0.299443726","-0.2557164451"," 0.001115655"," 0.107752384","-0.8405282381"," 0.456161128",4,3,"W_7"
"W7_H8"," 0.768881766"," 0.580240745"," 1.18058197","-0.3372981832","-1.095643533"," 1.092836318"," 0.0587649991"," 0.063728089"," 0.8261027970"," 0.5315128563"," 0.378085124"," 0.371158075"," 0.212267969"," 0.640287957","-0.3892775824"," 0.370578327"," 0.151754048","-0.22135397"," 0.86882560","-0.0612967272","-0.0478788966"," 0.597612309","-0.055623989","-0.378678649"," 0.618541382"," 0.320077831"," 1.30264354"," 1.003989173"," 1.152410138"," 0.2672453705"," 1.544571490","-1.015395064"," 0.622274298","-0.9412280766","-0.739164555","-0.687618824"," 0.499898922"," 0.955433809","-0.150300263","-0.562912150"," 0.067872431","-0.1603974309","-0.15501034"," 0.625665817"," 0.458988824","-0.5431188669"," 0.162043656","-0.125613237","-0.6343257460","-0.596373724",4,3,"W_7"
"W7_H10"," 0.068050143","-0.146976331"," 0.78224387"," 0.1127308532","-0.339670720"," 0.103086442"," 0.4208523033"," 0.580041291","-0.3246450913"," 0.5476746434"," 0.487188513","-0.003844772"," 0.293498772"," 0.141733598","-0.2432278116","-0.511612236"," 0.352786278"," 0.35577131"," 0.04001783"," 0.3873531017"," 0.1312699522"," 0.703059973","-0.195992758","-0.309685563"," 0.025439732"," 0.276652515"," 0.61327394"," 1.018942589","-0.083385703"," 0.1752430207"," 0.298819545","-0.159246158","-0.005326173","-0.9440550734","-0.282289079","-0.369305800","-0.154633021"," 0.542548707","-0.659424167","-0.364422979","-0.411608131","-0.5036667398","-0.12448520"," 0.158426497"," 0.293035518","-0.2861795928"," 0.566730926"," 0.265138970","-0.0331439558"," 0.319523105",4,3,"W_7"
"W7_H12"," 0.226112742"," 0.310847661"," 0.75318358"," 0.2778749671","-0.667052827"," 0.488418735"," 0.0867501321"," 0.372018864"," 0.5351234439"," 0.6213434781"," 0.362881825","-0.089769655"," 0.005148386"," 1.277160916","-0.2685187847"," 0.120982976"," 0.136241915"," 0.17280701"," 0.02111293"," 0.1484667042"," 0.2293722206"," 0.129268281","-0.157771881","-0.131618919"," 0.332386531"," 0.024431584"," 0.56402747"," 0.725791375","-0.113723835"," 0.2337814305"," 0.937556489","-0.587417394","-0.088438367","-0.6881613844","-0.431159423","-0.337020270"," 0.121430153"," 0.469710991","-0.745848850","-0.496387639"," 0.058639805","-0.2217604617","-0.32104685"," 0.697377664"," 0.514901357","-0.4343693802"," 0.400707881","-0.180346920","-0.4389759572","-0.241735475",4,3,"W_7"
"Staurosporine_H1"," 0.151460335"," 0.389469770"," 0.53638397"," 0.0730580830","-0.555632340"," 0.296171209","-1.0847930649"," 0.426362602"," 0.1550873585"," 0.3646994350","-0.005730501","-0.370467188","-0.330259724"," 0.020725293"," 0.2403129143"," 0.605947479"," 1.460407789"," 0.10126437"," 1.15366070"," 0.2334420482","-0.0893759857"," 0.312088032"," 0.085547390","-0.160559812"," 0.048974931"," 0.600709864"," 0.07676512","-0.068172860"," 0.007658657","-0.9848395293"," 1.040383596"," 0.395118365","-1.217710253","-0.2183534513","-0.732406617"," 0.020260163"," 0.642098552"," 0.222853313","-0.069386369"," 0.365375641","-0.043726844"," 0.3364182634"," 0.67751398","-0.271658078","-0.350150417","-0.0471356010","-1.081005648","-0.639373929","-1.0490072368"," 0.769998250",5,4,"Staurosporine"
"Staurosporine_H2"," 0.132678321"," 0.424432971"," 0.37597378","-0.0310216916","-0.924414276"," 0.076172397","-1.0736721412"," 0.370233242"," 0.1406071999","-0.0793026120"," 0.635042707"," 0.079049394","-0.098353023"," 0.017285295"," 0.3837560788"," 0.504010456"," 0.861945691","-0.06652596"," 1.25066355"," 0.3509443519","-0.2381817797"," 0.258622088"," 0.183910751","-0.133949633"," 0.026837967"," 0.483664341","-0.42127102"," 0.032676219"," 0.289219962","-0.8229760676"," 0.873298633","-0.058625519","-0.872423700","-0.4935007031","-0.784022835","-0.353749425"," 0.717914894"," 0.261592726","-0.678905998"," 0.272991102"," 0.250673951"," 0.3786505496"," 0.64575449"," 0.041603181","-0.259831727"," 0.1870706989","-1.336130921","-0.654481885","-1.1909913666"," 0.007393349",5,4,"Staurosporine"
"Staurosporine_H4"," 0.070029021"," 0.085399162"," 0.39719160","-0.3184632960","-0.797826384"," 0.119129146","-0.6320348406","-0.240336131","-0.1164238096"," 0.0338749098"," 0.110866646","-0.300399371"," 0.382674043"," 0.331399243"," 0.2402723904"," 0.534219067"," 1.161689356","-0.01499715"," 0.81664872"," 0.3591886228","-0.2008295760"," 0.426526476"," 0.568103756","-0.194300476","-0.025575086"," 0.354191837","-0.20923508"," 0.018109113"," 0.246538131","-0.4674614722"," 0.741151745"," 0.371151366","-0.810244623","-0.7623583925","-0.493278346","-0.273776312"," 0.357491501"," 0.493298531","-0.475326381"," 0.538124241"," 0.270970535"," 0.2956434351"," 0.39755102"," 0.081632251","-0.062723330","-0.3821245094","-0.967642259","-0.075129010","-0.9261884920","-0.033081473",5,4,"Staurosporine"
"Staurosporine_H6"," 0.004952358","-0.140044842"," 0.42194562"," 0.1325624515","-0.806918817","-0.477440749","-1.0616116537","-0.498057607","-0.6447141545"," 0.0835630468","-0.152601189"," 0.326114061","-0.035896607","-1.441187445","-0.0481742398"," 0.151663511"," 0.537737357","-0.20357202"," 1.17072821"," 0.3414899312","-0.3173023326"," 0.395529438"," 0.271892683","-0.312614727"," 0.083337873","-0.005469496","-0.13593043","-1.035592702","-0.295401476","-0.9961150914"," 0.679821716"," 0.577317460","-0.745774882","-1.0872605947"," 0.103625545","-0.252464474"," 0.414686697"," 0.378447863","-0.643867048"," 0.484629473"," 0.349684506"," 0.4177293111"," 0.42966816","-0.639378678"," 0.031791660"," 0.0460219198","-1.140527846","-0.459016158","-1.0869873757"," 0.673245384",5,4,"Staurosporine"
"Staurosporine_H8"," 0.061963673","-0.214399778","-0.44714879"," 0.0537055418","-0.742986838","-0.300427346","-0.4289553964"," 0.769032497"," 0.0522798288","-0.0093099864"," 0.279563116","-0.037720470"," 0.613271120"," 0.240194830","-0.1333269895","-0.257051900"," 0.303479340","-0.17286456"," 0.94778864"," 0.1400252243","-0.0588640900"," 0.461812502"," 0.583408874","-0.083579924","-0.641359875"," 0.465167728"," 0.72800398"," 0.219941083"," 0.052918418","-0.7225626017"," 1.029811199"," 0.368705576","-0.759123031","-1.0511837590","-0.186654265","-0.885241049"," 0.242672638"," 0.487222192","-1.387439523"," 0.538611887"," 0.602222545"," 0.0240743302"," 0.47270778","-0.510836308"," 0.162819637"," 0.0625030871","-1.104322484"," 0.104828261","-0.3740082777","-0.046963207",5,4,"Staurosporine"
"Staurosporine_H10","-0.059897290","-0.185153866","-0.14483590"," 0.0008938315","-0.464985766","-0.165419791"," 0.4723451650"," 0.715472944"," 0.0014451064","-0.1440780367"," 0.389966808"," 0.011942276"," 0.464598564","-0.066162873","-0.2811864619","-0.345657870"," 0.610791571","-0.28372740"," 0.43913972"," 0.7021017194"," 0.1563395065"," 0.282017114"," 0.271007371","-0.082087074","-0.421091471"," 0.705860729"," 0.24163642"," 0.554204380","-0.138930636","-0.5259704551"," 0.941255296"," 0.081955790","-0.728174439","-1.5572772091"," 0.621024383","-0.875348565"," 0.102206752"," 0.371531017","-0.750591439"," 0.366735346"," 0.596062432","-0.0429038799"," 0.35148928","-0.160764119"," 0.279898364","-0.1471677285","-0.732918414","-0.010846951","-0.5381789368"," 0.045229367",5,4,"Staurosporine"
"Staurosporine_H12","-0.216564202","-0.526412894","-0.95238872"," 0.6171378025","-0.637454426","-0.671407232"," 0.5744567335"," 0.747780104"," 0.3927892183","-0.3394862323"," 0.067379273"," 0.128382927"," 0.664383334","-0.072826587","-0.4791612456","-0.631756226"," 0.409261043","-0.09846165"," 0.76386837"," 0.3347800959"," 0.6379424812","-0.313685890"," 0.022264381","-0.005588271","-0.636475896"," 0.863896391"," 0.53177605"," 0.680194680","-0.194558259"," 0.3118063998"," 0.577048511","-0.040389161","-0.923167809","-1.2722967574"," 0.645126482","-1.068382827","-0.322793889"," 0.489546607","-1.304894858","-0.112048867"," 0.639333330"," 0.0502331806","-0.23446345"," 0.064696398"," 0.428751686","-0.4085707143"," 0.082988737","-0.694561434","-0.6524491861","-0.145843712",5,4,"Staurosporine"
"Cyclosporine_H1"," 0.368769724","-0.186668032"," 1.03618738","-0.3280190325","-0.168244859","-0.019127933"," 0.2418416072","-0.128746076"," 0.8055116027"," 1.2538960857","-0.007902723","-0.458382618"," 0.134708355"," 1.011293231"," 0.4646065095","-0.667060140"," 1.468803921","-0.09113152"," 0.01271036","-0.0238441940","-0.2280204764","-0.163282930","-0.056557642"," 0.159607920","-0.471443952"," 0.115773031"," 0.84090836","-0.350059504"," 1.077081427","-0.1962380558","-0.009671135"," 0.503495298","-0.413586060","-0.3365286350","-0.441926953"," 0.428755611"," 0.698488690","-0.498003247","-0.594195082"," 0.037364330"," 0.006803604","-0.2498273747"," 0.35800914","-0.008889063"," 0.671064448","-0.3585328669"," 0.132391681","-0.588648464","-0.4632963493"," 1.822190523",6,5,"Cyclosporine"
