"","MAL13P1.124","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.262","MAL13P1.321","MAL13P1.322","MAL13P1.40","MAL7P1.18","MAL7P1.29","MAL7P1.65","MAL8P1.132","MAL8P1.91","PF07_0074","PF07_0079","PF08_0032","PF10_0111","PF10_0136","PF10_0191","PF10_0243","PF10_0307","PF10_0374","PF10_0380","PF11_0087","PF11_0090","PF11_0260","PF11_0290","PF11_0527","PF13_0032","PF13_0042","PF13_0087","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF13_0219","PF14_0041","PF14_0071","PF14_0112","PF14_0138","PF14_0238","PF14_0286","PF14_0360","PF14_0384","PF14_0455","PF14_0540","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0180w","PFA0430c","PFB0270w","PFB0295w","PFB0590w","PFB0923c","PFC0230c","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFD0285c","PFD0470c","PFD0785c","PFE0165w","PFE0260w","PFE0430w","PFE0585c","PFE0745w","PFE0815w","PFE1280w","PFE1340w","PFE1390w","PFF0150c","PFF0200c","PFF0490w","PFF0610c","PFF0690c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFI0500w","PFI0710c","PFI0855w","PFI0905w","PFI0965w","PFI1425w","PFL0580w","PFL0685w","PFL0885w","PFL0980w","PFL1270w","PFL2370c","PFL2485c","PFL2520w","D_class","Class","Compound"
"Staurosporine_H2"," 0.132678321"," 0.424432971"," 0.4797870090"," 0.37597378","-0.0310216916","-0.1452847163"," 0.4642365568","-0.924414276"," 0.076172397"," 0.308104185"," 0.166149980","-1.0736721412","-0.813684540"," 0.370233242"," 0.346365233"," 0.1406071999"," 0.657056731"," 0.3136402095"," 0.079049394","-0.658961660"," 0.171215694"," 0.017285295"," 0.3837560788"," 0.729637790"," 0.002173771","-0.1373940486"," 0.861945691","-0.06652596","-0.566839326"," 0.3190363006","-0.776632745"," 1.25066355"," 0.3509443519","-0.2381817797"," 0.787813777"," 0.059368713"," 0.258622088","-0.6657257516","-1.081739e+00"," 0.009918349"," 0.183910751","-2.070297e-01"," 0.026837967"," 0.483664341"," 0.233941261"," 3.450369e-02","-0.42127102"," 0.4211562508"," 0.032676219"," 0.289219962","-0.8229760676"," 0.054509790"," 0.985321833"," 0.873298633","-0.872423700","-0.4935007031","-0.784022835","-0.199675919","-0.3451090093"," 0.380895763"," 0.285278172"," 0.329310375"," 0.717914894"," 0.261592726"," 0.609824829"," 1.021308508","-0.581033998","-0.678905998","-1.27496704"," 0.272991102"," 0.3786505496","-0.9570922153"," 0.317328423"," 0.021000156"," 5.792641e-02","-0.1845435482","-0.069081162"," 0.64575449"," 0.157622084"," 0.041603181","-0.259831727"," 0.1870706989","-1.336130921","-0.654481885"," 0.705507545","-0.002503440","-1.025366928"," 0.159117343"," 0.6849579819","-0.975179845"," 0.557037035"," 0.511625484"," 0.485632274","-1.222026348"," 0.2724693447","-1.1909913666"," 0.426785850"," 0.172238859"," 0.4547497392","-0.141369695",5,4,"Staurosporine"
"Staurosporine_H4"," 0.070029021"," 0.085399162"," 0.2779781282"," 0.39719160","-0.3184632960","-0.5671572345"," 0.2907098972","-0.797826384"," 0.119129146","-0.022237433"," 0.255507973","-0.6320348406","-0.532256803","-0.240336131","-0.208312300","-0.1164238096"," 0.279819223"," 0.0934381083","-0.300399371"," 0.001845693"," 0.294460080"," 0.331399243"," 0.2402723904"," 0.250792411"," 0.383418973","-0.4618153994"," 1.161689356","-0.01499715","-0.854097290"," 0.6036769957","-0.161796703"," 0.81664872"," 0.3591886228","-0.2008295760"," 0.040710175"," 0.190361859"," 0.426526476","-0.1888429674","-8.277430e-01","-0.429525467"," 0.568103756"," 6.575915e-01","-0.025575086"," 0.354191837"," 0.237047697","-1.865864e-01","-0.20923508"," 0.1231651563"," 0.018109113"," 0.246538131","-0.4674614722"," 0.189883561"," 0.596565162"," 0.741151745","-0.810244623","-0.7623583925","-0.493278346","-0.368937166","-0.0688017403"," 0.235835967","-0.149159395"," 0.287550825"," 0.357491501"," 0.493298531"," 0.664313868"," 0.226353240","-0.117523944","-0.475326381","-1.09731508"," 0.538124241"," 0.2956434351","-0.0370920897","-0.050962039","-0.358278416"," 1.075813e-01"," 0.0606282179"," 0.006692407"," 0.39755102"," 0.251768006"," 0.081632251","-0.062723330","-0.3821245094","-0.967642259","-0.075129010"," 0.227740534","-0.189312340","-0.607121655","-0.260912068"," 0.6046066620","-0.048595292"," 0.388235926"," 0.020726438","-0.133268171","-0.735399870","-0.2102728394","-0.9261884920"," 0.319264401","-0.398344903"," 0.3793595223","-0.880352096",5,4,"Staurosporine"
"Staurosporine_H6"," 0.004952358","-0.140044842"," 0.3059940113"," 0.42194562"," 0.1325624515","-0.2454838097","-0.3043494746","-0.806918817","-0.477440749","-0.644080933","-0.051830854","-1.0616116537","-0.881820235","-0.498057607","-0.040115904","-0.6447141545","-0.078870589"," 0.0752596871"," 0.326114061","-0.440233886"," 0.154891221","-1.441187445","-0.0481742398","-0.035653705"," 0.331965054"," 0.1208793291"," 0.537737357","-0.20357202","-0.747216872"," 0.5716533422","-1.236906312"," 1.17072821"," 0.3414899312","-0.3173023326"," 0.862047247"," 0.157245306"," 0.395529438","-0.3610452682","-7.830628e-01"," 0.653701545"," 0.271892683","-1.096436e+00"," 0.083337873","-0.005469496"," 0.136253558","-2.172201e-01","-0.13593043","-0.1293076525","-1.035592702","-0.295401476","-0.9961150914","-0.199775669"," 0.063105315"," 0.679821716","-0.745774882","-1.0872605947"," 0.103625545","-0.356919544","-0.2986633288"," 0.373461733"," 0.553467512"," 0.029640511"," 0.414686697"," 0.378447863","-1.040388967"," 0.393991919","-0.585738725","-0.643867048","-1.57295938"," 0.484629473"," 0.4177293111"," 0.1277795560","-0.726345133"," 0.204268255"," 5.877940e-01","-0.3164742993"," 0.376172777"," 0.42966816","-0.204027366","-0.639378678"," 0.031791660"," 0.0460219198","-1.140527846","-0.459016158"," 0.112646604","-0.085121963","-0.634896651"," 0.127547933"," 0.8652050589","-0.691955481"," 0.079010390"," 0.701142172"," 0.032626463","-1.182598426"," 0.1397481120","-1.0869873757"," 0.279204740"," 0.130469149"," 0.7326120788","-1.858127301",5,4,"Staurosporine"
"Staurosporine_H8"," 0.061963673","-0.214399778"," 0.1557445791","-0.44714879"," 0.0537055418","-0.5160864499"," 0.3899064198","-0.742986838","-0.300427346","-0.473111894","-0.033683738","-0.4289553964","-0.560651475"," 0.769032497","-0.156021233"," 0.0522798288"," 0.159155708"," 0.0869717584","-0.037720470"," 0.402045546"," 0.173383203"," 0.240194830","-0.1333269895"," 0.758179593"," 0.115248314"," 0.3388174101"," 0.303479340","-0.17286456","-0.851538678"," 1.1423076607","-0.469152272"," 0.94778864"," 0.1400252243","-0.0588640900"," 0.278119217","-0.366620721"," 0.461812502","-0.1497320255","-2.587804e-01","-0.449597643"," 0.583408874"," 1.077223e+00","-0.641359875"," 0.465167728"," 0.484378619","-3.129193e-01"," 0.72800398","-0.3384177957"," 0.219941083"," 0.052918418","-0.7225626017","-0.054009186"," 0.135886630"," 1.029811199","-0.759123031","-1.0511837590","-0.186654265","-0.492691210","-0.1502846228"," 0.304188735"," 0.390404870"," 0.125002502"," 0.242672638"," 0.487222192"," 0.769916009"," 0.035410037","-0.832484766","-1.387439523","-0.38631464"," 0.538611887"," 0.0240743302","-0.4340021583","-0.129192750","-0.336397912"," 9.808222e-02"," 0.2933269556","-0.204282333"," 0.47270778"," 0.121746953","-0.510836308"," 0.162819637"," 0.0625030871","-1.104322484"," 0.104828261"," 0.128946823"," 0.033992027","-0.634263865","-0.405673459"," 0.3473742948","-0.245107583"," 0.304375089"," 0.084762530","-0.105976309","-0.585252856","-0.4297729330","-0.3740082777","-0.119571629","-0.610019710"," 0.6535339238","-2.440822603",5,4,"Staurosporine"
"Staurosporine_H10","-0.059897290","-0.185153866"," 0.1847171945","-0.14483590"," 0.0008938315","-0.3809419948"," 0.5019730725","-0.464985766","-0.165419791","-0.163169439","-0.044443760"," 0.4723451650","-0.010115530"," 0.715472944"," 0.045680806"," 0.0014451064"," 0.284765806"," 0.2414066332"," 0.011942276"," 0.218094502"," 0.426504094","-0.066162873","-0.2811864619"," 0.206665143"," 0.123865594"," 0.1574404118"," 0.610791571","-0.28372740"," 0.249313607"," 1.0213495496","-0.535120880"," 0.43913972"," 0.7021017194"," 0.1563395065"," 0.705971689"," 0.518770784"," 0.282017114","-0.3735363522","-3.398417e-01","-0.146015475"," 0.271007371"," 2.707485e-01","-0.421091471"," 0.705860729"," 0.342994939","-3.156619e-02"," 0.24163642"," 0.0219538802"," 0.554204380","-0.138930636","-0.5259704551"," 0.173497472"," 0.087661728"," 0.941255296","-0.728174439","-1.5572772091"," 0.621024383","-0.243756199"," 0.0007784737"," 0.155390746"," 0.059895593"," 0.149213768"," 0.102206752"," 0.371531017"," 0.406548580"," 0.099916806","-0.484682833","-0.750591439"," 0.10655756"," 0.366735346","-0.0429038799","-0.3265759028"," 0.269002403","-0.086324848"," 2.191226e-01"," 0.3366777758","-0.114694463"," 0.35148928"," 0.189703594","-0.160764119"," 0.279898364","-0.1471677285","-0.732918414","-0.010846951"," 0.110055977","-0.184007001","-0.997062343"," 0.217867744"," 0.3777171725","-0.641411870","-0.381842183"," 0.155517669"," 0.194455467","-0.434181768","-0.7201130845","-0.5381789368","-0.198581190","-0.553142994"," 0.6370513436","-1.510178311",5,4,"Staurosporine"
"Staurosporine_H12","-0.216564202","-0.526412894","-0.5135580511","-0.95238872"," 0.6171378025","-0.0887766800"," 0.2893507778","-0.637454426","-0.671407232","-0.202458669"," 0.083813251"," 0.5744567335","-0.676019152"," 0.747780104"," 0.115527340"," 0.3927892183"," 0.169967444"," 0.2563648673"," 0.128382927"," 0.432095301"," 0.191854695","-0.072826587","-0.4791612456"," 0.826463255","-0.276232814"," 0.1772746000"," 0.409261043","-0.09846165"," 0.274416430"," 0.9498484364"," 0.149468870"," 0.76386837"," 0.3347800959"," 0.6379424812"," 0.480316870","-0.580015786","-0.313685890","-0.0761395253"," 3.467657e-01"," 0.011580374"," 0.022264381"," 1.138563e-01","-0.636475896"," 0.863896391"," 0.078521618"," 2.334518e-01"," 0.53177605","-0.0837182870"," 0.680194680","-0.194558259"," 0.3118063998","-0.056906788","-0.051230562"," 0.577048511","-0.923167809","-1.2722967574"," 0.645126482","-0.843811587","-0.1049672248"," 0.172994957"," 0.037412200"," 0.510401254","-0.322793889"," 0.489546607"," 0.515278265","-0.283158347","-0.752468318","-1.304894858"," 1.20703878","-0.112048867"," 0.0502331806","-0.2728732023"," 0.117035107","-0.111286635"," 1.278239e-01"," 0.9786075894","-0.536222571","-0.23446345"," 0.515805495"," 0.064696398"," 0.428751686","-0.4085707143"," 0.082988737","-0.694561434"," 0.034220958","-0.911710320","-0.716618411"," 0.209473272"," 0.3422835778","-0.374902159"," 0.475270993","-0.354820438"," 0.011909157","-0.121506161","-0.8162441336","-0.6524491861","-0.600159368","-0.596238843"," 0.6680282970","-1.913596124",5,4,"Staurosporine"
"Cyclosporine_H1"," 0.368769724","-0.186668032","-0.5493278956"," 1.03618738","-0.3280190325","-0.0551598408","-0.1625588006","-0.168244859","-0.019127933"," 0.417483483","-0.275663554"," 0.2418416072"," 0.185539250","-0.128746076","-0.747901451"," 0.8055116027"," 1.207203960"," 0.3906016393","-0.458382618","-0.272354159","-0.603237389"," 1.011293231"," 0.4646065095"," 0.567738024","-0.230898091","-0.3257420363"," 1.468803921","-0.09113152","-0.549730021","-0.1496973920","-0.526893856"," 0.01271036","-0.0238441940","-0.2280204764"," 0.579388199","-0.163520314","-0.163282930","-0.2029452511"," 4.551929e-01","-0.369425552","-0.056557642","-6.682196e-01","-0.471443952"," 0.115773031","-0.499833065","-7.496363e-01"," 0.84090836"," 0.0915364930","-0.350059504"," 1.077081427","-0.1962380558","-0.387086292","-0.542169845","-0.009671135","-0.413586060","-0.3365286350","-0.441926953","-0.627219819","-0.1459370694"," 0.192195045","-1.063427845"," 0.175566868"," 0.698488690","-0.498003247"," 0.008832909","-0.483973372","-0.402330482","-0.594195082","-0.52933427"," 0.037364330","-0.2498273747","-0.4251652703","-0.428859299"," 0.803765989"," 3.702836e-01","-0.0553646451","-0.416065626"," 0.35800914","-0.115658197","-0.008889063"," 0.671064448","-0.3585328669"," 0.132391681","-0.588648464","-0.414361924","-0.089352653"," 0.026994915"," 0.480369731","-0.1296021326","-0.586507329","-0.627360775"," 0.322447916","-0.026874022","-0.613998531"," 0.0532147523","-0.4632963493"," 0.600793009","-0.375146483","-0.0111560929"," 0.231437829",6,5,"Cyclosporine"
"Cyclosporine_H2"," 0.301373712","-0.092879603","-0.2536438966"," 0.56889482","-0.1620489114"," 0.0615971018","-0.1659188322"," 0.050596795","-0.111764606","-0.034452998","-0.074650616"," 0.1150720025"," 0.315829579","-0.024315570","-0.853025877"," 0.1683857038","-0.010400623"," 0.1283068502","-0.228551152"," 0.316902409","-0.179946925"," 0.820602308"," 0.4311719455","-0.021392405","-0.134930008","-0.3159018895"," 1.156333437","-0.07206720","-0.424618242"," 0.0684388771","-0.206744792","-0.14385907","-0.0980792128","-0.2575973797"," 0.027800614","-0.144862258","-0.289693636","-0.0480112260"," 6.815847e-01","-0.234909895"," 0.001231259","-3.099673e-01","-0.285768714"," 0.260250739","-0.024921587","-3.874231e-01"," 0.82053621"," 0.3083563964","-0.272796983"," 0.567851074","-0.2046128310","-0.347906550","-0.051880639"," 0.121713987","-0.325968892","-0.1286670860"," 0.032754726"," 0.167768584","-0.0939163996"," 0.040653801","-0.389414728"," 0.001567139"," 0.692894929"," 0.016625495","-0.057951481","-0.507752804","-0.250367333","-0.160384831","-0.24613167"," 0.204294988","-0.3034352649","-0.2041450955","-0.021445492"," 0.570764068"," 7.810819e-02","-0.2310184599","-0.348945694"," 0.04455787"," 0.020671084"," 0.026028574"," 0.344887578","-0.1564621043"," 0.110949573","-0.196589129","-0.361118090","-0.407375531"," 0.135015776"," 0.070969195"," 0.0824962027","-0.155147551","-0.584892466","-0.139231055","-0.354781215","-0.409957680"," 0.0035901529","-0.2625500087"," 0.122746870","-0.269698594"," 0.0311014134"," 0.543894957",6,5,"Cyclosporine"
"Cyclosporine_H4"," 0.230110721","-0.201378551","-0.4266984572"," 0.86984930","-0.2938187987"," 0.1495680037","-0.0511834977","-0.060717685","-0.258404993","-0.679281522"," 0.183149329"," 0.1977665357"," 0.240021382","-0.281645022","-0.544264529"," 0.3629084144"," 0.660655644"," 0.2177775033","-0.279410701","-0.198358669","-0.400401608"," 0.138430164"," 0.1776354480","-0.807298316"," 0.043294006","-0.4532272236"," 1.733084603","-0.02071482","-0.460035069","-0.1347496149","-0.653744451","-0.23776087","-0.0478954715","-0.2182261493"," 0.413768312","-0.147200327","-0.123930758","-0.1561865269","-2.903683e-02","-0.184384455","-0.165409475","-6.541599e-01","-0.356964695","-0.093777813","-0.244573605","-4.338308e-01"," 0.78003757"," 0.4062751036","-0.148700622"," 0.888138666","-0.0988884726","-0.705967453","-0.059445693"," 0.014148399","-0.182237621","-0.1753244545","-0.352455773","-0.306052958"," 0.0449194158","-0.042274656","-0.675505467"," 0.063472391"," 0.716722454","-0.267761257"," 0.178704718","-0.465510978","-0.295714148"," 0.150880083","-0.57060405"," 0.209308160","-0.1369560572","-0.3108088448","-0.265417593"," 0.820195897"," 3.441568e-01","-0.1400351192","-0.610846988"," 0.15803175"," 0.046186257","-0.103588619"," 0.459789863","-0.3053732604"," 0.069416498","-0.271476573","-0.256507295","-0.188562730"," 0.395438460"," 0.261802426","-0.1338232479","-0.466093602","-0.314662693","-0.423583412","-0.073641472","-0.341829863"," 0.0270744492","-0.2568822430"," 0.462677825"," 0.019594286"," 0.0135258239"," 0.655414404",6,5,"Cyclosporine"
"Cyclosporine_H6"," 0.132608385","-0.075262884","-0.3909956274"," 1.12425231","-0.3631734960"," 0.0782799399"," 0.3163952224"," 0.056407880","-0.152834744","-0.366763379","-0.448487520","-0.1222954260"," 0.158434260","-0.020309413","-0.268381683"," 0.5384224900"," 0.986137848"," 0.2962774717","-0.236817419","-0.500091368","-0.471021731"," 0.715920002"," 0.1233802235"," 0.204068021","-0.116564631","-0.3053650517"," 1.378663308"," 0.46122859","-0.599196639","-0.1703764549","-0.376271356","-0.20493663"," 0.0438045738","-0.2534679237","-0.237414492","-0.124828474","-0.159712311","-0.1778226264","-2.141715e-02","-0.272494571","-0.273719238","-4.300806e-01","-0.488621173","-0.115624790"," 0.232914731","-2.891027e-01"," 1.52972171"," 0.2443172492","-0.621033282"," 0.718928821","-0.1404963449","-0.298503135","-0.376931957"," 0.205066852","-0.370835519","-0.3400793290","-0.273096589","-0.569827522"," 0.0142471212","-0.183727647","-0.197418542","-0.111918986"," 0.642612011","-0.379625515","-0.179366892","-0.088812782","-0.234378227","-0.076711533","-0.84145845"," 0.221932274","-0.2480369305","-0.2420461659","-0.427243223"," 0.726265968"," 1.197579e-01","-0.3042739821","-0.036531595"," 0.54563196"," 0.020630396"," 0.054072978"," 0.634748960"," 0.1324635331"," 0.039324178","-0.499047918","-0.041218086","-0.421098225","-0.056760958"," 0.535473491","-0.1991137218"," 0.476660521","-0.712934927","-0.556345240"," 0.016606343","-0.165373616"," 0.2327797528","-0.1428514247"," 1.179622773","-0.088834799","-0.1267159924"," 1.094326834",6,5,"Cyclosporine"
"Cyclosporine_H8"," 0.451804920","-0.117020541","-0.7871716053"," 1.09498767","-0.4097935683","-0.0524466252","-0.3076501231","-0.428965227"," 0.034053602"," 0.178853696"," 0.030378331"," 0.0840684005"," 0.005714495","-0.291178406","-0.445260424"," 0.7536653987"," 0.614465511"," 0.4070134351","-0.522232066","-0.207470132","-0.437743609"," 0.887189978"," 0.1121268529"," 0.291342553","-0.082911938","-0.2666571356"," 1.321718707"," 0.40509547","-0.387107064","-0.2591310242","-0.304762391","-0.05772741"," 0.1170046153","-0.0466821396"," 0.448957390"," 0.020854804","-0.347787148","-0.5078058901"," 1.488347e-01","-0.264320458","-0.473423386","-4.120048e-01","-0.371833631"," 0.103932223","-0.253768419","-2.615632e-01"," 1.00824053"," 0.3446686744","-0.765208036"," 1.157288984"," 0.0664842334","-0.187916771","-0.303134436"," 0.419453685","-0.088159762","-0.3418191253","-0.345510240","-0.328882771","-0.0583877609"," 0.292400630","-0.767435430"," 0.051011794"," 0.903940835","-0.468392943"," 0.175990015","-0.268585894","-0.107220532","-0.008102426","-0.66498983"," 0.242647261","-0.1025562415","-0.2398666571","-0.137160585"," 0.744241025"," 1.795227e-01","-0.1137695740","-0.284108986"," 0.67345755"," 0.037001295","-0.362295947"," 0.794942141"," 0.0001095511"," 0.027307867","-0.694455205","-0.169778101","-0.139183686"," 0.310689455"," 0.399807889","-0.5498393756","-0.228201109","-0.611968151","-0.347095179","-0.235779271"," 0.021863812"," 0.1165261470","-0.3928775942"," 0.746654584","-0.349870518","-0.3894124033"," 1.108592567",6,5,"Cyclosporine"
"Cyclosporine_H10"," 0.420260927","-0.107083905","-0.3391801897"," 0.68234926","-0.2534188556","-0.0322757020"," 0.0100631278","-0.041466264","-0.141954576","-0.352845327","-0.102578768","-0.0496415135","-0.019419783","-0.138223968","-0.645615979"," 0.5832018373"," 0.064715098"," 0.9350237795","-0.488510210","-0.249398595","-0.243529239","-0.888085043","-0.0713308229"," 0.442125233","-0.076127985","-0.4388602734"," 1.165527244","-0.26952995","-0.485703465","-0.3704003404","-0.539545363","-0.16879826","-0.0133105985","-0.1233335235"," 0.373311854","-0.056573572","-0.394763500","-0.2216285274"," 1.338874e-01"," 0.172551999","-0.098025346","-3.783761e-01","-0.201801045"," 0.058488878","-0.213330702","-2.996806e-01"," 0.29061787"," 0.1906254695","-0.317785538"," 0.754145881"," 0.0214493260","-0.438911970","-0.306580475"," 0.311748702","-0.152620565","-0.2737580468","-0.450516598"," 0.271002794"," 0.0875413131"," 0.248816106","-0.514321947"," 0.022969494"," 0.646114459","-0.161569934"," 0.076668189","-0.310342083","-0.204812189","-0.047044822","-0.74222224"," 0.379874665","-0.3945122061"," 0.0839147596","-0.263905549"," 0.269536950"," 1.015369e-01","-0.0997282845","-0.463852111"," 0.21049606","-0.125555573","-0.193284688"," 0.375821728","-0.4373431801"," 0.258721246","-0.634811173","-0.291924268","-0.027095540"," 0.265519449"," 0.408868329","-0.3461501818","-0.305968720","-0.438701394","-0.121450279","-0.289925212","-0.046446474"," 0.0960906806","-0.2785156626"," 0.561609441","-0.268691201","-0.1417578081"," 1.109520810",6,5,"Cyclosporine"
"Cyclosporine_H12"," 0.307436088","-0.105322297","-0.2355470781"," 0.76569290","-0.3534521808","-0.1294736698","-0.3929468725"," 0.039641491","-0.027635873","-0.144180844","-0.116577384"," 0.1516904722"," 0.069698869","-0.293779659","-0.816491808"," 0.4542511818"," 0.223141956"," 0.6025158924","-0.398115705","-0.117462976","-0.301788877"," 0.787684362"," 0.1933338150"," 0.072127788","-0.040945058","-0.4750854462"," 1.645456257","-0.24428952","-0.450294739","-0.2496763032","-0.644049490","-0.23883171","-0.0828199278","-0.2968770674"," 0.235594843","-0.073384969","-0.081659826","-0.0983098309"," 2.280839e-01","-0.429837348","-0.057432346","-3.557226e-01","-0.091274235","-0.211490789","-0.160552360","-4.708815e-01"," 0.79002524"," 0.1095067433","-0.345809057"," 0.909489570","-0.0091972990","-0.612866125","-0.216324669"," 0.285604319","-0.082442121","-0.4135848546","-0.211894162","-0.105592643"," 0.0890887543"," 0.252237062","-0.455576091","-0.091225903"," 0.797861042"," 0.010506836"," 0.012996657","-0.395091529","-0.161035027"," 0.046169472","-1.06648302"," 0.319921066","-0.2884829889","-0.2193589535","-0.130535161"," 0.288513537"," 3.290546e-02","-0.2393163659","-0.489840811"," 0.20801773"," 0.016259765","-0.111688344"," 0.390917337","-0.3521057173"," 0.117096079","-0.591677085","-0.318082375"," 0.747687820"," 0.333816555"," 0.101832194","-0.3535199978","-0.388399139","-0.473711395","-0.373806291","-0.371385447","-0.241569272","-0.1585474683","-0.0018244328"," 0.563318741","-0.371752533","-0.0613095951"," 0.899113938",6,5,"Cyclosporine"
"Cyclosporine_H14"," 0.528734817","-0.153617292","-0.4464169400"," 0.67482146","-0.4641640930","-0.1762101426","-0.2827453512","-0.072540856"," 0.039200342","-0.436754322","-0.186069463"," 0.4651765554","-0.048899230"," 0.170746347","-0.802049561"," 0.4868181551","-0.265849434"," 0.5230548925","-0.198027020","-0.081364882","-0.322291559"," 0.634491646"," 0.0225145826"," 0.418076491"," 0.045205538","-0.5225387117"," 1.516203183"," 0.02271504","-0.591296977","-0.2596939045","-0.706205334"," 0.00300129","-0.0380195722","-0.2130406814"," 0.120255784"," 0.026735266","-0.155929215","-0.3340917720"," 1.284038e-02","-0.466971680","-0.242936526","-1.633367e-01","-0.132529915"," 0.271377858","-0.251719187","-4.209491e-01","-0.29178863"," 0.0776350408","-0.604063051"," 0.938848317","-0.1726178632","-0.133503265","-0.095929623"," 0.147906236","-0.380174481","-0.6357977563","-0.422628335","-0.115636988"," 0.0755344200"," 0.044485198","-0.559113190"," 0.187010640"," 0.894922291","-0.131025569"," 0.302156075","-0.033999459","-0.413574232","-0.081840745","-0.42738942"," 0.499326958","-0.3487963060"," 0.0029677444","-0.217616148","-0.577474422"," 2.966969e-02","-0.2521744762"," 0.099366400"," 0.32156310"," 0.062736848"," 0.047507677","-0.067828027","-0.2565025271"," 0.089307946","-0.276714414","-0.512289122"," 0.057097767","-0.021131832"," 0.469519883"," 0.1870545931","-0.444917892","-0.426645454","-0.237836777","-0.234843336","-0.017603580","-0.1192678624","-0.0560219689"," 0.440593428","-0.301920249","-0.3882050714"," 0.843331978",6,5,"Cyclosporine"
"Colchine_H1","-0.105673326","-0.114105789","-0.2224055758"," 0.01690747"," 0.0994814451"," 0.0552891218"," 0.1727433159"," 0.462048410"," 0.403854158","-0.045767421"," 0.198840944"," 0.0378423338","-0.092247237","-0.218961137"," 0.697073286"," 0.2467293061"," 0.047867413"," 0.2816925242","-0.134592973","-0.152350557","-0.269873575","-0.195846122"," 0.3358222463","-0.058918684"," 0.053869366"," 0.3687693052"," 0.489438438","-0.10905529"," 0.171546114"," 0.0283552855","-0.339766827","-0.21153986"," 0.1751793580"," 0.3927940856","-0.284824847","-0.237450158"," 0.433499658","-0.4904694396","-3.944865e-02","-0.197995397"," 0.009957927","-5.073316e-01"," 0.079060912","-0.279731923"," 0.147670072"," 3.347654e-02"," 0.10269607"," 0.5396383528","-0.344198877","-0.092827463"," 0.0631308532"," 0.507413678","-0.145596790","-0.254545609","-0.235865058"," 0.2867754462"," 0.286665020"," 0.235453545","-0.1385838924"," 0.507042046"," 0.580927888","-0.180290664"," 0.101349226","-0.503513013","-0.037717100","-0.226383989","-0.449490905","-0.196777767","-0.15715159"," 0.124370121"," 0.1062068834","-0.3564454791"," 0.238573894"," 0.257512880"," 3.159327e-01","-0.3692140454","-0.214675965"," 0.32814474"," 0.021291134","-0.162957356"," 0.742278687","-0.1613477293"," 0.079003030","-0.028682864","-0.119486166"," 0.603751339","-0.279961344"," 0.315415967"," 0.1848341015"," 0.590981357","-0.428514889"," 0.009170612"," 0.298366829"," 0.152756594","-0.1229880596","-0.3739392399","-0.074746406","-0.424798244"," 0.2354155544"," 0.331999359",7,6,"Colchine"
"Colchine_H2","-0.062508419","-0.227446560"," 0.0021557398"," 0.16812422"," 0.0151746991"," 0.0712459771"," 0.2277454753"," 0.007970343"," 0.101005553","-0.063193112","-0.020134999","-0.0833811525","-0.309328141"," 0.020436322"," 0.713662846"," 0.2619593648"," 0.459418693"," 0.1549516809"," 0.006580137","-0.092731809"," 0.012438173","-0.252976418"," 0.1589632689","-0.096524182","-0.079970477"," 0.1453512720"," 0.023180707"," 0.02368665"," 0.019691425","-0.1390729796","-0.146819199","-0.02230266"," 0.0176436540"," 0.2437528582","-0.042958017","-0.122728100","-0.081499543","-0.1261524201","-1.145368e-01"," 0.017666091"," 0.012236324","-2.181114e-01"," 0.091771746","-0.072426373"," 0.134510624"," 1.846799e-02"," 0.08665765"," 0.2397125382","-0.114814631"," 0.101228047"," 0.2081927418"," 0.146819645","-0.181978015","-0.148150204","-0.075005345","-0.0647755137"," 0.069288376"," 0.386662468","-0.1069164026"," 0.099166768"," 0.482748675"," 0.019860159","-0.030454709","-0.105938453","-0.075319907","-0.141251816","-0.094793837"," 0.109063019","-0.42919553","-0.074421924"," 0.3841286130","-0.2629025716"," 0.290097017"," 0.190288363"," 3.465024e-01","-0.2197578773"," 0.062988988"," 0.01323937","-0.292711270","-0.235683357"," 0.197964980","-0.0687264322","-0.022960508","-0.014569681"," 0.097604236"," 0.182258736","-0.088600413"," 0.019483183","-0.0878566483"," 0.136181228","-0.030377117","-0.050006373"," 0.091614678","-0.005235923","-0.0680931785","-0.1121759931"," 0.047672213"," 0.086996676"," 0.0851353257","-0.091949718",7,6,"Colchine"
