"","MAL13P1.116","MAL13P1.124","MAL13P1.201","MAL13P1.294","MAL13P1.301","MAL13P1.310","MAL13P1.332","MAL13P1.337","MAL13P1.343","MAL13P1.75","MAL7P1.113","MAL7P1.12","MAL7P1.126","MAL7P1.65","MAL8P1.111","MAL8P1.152","MAL8P1.18","MAL8P1.35","MAL8P1.53","MAL8P1.55","MAL8P1.8","PF07_0015","PF07_0111","PF07_0116","PF08_0126","PF10_0142","PF10_0159","PF10_0173","PF10_0195","PF10_0257","PF10_0280","PF10_0286","PF10_0321","PF10_0340","PF10_0348","PF10_0374","PF11_0064","PF11_0096","PF11_0123","PF11_0129","PF11_0141","PF11_0146","PF11_0174","PF11_0212","PF11_0241","PF11_0242","PF11_0276","PF11_0396","PF11_0404","PF11_0414","PF11_0461","PF11_0471","PF11_0506","PF13_0013","PF13_0031","PF13_0036","PF13_0088","PF13_0095","PF13_0166","PF13_0187","PF13_0209","PF14_0013","PF14_0094","PF14_0121","PF14_0133","PF14_0178","PF14_0185","PF14_0214","PF14_0261","PF14_0267","PF14_0286","PF14_0292","PF14_0304","PF14_0314","PF14_0342","PF14_0346","PF14_0415","PF14_0439","PF14_0463","PF14_0545","PF14_0567","PF14_0583","PF14_0632","PF14_0695","PF14_0706","PFA0300c","PFA0430c","PFB0265c","PFB0410c","PFB0715w","PFB0820c","PFB0875c","PFC0225c","PFC0315c","PFC0375c","PFC0385c","PFC0465c","PFC0570c","PFC0610c","PFC0705c","PFC0865w","PFC0885c","PFC0960c","PFD0180c","PFD0265w","PFD0285c","PFD0295c","PFD0340c","PFD0830w","PFD1070w","PFE0335w","PFE0500c","PFE0505w","PFE1015c","PFE1430c","PFE1520c","PFE1550w","PFF0610c","PFF0625w","PFF0875w","PFF1110c","PFF1150w","PFF1395c","PFI0230c","PFI0380c","PFI0505c","PFI0585c","PFI1025w","PFI1110w","PFI1195c","PFI1265w","PFI1275w","PFI1510w","PFI1545c","PFI1580c","PFI1650w","PFI1655c","PFL0420w","PFL0450c","PFL0565w","PFL0980w","PFL1335w","PFL1400c","PFL1430c","PFL1700c","PFL1760w","PFL1815c","PFL2220w","PFL2485c","PFL2550w","D_class","Class","Compound"
"Leupeptine_H8"," 0.027490204"," 0.032937468"," 0.0634602854","-0.154855881"," 0.269760867","-0.117548395","-0.129845171","-0.09329664"," 0.084764175"," 0.2674565629","-1.162275e-02"," 0.0860093998","-0.026305874","-0.020354874","-0.257092327"," 0.2088542182"," 0.128118626","-0.027266218","-0.148765828"," 0.344572914","-0.104594220","-0.294586502","-0.127650394","-0.031978534","-0.169411137"," 0.119080746","-0.07467410"," 0.033944145","-0.141688005"," 0.253218539"," 0.08136197"," 0.085667427","-1.439116141","-2.973573e-02"," 0.4729434585"," 0.648959874","-0.181951817","-0.255380330","-0.054976145","-0.040630084"," 0.0607814601"," 0.209141977","-0.31215616","-0.0904702464"," 0.0644759862","-0.012079431"," 0.0387886244","-0.002650383"," 0.0564788904"," 0.175231516"," 0.1489165012","-2.008119e-01","-0.071933265","-0.066539155"," 0.072199359","-0.190933124"," 0.27712465"," 0.05211846","-0.57387106"," 0.275878564"," 0.0897113250","-0.201679435"," 0.061615774"," 0.0677886029","-0.200159653","-0.066912202","-0.032865304"," 0.0267593462","-0.105157594","-0.028212490","-2.376401e-01"," 0.3145462337"," 0.0350709800","-0.259307963"," 0.045181245","-0.1144556790"," 0.016463627","-0.292553520"," 0.046672452"," 0.5042676105","-0.304070723","-0.10600659"," 0.024239629","-0.114947308"," 0.503338379"," 0.033827873","-0.455811288"," 0.035386470","-0.229866641"," 0.014772156"," 3.466738e-02","-0.0981517984","-0.052354615"," 0.1079092131"," 0.100274442","-0.1704272952"," 0.0467853233"," 0.249697452"," 0.132256547","-0.072949018","-0.198500201","-0.160864452"," 0.2191252816"," 0.0406511224"," 0.069348848"," 0.045822157"," 0.28354795"," 0.040457637"," 0.1242502968","-0.152893475","-0.2308070854"," 0.187591603","-0.216425936"," 0.019944418","-0.177361620"," 0.189019365","-0.176178486","-0.129686790","-0.060130876"," 0.0895779402"," 0.0049558228"," 0.128860601","-0.146839397"," 0.304193158","-0.2442528813","-0.0210060372","-0.0455183435"," 0.125145203","-0.051295933","-0.2840166845"," 0.2531078145","-0.153729803","-0.162480583","-0.14704516"," 0.193165030","-0.261963614"," 0.16906908"," 0.0509243888"," 0.187051868"," 0.19031976","-0.2739077017"," 0.127092039"," 0.126704124"," 0.016053407","-0.2731681251","-0.125537853","-0.178511999"," 0.072018914","-0.0759842144","-0.249277664",9,8,"Leupeptine"
"Apicidin_H1","-0.375023772","-0.046033850","-0.0352766255","-0.083897364","-0.106116930"," 1.164988528","-0.106815264","-0.32627000"," 0.317630252","-0.2518131958"," 2.421657e-02"," 0.0850160561","-0.154773263","-0.133337083"," 0.474622871","-0.3526191640","-0.314781520"," 0.291428915","-0.195314923"," 0.012426441"," 0.465258004","-0.299707013"," 0.467922819"," 0.595761276"," 0.109521585"," 0.524002553"," 0.16319174"," 0.411396526"," 0.726400382"," 0.090497314","-0.09089307","-0.049839674","-0.084711913"," 5.392127e-02"," 0.0541127840","-0.131452895"," 0.349570066"," 0.141899476"," 1.301776340"," 0.391321804","-0.3048842105"," 0.452905668","-0.09959610"," 0.0262798205","-0.0186455468","-0.009108034"," 0.5379452546"," 0.240396545","-0.0378523796","-0.887717173","-0.2796387099"," 2.863321e+00"," 0.211217277","-0.517792328","-0.230328640"," 0.090498794"," 0.13610654","-0.05104866"," 1.08267746"," 0.559675721","-0.1197997426","-0.457491954"," 0.806234509"," 0.6485281438","-0.038020153","-0.090443074","-0.122300213","-0.0829393758","-0.473109457","-0.025310681"," 1.801633e-01","-0.0274407613"," 0.1692381968","-0.075806177","-0.248238944"," 0.3969736802","-0.070581725","-0.115092459","-0.135478838","-0.2366775372"," 0.401994556"," 0.22580515"," 0.096284177"," 0.104274208"," 0.546468142"," 0.367625881"," 0.156436726"," 0.020708420"," 0.206747633"," 0.097321715","-9.566225e-02"," 0.0204482609","-0.250168150","-1.2060834067","-0.030525585"," 0.0196388002"," 0.5170681213","-0.640116741"," 0.544805497"," 0.070961689"," 0.245840798"," 0.049777499","-0.7566065801","-0.4244347301","-0.145549854"," 0.214551902","-4.25186152"," 0.202187061","-0.0530181760"," 0.666898932","-0.0349716785"," 0.008523495","-0.076802613","-0.533459445","-0.331707000"," 0.061614225","-0.005520483","-0.975569420"," 0.145668827","-0.4398151141","-0.2945944670","-0.277841485","-0.109586537","-0.049215377"," 0.1275201695","-0.0870087807"," 0.4186937274"," 0.087200864"," 0.020896063"," 0.1189085489","-0.0351154410"," 0.056349245"," 1.937777917","-0.27823298"," 0.073367584","-0.076028591","-0.11654648"," 0.6715500794","-0.730680764","-0.41732289","-0.3381190403"," 0.117170066","-0.086826128"," 1.562729562","-0.2310373680","-0.208291225","-0.367604753"," 0.223781287","-0.0036823883","-0.100405370",10,1,"Apicidin"
"Apicidin_H2"," 0.020487624"," 0.215745718","-0.1633264171","-0.276619234"," 0.222983623"," 0.178557472","-0.116679177","-0.35082492","-0.133794991"," 0.0734336661"," 1.003572e-01"," 0.0785971463"," 0.134575627"," 0.433407320","-0.053619488"," 0.2391504913"," 0.288859775"," 0.146475532","-0.005618363"," 0.180311711"," 0.263479769"," 0.255218344","-0.048443945","-0.134497998","-0.017201838"," 0.064318647"," 0.20849738","-0.115365127","-0.003040544","-0.133641913","-0.37663004","-0.171256346","-0.071220977","-4.402339e-02","-0.1839535816"," 0.314804537","-0.054751382","-0.164470731","-0.126970378"," 0.147353783","-0.0588415883"," 0.041870112","-0.09317905","-0.1837334642"," 0.1465630417"," 0.397473294"," 0.2003038535","-0.010404451"," 0.0995344553","-0.034577972","-0.2092172058"," 2.489296e-01"," 0.386416497"," 0.025790313"," 0.016146976","-0.018047055","-0.07345221","-0.12206749"," 0.49075217"," 0.113712083","-0.1844856775"," 0.221821152","-0.019260098"," 0.3985828917","-0.310293421","-0.218735884"," 0.174645238"," 0.0953405658"," 0.031384534"," 0.200833639"," 6.280053e-02"," 0.0303384119"," 0.0661654150","-0.287247417"," 0.033114688"," 0.0027906119","-0.294095792","-0.257510945"," 0.089585891","-0.3602053120","-0.084259133"," 0.02226272","-0.267765199"," 0.161373126"," 0.765621254","-0.131691804"," 0.134016700"," 0.146315499","-0.037071664"," 0.015993739"," 8.555850e-02"," 0.0537544320","-0.190219828"," 0.3022337599","-0.104576360"," 0.0203732467","-0.0396898337"," 0.348960721"," 0.225388340"," 0.094552711","-0.035987690"," 0.040918792"," 0.0621243365"," 0.2731385073"," 0.196016442"," 0.144327657","-0.01482434","-0.226420955","-0.2066880370","-0.000800191"," 0.0348727280"," 0.220149630","-0.257476222","-0.073013927"," 0.022511263"," 0.495483735"," 0.353939717"," 0.257617131","-0.131227012"," 0.0284447905","-0.1034605728"," 0.155583447"," 0.190164270","-0.295256724","-0.3082951864","-0.0895048935","-0.0309471157","-0.066945685","-0.269344404"," 0.0878053620"," 0.0388820277"," 0.121374247"," 0.020811702","-0.38909286"," 0.156761087"," 0.022841035","-0.14080967","-0.0776496468"," 0.162894745","-0.02931386"," 0.0482312012","-0.113223718"," 0.248164822"," 0.089776258"," 0.4579040054","-0.142388734"," 0.294558038"," 0.215408416"," 0.0571979706"," 0.022496546",10,1,"Apicidin"
"Apicidin_H4","-0.014050840"," 0.005308789"," 0.2341795830","-0.046014317"," 0.212014410"," 0.105118427","-0.177893138"," 0.16626145"," 0.023617734"," 0.1441576017","-2.954573e-02","-0.0753192765","-0.144220961","-0.003359381","-0.088737599"," 0.0432582320","-0.169085766"," 0.226598196","-0.138872436"," 0.074252368"," 0.099151163"," 0.299349205","-0.069690647","-0.036714266","-0.181904014"," 0.424903226","-0.36899531"," 0.081543172"," 0.513330401","-0.051574419","-0.12073276","-0.187295186"," 0.054418739","-1.387393e-01","-0.0186362315"," 0.250165992","-0.049990973","-0.181397891"," 0.360277248"," 0.111112087"," 0.0099414179","-0.130053837","-0.12165113","-0.0785296925"," 0.0293791811"," 0.123980762"," 0.2375122874","-0.104864066","-0.0626778091"," 0.724548420"," 0.0426775485","-1.872437e-01","-0.252187045"," 0.024499727"," 0.032378715"," 0.022023545"," 0.11602012","-0.08977964","-0.35341634","-0.005359626"," 0.1764286781","-0.015190873"," 0.077264360"," 0.5953717413"," 0.098006590","-0.176009214"," 0.001554116","-0.0155692945"," 0.163032067"," 0.092449539"," 1.758968e-01"," 0.0485473332"," 0.1514608208","-0.313990882","-0.034818704"," 0.0901391926","-0.412149088"," 0.035006897","-0.138016287"," 0.1663398780"," 0.028194754"," 0.08867287","-0.274296041","-0.019780302"," 0.071282593"," 0.157786864","-0.191969849"," 0.057466346"," 0.024968776","-0.018547552"," 3.342861e-01"," 0.1623436463","-0.139350519","-0.0119136449","-0.188462948","-0.0048211280"," 0.1636053747"," 0.113907292"," 0.556135402","-0.011694419","-0.116603428","-0.003171246"," 0.0157105043"," 0.1859165330","-0.128819306","-0.115618569"," 0.09839623"," 0.231123515"," 0.0859258905","-0.098448179","-0.0675911723","-0.136908532","-0.243009216","-0.251262433","-0.238312966"," 0.793073262"," 0.294973625"," 0.005416684"," 0.037914004"," 0.0645282394","-0.1135799813"," 0.200066856","-0.364139506","-0.387717968"," 0.1335474216","-0.0915615108","-0.1658223871"," 0.354249600"," 0.066833639"," 0.1705417998","-0.0710515947"," 0.013810415","-0.040822372","-0.33016925"," 0.220362232"," 0.007086188"," 0.40425228"," 0.0227671933","-0.117686454"," 0.01964883"," 0.1242305559","-0.068856725"," 0.138444852","-0.043078963"," 0.3474063963","-0.032637562","-0.096015427"," 0.226871497"," 0.1581871085"," 0.186228746",10,1,"Apicidin"
"Apicidin_H6","-0.058584930","-0.105196653"," 0.1225680095","-0.040541277"," 0.111595306"," 0.161257388","-0.019772023","-0.02826850","-0.013543656"," 0.0455250242"," 3.385358e-02","-0.1463747575","-0.005530118","-0.047351694"," 0.016465533","-0.0039589194"," 0.151859048","-0.045043829","-0.194278342"," 0.385923610"," 0.458142788"," 0.269276721","-0.133318547","-0.052096476"," 0.143122727"," 0.349294654"," 0.12224082"," 0.205334262"," 0.247618642"," 0.239521178","-0.36984175","-0.141268621"," 0.031611474"," 1.763259e-02","-0.0725296365"," 0.279001233","-0.272785636"," 0.123257275"," 0.252879966"," 0.104007607","-0.0348405749","-0.221306676"," 0.04770747","-0.0763828796","-0.0702378747"," 0.174707686"," 0.0295358493"," 0.189323996","-0.0008779671","-0.193810826","-0.1732387262"," 2.068517e-01","-0.077128876","-0.223772676","-0.133045171"," 0.112430565"," 0.25097054","-0.18771464"," 0.12144410"," 0.090126213"," 0.1478475350"," 0.084316901","-0.065713030"," 0.6718615846","-0.112906651","-0.151030803"," 0.223634753"," 0.1075065204"," 0.063139816"," 0.028520593"," 2.054405e-01"," 0.2049150150","-0.0636596351","-0.164804625","-0.063977358"," 0.0374656751","-0.408475060","-0.129146839","-0.043999803","-0.1441043725","-0.231445023","-0.20122742","-0.209875192","-0.100461051"," 0.334857475","-0.235392189"," 0.166298229","-0.033762917"," 0.002189482"," 0.026259851","-7.908367e-05"," 0.2182292271"," 0.115813896","-0.0042528086","-0.072105300"," 0.1565754444"," 0.1921489042","-0.019440773"," 0.070613635","-0.034231321"," 0.055835475"," 0.027585335","-0.0663306804"," 0.0580579567","-0.191715086"," 0.052889011"," 0.09747137","-0.506329402","-0.1200389114","-0.012208294"," 0.0897967819","-0.163730899"," 0.016267982"," 0.144946760","-0.333623814"," 0.311534720","-0.035684028"," 0.029559544","-0.087579292","-0.1452639832","-0.0817973418"," 0.094902201"," 0.065740804","-0.175553116","-0.1936908171","-0.0139012138","-0.1072462028"," 0.158353191","-0.396442465"," 0.0703223792","-0.0654068907","-0.054372680"," 0.195169179","-0.22961578"," 0.029183860","-0.045793329","-0.07355834","-0.0679252893","-0.114253164","-0.09555655"," 0.2070862122","-0.052941991","-0.073263351"," 0.123698796","-0.0003635478","-0.144599098"," 0.089413165","-0.134209966","-0.1375222848"," 0.343611745",10,1,"Apicidin"
"Apicidin_H8","-0.224336499","-0.131313769"," 0.2869772538","-0.119388040"," 0.185332283"," 0.081450199"," 0.249515576"," 0.17289569"," 0.142694234","-0.0296529288"," 1.285598e-01","-0.2692943045","-0.171302469"," 0.044926426","-0.010896292"," 0.0223862803","-0.322658686","-0.042195104"," 0.033726970"," 0.100764764"," 0.072559005","-0.130704224","-0.075578481","-0.127097429","-0.035178708"," 0.277069569","-0.05203783"," 0.057581059"," 0.083792097"," 0.218708491"," 0.05574071","-0.205073710","-0.195340146"," 4.535837e-02","-0.2049988674"," 0.230931288","-0.019257308"," 0.112544428"," 0.241846794"," 0.351443792","-0.0006500894"," 0.087343797"," 0.05797425","-0.1430589653","-0.0193112475"," 0.052587945","-0.0003993728"," 0.026225271","-0.0829207375"," 0.432412217"," 0.0174955089"," 2.276716e-01","-0.151854493"," 0.107640223","-0.162392292"," 0.163513756"," 0.08547179","-0.09292746"," 0.19606721","-0.069660439"," 0.1029989574","-0.152730696","-0.019536241"," 0.4501744195"," 0.135627963","-0.003537026"," 0.130673231","-0.0050908690"," 0.064106115"," 0.007839170"," 5.889238e-02"," 0.0397884869","-0.0067642262","-0.060370974","-0.014494458","-0.0574338959"," 0.103635670","-0.035480366","-0.205232738"," 0.2398309686","-0.082419063"," 0.07339293","-0.179331219","-0.013931679","-0.254252057"," 0.105822069","-0.024705360","-0.103039502","-0.193812065"," 0.044320899","-2.149806e-01"," 0.1068601646"," 0.111915481"," 0.1242302793","-0.119042869"," 0.0002688404"," 0.0711925839","-0.294512197","-0.323502715","-0.118133714"," 0.060187155","-0.015505962","-0.0550728199"," 0.1421731529","-0.277266942","-0.239503417"," 0.01372628"," 0.020923275","-0.0534239596","-0.012167188"," 0.0217423979","-0.292858736","-0.175724381","-0.109651949"," 0.149585159"," 0.034131794"," 0.192745873"," 0.034238504"," 0.005071695"," 0.0513564785"," 0.0369602309","-0.066848241"," 0.012317121"," 0.076500521"," 0.2457775464"," 0.0133423911","-0.0079794067"," 0.199873421"," 0.070622446"," 0.0331597920","-0.1012564262","-0.217251480"," 0.090073660"," 0.01561100","-0.032470091"," 0.154774590","-0.23704304"," 0.0712842289"," 0.040835544"," 0.07948949"," 0.0625640292"," 0.059690734"," 0.205612135"," 0.146556395"," 0.0883047977","-0.043825834"," 0.049532351","-0.023875015","-0.2140676824","-0.090355759",10,1,"Apicidin"
"Apicidin_H10"," 0.002944636"," 0.050572731","-0.0647357049","-0.111843500"," 0.358573445","-0.031451821"," 0.310877162","-0.03027252","-0.119109295"," 0.1981793070"," 2.800316e-02","-0.0007180765","-0.152886052","-0.235135949","-0.124826755"," 0.0797844964"," 0.213016695","-0.037385951","-0.088889106"," 0.477181557","-0.150972005","-0.096042712","-0.091772815","-0.078010266"," 0.099417052"," 0.044389115","-0.26142229","-0.118749560","-0.073350775","-0.002172653"," 0.12353714","-0.218236107","-0.075428211","-1.239206e-01","-0.2176054828"," 0.090051272","-0.007599013","-0.175970446"," 0.098698387"," 0.089425374"," 0.1444680413"," 0.111885400","-0.14103060"," 0.0138338777","-0.1089689155"," 0.130488977"," 0.1922578996","-0.150327333","-0.1560715201"," 0.211095199"," 0.1435578784"," 1.865372e-01"," 0.057650154"," 0.289718399"," 0.008611350"," 0.121698345","-0.14849178","-0.15576070"," 0.02565278","-0.179589351","-0.0366159202"," 0.226870510","-0.176282211"," 0.2522824630","-0.040830929","-0.088687498","-0.050274687","-0.1110541359","-0.009764529"," 0.018780349","-2.540514e-02","-0.0276220728","-0.1123091654","-0.090187040","-0.033497956","-0.0942500564"," 0.179255280","-0.256919913"," 0.075631534"," 0.2315010126","-0.190685742"," 0.11478382"," 0.045527179","-0.020464871","-0.101994885","-0.196899596"," 0.031676583","-0.018964333"," 0.094624948"," 0.140144330"," 4.641588e-02","-0.0883752789"," 0.166568223"," 0.2519228277","-0.033175064"," 0.1380079983","-0.0641293909","-0.098312286"," 0.248973533"," 0.005479260","-0.234600213","-0.149488362"," 0.1893335721"," 0.2268221889"," 0.088000637","-0.097896926","-0.13678659","-0.052299444","-0.2694532425","-0.207826579","-0.1509912273","-0.033491787","-0.240815036"," 0.130905959"," 0.216240404"," 0.678628824"," 0.172561932"," 0.192416939","-0.255819831"," 0.0498941053"," 0.0571385500"," 0.147942886","-0.065924952","-0.127692941","-0.1893611490"," 0.1836778036","-0.0859601375"," 0.046612706","-0.030651448","-0.1558108626","-0.0602248468","-0.010624301","-0.016626153","-0.16057177"," 0.415942661"," 0.106604113","-0.04204763"," 0.0199854902"," 0.095484043","-0.29432308","-0.0550401384","-0.186400204"," 0.042391348"," 0.035318210"," 0.2621371244","-0.052747926"," 0.081787829"," 0.034978530"," 0.0084786393"," 0.156251812",10,1,"Apicidin"
"Trichostatin_H1","-0.197657764","-0.113532479"," 0.5107063087","-0.693389930","-0.631435002"," 1.193314416"," 2.154039050","-0.43843062","-0.223610505","-0.1848986199"," 3.624449e-01"," 0.1951179996","-0.743539766"," 0.267831414"," 0.783176456"," 0.7139199970","-0.637603897","-0.386663031"," 0.409357866"," 0.036020483"," 1.514007457","-0.138493844","-0.423860404"," 0.610071886","-0.860817910"," 0.249238311"," 1.08769441","-0.455315546","-2.070133023"," 1.800809819","-0.16264344","-0.031816063","-3.510955988"," 4.202413e-01","-0.9487630665"," 0.360978267","-0.075046381"," 0.379009683","-0.460399540"," 0.964158915"," 0.0048323168","-0.016337215"," 0.88926560","-0.5217284975"," 0.5858877764"," 1.895755706","-0.0175759122"," 0.786448497"," 1.2772969289"," 0.350475956"," 0.0104643227"," 9.181470e-01"," 1.064204939"," 0.711170185"," 1.700096355"," 0.736187228"," 0.41932764","-0.52252414","-0.20371358","-0.584595129"," 0.4822602470","-0.206154837"," 0.320502605"," 1.3330228907","-0.493169400","-0.941211522","-0.260359407"," 0.0879976301"," 0.168866821","-0.312458366","-1.517331e-01"," 1.2909282277","-0.7893967338","-1.260412147","-1.049973083","-0.5940070663","-0.127348404"," 0.841225706","-0.010802863"," 0.2666769809"," 1.314836565"," 0.22751039","-0.003906997","-0.473277818"," 0.984416875"," 0.288458779"," 0.391969873","-0.379147747","-2.564072327","-0.465351721","-8.629549e-01"," 0.4237728758","-1.144714057","-0.4082630486","-0.108062646"," 0.6280693883","-0.7140971981","-0.369307518"," 0.457796496"," 0.937467016"," 0.674215981"," 0.140759235"," 0.3083136450"," 0.0168834383"," 0.016244499"," 0.908304599","-0.62660554"," 0.490873969","-0.5971156091","-0.117677247","-0.0396714563"," 1.207346111","-0.038813749","-0.314504327","-1.746454862","-0.634504481"," 0.799235721"," 0.197514786","-0.535348147"," 0.0552648001"," 0.7108001080"," 0.323096289","-1.488492562"," 0.080808527","-0.9501551114","-1.0465909175","-0.9487544083"," 0.410102588","-0.948959317","-0.4054941807"," 0.7868917089","-0.847686338"," 1.728341231","-1.53650852","-0.363440665","-0.059165827"," 0.91381988","-1.3503706441","-0.069084671"," 0.25054357"," 0.4955563322"," 0.848324636"," 0.448867380","-0.231592240","-0.4934661545","-0.698348353","-0.027670890","-0.124933287","-1.2874839322"," 1.939785349",11,1,"Trichostatin"
"Trichostatin_H2","-0.473824827"," 0.099077134"," 0.0118272657"," 0.046899095","-0.558716362"," 1.041010461"," 2.115302576","-0.94542090","-0.354406051","-0.1141568095"," 4.478452e-01"," 0.2502805812","-0.336248301"," 1.030523550"," 1.155312029"," 0.4974853393","-1.588234456"," 0.025632952"," 0.007716510"," 0.362521509"," 0.897779510"," 0.582969074","-1.223363200"," 1.445716335","-0.790657589","-0.086107594"," 0.80167333"," 0.508127368"," 0.036925472"," 0.021957584","-0.05668271"," 0.778085467"," 0.058218405"," 1.305252e-01","-0.6681659959"," 0.934568862","-0.475016260"," 0.177909223","-0.119798441"," 0.319243444","-0.4461684314","-0.260821626"," 1.13000135","-0.6394929904"," 0.8383655622"," 1.732179645","-0.0349646920"," 0.350138104"," 1.2114594650"," 0.950064666","-0.0444832937"," 4.333690e-02"," 0.330077431","-0.523304078"," 1.622658912"," 0.401911891"," 0.97321028","-0.51727144"," 0.09772302","-0.505158441"," 0.0060362927"," 0.770607461"," 0.266684663"," 0.1532385271","-0.517102087","-1.666373678"," 0.755955332"," 0.3981639849"," 0.116063504","-0.126682806","-5.573247e-01"," 0.2548478390","-0.9192317347","-1.553058441","-0.538497689","-0.5038789984"," 0.210209685"," 1.064054979"," 0.024141304","-0.0906808624"," 0.983774095"," 0.50429612","-0.191471927","-0.477505400"," 1.436113841","-0.052302544"," 0.059111524","-0.326114378","-0.695899902","-0.986595036"," 1.341763e-01"," 0.5838044271","-2.509668420","-0.2370061655","-2.158272784"," 0.3173874861","-0.8378571978"," 0.269929068"," 0.715789582"," 0.741940187"," 0.074651813"," 0.069752170"," 0.1472426561","-0.2462594994","-0.454495430"," 0.831827070","-0.55198352","-0.133904936","-0.0442832956"," 0.075421197","-0.1620767546"," 1.205795583"," 0.211626379","-0.848702945","-0.920806163"," 0.238627254"," 0.996903311"," 0.079852463","-0.454146695"," 0.4855152817"," 0.3229758537"," 0.629706344","-1.319675724","-0.266713698","-0.1340740646","-0.6105420161","-0.4531413163"," 0.170403925","-0.760781126"," 0.1199699279"," 0.1442560039","-0.703930473"," 1.263172730","-1.04494523"," 0.349649990"," 0.024830831"," 0.83614045","-0.9890001437","-0.817490688"," 0.05473825","-0.1778295829"," 0.977601790","-1.094856398","-0.873040327"," 0.1836493515","-0.590395672","-0.074127527"," 0.269850545","-0.1171191945","-1.743667852",11,1,"Trichostatin"
"Trichostatin_H4","-0.419624663","-0.014667208"," 0.7171713589","-1.547451826"," 0.284808842"," 0.892777495"," 1.920535193","-0.61104222","-0.477882777"," 0.0424551822"," 5.025257e-01"," 0.4192816445","-0.292336195"," 0.877521514"," 1.531754483"," 0.3761490082","-1.469271506"," 0.334986741"," 0.059455227","-0.274813715"," 0.858537964"," 0.575266937","-1.001977679"," 1.766040993"," 0.005501111","-0.442267969"," 1.31509655"," 0.423663108","-0.485989524"," 0.110899387","-0.06115246","-0.059117761"," 0.239270422"," 2.499719e-02","-1.3336421771"," 1.019903307","-0.611002470"," 0.582273509"," 0.016858152"," 1.014429924","-0.9347881069"," 0.080756744"," 1.14029967","-0.7645107275"," 0.5299300208"," 1.040866600","-0.2926126232"," 0.900630920"," 1.3874655738"," 0.516968586","-0.5027231851","-1.238469e+00"," 1.406973957","-1.119165711"," 1.697612416"," 0.161208161"," 1.28288262","-0.31653171","-0.74593011","-0.208865582","-0.1743192170","-0.035051142"," 0.353109564"," 1.2256516549","-0.462538894","-1.671860120"," 0.810740240"," 0.3354780454"," 0.046906680","-0.043027612","-4.605196e-01","-0.3719280463","-0.4161744234","-1.605419881","-0.332552181","-0.9434577705","-0.267155503"," 1.187752965","-0.414185787","-0.4330965956"," 0.552240873","-0.12652854","-0.089310761","-0.528381734"," 1.864095146"," 0.439969549"," 0.159017714","-0.418855543","-0.444890631","-0.767465476","-5.214903e-02"," 0.5654706563","-1.978869318","-0.3257033393","-1.645170464"," 0.5801816143","-0.7939837828"," 0.464482061"," 0.747319043"," 0.922380180"," 0.152956296"," 0.012881753"," 0.3299504947","-0.4380415358","-0.205221355"," 1.225109665","-0.98690180"," 0.939562778","-0.0483965056","-0.102238154"," 0.2871216800"," 0.962571257","-0.115455788","-0.907130080","-1.295601557","-0.725414172"," 0.775454636","-0.335600427"," 0.088288869"," 0.3578040337"," 0.6091433165"," 0.026875852","-0.931323128"," 0.048797904","-0.1127209404","-0.3359514909","-0.1836435214"," 0.451098022","-0.716412787"," 0.0827737024"," 0.9030981608","-0.251379438"," 1.133896629","-0.45983877"," 0.574819965","-0.044255585"," 0.75500395","-1.6976457396","-0.814127546"," 0.10210814","-0.2886944240"," 0.932920180","-0.023449768","-0.638489308","-0.3685708903","-0.766402745","-0.096376136","-0.219896849","-0.2071688557","-1.113210022",11,1,"Trichostatin"
