"","MAL13P1.116","MAL13P1.124","MAL13P1.201","MAL13P1.294","MAL13P1.301","MAL13P1.310","MAL13P1.332","MAL13P1.337","MAL13P1.343","MAL13P1.75","MAL7P1.113","MAL7P1.12","MAL7P1.126","MAL7P1.65","MAL8P1.111","MAL8P1.152","MAL8P1.18","MAL8P1.35","MAL8P1.53","MAL8P1.55","MAL8P1.8","PF07_0015","PF07_0111","PF07_0116","PF08_0126","PF10_0142","PF10_0159","PF10_0173","PF10_0195","PF10_0257","PF10_0280","PF10_0286","PF10_0321","PF10_0340","PF10_0348","PF10_0374","PF11_0064","PF11_0096","PF11_0123","PF11_0129","PF11_0141","PF11_0146","PF11_0174","PF11_0212","PF11_0241","PF11_0242","PF11_0276","PF11_0396","PF11_0404","PF11_0414","PF11_0461","PF11_0471","PF11_0506","PF13_0013","PF13_0031","PF13_0036","PF13_0088","PF13_0095","PF13_0166","PF13_0187","PF13_0209","PF14_0013","PF14_0094","PF14_0121","PF14_0133","PF14_0178","PF14_0185","PF14_0214","PF14_0261","PF14_0267","PF14_0286","PF14_0292","PF14_0304","PF14_0314","PF14_0342","PF14_0346","PF14_0415","PF14_0439","PF14_0463","PF14_0545","PF14_0567","PF14_0583","PF14_0632","PF14_0695","PF14_0706","PFA0300c","PFA0430c","PFB0265c","PFB0410c","PFB0715w","PFB0820c","PFB0875c","PFC0225c","PFC0315c","PFC0375c","PFC0385c","PFC0465c","PFC0570c","PFC0610c","PFC0705c","PFC0865w","PFC0885c","PFC0960c","PFD0180c","PFD0265w","PFD0285c","PFD0295c","PFD0340c","PFD0830w","PFD1070w","PFE0335w","PFE0500c","PFE0505w","PFE1015c","PFE1430c","PFE1520c","PFE1550w","PFF0610c","PFF0625w","PFF0875w","PFF1110c","PFF1150w","PFF1395c","PFI0230c","PFI0380c","PFI0505c","PFI0585c","PFI1025w","PFI1110w","PFI1195c","PFI1265w","PFI1275w","PFI1510w","PFI1545c","PFI1580c","PFI1650w","PFI1655c","PFL0420w","PFL0450c","PFL0565w","PFL0980w","PFL1335w","PFL1400c","PFL1430c","PFL1700c","PFL1760w","PFL1815c","PFL2220w","PFL2485c","PFL2550w","D_class","Class","Compound"
"Artemisinin_H4","-0.218195650","-0.120136730"," 0.0353344817","-0.072480430","-0.237972812"," 0.044808436","-0.112349440","-0.12845912"," 0.006416667"," 0.1865956254"," 5.403799e-01"," 0.0332164568","-0.029957762","-0.013564802","-0.027294840"," 0.4362120226"," 0.232495641","-0.236364714","-0.416583726"," 0.207217867","-0.236678824"," 0.367941567"," 0.187641396","-0.044970781","-0.304643116","-0.074155839","-0.43806339","-0.105629607","-0.031138458","-0.042097618","-0.45582142","-0.788308731","-0.321062195","-4.669760e-03","-0.2572529138","-0.089358955","-0.298625610","-0.297676934"," 0.224378707","-0.211788393","-0.7234971535","-0.044976534"," 0.02226127","-0.2196258964","-0.0972176087"," 0.533839775"," 0.7220697228"," 0.441124912"," 0.0877011962","-0.354992235"," 0.2408196910"," 3.977042e-01"," 0.238329231"," 0.441847484"," 0.168056081"," 0.263177097","-0.80767142","-0.41793514"," 0.17224327","-0.820137204","-0.0837196235"," 0.153463604"," 0.063862438"," 0.6882446535","-0.038685164"," 0.507432026"," 0.227722607"," 0.0292038795","-0.067544933"," 0.025517760","-2.951030e-01"," 0.1117530170","-0.0700528515"," 0.318458477","-0.149281933","-0.3132539953","-0.215599098","-0.454253491"," 0.047483751","-0.2937014955","-0.266689168","-0.48172262"," 0.443484313","-0.135633293"," 0.292365713","-0.013861715"," 0.518939875"," 0.069602603"," 0.905626514"," 0.279239434"," 1.213280e-01","-0.0187960762","-0.017680696"," 0.1428844205","-0.053441191"," 0.3216658188","-0.0740991904","-0.363328638","-0.358047583","-0.469988574"," 0.259973044"," 0.214972316","-0.5391458525"," 0.3954329349"," 0.165406206"," 0.197276813","-0.39797983","-0.960684720","-0.5806770213"," 0.195480412","-0.1178632446","-0.329777520","-0.148116527","-0.146163915","-0.187646078"," 0.098024985"," 0.276668273"," 0.528041227","-0.128720375"," 0.2646493187","-0.0093831892"," 0.410455909"," 0.079434757","-0.182143684","-0.6408621705"," 0.5628154365","-0.4645146289"," 0.152106472","-0.182225197","-0.4042466598"," 0.0859002872"," 0.086420051","-0.077175703"," 0.12812810"," 0.280741360"," 0.231106024","-0.09013727","-0.0189077751"," 0.574984525","-0.26961781"," 0.2078493701","-0.491345454"," 0.265114179"," 0.089757823"," 0.9220558103","-0.023072990"," 0.123572543"," 0.239446866","-0.0787333018"," 0.096207233",15,12,"Artemisinin"
"Artemisinin_H6","-0.096673752","-0.289244681"," 0.4285272211"," 0.242587409","-0.870419663"," 0.075747058"," 0.098247447"," 0.12181310","-0.019797136"," 0.0811920896","-9.335179e-02"," 0.3699134446"," 0.261707456","-0.200058796","-0.025303599"," 0.5100117363"," 0.074920133","-0.512702839","-0.138919485","-0.247640223","-0.393703727"," 0.049689176"," 0.186779770","-0.966641407","-0.693115866","-0.261546730"," 0.01066418","-0.380608671"," 0.300592510"," 0.203851530","-0.78420851","-0.499753688","-0.325206607"," 1.293888e-01","-0.0777554968"," 0.141480842","-1.451003512"," 0.063021704","-0.028687683","-0.126723301","-1.5086962775"," 0.568257833"," 0.23858780"," 0.2314322828"," 0.0135958751"," 0.257831092"," 0.4712823496"," 0.547716697"," 0.2898028172","-0.134234192","-0.4870832705"," 5.836192e-01"," 0.283525738"," 0.967265376"," 1.128423699"," 0.371696915","-0.82237171","-0.35562516","-0.20869419","-0.616502263","-0.0109528578"," 0.613571506"," 0.130593516","-0.2189265640","-0.477064527"," 0.145564796"," 0.030640139","-0.1843756681","-0.206368539"," 0.179136309","-8.187081e-02","-0.1324933974","-0.3911762947","-0.061500089"," 0.168975447","-0.2668132289"," 0.080966150"," 0.152337798"," 0.202115654"," 0.0291307292","-0.233247198","-0.55475078"," 0.221993684"," 0.168336998"," 0.353428117","-0.801113116"," 0.461761825"," 0.444187651"," 0.321891027"," 0.086570959"," 2.398906e-01","-0.0326899790"," 0.221584548","-0.1398204306"," 0.197717171"," 0.0555689118","-0.3501848054","-0.343935372","-0.175750511","-0.216642501"," 0.117917462"," 0.299389509","-0.5651518223"," 0.3813205334"," 0.403399095"," 0.310120907","-0.44678464"," 0.105872857","-0.6313330427"," 0.322680196","-0.1334734305","-0.081724680"," 0.269726270"," 0.325369275"," 0.369144919","-0.284238540","-1.104090166"," 0.482336462","-0.193918767","-0.1515749724"," 0.1294882326"," 0.306290211"," 0.256008950","-0.252295887","-0.4788746617","-0.1056224800","-0.0672036241","-0.320204816","-0.278829579","-0.3027229548"," 0.0932551937"," 0.176297213"," 0.320396095"," 0.25864245","-0.526587279"," 0.218927257","-0.97796519"," 0.0327050044"," 0.720710823","-0.19274047"," 0.5403327903","-0.724158671"," 0.205956444","-0.258531284"," 0.2610017533"," 0.717215105"," 0.580306371","-0.087886850","-0.3998830858"," 0.122362481",15,12,"Artemisinin"
"Artemisinin_H8","-0.020646951","-0.328692222"," 0.4537557948"," 0.265343664","-0.030395372"," 0.097261945","-0.487651614"," 0.45414496"," 0.028420779","-0.0473968784"," 4.503072e-01"," 0.0468879632"," 0.906508917"," 0.197540298"," 0.205938409"," 0.2264415014"," 0.118942014","-0.556945045","-0.060319927","-0.694130231","-0.403091860","-0.124687005"," 0.700434368","-0.385180366","-0.366432070","-0.802657915"," 0.09190387","-0.596645559","-0.038974510","-0.010871135","-0.65819957","-0.412088956"," 0.029985326"," 1.346816e-01","-0.5264236995"," 0.295793394","-0.038282349"," 0.416277330"," 0.107032896","-0.295238363","-0.9515007428","-0.268051604"," 0.28036230","-0.1036625389","-0.1459982499"," 0.817798217"," 0.7944425863"," 0.437189658"," 0.5027498763","-0.394543650","-0.7556405834"," 1.571380e-01"," 0.350948800"," 0.601340645","-0.346094030"," 1.209456289","-0.66217805","-0.54443588"," 0.51814361","-0.895183918"," 0.3704767969"," 0.187788488"," 0.313450305"," 0.3789099790","-0.001982562"," 0.542045307"," 0.518846270","-0.1440109647","-0.171600683"," 0.575337336"," 1.884899e-01"," 0.1375313755","-0.4802049496"," 0.367069387","-0.019131551","-1.1687694016","-0.300799796"," 0.259296167","-0.071616258","-0.2473442798"," 0.128350074"," 0.09437418","-0.116793844"," 0.688236234"," 0.296272773","-0.982445903"," 0.973653407"," 0.170420182"," 0.495025529"," 0.572231768"," 4.333951e-02"," 0.3157172611"," 0.060403455","-0.1370677585"," 0.014216303","-0.1130516189","-0.0593822205","-0.710654121","-0.216262586","-0.322529659"," 0.186559521"," 0.118754598","-0.4467495514"," 0.5009721785"," 0.544190252"," 0.432466037","-0.74450436"," 0.363393568","-0.9707170619"," 0.232530564"," 0.0551433150","-0.235659801"," 0.343281957","-0.540818326"," 0.699405253","-0.378068559","-0.853262200"," 0.720038794","-0.062174462"," 0.1451912653"," 0.2211717500"," 0.105253128"," 0.416313102","-0.229467152","-1.1485626404"," 0.2017503778","-0.5455459667","-0.231397328","-0.329250814"," 0.1638858686"," 0.1875187157"," 0.188172087"," 0.654236937","-0.08692237","-1.745145121"," 0.263475460","-0.63016588","-0.2918138169"," 0.428874348"," 0.30235177"," 0.2823224872","-0.178653598"," 0.259660648","-0.012156372"," 0.1656074048"," 0.443714813"," 0.437223626","-0.319964653","-0.0300574605","-0.399945726",15,12,"Artemisinin"
"Artemisinin_H10"," 0.165154902","-0.055087376","-0.5823530802","-0.029752228","-0.082502645"," 0.577998074"," 0.320879653","-0.03259608","-0.616998062","-1.4826005887"," 3.030892e-01"," 0.1486040909"," 0.170008268"," 0.683954153","-0.567571612"," 0.5389299745"," 0.193131776","-0.481348844","-0.265231188","-1.661082491","-0.162184859","-0.113352627","-0.202608236"," 0.101587267","-0.262514774","-0.405998775","-0.69086137"," 0.674383201"," 0.564896174"," 0.530624002","-0.26279122","-0.704224415"," 0.258894580","-5.398587e-01","-0.0969646539"," 0.560048922","-0.853238523"," 0.968649699","-0.125718670"," 0.278709121","-0.7853635586","-0.764795626"," 0.13213965","-0.9621501825"," 0.0219755781"," 0.543170592"," 1.2026780369"," 0.726191270"," 0.6558097098","-0.463803061","-0.2578760055","-8.486994e-01"," 0.038006393"," 0.731212744","-0.257838923"," 0.719050502","-0.23389703","-0.64890774"," 0.39906250","-1.600165849","-0.1192949864"," 0.209967861"," 0.151368340"," 0.6195910950"," 1.031367213"," 0.104201043"," 0.612040212","-0.2911388752"," 0.407371251"," 0.183265707"," 7.831404e-01"," 0.1067135976","-0.0281829484"," 0.291850421"," 0.232184572"," 0.3228810456","-0.628323746"," 0.584042030"," 0.245396097","-0.8421386362","-1.190784299"," 0.22581115","-0.313254217"," 0.240090538"," 0.002486639","-2.830967735"," 1.134453058"," 0.317130638"," 0.017750683","-0.012602920"," 6.450086e-01"," 0.3008035641","-0.120189050","-0.4076082528","-0.127047630"," 0.2212313244","-0.3363004550","-0.054005887","-0.038713572"," 0.241719500"," 0.205031710","-0.619027037","-0.2564270515"," 0.3522873163"," 0.570990956"," 0.392570623","-0.24488591"," 1.834975704","-1.2636304497"," 0.267482858"," 0.1600631901","-0.604458397"," 0.384073006","-0.378764713","-0.040875166","-0.932009816","-0.355029928"," 0.466308910","-0.044198071"," 0.0526798522"," 0.1539706248","-0.027632947"," 0.427747501","-0.937207203","-1.3922509781","-0.0595911744","-0.3446342657"," 0.322785622","-1.093643273","-0.5088665125"," 0.1773209189"," 0.158085095"," 0.804711434","-0.41789770","-1.016524190"," 0.404434839","-0.28750328"," 0.1090577139"," 0.800907698"," 0.63522818"," 0.6828428735","-0.212889687"," 0.482349728","-0.186811333","-0.0011844391","-0.035299899"," 0.519099536","-0.294243367"," 0.4605188432"," 0.285645576",15,12,"Artemisinin"
"MMV43TP1"," 0.211043941","-0.275157072","-0.8367691976"," 0.777607068","-0.465150322"," 0.603589050","-1.249912141","-1.54266039"," 0.492150161","-0.2070333097"," 6.957577e-01"," 0.2247900519"," 0.328286416"," 0.196390162","-0.751304919"," 0.7951003516","-0.434546491","-0.404739912","-0.054639815"," 0.501267498","-1.614689313"," 0.640012885"," 0.783469377"," 0.707325414"," 0.280556303"," 0.075269566","-0.49421413"," 0.192725159"," 0.440774974"," 0.596842648","-1.78335954","-0.820995853","-0.316486158","-2.580803e-02","-5.0493860732","-0.216690353"," 0.296394772"," 2.264769684"," 0.031753408","-0.617969194","-1.3316173307","-1.103274890"," 0.63791868","-0.1427814060"," 0.0869441235"," 0.602578049"," 0.3652092908"," 0.485617130"," 0.3544113466","-0.816444652","-0.0933136349"," 1.015832e+00"," 1.086341651"," 0.168029733"," 0.330644996","-0.459645301"," 1.26810573","-1.32560479","-1.04432328"," 0.078613542","-0.2427765353","-1.777375950"," 0.359574945"," 0.9971095124","-0.151488617","-0.503213406"," 0.541257566"," 0.8089802816"," 0.043534064"," 0.926439628","-9.048051e-01"," 0.7422124767","-0.1994963186"," 0.460192984"," 0.152168824","-1.9290516325","-1.228019428"," 0.767172422","-1.021006693"," 0.0002698812","-0.375054237","-0.53757488"," 0.575096913"," 0.464600616"," 0.336725241"," 0.959119001"," 0.325571042","-0.392986982"," 0.608670578"," 1.350509371"," 3.548706e-01"," 0.3926218372"," 0.144873781","-1.1856670885"," 0.847785060"," 0.4529684248"," 0.1809216643","-0.162745476","-0.619053422","-1.061569389","-0.118761869"," 1.207804869","-0.6836596315","-0.0606923499"," 0.205377107"," 0.908049153","-4.53929807","-0.302387460","-0.6279790619"," 0.959601197"," 0.3818670861","-0.520563596"," 0.644332597","-0.384999967"," 0.938240367","-0.421096321"," 0.700821074"," 0.382977624"," 0.611418496","-0.2046203049"," 0.0290843366"," 0.561640893","-0.774558797","-0.008453439","-0.4467980989"," 0.2986907753"," 0.0367614032"," 0.198360788"," 1.139022263","-1.4512299890"," 0.3262674315"," 0.143312020"," 0.022501392","-0.39064995"," 0.116214671"," 1.070223438","-1.43724991","-0.6580192296"," 0.695406525","-0.68538763"," 0.5960154637","-0.637345604","-0.666207345","-0.494419930","-0.4250965625","-0.434350096"," 0.338604768","-1.312469210"," 0.2927115203"," 0.238103392",16,13,"MMV43"
"MMV43TP2"," 0.132854562"," 0.389011985","-0.6616824625"," 0.444558667"," 0.118076935"," 0.686135049","-0.280212041","-0.52649234","-0.015058098","-0.2146416363"," 3.280054e-01"," 0.3101962774"," 0.791469361"," 0.305820433"," 0.311836804"," 0.5683182592","-0.313404329"," 0.075060172","-0.597066278","-0.312918918"," 0.221445546"," 0.456976674"," 1.032347466"," 0.167865366","-0.006366417"," 0.105510104"," 0.53103335","-0.380094761"," 1.118757581"," 0.626437431"," 0.41257084","-0.749946428"," 1.629705087"," 1.133475e-01"," 0.4287040348"," 0.508783542"," 0.004121968","-0.108974696"," 0.038931195","-0.536839957","-0.3345303633","-0.312160671"," 0.05657864","-0.6028041356"," 0.3142302092"," 1.309830207"," 0.0211681216"," 0.591830096"," 0.1398466285","-0.599934643","-0.1664700137"," 2.235774e-01"," 0.300631181"," 0.574286875","-0.342057870"," 0.135133918","-0.20974610","-0.33383061","-0.14252959","-1.169661070","-0.0127968397","-1.126973659"," 0.312325959"," 0.0153855087","-0.579849110"," 0.020499613"," 0.272906192"," 0.0186649382"," 0.063819491"," 0.641096704","-7.124836e-01"," 0.7736187531"," 0.2567751128"," 0.253982913"," 0.418351525"," 0.5984613988","-1.098496743","-0.594096679","-0.242576802","-1.4987135192","-0.200374380","-0.32288143"," 0.064258355"," 0.380496658"," 0.523572547","-0.142984197"," 0.583026873"," 0.375691164"," 0.458371211"," 0.382349365"," 6.890507e-01"," 0.1610350048"," 0.080500432","-0.2349394393"," 0.210301594","-0.0487456256"," 0.8234559806"," 0.626790294"," 0.270467634","-0.625947766"," 1.013429637"," 0.009280420"," 0.3770449091"," 0.2477906187"," 0.649352595"," 0.582814324"," 0.41361921"," 0.557558115","-1.0308671220"," 0.441559435"," 0.3984538573","-0.166269591"," 0.444459940","-0.361868564"," 0.015754646","-0.712665707"," 0.266739295"," 0.375202272"," 0.573208705","-0.2442782702"," 0.5112391047","-0.467914934","-0.802280934","-0.279954172","-0.5835907891","-0.2682298452"," 0.4443085214","-0.070442098"," 0.197113788"," 0.0603174660","-0.0368126280"," 0.324472278"," 0.135111192","-0.48131987","-0.111605957"," 0.579959553","-0.25607875"," 0.5867323764"," 0.033470098","-0.25819338","-0.0270013993","-0.136633992"," 0.031819339"," 0.045299932"," 0.6889692671"," 0.004548570"," 0.219955880"," 0.632371749","-0.3861290607","-0.322341443",16,13,"MMV43"
"MMV48TP1","-0.069285968","-0.203625718","-0.3720024748","-0.213254338","-0.614809998","-0.036905223"," 0.122982222","-0.66124265"," 0.455459739","-0.3336472280"," 4.984138e-01"," 0.3420517567"," 0.191959191","-0.476677881"," 0.138202727"," 0.4539481962","-0.018513158","-0.220643019"," 0.931185945","-0.064342057"," 0.122525892"," 0.318919118"," 0.224019155"," 0.278620054"," 0.013268681"," 0.269461051"," 0.23658918","-0.133777945","-0.365994194"," 0.167955026","-0.28931235","-0.246452722"," 0.075768765","-3.282491e-02","-1.4288949414","-0.528890153","-0.004444573"," 0.916277240","-0.718990583","-0.087208475","-0.0927534898"," 0.099805572"," 0.32003444","-0.1108015646","-0.4178562063"," 0.046144189"," 0.4490325875"," 0.106072457"," 0.2282342641","-0.046000889","-0.1458105482"," 2.111788e-01"," 0.017073376","-0.028556478"," 0.181627117","-0.228145211"," 0.19973946"," 0.01787364","-0.64376323"," 0.014811151","-0.5272811525","-1.331471532","-0.069467699"," 0.4031263887"," 0.502626742","-0.041808920"," 0.247693067"," 0.1324550210","-0.438137016"," 0.381480628","-8.831973e-01"," 0.1576475337","-0.2846722979","-0.172721676","-0.004212475","-0.7543377315"," 0.442983775"," 0.387567808","-0.523522238"," 0.0976076216"," 0.412739238"," 0.02249824"," 0.182595765","-0.098181923"," 1.248223703"," 0.872182548"," 0.029740552","-0.548468176"," 0.605134362"," 0.449431302"," 3.327901e-01","-0.5451324658"," 0.416596918","-0.0773035211"," 0.494266944"," 0.1956611494","-0.1478174635"," 0.136165281","-0.009674273","-0.238171261","-0.287545243"," 0.847008064","-0.2738900226"," 0.2591073156"," 0.027843990","-0.148682665","-1.18377976","-0.431357807"," 0.4954938235"," 0.223009463"," 0.4584798230","-0.078161404"," 0.002746424"," 0.069005112"," 0.347766904","-0.171827446"," 0.320275800","-0.078860196"," 0.549665864","-0.1714370771","-0.0111030812"," 0.121312987","-0.271215338"," 0.823740670","-0.0073384107","-0.1189933470","-0.1009078638","-0.032521188"," 0.765080849"," 0.0261504205"," 0.1658053638","-0.067702511","-0.185229818","-0.02095339"," 0.614680385"," 0.480874449","-0.38211361","-0.1122272963"," 0.686135856","-0.13490722","-0.3525183740"," 0.182869654","-0.478917000","-0.247194544"," 0.2624582113","-0.193832823"," 0.141351301","-0.810138764"," 0.4970717804"," 0.665323651",17,13,"MMV48"
"MMV48TP2"," 0.110971458"," 0.350709662","-0.5691430480"," 0.465617423"," 0.413159412"," 0.644522056","-0.492257946","-0.51181680"," 0.166471374","-0.0546229102"," 2.739830e-01"," 0.4929289824"," 0.558029745"," 0.184762451"," 0.153972741"," 0.3637174319","-0.292404252","-0.392867949","-0.468214235","-0.246162821"," 0.149314381"," 0.489529660"," 0.538925047"," 0.166997281"," 0.205943000"," 0.023311678"," 0.25711274","-0.321625327"," 0.683241602"," 0.407052701"," 0.27204955","-0.435605103"," 1.128993013","-1.236095e-01"," 0.3410489713"," 0.074536715","-0.831305545","-0.008074238"," 0.003185150","-0.312029968","-0.2090881681","-0.224659856","-0.05824392","-0.3474664135"," 0.0634147175"," 0.937674891","-0.0313715786"," 0.199820671"," 0.3270991403","-0.404728463","-0.1197883445","-1.336481e-02"," 0.052551846"," 0.189518216","-0.209661950"," 0.008847217","-0.18444894","-0.06557708","-0.37679414","-0.970090011","-0.0889055570","-1.104726516"," 0.144455685"," 0.1255231043","-0.610716269"," 0.239649988"," 0.138473476"," 0.0684388983","-0.113144413"," 0.493739338","-9.042348e-01"," 0.4454329464"," 0.2216927205"," 0.297167771"," 0.240622556"," 0.7293913480","-0.352890484","-0.212721066","-0.197745914","-1.1794948920","-0.220009006","-0.06650728"," 0.013461987"," 0.091410006"," 0.394957225","-0.046771736"," 0.327334462"," 0.100846791"," 0.303789843"," 0.512941563"," 5.049655e-01","-0.2078635045"," 0.142168642","-0.1433009780"," 0.088594311","-0.0513077485"," 0.3424752372"," 0.469407418"," 0.263598671","-0.439506447"," 0.321209061"," 0.252469793"," 0.1338650383","-0.0391059143"," 0.408829513"," 0.531491242"," 0.44079701"," 0.299384804","-0.7201520485"," 0.015177522"," 0.2972213421","-0.129491972"," 0.347128469","-0.468728743","-0.202705764","-0.391784511"," 0.038580650"," 0.356311192"," 0.496175167"," 0.0438430198"," 0.2704114411","-0.391869578","-0.356515717","-0.107798120","-0.3721735175","-0.1894298544"," 0.3326439640","-0.048564462"," 0.231901785"," 0.0878995983","-0.0236584036"," 0.244092219"," 0.064887973","-0.28243204"," 0.108035480"," 0.427988220","-0.42585130"," 0.3067787747","-0.023158143"," 0.01632625"," 0.1623190010","-0.148024121","-0.159336024"," 0.046644889"," 0.1049819878"," 0.091641892"," 0.179132383"," 0.349827078","-0.2521357086","-0.145316530",17,13,"MMV48"
"DFMO_TP19"," 0.197933226"," 0.174430658"," 0.0242905872","-0.164340871"," 1.057722440"," 0.604631677"," 0.008190074","-0.21693771","-0.335853292","-0.7113348962"," 2.135635e-01"," 0.0800754317"," 0.161687520"," 1.092512008","-0.043396363"," 0.2461197968"," 0.248938881","-0.474094697","-1.086475960","-0.518144277"," 1.568839541","-0.072931589"," 0.535769397"," 0.420490083","-0.631735894","-0.244230979","-0.47160953","-0.073554521"," 0.466725063"," 0.517563113"," 1.14024438","-2.304202339"," 0.421471548","-9.137247e-01"," 0.0072580347"," 0.361795953"," 0.034930740","-0.189033923","-0.341744124","-0.777888884","-0.8583724357","-0.428508756"," 0.16020354","-0.2179855464"," 0.8023301026"," 0.621316574","-0.0999209022"," 0.240444332"," 0.2588062700","-0.435022244"," 0.3846721778","-3.088439e-01","-0.789498024"," 0.172593078"," 0.238500170"," 0.566464729"," 0.58658560","-1.86563928"," 0.37202661","-0.048909160"," 0.4291026093","-0.542837603"," 0.577855603"," 0.0966268257"," 0.458613028"," 0.122399889"," 0.588791134"," 0.3129589084"," 0.558597578"," 0.477421748","-2.342853e-01"," 0.0046863364","-0.1611528553"," 0.675450362"," 0.788750780"," 1.0384890401"," 1.121746067","-0.414804728","-0.153303593","-0.3686889292"," 0.121879552","-0.57081518"," 0.094853863","-0.787088635"," 0.709683775","-0.364884107"," 0.442153373"," 0.409621846"," 0.358997587","-0.423222978"," 4.198774e-02"," 0.0190024116"," 0.068721116","-0.6090511107"," 0.057500155","-0.6339127825"," 0.9599098212","-0.087928635"," 1.459558058","-1.058450148"," 0.079238643"," 0.739245284"," 0.2254443619","-0.0594753763","-0.169784982"," 1.155000097","-0.25448243"," 1.036471514","-0.9614332419"," 0.018733991","-0.0468181194","-1.034502459"," 0.304633426","-0.406399491"," 0.164585501","-0.106469978"," 0.536017669"," 0.238240067","-0.186237629","-0.5649608797"," 0.1047431246"," 0.045121127"," 0.393095179"," 0.598155730","-1.0789300800","-0.2491832613","-0.7215581533"," 0.104414575","-0.249800804","-0.5638544428","-0.3597863021","-0.293477080","-0.114194127","-0.42375482"," 1.239730602"," 0.057058894"," 0.29114934","-0.0360846521"," 0.339113877"," 0.23944732"," 0.4748863921","-0.636967637","-0.486533096","-0.566720124","-0.7993032058"," 0.259589004","-0.034059546"," 0.286752035"," 0.6050102586","-1.202653143",18,14,"DFMO"
"DFMO_TP27"," 0.249863860","-0.096675517","-0.1171714877"," 0.031227036","-0.426907398"," 0.770811155","-0.596339918","-0.35106845"," 0.321805963","-0.6614371290"," 4.120622e-01"," 0.1323464148","-0.085690462"," 0.802304954","-0.438555132"," 0.7551572208","-0.841195510","-0.484298960","-2.049994147","-0.938374693","-0.607617129","-0.035454965"," 0.066878811"," 0.438765058","-1.039971177"," 0.167721154","-1.04644356"," 0.373710416"," 0.174795073"," 1.188837791","-1.71482788","-1.259929542"," 0.291830727","-1.195183e+00","-1.9366478601"," 0.185306402","-0.363709948"," 0.057936125","-0.022985259","-0.205135885","-1.5058909387","-1.056906773"," 0.70123848","-0.1808605474"," 0.7582780644"," 1.073844445"," 0.5571494779"," 0.174524695"," 0.3262848069","-0.683075877","-0.2554294556"," 4.160372e-01","-0.689135008"," 0.573990916"," 1.010189444"," 0.244364684","-0.02248984","-2.43196180"," 0.85940179","-1.528948185"," 0.3007962933","-0.128469150"," 0.584607545"," 0.0036627922","-0.754707836"," 0.097417533"," 0.641572210"," 0.8997833812","-0.009143227"," 0.396240027","-2.171840e+00"," 0.4928890847"," 0.1794347965"," 1.044695341"," 0.909657318","-0.6189470338","-0.531301966","-0.276751298","-1.151290614","-0.8032968508"," 0.058859130","-0.47914348","-0.126819035","-1.208105251","-0.095064892"," 0.327879520"," 0.012898587"," 0.399561329"," 0.116015377","-0.038678405"," 7.086160e-01"," 0.5156469827","-0.458475527","-1.7770123768"," 0.111490492","-0.7517034127"," 0.2924970589","-0.899038807"," 0.002987427","-1.383321245","-0.140170934"," 0.496573109"," 0.4536579087"," 0.0738536345","-0.151617611"," 1.791517796","-0.34079261"," 0.106341957","-2.0147869951"," 0.227716915","-0.0364952900","-0.863307649"," 0.551316927","-0.310274091","-0.041292531","-0.015779703"," 0.536113203"," 0.905818403"," 0.279045885"," 0.2482913963"," 0.1489145612","-0.070612109","-0.921261980","-1.877795302","-1.0575108687","-0.2893420674","-0.6046059889"," 0.128591314","-0.101025191","-2.1063743503","-0.4410169689"," 0.217647280"," 0.509472630","-0.21279956","-0.007627319","-0.034614671","-0.61301805","-0.0765363517"," 0.064154817"," 0.02836992"," 0.9918124024","-0.943187468","-0.038745497","-1.104948744"," 0.3869724699"," 0.237126761"," 0.398816733"," 0.678528404"," 0.8818480023","-1.853704172",18,14,"DFMO"
