X;DHB4TP1.1;DHB4TP1.2;DHB4TP1.1t;DHB4TP2.1;DHB4TP2.2;DHB4TP2t;DHB4TP3.1;DHB4TP3.2;DHB4TP3t;DHB4TP1.1c;DHB4TP1.2c;DHB4TP1.1tc;DHB4TP1.2tc;DHB4TP2.1c;DHB4TP2.2c;DHB4TP2tc;DHB4TP3.1c;DHB4TP3.2c;DHB4TP3tc
PF3D7_0815200;-0.461230063;-0.170959255;-0.29848971;-0.491692094;-0.668700196;-0.210326764;-1.411774262;-1.147472562;-0.799291791;-1.038590374;-1.471566387;-0.397996489;-0.310601863;-0.265474321;-0.190271146;-0.274407742;0.055843199;-0.022086713;0.012615718
PF3D7_0815300;0.278408428;0.355346387;0.715479278;-0.168349486;0.008246756;-0.034511527;0.221724656;0.124160605;0.22315253;-0.079979014;0.122777437;0.166306192;-0.166152485;0.110982571;0.121677322;0.211486281;0.171990724;0.456967809;0.358200562
PF3D7_0815400;0.246675516;0.977134989;-0.613936048;0.526149283;0.554737235;0.451304035;0.843775866;0.473778443;0.82757957;0.262445631;-1.069126466;0.576337821;0.907819568;0.9347634;1.095132213;0.765075094;1.316120942;0.927684533;0.931754511
PF3D7_0815500;-0.0567567525;0.069375905;0.103384057;-0.508949824;-0.616021801;-0.308165462;-0.119147731;0.1489416455;-0.0461882385;0.319056195;0.1328522735;0.526970168;0.582391645;0.434831938;0.608565511;0.6156792105;0.669175349;0.9564484795;0.720351763
PF3D7_0815800;-0.03671701;0.077437845;-0.242163396;0.211640233;0.165556341;-0.091316664;-0.030075299;-0.291740278;-0.06337512;-0.280568252;-0.786594373;-0.509062037;-0.218870574;-0.341104231;-0.560751962;0.13929222;-0.393751632;-0.287305719;0.075964733
PF3D7_0815900;-0.091599439;-0.820609471;-0.283473183;-0.428197123;-0.226479151;-0.125590576;-0.240020865;0.12344627;-0.112565418;-0.021183455;-0.071707201;-0.097096878;0.106579268;-0.006453702;0.161959666;-0.097276017;0.178696451;0.30842228;0.342610467
PF3D7_0816000;-0.108569749;-0.49385614;-0.984193131;-0.233261313;-0.41289862;-0.314489379;-0.389701039;-0.091015736;-0.508964223;-1.305745133;-2.026730266;-0.66017457;-0.596939467;-0.816491018;-0.993339462;-0.962915147;-0.919409655;-0.996798903;-0.871588783
PF3D7_0816600;-0.161126438;-0.036605919;0.334583151;0.1548149;-0.179341929;-0.218358245;-0.28245063;-0.082817286;-0.265174664;0.939245621;0.428268435;0.263966953;0.389407552;0.293894695;0.649342559;0.234843413;-0.526564987;-0.387622021;-0.168927538
PF3D7_0816800;0.03000384;-0.167890047;0.340458993;0.072460905;0.014670902;0.201684487;-0.128267716;-0.16492055;0.056355912;-0.143315736;0.440766409;-0.182044402;-0.073902821;-0.180535562;-0.341771639;0.008600754;-0.117012521;-0.450601901;-0.272234
PF3D7_0817000;0.299980422;0.334783199;0.325120315;0.408712849;0.581295198;0.658163939;0.296704047;0.510694834;0.795688086;-0.079822251;-0.018414625;0.460640938;-0.036072518;0.598737675;0.380529892;0.328027168;0.125130813;-0.101377187;0.0153447
PF3D7_0817200;0.3667248095;0.056665726;-0.283084891;-0.1975836145;0.031954832;0.251855472;-0.2860348625;-0.1571210275;-0.0174041405;-0.865941597;-0.814917239;-0.313239952;-0.270449369;-0.7523816545;-0.846763647;-0.5035612375;-0.3008476685;-0.574159529;-0.3609744525
PF3D7_0817300;0.8708868526;0.8336644402;0.181179405;0.9152869866;0.7379157482;0.8822473632;0.7286645574;0.7607322678;0.6651339652;0.99195227;0.3274739456;1.3622670426;1.3167125732;1.3700927424;1.5446633136;1.3678415338;-0.0689264428;0.0388178728;0.0859846804
PF3D7_0817700;-0.082604619;-0.131333316;-0.702247515;-0.399518115;-0.436547107;-0.36614378;-0.100310958;0.00460683;0.09928689;-0.907824218;-0.201170193;-0.096300507;-0.037609899;0.626960412;0.699031115;0.288157788;1.512576014;1.314529886;1.484537352
PF3D7_0817800;0.160771968;0.004955893;-0.52788772;0.234674624;0.318863671;0.112282206;0.193524065;0.692231986;0.303283692;0.901425395;0.535317377;0.34086792;0.123505121;1.427875198;1.421381553;0.840009027;1.46896563;2.262700421;1.716071082
PF3D7_0818100;-0.848068392;-0.876989698;-1.538389544;-0.917609296;-1.036032913;-0.772190631;-0.353257091;-0.290381423;-0.231430685;-1.165667906;0.232118534;-1.141257165;-1.100662804;-0.170913973;-0.024957067;-0.177754838;0.337338401;0.586107888;0.425888369
PF3D7_0818200;0.853245686;0.673162827;0.214423556;1.204605879;1.249415853;0.795975005;1.28631163;1.130516077;1.046065227;0.075732416;0.175683738;0.474331968;0.392389275;0.794935429;0.885672797;0.869828713;1.052685273;1.024323933;1.091925356
PF3D7_0818300;-0.872437749;-0.513497655;-0.83970929;-1.707878095;-1.739011694;-1.12408192;-0.988316783;-0.302606631;-0.66381309;0.030765325;-0.390677814;0.037730329;-0.168135385;0.021783645;0.25143489;0.194106006;0.080223894;0.012237469;-0.136659038
PF3D7_0818500;0.269086436;0.26632873;-2.206265854;0.77722725;0.659112991;0.633183052;0.782777056;0.880555846;1.00326939;-0.977777475;-2.070589718;-0.26046727;-0.053342918;-0.279759253;-0.265194046;-0.164592935;-0.048092565;0.033620826;0.151345574
PF3D7_0818700;-0.156801146;-0.0213154795;-0.4328717085;-0.2444250765;-0.2453076815;0.0226933905;0.018240469;-0.1262877745;0.0667191725;-1.241620511;-0.360189984;-0.045071545;-0.0853841175;-0.790721793;-0.7916985025;-0.5525097485;-0.364678396;-0.482737462;-0.2100431215
PF3D7_0818900;-0.019714859;0.029657258;0.358781102;0.026827967;0.013127981;-0.037968732;-0.476259244;-0.286352564;-0.605362607;-0.809013155;-0.042570995;0.72058894;0.795124831;-0.070644992;0.010438043;0.086622249;0.116203233;0.053626694;0.228996458
PF3D7_0819000;-0.276102136;-0.2559143645;-0.087789925;-0.4894977255;-0.507910993;-0.127810302;-0.3389974125;-0.340879935;-0.289906291;-1.1607811295;-0.917499609;-0.3536540605;-0.440639375;-1.186673444;-1.432181253;-0.9101590785;-0.891161971;-0.906228116;-0.7119699095
PF3D7_0819300;-1.118134734;-0.276679417;-0.619126314;-0.027136084;-0.378980109;-0.38104263;0.152066454;-0.062452792;0.15133476;0.157730839;-0.264215053;0.706494731;0.165693026;0.681936706;0.740608376;0.561284178;0.645510194;0.54164493;0.384180858
PF3D7_0819700;-0.326947586;-0.295487549;-1.776300639;-0.198200284;-0.504886918;-0.707093686;-0.305882674;-0.527334421;-0.079280587;-0.126584757;-0.618443513;-0.252709725;-0.129130639;0.356274048;0.497163867;0.51037477;0.732889935;0.450938594;0.414989111
PF3D7_0820000;0.344124461;0.350502199;0.472920557;0.68410374;0.080077077;0.609495596;0.682018074;0.210605443;0.456572293;-0.405384623;0.252530667;-0.03195021;0.276098285;-0.339904876;-0.103039398;0.029031195;-0.063826827;-0.02763586;0.022715919
PF3D7_0820200;0.106187522;0.241038518;-0.312969227;0.280634675;0.040843278;0.191480392;0.69615361;0.221197126;0.263980752;0.635137464;0.359307631;0.414242066;0.38952411;0.203322022;0.167746116;0.397802554;-0.002395489;0.358385658;0.229321717
PF3D7_0820300;-0.483307576;-0.859602421;-2.244816447;-0.835947223;-0.547431995;-0.882781101;-0.814242603;-1.148479355;-0.811030492;-1.978477706;-2.038241337;-1.207968878;-1.020649514;-1.248785452;-1.084970326;-1.435295542;-0.632643871;-0.617756908;-0.755971433
PF3D7_0820500;-0.677414187;-0.81946391;-1.691893254;-0.742949692;-0.576284242;-0.716759864;-0.457571222;-0.669653796;-0.56300937;-0.814675455;-1.007852347;-0.575381336;-0.244979747;-0.548605948;-0.703514187;-0.608648183;-0.55014706;-0.715212312;-0.625660099
PF3D7_0820600;-0.578015098;-0.495967105;-0.778497947;-0.296127242;-0.793518401;-0.476247753;-0.548607398;-0.082657825;-0.353378409;-0.317215511;-0.210696994;-0.010558032;0.324863687;0.207751311;0.313372746;0.177529984;0.226049226;0.607979876;0.411907671
PF3D7_0820700;0.228052982;0.358350305;-0.182019794;0.368831176;0.373429318333333;0.309207337666667;0.227110145333333;0.331442955;0.232088466333333;0.736824702666667;0.196216782333333;0.869985168333333;0.559618777333333;0.759113243333333;0.790403405666667;0.857324128333333;0.799683114666667;0.873453689;0.694468938333333
PF3D7_0820800;-0.032791615;0.1988947195;-0.2893629045;-0.0432645135;-0.0140237045;-0.0835263175;0.316931372;0.4500240525;-0.0719264905;0.3848956885;0.074066845;0.7578870475;0.668543064;0.821292074;1.01864017;0.476175917;0.5063590585;0.5672294245;0.5680313845
PF3D7_0820900;0.292883465333333;0.388756165666667;-0.701496622;0.205869444333333;0.111759298333333;0.40234897;0.411527804;0.389231308;0.171802822333333;-0.196449252;-0.926962987;0.124502993333333;0.127218123333333;-0.145285496666667;0.0801891726666667;-0.04895384;0.365534692666667;0.43330539;0.300368681666667
PF3D7_0821200;-0.928060081;-0.783234514;-1.052456765;-2.154285551;-2.086590669;-0.963018619;-1.215841168;-1.311629468;-1.276697372;-0.773100723;-0.729635487;-1.44876792;-1.076390744;-0.871004333;-1.228859828;-0.878711228;-0.360668472;-0.597105768;-0.377970879
PF3D7_0821300;-0.807572819;-0.710363972;-0.902394412;-1.004282842;-1.111215702;-0.733063874;-0.346313409;-0.524171483;-0.346566168;-0.312228191;-0.91861638;-0.476592683;-0.286840134;-0.877967744;-0.932274161;-0.244241354;-0.680309327;-1.090277051;-0.803187213
PF3D7_0821700;0.759950261;0.564870059;0.620560309;0.828258412;0.708910566;0.799856328;1.000306837;0.755395442;0.640314949;0.243024845;-0.827945122;0.727430551;0.802604198;0.012802418;0.126514631;0.424848289;-0.058862655;-0.008243478;0.128490452
PF3D7_0822000;-0.506645954;-0.602992278;-1.331710628;-0.20234851;-0.330080796;-0.406192076;-0.535476555;0.315335263;-0.378216426;-0.025801794;-0.083418801;0.229147784;0.303573218;0.354017427;0.52102855;0.227475389;0.341534395;0.637949359;0.551430291
PF3D7_0822100;0.576581533;0.43589497;-0.544140097;0.510996867;0.507571711;0.438559708;0.395073823;0.325230009;0.363845777;-0.058722469;-1.508475723;-0.411583643;-0.117989684;-0.16318458;-0.134252403;-0.255150924;-0.745219169;-0.651564432;-0.446151589
PF3D7_0822300;0.414219262;0.288636308;-0.255801103;0.479457863;0.40313465;0.324904649;0.520232728;0.408490615;0.432709683;0.394000717;-0.461645654;0.771961669;0.514135926;-0.217908051;-0.157480373;-0.137155722;0.050733721;0.009879508;-0.037007897
PF3D7_0822600;-0.152450347;-0.353091167;-1.043243197;0.152154441;-0.091626404;-0.469946784;-0.172744386;-0.250494548;-0.227841511;-0.294548239;-1.365747964;-0.45545936;-0.256318769;0.172928968;0.093102974;-0.20960618;0.430894803;0.384059845;0.17677414
PF3D7_0822800;-0.089784891;-0.268033964;-0.409114708;-0.285234692;-0.450404717;-0.051872609;-0.178937587;0.033646342;-0.293977263;-1.417231599;-0.346223481;0.015017086;-0.014965298;-0.211336706;-0.113658077;-0.108511077;-0.278645201;-0.088966821;-0.292135417
PF3D7_0823200;-0.346698236;-0.358074773;-0.446831629;-0.151237408;-0.174272342;-0.307744788;-0.27228258;-0.21960059;-0.325405261;-1.143600901;-0.972917708;-0.189072655;-0.361327009;-0.497579734;-0.377436067;-0.525837076;-0.703733092;-0.708920596;-0.608541785
PF3D7_0823300;-0.371930038;-0.66819219;-0.814344045;-0.467611783;-0.502107721;-0.579640156;0.035832395;-0.293774778;-0.409208089;1.048347738;0.226018493;0.803346634;0.877526985;0.722727495;0.932630785;0.736331891;0.805596168;0.587279979;0.480553725
PF3D7_0823400;-0.668966550333333;-0.656027997;-0.792621646333333;-1.06668330533333;-1.03345492066667;-1.08541321933333;-0.467458156;-0.404190101666667;-0.529877660333333;0.0324968256666667;0.0808936903333333;0.417763449333333;0.239786486333333;0.346916456666667;0.407073332666667;0.195816998666667;0.160013793;0.398983054;0.231722981666667
PF3D7_0823500;-0.021994975;-0.027989614;0.178502024;0.06159502;0.010959325;-0.307319813;0.077265024;-0.312890495;-0.345784252;0.047181187;-0.074398007;-0.635657032;-0.436021501;-0.033661198;-0.235574737;-0.523370263;-0.453604544;-0.35625732;-0.013991001
PF3D7_0823900;0.721876616;0.921257164;1.05483104;1.204988157;1.10175687;1.006161514;0.94798138;0.82721505;0.242188638;1.121227874;0.452451541;0.689620491;0.859661555;1.325181537;1.352394968;1.075870005;0.895554543;0.900544083;0.612988335
PF3D7_0824000;0.06808559;-0.053865863;0.639303235;0.12601809;0.042267552;-0.149603442;-0.561596852;0.085475849;-0.018653653;-0.104328485;-0.173312738;0.067606732;0.011267886;-0.533534474;-0.187881015;0.234124309;-0.641910713;-0.578329296;-0.251336994
PF3D7_0824100;0.222115517;0.447769544;-0.171084627;0.447622935;0.109241991;0.148292684;0.163461792;0.252063113;0.259613044;-0.038651499;-0.50928424;-0.020107149;-0.087927927;0.38191614;0.17709706;0.00018298;0.342708699;0.473125843;0.279401304
PF3D7_0825800;-0.560748453;-0.607481241;-0.096734851;-0.263584092;-0.28245462;-0.537793278;-0.474971296;-0.565127543;-0.389896935;-0.242884322;-0.271865836;-0.135821648;-0.372231199;-0.683786953;-0.634023563;-0.900424356;-0.723652633;-0.866831385;-0.663907039
PF3D7_0826000;0.212737422;0.10617841;-0.481036165;0.212013274;0.098577695;0.328016341;0.209796732;0.240754454;0.26861099;0.08644273;1.843341725;0.218768255;-0.212435718;-0.080671441;-0.640953989;-0.109675237;-0.294776681;-0.601914756;-0.22152334
PF3D7_0826100;0.469528749;0.2870307015;0.09906671575;0.72965297875;0.62785930625;0.58124602675;0.622537526;0.50152751675;0.3134793345;-0.30847217275;-0.075542544;0.2412133645;0.14189252925;-0.2181827925;-0.12574873375;-0.026993008;-0.12177690075;0.019275307;0.04895970075
PF3D7_0826200;0.179337716;0.039191784;-0.052098594;0.521800526;0.107748509;0.416480346;-0.176561565;0.451762093;0.325836293;0.152201747;0.022071814;0.22725057;0.184843678;0.457431903;0.21468804;0.265079796;0.112267578;-0.161138778;0.308748501
PF3D7_0826300;0.3059949425;0.644014939;-0.2211297255;0.812489024;0.583208255;0.500353239;0.3333066725;0.2731302715;0.413967435;0.511143975;-0.2628257185;0.7993655035;0.446998335;0.9745755745;1.21762701;0.771508033;0.896351837;0.782725025;0.848877355
PF3D7_0826500;0.923159345;0.617268555;-0.313053826;0.759375459;0.873795797;0.95950142;0.813871404;0.632205024;0.79304678;0.504916986;0.000985339;0.507210466;0.635401498;0.304490199;0.190239577;0.15450933;0.355698392;0.239127354;0.30722041
PF3D7_0826600;0.057486476;0.450240835;-0.153728472;0.594183732;0.521450793;0.279887487;0.798569362;0.338366603;0.554035612;0.961181549;0.62710179;1.480875988;1.422738126;1.911348944;2.259329208;1.796208951;1.205516851;1.000062414;1.498753481
PF3D7_0826700;0.78871908;0.682181303;0.454361739;1.076409568;1.206820766;0.817172883;0.956065725;1.008298652;0.991001204;0.236992533;-0.071673593;0.631422979;0.729976607;0.224979328;0.291972603;0.015481503;-0.102173461;-0.108063889;-0.171367302
PF3D7_0826900;0.373800181;0.746037244;0.798050565;0.741562522;0.867761227;0.466902113;0.618877324;0.722034496;0.832166353;0.923613498;0.478745442;1.199687516;0.996330168;1.379339087;1.503177613;1.103528327;0.854740007;1.121145668;1.270452989
PF3D7_0827000;0.167242347;0.2785259245;-0.041961191;-0.06176091;0.1236351935;0.3209724015;0.3217726555;0.169295598;0.1118461295;-0.030340184;-0.3209128885;-0.0664686805;-0.2482105895;-0.504092657;-0.518795621;-0.209747049;-0.573849038;-0.551416684;-0.363765614
PF3D7_0827100;0.174225908;0.277789802;-0.141258637;0.435013752;0.636769191;0.135594157;0.153188556;0.380187403;0.166742269;-0.161254323;-0.278824597;-0.016863007;0.090744737;0.07456148;0.290825761;-0.166328822;0.020345356;0.014186348;0.035509765
PF3D7_0827200;0.047813301;-0.219259607;0.439851855;-0.254269857;-0.138070389333333;-0.174979201333333;0.105987694666667;-0.220755082666667;0.0770954856666667;0.500500831;0.503800283;0.00426734299999998;0.182822401333333;0.229277145666667;0.212478947666667;0.230552901333333;-0.402234334666667;-0.475779117666667;-0.564123431666667
PF3D7_0827500;0.472241744;0.907912442;0.720792891;0.925213461;0.974034888;0.478474135;0.595700879;0.687602559;0.610887872;0.996004475;0.12483462;0.616278565;0.635300149;1.165264898;1.241389034;0.918793201;1.05510456;1.010203902;1.004644134
PF3D7_0827600;0.248308735;-0.11792462;-0.486784278;-0.935342941;-0.854723833;-0.200560579;-0.317983844;-0.521089612;-0.41765411;-1.572420406;-1.031967853;-0.55836955;-0.512311423;-1.026877853;-1.153082381;-1.024807109;-0.9021648;-0.792870882;-1.066646088
PF3D7_0827700;-0.54384856;0.168299535;-0.491611794;-0.234060539;-0.502395915;-0.354324662;-0.160170889;-0.04369275;-0.208087333;-0.376546925;0.064658353;-0.586423661;-0.291046058;-0.407302813;0.013693788;-0.266181005;-0.189412994;-0.21626744;-0.127180185
PF3D7_0827800;0.614140978;0.509768387;0.046070145;0.74496037;0.443882816;0.546368691;-0.105004544;0.342541184;0.339300378;-1.013408108;-0.259091314;0.200084962;0.218258696;-0.622169073;-0.69970081;-0.470177422;-0.631477785;-0.566423164;-0.39527636
PF3D7_0827900;0.909136682;0.905012105;1.219803155;0.9526302005;0.9962584365;0.837488849;0.83969621;0.6853673935;0.5688741595;0.936327273;1.2373389095;1.2647543255;1.1337300285;0.905816337;0.908699054;0.7773613215;0.4364798075;0.396467271;0.492649592
PF3D7_0828600;0.328533335;0.35273107;-0.824555262;0.371360362;0.353271977;0.20343141;0.096071431;-0.020131097;0.263638306;-0.813489217;-0.370414795;-0.349646192;-0.353493878;0.566489381;0.479296517;0.104382721;0.809291614;0.783970825;0.767136106
PF3D7_0828700;0.015459673;-0.064731825;0.199268513;0.121726851;0.262768948;0.166352673;0.103855861;0.159733571;0.191530851;-0.137740205;-0.165260178;-0.034661714;-0.086564643;0.205406406;0.273758448;0.111906164;0.290176087;0.441358098;0.120535197
PF3D7_0828800;-0.501024781;-0.554652362;-0.241616184;-0.980674915;-0.738070522;-0.113314515;0.197634053;0.104602427;0.182306316;-0.389540904;-0.498022993;-1.243353155;-1.470606982;-0.980250805;-1.227946399;-0.497731489;-0.078527472;0.269856144;0.096558486
PF3D7_0829000;0.33975594;0.369821092;-0.011784819;-0.259621271;-0.042750201;0.264858072;0.562283555;0.522048483;0.139265508;-0.08441336;-0.58218741;0.595426099;0.461549313;0.410879442;0.253882488;0.790150235;0.465583702;0.681363651;0.709337307
PF3D7_0829300;1.180359004;1.198258873;1.484402398;1.720956169;1.747752593;1.717082738;1.371328763;1.502493799;1.351479977;0.866307853;0.878302126;0.917926305;0.824299546;1.065659275;1.085992309;0.836782015;0.411330769;0.538867433;0.411098731
PF3D7_0830300;-0.984345528;-1.158617791;-1.356649467;-1.491935637;-1.761838372;-1.155797669;-1.518293402;-1.736219019;-1.514755752;-0.478799455;-0.122193558;0.193276353;0.184181198;-0.667922343;-0.047171124;-0.10757158;-0.281317924;-0.137595904;-0.192828764
PF3D7_0830500;-1.240431399;-1.415631625;-0.873877758;-1.54334196;-1.677377694;-1.453250162;-1.546052714;-1.546647155;-1.981478936;-1.317927153;-1.112927016;-1.057953405;-1.189513935;-1.697874303;-1.608166871;-1.173129528;-0.088871685;-0.039873908;-0.072095827
PF3D7_0830600;-2.236389276;-2.498397863;-3.113693974;-3.061230395;-2.944446857;-2.65483515;-3.289971056;-3.321641616;-3.088011802;-2.605337058;-3.048829164;-1.765771465;-1.871503735;-2.163057443;-2.09205985;-2.01629172;-1.276059275;-1.439013209;-1.244136927
PF3D7_0830800;-0.008611334;-0.195114013;-0.129727521;-0.481901136;-0.30742996;-0.333833075;-0.501031897;-0.583571741;-0.412982051;-0.077913502;-0.117319354;-0.266458842;-0.228986918;-0.080078512;-0.272629116;-0.516796478;-0.214309472;-0.322829827;-0.11358084
PF3D7_0831100;-0.09879529;-0.064809001;-0.568101245;-0.550025076;-0.584074304;-0.121101888;-0.295040614;-0.352927746;-0.146397505;-0.172027333;0.105653408;0.345934982;-0.077739323;0.340902304;0.185914927;-0.056523998;0.274600523;0.404345226;0.075561205
PF3D7_0900200;-0.656686321;-0.119124948;0.601351817;-0.564885765;-0.153370657;-0.508062159;-0.217620555;-0.22302015;-0.199079871;0.317010087;-0.117250792;0.036713598;-0.046067532;-0.279280759;-0.229408203;-0.215702745;-0.300233003;0.030131137;-0.236923018
PF3D7_0900300;-0.2657468055;-0.182005613;-0.078934647;-0.229043501;-0.2756769975;-0.4849364235;-0.555456205;-0.32639469;-0.2667148485;-0.4357997065;-0.042992451;-0.3779459195;-0.1538643945;-0.582296083;-0.531026173;-0.3603276845;-0.331133924;-0.3724667405;-0.4192757935
PF3D7_0900600;0.01193994;0.16661169;0.047020658;0.1670413385;0.204340358;-0.144977888;0.0790315575;0.1957904825;0.0925857065;-0.2556807465;-0.7084826735;-0.7279764095;-0.6537456725;-1.210637801;-1.1590072385;-0.5680956625;-0.701154724;-0.7484101545;-0.7179751765
PF3D7_0901300;-1.1148684475;-1.234565575;-0.654861992;-0.8011855345;-1.0685647785;-0.8414865405;-0.8363148855;-0.7840704555;-0.749339216;-0.177720463;-0.2916730395;-0.2302705145;-0.1257475455;-0.114460045;-0.573148527;-0.1754967465;-0.495065996;-0.46436391;-0.2528089285
PF3D7_0901400;-0.024341556;-0.403374776;0.073591989;-0.156573414;0.003822366;-0.843216537;-0.386156677;-0.139353383;-0.465169566;0.110778062;-0.129702284;-0.518301297;-0.525504687;-0.206473206;-0.171938085;-0.209371473;-0.059010551;-0.340763515;-0.408824913
PF3D7_0901500;-1.552269665;-1.419004228;-0.066623653;-2.375854154;-2.236140904;-1.73835925;-1.078944796;-1.012295827;-1.639870105;0.114313975;0.380062732;-0.083809564;0.152680394;-0.134077264;-0.075298156;-0.045945552;-0.383579904;-0.232950764;-0.255420446
PF3D7_0901700;1.092284353;1.219429258;0.709059871;1.98670684;1.961014873;1.425734188;1.146565768;1.241467757;1.15110742;0.795692521;1.464985078;1.630154604;1.742289985;2.791882279;2.553540637;1.697008526;1.74046224;2.188875371;1.869012038
PF3D7_0902700;0.169766288;0.214848691;0.013686842;0.353412983;0.244815149;0.271095929;-0.022564673;0.24215704;0.534867851;0.777395236;0.062801412;0.756970959;0.760541399;0.857835596;0.840376341;0.494171855;0.390832047;0.571431098;0.419674375
PF3D7_0902800;0.395011481;0.862641821;0.640354257;0.228352861;0.330335715;0.488495722;-0.019635006;0.306930272;0.371419439;0.979286312;0.76590734;1.000770996;0.735665687;1.043926956;1.208266051;1.434717757;2.021750003;2.548697356;2.18782126
PF3D7_0903300;0.273040717;0.219411328;0.32438642;0.255006;0.211086906;0.387368331;0.031170472;0.392532346;0.140255884;0.417321821;-0.213237252;0.919922086;0.29180777;0.414026901;0.237525538;0.548016324;0.73509381;0.569279181;0.228418978
PF3D7_0903400;-0.5931330355;-0.5651426965;-0.81248903;-0.377605322;-0.410845479;-0.7795464945;-0.446283194;-0.6495546865;-0.879776757;-0.98873117;-0.384685932;-0.391289912;-0.2806880265;-0.5705055815;-0.449836286;-0.689842426;-0.2952751685;-0.329902157;-0.310025488
PF3D7_0903500;-0.167130461;-0.216643734;-0.467841226;-0.600326846;-0.448292653;-0.302281219;-0.267802209;-0.145963113;-0.370276551;-0.870283007;-0.986597897;-0.47268271;-0.456773352;-0.826347061;-0.849927743;-0.700881546;-0.612033313;-0.7830606;-0.62417592
PF3D7_0903700;0.937239988;0.905691437;1.081533702;1.0907027;1.125246231;0.743479252;1.228242297;1.402371536;1.351323393;1.918644507;1.842138169;1.463789849;1.430059422;2.763487547;2.802053545;2.264697256;3.191467202;3.267986941;3.166857585
PF3D7_0903800;-0.584445302;-0.133631403;-0.038032968;-0.062036522;-0.576010193;-0.601156;-0.659245418;-0.181012515;-0.300874258;-0.189112942;0.06873192;-0.481708637;-0.374546328;-0.349181372;-0.111481147;-0.168031805;-0.319146921;-0.198400011;-0.336540955
PF3D7_0904000;-0.062338333;0.124897688;0.191736462;0.283399133;0.061564874;0.567298978;0.472649425;0.199310369;0.161111651;-0.611944117;-0.232926302;0.204139487;-0.231457605;-0.57169174;-0.732968978;-0.550981018;-0.463075094;-0.29859358;-0.326444328
PF3D7_0904100;0.3304422985;0.2863743615;0.6159025925;0.538279262;0.591288175;0.4037518555;0.403618956;0.4286125965;0.307377963;0.380230806;0.3228613245;0.313683325;0.434938811;0.0323510085;0.072932221;0.3316731075;0.0115294105;0.092495241;0.3221950175
PF3D7_0904300;0.029800133;-0.142704277;-0.26094342;-0.1896902605;-0.254728434;-0.127673166;-0.454015633;-0.1624556545;-0.2303034635;-0.1022897815;-0.1778382115;-0.041803098;-0.233819066;0.185686095;0.0924660925;-0.232391585;0.181294708;-0.04740745;0.132207748
PF3D7_0904600;-0.150224225;-0.037879936;-0.236950404;-0.27352037;-0.214195223;0.044458734;-0.33120383;0.090314478;-0.360329765;-0.161551147;-1.034751497;-0.268787964;-0.421539179;-1.012437953;-0.967416463;-0.855408892;-0.719981866;-0.761143478;-0.558835306
PF3D7_0904800;1.207573828;0.944697393;-0.03623126;1.08831361;1.12009343;1.03407164;0.837912461;1.354089319;1.166321554;1.830359547;0.753507672;0.958971848;1.159445159;2.582229276;2.830911179;1.736213401;2.211735256;2.104232088;2.099153551
PF3D7_0905200;-0.037513388;0.026501548;-0.163095834;-0.264346963;-0.512893048;-0.116829136;-0.183465281;-0.091315583;-0.061837717;-1.019849181;-0.914925553;-0.603847991;-0.216231618;-1.471733952;-1.522814814;-0.614152127;-0.714203699;-0.902395462;-0.664956464
PF3D7_0905300;0.48445025;0.027793264;-0.4179429505;0.1087899325;0.287201999;0.064332103;-0.0848328615;0.024872906;-1.94104999999972e-05;0.38861679;0.2297695785;0.1341627265;0.4558893895;0.195132126;-0.0616548265;0.127062705;-0.165109074;0.219378791;0.110271083
PF3D7_0905400;-0.010005067;-0.075395589;-0.613183627;-0.86891549;-0.760332457;-0.47660406;-0.20048663;-0.058763672;-0.029183081;-0.253037041;-0.40169561;-0.145527591;-0.100259159;0.916312692;0.647096408;0.700317424;1.931180565;2.113942012;2.178599174
PF3D7_0905600;-0.601311167;-0.535058834;-0.164638187;-0.965494001;-0.222579258;-0.333126362;-1.146476385;-0.203493995;-0.183677034;-0.140806957;-0.354668139;-0.368916865;-0.495448354;-0.402957304;-0.436448891;-0.697187531;-0.646670687;-0.499255399;-0.722979126
PF3D7_0905700;0.448356411;0.742155783;0.196364471;0.90875282;0.91717971;0.621731794;1.009320733;0.894470763;0.613883456;1.169809323;1.168171598;1.05977687;0.61264811;1.196635751;1.2008971;1.062843945;0.820530473;0.650310346;0.81320009
PF3D7_0905900;-0.221570605;-0.320917775;-1.198409041;-0.488458799;-0.536846661;-0.445927871;-0.307621426;-0.327365903;-0.361390096;-2.061302863;-1.299068437;-0.078279715;-0.137917304;-0.541703078;-0.517306228;-0.29203466;-0.312582513;-0.24488177;-0.216590819
PF3D7_0906100;0.58336253;0.624497411;1.531348177;0.990317278;1.353376863;0.866447695;0.560423771;0.776769864;0.974512746;1.350299559;0.79813926;0.849373085;0.832205236;1.496985666;1.534480519;1.350964002;1.254429047;1.281757984;1.321121326
PF3D7_0906300;-0.45763825;-0.317009691;-1.205172675;-0.243359913;-0.591978707;-0.184085454;-0.315898578;-0.362339899;-0.453412341;-1.138724581;-0.615703104;-0.451686361;-0.405682077;-1.204545638;-1.195409366;-0.791685223;-0.782643512;-0.570439532;-0.789442185
PF3D7_0906600;-1.562697819;-1.018832359;-2.212389419;-1.11725121;-1.133069458;-1.128600561;-1.366665711;-1.453599324;-1.290767114;-2.855197455;-2.851778539;-1.288725578;-1.180282275;-1.604552726;-1.570133362;-1.580704252;-1.093761648;-1.403641869;-1.018007965
