"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.206","MAL13P1.262","MAL13P1.322","MAL13P1.338","MAL13P1.40","MAL7P1.18","MAL8P1.105","MAL8P1.132","MAL8P1.91","PF07_0074","PF07_0079","PF08_0032","PF08_0069","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0152","PF10_0163","PF10_0191","PF10_0243","PF10_0299","PF10_0307","PF10_0374","PF10_0380","PF11_0090","PF11_0162","PF11_0214","PF11_0290","PF11_0348","PF11_0435","PF11_0527","PF13_0032","PF13_0042","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF13_0350","PF14_0041","PF14_0112","PF14_0138","PF14_0214","PF14_0238","PF14_0249","PF14_0360","PF14_0384","PF14_0499","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PFA0180w","PFA0430c","PFB0175c","PFB0270w","PFB0295w","PFB0590w","PFB0923c","PFC0090w","PFC0100c","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFD0470c","PFE0165w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFF0200c","PFF0610c","PFF0690c","PFF0875w","PFF0965c","PFF1150w","PFF1280w","PFI0500w","PFI0905w","PFI0965w","PFI1425w","PFL0580w","PFL0625c","PFL0685w","PFL0980w","PFL1135c","PFL1270w","PFL1680w","PFL2055w","PFL2200w","PFL2485c","D_class","Class","Compound"
"Staurosporine_H2"," 0.132678321","-0.158889075"," 0.424432971"," 0.37597378","-0.0310216916"," 0.4642365568"," 0.957789042","-0.924414276"," 0.076172397"," 0.477692454","-1.0736721412","-0.813684540"," 0.370233242"," 0.346365233"," 0.1406071999"," 0.315543982"," 0.3376847696"," 0.275862708"," 0.657056731","-0.0793026120"," 0.3136402095"," 0.635042707","-0.659514635"," 0.079049394","-0.658961660","-0.098353023"," 0.171215694"," 0.017285295"," 0.3837560788"," 0.002173771"," 0.504010456"," 0.265198102"," 0.861945691"," 0.583690251"," 1.237952525","-0.06652596","-0.566839326"," 0.3190363006"," 1.25066355"," 0.3509443519","-0.2381817797"," 0.787813777","-0.063208157"," 0.258622088","-1.081739e+00"," 0.009918349","-0.1953096581"," 0.183910751","-0.133949633"," 0.026837967"," 0.483664341"," 0.134592273","-0.42127102"," 0.4211562508"," 0.032676219"," 0.289219962","-0.8229760676"," 0.985321833"," 0.873298633","-0.058625519","-0.872423700","-0.4935007031","-0.784022835","-0.199675919","-0.353749425"," 0.615539536"," 0.380895763"," 0.285278172"," 0.329310375"," 0.717914894"," 0.261592726"," 1.021308508","-0.678905998"," 0.272991102"," 0.250673951"," 0.3786505496"," 0.317328423"," 0.021000156"," 5.792641e-02"," 0.64575449"," 0.041603181","-0.259831727"," 0.1870706989","-1.336130921","-0.654481885","-0.002503440","-1.025366928","-0.975179845"," 0.557037035"," 0.511625484"," 0.485632274"," 0.59223078","-1.222026348","-1.1909913666","-0.578145402"," 0.426785850"," 0.181953342"," 0.007393349"," 0.33914833"," 0.4547497392",5,4,"Staurosporine"
"Staurosporine_H4"," 0.070029021","-0.120727608"," 0.085399162"," 0.39719160","-0.3184632960"," 0.2907098972"," 0.782798213","-0.797826384"," 0.119129146"," 0.057883159","-0.6320348406","-0.532256803","-0.240336131","-0.208312300","-0.1164238096","-0.123517660"," 0.5587106640"," 0.460182862"," 0.279819223"," 0.0338749098"," 0.0934381083"," 0.110866646","-0.310353281","-0.300399371"," 0.001845693"," 0.382674043"," 0.294460080"," 0.331399243"," 0.2402723904"," 0.383418973"," 0.534219067"," 0.471978313"," 1.161689356"," 0.009613610"," 1.136284958","-0.01499715","-0.854097290"," 0.6036769957"," 0.81664872"," 0.3591886228","-0.2008295760"," 0.040710175"," 0.224665360"," 0.426526476","-8.277430e-01","-0.429525467","-0.1664766880"," 0.568103756","-0.194300476","-0.025575086"," 0.354191837"," 0.396871427","-0.20923508"," 0.1231651563"," 0.018109113"," 0.246538131","-0.4674614722"," 0.596565162"," 0.741151745"," 0.371151366","-0.810244623","-0.7623583925","-0.493278346","-0.368937166","-0.273776312"," 0.169640711"," 0.235835967","-0.149159395"," 0.287550825"," 0.357491501"," 0.493298531"," 0.226353240","-0.475326381"," 0.538124241"," 0.270970535"," 0.2956434351","-0.050962039","-0.358278416"," 1.075813e-01"," 0.39755102"," 0.081632251","-0.062723330","-0.3821245094","-0.967642259","-0.075129010","-0.189312340","-0.607121655","-0.048595292"," 0.388235926"," 0.020726438","-0.133268171"," 0.17425690","-0.735399870","-0.9261884920","-0.154593557"," 0.319264401","-0.155119651","-0.033081473"," 0.21192037"," 0.3793595223",5,4,"Staurosporine"
"Staurosporine_H6"," 0.004952358"," 0.409106525","-0.140044842"," 0.42194562"," 0.1325624515","-0.3043494746"," 0.566620339","-0.806918817","-0.477440749"," 0.214875841","-1.0616116537","-0.881820235","-0.498057607","-0.040115904","-0.6447141545","-0.334743260","-0.1194090806"," 0.383746187","-0.078870589"," 0.0835630468"," 0.0752596871","-0.152601189","-0.845690535"," 0.326114061","-0.440233886","-0.035896607"," 0.154891221","-1.441187445","-0.0481742398"," 0.331965054"," 0.151663511"," 0.080480947"," 0.537737357"," 0.168413025"," 1.196854755","-0.20357202","-0.747216872"," 0.5716533422"," 1.17072821"," 0.3414899312","-0.3173023326"," 0.862047247"," 0.249528961"," 0.395529438","-7.830628e-01"," 0.653701545","-0.0444700097"," 0.271892683","-0.312614727"," 0.083337873","-0.005469496"," 0.024419776","-0.13593043","-0.1293076525","-1.035592702","-0.295401476","-0.9961150914"," 0.063105315"," 0.679821716"," 0.577317460","-0.745774882","-1.0872605947"," 0.103625545","-0.356919544","-0.252464474","-0.921949253"," 0.373461733"," 0.553467512"," 0.029640511"," 0.414686697"," 0.378447863"," 0.393991919","-0.643867048"," 0.484629473"," 0.349684506"," 0.4177293111","-0.726345133"," 0.204268255"," 5.877940e-01"," 0.42966816","-0.639378678"," 0.031791660"," 0.0460219198","-1.140527846","-0.459016158","-0.085121963","-0.634896651","-0.691955481"," 0.079010390"," 0.701142172"," 0.032626463"," 0.41418671","-1.182598426","-1.0869873757","-0.382809024"," 0.279204740","-0.456262926"," 0.673245384"," 0.76930610"," 0.7326120788",5,4,"Staurosporine"
"Staurosporine_H8"," 0.061963673","-0.383040965","-0.214399778","-0.44714879"," 0.0537055418"," 0.3899064198"," 0.613929786","-0.742986838","-0.300427346","-0.028560443","-0.4289553964","-0.560651475"," 0.769032497","-0.156021233"," 0.0522798288"," 0.030882721","-0.2655547395","-0.459116387"," 0.159155708","-0.0093099864"," 0.0869717584"," 0.279563116","-2.481617345","-0.037720470"," 0.402045546"," 0.613271120"," 0.173383203"," 0.240194830","-0.1333269895"," 0.115248314","-0.257051900"," 0.091222885"," 0.303479340","-0.045437128"," 0.673566141","-0.17286456","-0.851538678"," 1.1423076607"," 0.94778864"," 0.1400252243","-0.0588640900"," 0.278119217","-0.570055957"," 0.461812502","-2.587804e-01","-0.449597643","-0.0888230109"," 0.583408874","-0.083579924","-0.641359875"," 0.465167728"," 0.018263401"," 0.72800398","-0.3384177957"," 0.219941083"," 0.052918418","-0.7225626017"," 0.135886630"," 1.029811199"," 0.368705576","-0.759123031","-1.0511837590","-0.186654265","-0.492691210","-0.885241049","-0.336171433"," 0.304188735"," 0.390404870"," 0.125002502"," 0.242672638"," 0.487222192"," 0.035410037","-1.387439523"," 0.538611887"," 0.602222545"," 0.0240743302","-0.129192750","-0.336397912"," 9.808222e-02"," 0.47270778","-0.510836308"," 0.162819637"," 0.0625030871","-1.104322484"," 0.104828261"," 0.033992027","-0.634263865","-0.245107583"," 0.304375089"," 0.084762530","-0.105976309"," 0.02543294","-0.585252856","-0.3740082777","-0.555358112","-0.119571629","-0.120251215","-0.046963207"," 0.07658413"," 0.6535339238",5,4,"Staurosporine"
"Staurosporine_H10","-0.059897290","-0.002659869","-0.185153866","-0.14483590"," 0.0008938315"," 0.5019730725"," 0.690135649","-0.464985766","-0.165419791","-0.221322897"," 0.4723451650","-0.010115530"," 0.715472944"," 0.045680806"," 0.0014451064"," 0.087889723","-0.6000806927","-0.571493262"," 0.284765806","-0.1440780367"," 0.2414066332"," 0.389966808","-2.318310806"," 0.011942276"," 0.218094502"," 0.464598564"," 0.426504094","-0.066162873","-0.2811864619"," 0.123865594","-0.345657870","-0.559848651"," 0.610791571"," 0.030123103"," 0.614897123","-0.28372740"," 0.249313607"," 1.0213495496"," 0.43913972"," 0.7021017194"," 0.1563395065"," 0.705971689","-0.508419314"," 0.282017114","-3.398417e-01","-0.146015475","-0.3611096121"," 0.271007371","-0.082087074","-0.421091471"," 0.705860729"," 0.126600195"," 0.24163642"," 0.0219538802"," 0.554204380","-0.138930636","-0.5259704551"," 0.087661728"," 0.941255296"," 0.081955790","-0.728174439","-1.5572772091"," 0.621024383","-0.243756199","-0.875348565","-0.451850044"," 0.155390746"," 0.059895593"," 0.149213768"," 0.102206752"," 0.371531017"," 0.099916806","-0.750591439"," 0.366735346"," 0.596062432","-0.0429038799"," 0.269002403","-0.086324848"," 2.191226e-01"," 0.35148928","-0.160764119"," 0.279898364","-0.1471677285","-0.732918414","-0.010846951","-0.184007001","-0.997062343","-0.641411870","-0.381842183"," 0.155517669"," 0.194455467"," 0.07909328","-0.434181768","-0.5381789368","-0.275444533","-0.198581190","-0.250914551"," 0.045229367","-0.19412403"," 0.6370513436",5,4,"Staurosporine"
"Staurosporine_H12","-0.216564202","-0.732855988","-0.526412894","-0.95238872"," 0.6171378025"," 0.2893507778"," 1.478385041","-0.637454426","-0.671407232","-0.652422369"," 0.5744567335","-0.676019152"," 0.747780104"," 0.115527340"," 0.3927892183"," 0.407769745","-0.2387708216","-1.164549356"," 0.169967444","-0.3394862323"," 0.2563648673"," 0.067379273","-2.640819981"," 0.128382927"," 0.432095301"," 0.664383334"," 0.191854695","-0.072826587","-0.4791612456","-0.276232814","-0.631756226","-0.417168826"," 0.409261043","-0.482832810"," 0.002388495","-0.09846165"," 0.274416430"," 0.9498484364"," 0.76386837"," 0.3347800959"," 0.6379424812"," 0.480316870","-0.825455143","-0.313685890"," 3.467657e-01"," 0.011580374","-0.8492565004"," 0.022264381","-0.005588271","-0.636475896"," 0.863896391"," 0.112046018"," 0.53177605","-0.0837182870"," 0.680194680","-0.194558259"," 0.3118063998","-0.051230562"," 0.577048511","-0.040389161","-0.923167809","-1.2722967574"," 0.645126482","-0.843811587","-1.068382827","-0.118862104"," 0.172994957"," 0.037412200"," 0.510401254","-0.322793889"," 0.489546607","-0.283158347","-1.304894858","-0.112048867"," 0.639333330"," 0.0502331806"," 0.117035107","-0.111286635"," 1.278239e-01","-0.23446345"," 0.064696398"," 0.428751686","-0.4085707143"," 0.082988737","-0.694561434","-0.911710320","-0.716618411","-0.374902159"," 0.475270993","-0.354820438"," 0.011909157","-0.16527089","-0.121506161","-0.6524491861"," 0.582841303","-0.600159368"," 0.051520067","-0.145843712","-0.02173066"," 0.6680282970",5,4,"Staurosporine"
"Cyclosporine_H1"," 0.368769724","-0.436213743","-0.186668032"," 1.03618738","-0.3280190325","-0.1625588006","-0.089662824","-0.168244859","-0.019127933"," 0.080849093"," 0.2418416072"," 0.185539250","-0.128746076","-0.747901451"," 0.8055116027"," 0.559565000"," 0.3130324283","-0.532219188"," 1.207203960"," 1.2538960857"," 0.3906016393","-0.007902723","-0.381793365","-0.458382618","-0.272354159"," 0.134708355","-0.603237389"," 1.011293231"," 0.4646065095","-0.230898091","-0.667060140","-0.115201564"," 1.468803921","-0.060588967","-0.534622181","-0.09113152","-0.549730021","-0.1496973920"," 0.01271036","-0.0238441940","-0.2280204764"," 0.579388199","-0.449183976","-0.163282930"," 4.551929e-01","-0.369425552","-0.2499173110","-0.056557642"," 0.159607920","-0.471443952"," 0.115773031","-0.303390755"," 0.84090836"," 0.0915364930","-0.350059504"," 1.077081427","-0.1962380558","-0.542169845","-0.009671135"," 0.503495298","-0.413586060","-0.3365286350","-0.441926953","-0.627219819"," 0.428755611","-0.084754536"," 0.192195045","-1.063427845"," 0.175566868"," 0.698488690","-0.498003247","-0.483973372","-0.594195082"," 0.037364330"," 0.006803604","-0.2498273747","-0.428859299"," 0.803765989"," 3.702836e-01"," 0.35800914","-0.008889063"," 0.671064448","-0.3585328669"," 0.132391681","-0.588648464","-0.089352653"," 0.026994915","-0.586507329","-0.627360775"," 0.322447916","-0.026874022"," 0.28559299","-0.613998531","-0.4632963493","-0.451718075"," 0.600793009"," 0.605266620"," 1.822190523","-0.28077751","-0.0111560929",6,5,"Cyclosporine"
"Cyclosporine_H2"," 0.301373712","-0.457576078","-0.092879603"," 0.56889482","-0.1620489114","-0.1659188322","-0.393319468"," 0.050596795","-0.111764606","-0.001954956"," 0.1150720025"," 0.315829579","-0.024315570","-0.853025877"," 0.1683857038"," 0.294304967"," 0.2982194712","-0.344137521","-0.010400623"," 0.8214869077"," 0.1283068502","-0.111900045","-0.026135971","-0.228551152"," 0.316902409"," 0.250518318","-0.179946925"," 0.820602308"," 0.4311719455","-0.134930008","-0.329289406"," 0.246462681"," 1.156333437"," 0.105789863","-0.145645502","-0.07206720","-0.424618242"," 0.0684388771","-0.14385907","-0.0980792128","-0.2575973797"," 0.027800614","-0.169558262","-0.289693636"," 6.815847e-01","-0.234909895","-0.1540982269"," 0.001231259","-0.211403406","-0.285768714"," 0.260250739","-0.415837538"," 0.82053621"," 0.3083563964","-0.272796983"," 0.567851074","-0.2046128310","-0.051880639"," 0.121713987"," 0.400974244","-0.325968892","-0.1286670860"," 0.032754726"," 0.167768584"," 0.281615743","-0.210454446"," 0.040653801","-0.389414728"," 0.001567139"," 0.692894929"," 0.016625495","-0.507752804","-0.160384831"," 0.204294988","-0.166717396","-0.3034352649","-0.021445492"," 0.570764068"," 7.810819e-02"," 0.04455787"," 0.026028574"," 0.344887578","-0.1564621043"," 0.110949573","-0.196589129","-0.407375531"," 0.135015776","-0.155147551","-0.584892466","-0.139231055","-0.354781215","-0.01089974","-0.409957680","-0.2625500087","-0.036750990"," 0.122746870"," 0.152684296"," 1.021442272","-0.12035211"," 0.0311014134",6,5,"Cyclosporine"
"Cyclosporine_H4"," 0.230110721","-0.260713725","-0.201378551"," 0.86984930","-0.2938187987","-0.0511834977","-0.208480321","-0.060717685","-0.258404993"," 0.179092289"," 0.1977665357"," 0.240021382","-0.281645022","-0.544264529"," 0.3629084144"," 0.519990266"," 0.4241445325","-0.217843413"," 0.660655644"," 1.1339567562"," 0.2177775033","-0.235941012","-0.190028782","-0.279410701","-0.198358669"," 0.289479259","-0.400401608"," 0.138430164"," 0.1776354480"," 0.043294006","-0.435031542"," 0.070179988"," 1.733084603"," 0.125215557","-0.210581382","-0.02071482","-0.460035069","-0.1347496149","-0.23776087","-0.0478954715","-0.2182261493"," 0.413768312","-0.104168369","-0.123930758","-2.903683e-02","-0.184384455","-0.0405581624","-0.165409475","-0.109343886","-0.356964695","-0.093777813","-0.344848174"," 0.78003757"," 0.4062751036","-0.148700622"," 0.888138666","-0.0988884726","-0.059445693"," 0.014148399"," 0.454879773","-0.182237621","-0.1753244545","-0.352455773","-0.306052958"," 0.206497838","-0.339217816","-0.042274656","-0.675505467"," 0.063472391"," 0.716722454","-0.267761257","-0.465510978"," 0.150880083"," 0.209308160","-0.002305715","-0.1369560572","-0.265417593"," 0.820195897"," 3.441568e-01"," 0.15803175","-0.103588619"," 0.459789863","-0.3053732604"," 0.069416498","-0.271476573","-0.188562730"," 0.395438460","-0.466093602","-0.314662693","-0.423583412","-0.073641472"," 0.09498360","-0.341829863","-0.2568822430","-0.038013433"," 0.462677825"," 0.481565060"," 1.575244678"," 0.36719950"," 0.0135258239",6,5,"Cyclosporine"
"Cyclosporine_H6"," 0.132608385","-0.377995325","-0.075262884"," 1.12425231","-0.3631734960"," 0.3163952224","-0.344223770"," 0.056407880","-0.152834744","-0.016427385","-0.1222954260"," 0.158434260","-0.020309413","-0.268381683"," 0.5384224900"," 0.773968916","-0.0255674425"," 0.003003495"," 0.986137848"," 0.3884423357"," 0.2962774717","-0.158285608"," 0.043266960","-0.236817419","-0.500091368"," 0.010798816","-0.471021731"," 0.715920002"," 0.1233802235","-0.116564631","-0.184148542"," 0.560326917"," 1.378663308"," 0.062906754"," 0.038967276"," 0.46122859","-0.599196639","-0.1703764549","-0.20493663"," 0.0438045738","-0.2534679237","-0.237414492","-0.101788224","-0.159712311","-2.141715e-02","-0.272494571","-0.0616507919","-0.273719238"," 0.200904095","-0.488621173","-0.115624790","-0.154932891"," 1.52972171"," 0.2443172492","-0.621033282"," 0.718928821","-0.1404963449","-0.376931957"," 0.205066852"," 0.791097002","-0.370835519","-0.3400793290","-0.273096589","-0.569827522","-0.186724553","-0.250626274","-0.183727647","-0.197418542","-0.111918986"," 0.642612011","-0.379625515","-0.088812782","-0.076711533"," 0.221932274","-0.164114950","-0.2480369305","-0.427243223"," 0.726265968"," 1.197579e-01"," 0.54563196"," 0.054072978"," 0.634748960"," 0.1324635331"," 0.039324178","-0.499047918","-0.421098225","-0.056760958"," 0.476660521","-0.712934927","-0.556345240"," 0.016606343"," 0.15077687","-0.165373616","-0.1428514247","-0.434484727"," 1.179622773"," 0.339537382"," 1.194052334"," 0.13177850","-0.1267159924",6,5,"Cyclosporine"
"Cyclosporine_H8"," 0.451804920","-0.686481372","-0.117020541"," 1.09498767","-0.4097935683","-0.3076501231","-0.134586626","-0.428965227"," 0.034053602"," 0.110745262"," 0.0840684005"," 0.005714495","-0.291178406","-0.445260424"," 0.7536653987"," 0.430663006"," 0.2592372833","-0.188023197"," 0.614465511"," 0.9443024748"," 0.4070134351","-0.102215329"," 0.336617308","-0.522232066","-0.207470132","-0.160705856","-0.437743609"," 0.887189978"," 0.1121268529","-0.082911938","-0.180798629","-0.232132139"," 1.321718707"," 0.017039354","-0.049188646"," 0.40509547","-0.387107064","-0.2591310242","-0.05772741"," 0.1170046153","-0.0466821396"," 0.448957390"," 0.237973851","-0.347787148"," 1.488347e-01","-0.264320458"," 0.0141055856","-0.473423386","-0.031897433","-0.371833631"," 0.103932223","-0.239723807"," 1.00824053"," 0.3446686744","-0.765208036"," 1.157288984"," 0.0664842334","-0.303134436"," 0.419453685"," 0.377734706","-0.088159762","-0.3418191253","-0.345510240","-0.328882771"," 0.279610676","-0.267149312"," 0.292400630","-0.767435430"," 0.051011794"," 0.903940835","-0.468392943","-0.268585894","-0.008102426"," 0.242647261","-0.212382303","-0.1025562415","-0.137160585"," 0.744241025"," 1.795227e-01"," 0.67345755","-0.362295947"," 0.794942141"," 0.0001095511"," 0.027307867","-0.694455205","-0.139183686"," 0.310689455","-0.228201109","-0.611968151","-0.347095179","-0.235779271"," 0.33178973"," 0.021863812","-0.3928775942","-0.486151033"," 0.746654584"," 0.482590295"," 0.496306934"," 0.11638677","-0.3894124033",6,5,"Cyclosporine"
"Cyclosporine_H10"," 0.420260927","-0.032688473","-0.107083905"," 0.68234926","-0.2534188556"," 0.0100631278","-0.107301474","-0.041466264","-0.141954576"," 0.072310937","-0.0496415135","-0.019419783","-0.138223968","-0.645615979"," 0.5832018373"," 0.131320517"," 0.3814850815","-0.059117632"," 0.064715098"," 0.9470678233"," 0.9350237795","-0.434978597"," 0.010003628","-0.488510210","-0.249398595","-0.043715100","-0.243529239","-0.888085043","-0.0713308229","-0.076127985","-0.156474425"," 0.069506692"," 1.165527244","-0.233091377","-0.087875929","-0.26952995","-0.485703465","-0.3704003404","-0.16879826","-0.0133105985","-0.1233335235"," 0.373311854","-0.098431358","-0.394763500"," 1.338874e-01"," 0.172551999","-0.2273869889","-0.098025346"," 0.053976283","-0.201801045"," 0.058488878","-0.443200059"," 0.29061787"," 0.1906254695","-0.317785538"," 0.754145881"," 0.0214493260","-0.306580475"," 0.311748702"," 0.388146038","-0.152620565","-0.2737580468","-0.450516598"," 0.271002794","-0.041494484","-0.058841715"," 0.248816106","-0.514321947"," 0.022969494"," 0.646114459","-0.161569934","-0.310342083","-0.047044822"," 0.379874665","-0.095238741","-0.3945122061","-0.263905549"," 0.269536950"," 1.015369e-01"," 0.21049606","-0.193284688"," 0.375821728","-0.4373431801"," 0.258721246","-0.634811173","-0.027095540"," 0.265519449","-0.305968720","-0.438701394","-0.121450279","-0.289925212"," 0.18488073","-0.046446474","-0.2785156626","-0.275968770"," 0.561609441"," 0.536120092"," 0.942643200"," 0.09215938","-0.1417578081",6,5,"Cyclosporine"
"Cyclosporine_H12"," 0.307436088","-0.578155119","-0.105322297"," 0.76569290","-0.3534521808","-0.3929468725"," 0.173941741"," 0.039641491","-0.027635873"," 0.169758974"," 0.1516904722"," 0.069698869","-0.293779659","-0.816491808"," 0.4542511818","-0.058748761"," 0.2290336972","-0.342742577"," 0.223141956"," 1.2698025203"," 0.6025158924","-0.098164536"," 0.025412941","-0.398115705","-0.117462976"," 0.112549794","-0.301788877"," 0.787684362"," 0.1933338150","-0.040945058","-0.309144764"," 0.271409832"," 1.645456257"," 0.098450312","-0.138901274","-0.24428952","-0.450294739","-0.2496763032","-0.23883171","-0.0828199278","-0.2968770674"," 0.235594843"," 0.031875129","-0.081659826"," 2.280839e-01","-0.429837348"," 0.2226698401","-0.057432346","-0.039408877","-0.091274235","-0.211490789","-0.531700826"," 0.79002524"," 0.1095067433","-0.345809057"," 0.909489570","-0.0091972990","-0.216324669"," 0.285604319"," 0.321884296","-0.082442121","-0.4135848546","-0.211894162","-0.105592643"," 0.086700881","-0.276044744"," 0.252237062","-0.455576091","-0.091225903"," 0.797861042"," 0.010506836","-0.395091529"," 0.046169472"," 0.319921066","-0.224863047","-0.2884829889","-0.130535161"," 0.288513537"," 3.290546e-02"," 0.20801773","-0.111688344"," 0.390917337","-0.3521057173"," 0.117096079","-0.591677085"," 0.747687820"," 0.333816555","-0.388399139","-0.473711395","-0.373806291","-0.371385447"," 0.10240635","-0.241569272","-0.0018244328","-0.354446879"," 0.563318741"," 0.335078109"," 1.271568136"," 0.15931013","-0.0613095951",6,5,"Cyclosporine"
"Cyclosporine_H14"," 0.528734817","-0.377485860","-0.153617292"," 0.67482146","-0.4641640930","-0.2827453512","-0.088709418","-0.072540856"," 0.039200342","-0.032396804"," 0.4651765554","-0.048899230"," 0.170746347","-0.802049561"," 0.4868181551"," 0.068114720"," 0.5297607021","-0.292733490","-0.265849434"," 1.2637218112"," 0.5230548925","-0.177195054","-0.234370244","-0.198027020","-0.081364882"," 0.058641674","-0.322291559"," 0.634491646"," 0.0225145826"," 0.045205538","-0.486115316"," 0.181753023"," 1.516203183","-0.158646437","-0.056244331"," 0.02271504","-0.591296977","-0.2596939045"," 0.00300129","-0.0380195722","-0.2130406814"," 0.120255784","-0.009656373","-0.155929215"," 1.284038e-02","-0.466971680","-0.2671441328","-0.242936526"," 0.114274222","-0.132529915"," 0.271377858","-0.081914273","-0.29178863"," 0.0776350408","-0.604063051"," 0.938848317","-0.1726178632","-0.095929623"," 0.147906236"," 0.729357146","-0.380174481","-0.6357977563","-0.422628335","-0.115636988","-0.036314951","-0.100521487"," 0.044485198","-0.559113190"," 0.187010640"," 0.894922291","-0.131025569","-0.033999459","-0.081840745"," 0.499326958","-0.019739670","-0.3487963060","-0.217616148","-0.577474422"," 2.966969e-02"," 0.32156310"," 0.047507677","-0.067828027","-0.2565025271"," 0.089307946","-0.276714414"," 0.057097767","-0.021131832","-0.444917892","-0.426645454","-0.237836777","-0.234843336"," 0.27850278","-0.017603580","-0.0560219689","-0.288105741"," 0.440593428"," 0.404140771"," 1.084759910"," 0.16779295","-0.3882050714",6,5,"Cyclosporine"
"Colchine_H1","-0.105673326","-0.063377111","-0.114105789"," 0.01690747"," 0.0994814451"," 0.1727433159","-0.401863338"," 0.462048410"," 0.403854158","-0.123587202"," 0.0378423338","-0.092247237","-0.218961137"," 0.697073286"," 0.2467293061"," 0.241708543"," 0.4411756933"," 0.043290847"," 0.047867413"," 0.3850349521"," 0.2816925242","-0.611689407","-0.153673348","-0.134592973","-0.152350557","-0.291711795","-0.269873575","-0.195846122"," 0.3358222463"," 0.053869366","-0.259148708"," 0.054212609"," 0.489438438"," 0.038482390","-0.141840555","-0.10905529"," 0.171546114"," 0.0283552855","-0.21153986"," 0.1751793580"," 0.3927940856","-0.284824847","-0.244042409"," 0.433499658","-3.944865e-02","-0.197995397","-0.0428647723"," 0.009957927"," 0.216057552"," 0.079060912","-0.279731923"," 0.250704367"," 0.10269607"," 0.5396383528","-0.344198877","-0.092827463"," 0.0631308532","-0.145596790","-0.254545609","-0.296421886","-0.235865058"," 0.2867754462"," 0.286665020"," 0.235453545"," 0.263162245"," 0.023652287"," 0.507042046"," 0.580927888","-0.180290664"," 0.101349226","-0.503513013","-0.226383989","-0.196777767"," 0.124370121","-0.021935793"," 0.1062068834"," 0.238573894"," 0.257512880"," 3.159327e-01"," 0.32814474","-0.162957356"," 0.742278687","-0.1613477293"," 0.079003030","-0.028682864"," 0.603751339","-0.279961344"," 0.590981357","-0.428514889"," 0.009170612"," 0.298366829"," 0.31251018"," 0.152756594","-0.3739392399","-0.106856722","-0.074746406"," 0.355825542"," 0.274174556"," 0.28824489"," 0.2354155544",7,6,"Colchine"
"Colchine_H2","-0.062508419","-0.226267999","-0.227446560"," 0.16812422"," 0.0151746991"," 0.2277454753","-0.563340855"," 0.007970343"," 0.101005553","-0.147223424","-0.0833811525","-0.309328141"," 0.020436322"," 0.713662846"," 0.2619593648","-0.052693167"," 0.0139096155","-0.037962081"," 0.459418693"," 0.2206552607"," 0.1549516809"," 0.177260713","-0.114620036"," 0.006580137","-0.092731809","-0.129642262"," 0.012438173","-0.252976418"," 0.1589632689","-0.079970477"," 0.041000649","-0.188071545"," 0.023180707"," 0.012958852","-0.199229659"," 0.02368665"," 0.019691425","-0.1390729796","-0.02230266"," 0.0176436540"," 0.2437528582","-0.042958017","-0.021915056","-0.081499543","-1.145368e-01"," 0.017666091","-0.0059672408"," 0.012236324"," 0.433858829"," 0.091771746","-0.072426373"," 0.098697533"," 0.08665765"," 0.2397125382","-0.114814631"," 0.101228047"," 0.2081927418","-0.181978015","-0.148150204"," 0.183564827","-0.075005345","-0.0647755137"," 0.069288376"," 0.386662468","-0.098539544"," 0.016682541"," 0.099166768"," 0.482748675"," 0.019860159","-0.030454709","-0.105938453","-0.141251816"," 0.109063019","-0.074421924"," 0.038213757"," 0.3841286130"," 0.290097017"," 0.190288363"," 3.465024e-01"," 0.01323937","-0.235683357"," 0.197964980","-0.0687264322","-0.022960508","-0.014569681"," 0.182258736","-0.088600413"," 0.136181228","-0.030377117","-0.050006373"," 0.091614678"," 0.23614422","-0.005235923","-0.1121759931","-0.117266675"," 0.047672213","-0.041986500"," 0.290492169"," 0.02589517"," 0.0851353257",7,6,"Colchine"
