"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.206","MAL13P1.262","MAL13P1.322","MAL13P1.338","MAL13P1.40","MAL7P1.18","MAL8P1.105","MAL8P1.132","MAL8P1.91","PF07_0074","PF07_0079","PF08_0032","PF08_0069","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0152","PF10_0163","PF10_0191","PF10_0243","PF10_0299","PF10_0307","PF10_0374","PF10_0380","PF11_0090","PF11_0162","PF11_0214","PF11_0290","PF11_0348","PF11_0435","PF11_0527","PF13_0032","PF13_0042","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF13_0350","PF14_0041","PF14_0112","PF14_0138","PF14_0214","PF14_0238","PF14_0249","PF14_0360","PF14_0384","PF14_0499","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PFA0180w","PFA0430c","PFB0175c","PFB0270w","PFB0295w","PFB0590w","PFB0923c","PFC0090w","PFC0100c","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFD0470c","PFE0165w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFF0200c","PFF0610c","PFF0690c","PFF0875w","PFF0965c","PFF1150w","PFF1280w","PFI0500w","PFI0905w","PFI0965w","PFI1425w","PFL0580w","PFL0625c","PFL0685w","PFL0980w","PFL1135c","PFL1270w","PFL1680w","PFL2055w","PFL2200w","PFL2485c","D_class","Class","Compound"
"Chloroquine_H2"," 0.395957475","-0.013202314"," 1.040327173"," 0.10547006"," 0.0357116336","-0.3865772453"," 0.285773540","-0.016484933"," 1.119489479","-0.001560852"," 0.7410706490"," 0.493629793"," 0.401297782","-0.225816210","-0.2671765212","-0.300679561"," 0.6278969134","-0.292770809","-0.208504502"," 0.1968263082"," 0.0143128714","-0.190514716"," 0.139812360"," 0.072595756","-0.511305440","-0.228403210"," 0.412042739"," 0.219886835","-0.0312010542"," 0.158393828","-0.260387423"," 0.102871969","-0.070097624"," 0.155977177"," 0.617999070","-0.27104526"," 0.519065164","-0.0930134381"," 0.32966956"," 0.1506716443","-0.5275011189"," 0.370724307"," 0.334309020"," 0.217398404"," 2.417057e-01"," 0.400841374","-0.1349907220"," 0.585947217","-0.115904593"," 0.020276787","-0.451247140","-0.083767295","-0.67215228","-0.2642888835"," 0.061486197","-0.109416383","-0.1071179127"," 0.220756308"," 0.060437071","-0.249022903","-0.002769146","-0.0476547809","-0.103897108","-0.175229879"," 0.447222527","-0.325167466"," 0.435507205"," 0.001155219","-0.089281826","-0.047553379"," 0.014888952","-0.151568042"," 0.320916599"," 0.197082612"," 0.263228370","-0.0188968303","-0.515076003","-0.015703887","-2.233294e-01"," 0.98981705","-0.306596056","-0.189541412"," 0.2093479741","-0.098204775"," 0.012744005"," 0.532544790","-0.088683428"," 0.094764635","-0.362241315"," 0.275255832"," 0.114587586","-0.07467876"," 0.413971353"," 0.1398715199","-0.368604542","-0.328724713","-0.098914068"," 0.084039668"," 0.47212814","-0.0680621823",13,10,"Chloroquine"
"Chloroquine_H4"," 0.358884026"," 0.212336706"," 0.263991858"," 0.08956271","-0.1139334132","-0.3086992683"," 0.118755855"," 0.067442146"," 1.357247595"," 0.048299730","-0.4369343048"," 0.498355979","-0.690508790","-0.513989564","-0.4016516666","-0.094015903"," 0.8508948614","-0.208617870","-0.458871156"," 0.3418111974"," 0.2921043567","-0.237047621"," 0.105735138"," 0.375191224","-0.296813471","-0.021353975"," 0.516257642"," 0.298303662","-0.2482002899"," 0.003875656","-0.107559530","-0.013945208"," 0.047591193"," 0.151157400"," 0.323459169","-0.34236547"," 0.549924046","-0.4845650910"," 0.52152987"," 0.1031526666","-0.6843316326"," 0.499996469","-0.118401167"," 0.151512664"," 3.311742e-01","-0.085375072","-0.0504131143"," 0.316235804","-0.302863784","-0.380257303","-0.266117385","-0.210959893","-0.74809600","-0.2200703892","-0.014678145","-0.040373858","-0.1276199226","-0.207115058","-0.063730518","-0.262887340"," 0.415113986"," 0.1569719994","-0.217427364"," 0.354551229"," 0.304711013","-0.263802058"," 0.232181280","-0.334723259","-0.117446865","-0.096423896","-0.174471774","-0.219743268"," 0.135506218","-0.025059667","-0.015819111","-0.0838515758","-0.344138745"," 0.179074153"," 1.720606e-01"," 0.91641789","-0.293296147","-0.670513614"," 0.1954239751"," 0.136795293"," 0.213480098"," 0.357096558"," 0.368514183","-0.222485021","-0.205539086"," 0.634486516"," 0.054068026","-0.34682100"," 0.447832207","-0.1345790361"," 0.037998300","-0.394573206"," 0.022269720","-0.299286314"," 0.29164741"," 0.0478439949",13,10,"Chloroquine"
"Chloroquine_H6"," 0.146772658"," 0.086544111"," 0.522224749"," 0.17122444"," 0.1357950299","-0.1116521428"," 0.239610136"," 0.093969242"," 1.358667290","-0.204935011","-0.3629525847"," 0.222651887","-0.441142495"," 0.040778484","-0.0008900634","-0.006325888"," 0.4984969676","-0.199061527"," 0.151524642"," 0.0336793644"," 0.3117880330","-0.160159662"," 0.001933319","-0.030504098","-0.369103199","-0.424431756"," 0.466332903"," 0.062064179","-0.0239621634"," 0.121391196"," 0.007946545","-0.020619790"," 0.322555762"," 0.067681877"," 0.234457745"," 0.11488827"," 0.271740252","-0.0022073350"," 0.09446799"," 0.0573445066","-0.3678109699"," 0.065534804"," 0.258434974","-0.129001852"," 1.182832e-01","-0.178713739"," 0.0419440235"," 0.245420799"," 0.080750063","-0.149433856","-0.168474200","-0.064137115","-0.30589825","-0.1924627773","-0.100540311"," 0.194551600","-0.0927285207","-0.347652764"," 0.124035919"," 0.063237350","-0.254373292"," 0.0074280907","-0.048436246"," 0.186369651"," 0.011197007"," 0.031775076"," 0.039617317"," 0.133584399","-0.128313168","-0.062271793"," 0.076891044"," 0.043128816","-0.285631387"," 0.089385633"," 0.094731421","-0.1291048999","-0.154894887"," 0.177728298","-2.071806e-01"," 0.95017370","-0.155087149"," 0.097158145"," 0.0378174546"," 0.067009647","-0.037853934"," 0.285498115"," 0.019893925","-0.068198296","-0.011170836"," 0.109379833"," 0.109752016","-0.04224061"," 0.071769358","-0.0291471247","-0.190977404","-0.169157310"," 0.014393442"," 0.049681545"," 0.17265287"," 0.1126127810",13,10,"Chloroquine"
"Chloroquine_H8"," 0.227341775"," 0.086117837"," 0.398947155"," 0.18164758"," 0.1896992920","-0.0991020405"," 0.197492401"," 0.112293361"," 1.492036982","-0.076206410","-0.5846124103"," 0.250682354","-0.162027358"," 0.031471096","-0.1330857175"," 0.239459910"," 0.7124239110","-0.212436931","-0.004076937"," 0.2130204579"," 0.3052141138","-0.182883277"," 0.230825681"," 0.088318757","-0.696431236","-0.115229743"," 0.304556728","-0.079454738"," 0.1547576869"," 0.178537035"," 0.041874841"," 0.123749252"," 0.304496140"," 0.102739830"," 0.179744132","-0.05593670"," 0.272709031","-0.2665264450","-0.03036061"," 0.0552038068","-0.3942244403"," 0.067295706"," 0.106581411"," 0.164510200"," 2.473457e-01","-0.163274901","-0.0763979329"," 0.097210860"," 0.014942444","-0.254642441","-0.076988512"," 0.025419911","-0.47609525"," 0.0521791514"," 0.002506124","-0.292125348","-0.2053124536","-0.375960647"," 0.188820729","-0.001367424","-0.150048112"," 0.0088036121","-0.467324816"," 0.433720547"," 0.033979602"," 0.113243716"," 0.166235594"," 0.187594528","-0.106734301"," 0.095331253","-0.161533971","-0.071107026","-0.250869430"," 0.101966365"," 0.124254879","-0.0036046462","-0.553663761"," 0.202515308","-1.433779e-01"," 1.89735797","-0.280334744"," 0.024121191"," 0.0934133779"," 0.033659557"," 0.287704888"," 0.258009200"," 0.075614332"," 0.152542906","-0.164466560"," 0.315348799"," 0.244020289"," 0.04080449","-0.013978476","-0.0004346177","-0.213219951","-0.115913347"," 0.096331956","-0.068039258"," 0.37313660"," 0.1256679854",13,10,"Chloroquine"
"Chloroquine_H10"," 0.205346905","-0.033807271"," 0.132287054"," 0.34863806","-0.0147619026","-0.3248900423"," 0.468952000","-0.320666067"," 0.697143473","-0.043453499"," 0.1401873558"," 0.220295568","-0.366690222","-0.448965360"," 0.0802700685"," 0.025413246"," 0.3464368205","-0.010630425"," 0.012736456"," 0.1710985526"," 0.2318943582","-0.211812970","-0.086775268"," 0.211991786","-0.259818752","-0.006318564"," 0.443829871"," 0.384171927"," 0.0784216268"," 0.185444606"," 0.148942874","-0.037189999"," 0.429549170"," 0.120921093"," 0.244613577"," 0.33913180"," 0.012915350"," 0.1355165402"," 0.05723312","-0.0006840405","-0.1911884121"," 0.060547377"," 0.274802502","-0.103013508","-1.043975e-02"," 0.031036591"," 0.1953913825"," 0.135952440"," 0.058589146"," 0.060408002"," 0.086964915","-0.228101221","-0.31470380","-0.0197851053"," 0.057974008"," 0.210908281"," 0.0042131688","-0.121414305"," 0.113248722"," 0.312579762","-0.287333859"," 0.1067816693","-0.375683388"," 0.164214551"," 0.034576551","-0.042557495"," 0.074146205","-0.386618002","-0.013782658"," 0.070667349"," 0.041979170"," 0.166408116","-0.391163085"," 0.130365510"," 0.156873718"," 0.0202672972","-0.239689221","-0.064325170","-8.226045e-02"," 0.42101415"," 0.022621133","-0.236603341"," 0.1221991506","-0.244627171","-0.193849125"," 0.031926563"," 0.258398931","-0.161726163","-0.042194505"," 0.068579220"," 0.005396161"," 0.12302154","-0.236534826"," 0.2266856326","-0.634102400"," 0.222029785"," 0.066049512","-0.197441604"," 0.26095008"," 0.1084781312",13,10,"Chloroquine"
"Febrifugine_H1","-0.154227847"," 0.225464804","-0.350887241","-0.05389102","-0.2061137781"," 0.0692128661","-0.140546744"," 0.240632844"," 0.093566507"," 0.049618507","-0.0631358961"," 0.027272508","-0.340060539"," 0.481741352"," 0.2094825173"," 0.204057165","-0.0092283449","-0.039600495"," 0.194840070","-0.0002695018","-0.0591256827"," 0.078113485","-0.012250482","-0.099362574","-0.147638391"," 0.490117013","-0.024586747"," 0.131183663"," 0.0232095294"," 0.097179230","-0.058018758"," 0.167329734"," 0.442063478"," 0.021542565","-0.114303666"," 0.80312921","-0.142148724"," 0.0048909603","-0.63402797"," 0.0382705383","-0.0379817500","-0.271581926","-0.525650655"," 0.063061896","-4.442714e-01","-0.460101077"," 0.0439585536"," 0.019994691","-0.087306487","-0.298385447","-0.056078098"," 0.047408316"," 0.17824188"," 0.0877344696","-0.094082911"," 0.042242297","-0.5154689781","-0.403986575","-0.073628606"," 0.278038538","-0.066708717","-0.1448587096","-0.542009476","-0.710026068","-0.125861848"," 0.123095597"," 0.033345382","-0.231874782"," 0.049275470"," 0.212495508","-0.039867404","-0.084200666","-0.214272723","-0.053340118","-0.275492314"," 0.2473953367"," 0.127478898","-0.019887156"," 3.982737e-01","-0.26439742"," 0.084113984"," 0.109531153"," 0.1461495235","-0.176116717","-0.058031079","-0.418208664"," 0.157619452","-0.442534678","-0.070251234"," 0.103977663","-0.095834428"," 0.11950105","-0.213561297"," 0.0865596927","-0.090675693","-0.003516922","-0.004956513","-0.026558968"," 0.17177450"," 0.0942854607",14,11,"Febrifugine"
"Febrifugine_H2","-0.087032220"," 0.155601322","-0.516283542"," 0.20424109"," 0.1628687739"," 0.0478023792"," 0.639976926","-0.293878708","-0.311861240"," 0.068605440","-0.0457205800"," 0.050566878","-0.146622948"," 0.142497908"," 0.0991341625"," 0.190265426"," 0.2272353268","-0.009582680","-0.070689673","-0.1263651958"," 0.1081044706","-0.593270661"," 0.236488704","-0.106538908","-0.290687166"," 0.384218359"," 0.295731079","-0.028257792"," 0.0653876917"," 0.275047049"," 0.159709872"," 0.147987475"," 0.182007010"," 0.120193915"," 0.115639799","-0.01124025","-0.006042703"," 0.5715121530","-0.34009012"," 0.2292003570"," 0.0438359691"," 0.029762785"," 0.328125707"," 0.120270496","-7.091445e-01","-0.623373837"," 0.0774250980","-0.078566519","-0.132979260","-0.243152683"," 0.301827346"," 0.036457519"," 0.07465089","-0.1002592146"," 1.003471602"," 0.377259179","-0.5478273224"," 0.265544514"," 0.764044684"," 0.273342811","-0.307167165","-0.0310412193","-0.564573119","-0.468658396","-0.055113210"," 0.185482747"," 0.113688089"," 0.047179393"," 0.119744288"," 0.184527093"," 0.623934133"," 0.190392312","-0.380345394"," 0.199331789","-0.376907917"," 0.1476727977","-0.218977110","-0.153039013"," 1.492965e-01","-0.39117865"," 0.344524764"," 0.076121660","-0.1702583486","-0.307437937"," 0.660792482","-0.490538201"," 0.119086115","-0.427615551"," 0.073249714"," 0.139001650","-0.449445799"," 0.17873432","-0.421886927"," 0.4047473783","-0.355651518","-0.067089569","-0.038574259","-0.082270844"," 0.55065856","-0.3444048427",14,11,"Febrifugine"
"Febrifugine_H4","-0.262465839"," 0.211105715","-0.501752044","-0.12920775"," 0.2656768806","-0.0994031951"," 0.480823751"," 0.045162811","-0.414699871"," 0.147363662"," 0.0953546331","-0.266862395","-0.242424508"," 0.013370898"," 0.0126455735"," 0.117863962","-0.1687670504"," 0.072323818","-0.050566431","-0.2690943432"," 0.0160987028","-0.186207589"," 0.063159077","-0.036243353","-0.195503007"," 0.454338099"," 0.270385836","-0.174391043"," 0.1300528826"," 0.095393222"," 0.048265504"," 0.256980541"," 0.164610223"," 0.068714889"," 0.091529352"," 0.54804164","-0.179629515"," 0.2274780878","-0.45978674"," 0.1103649104","-0.1449857981"," 0.033747255"," 0.149283529"," 0.229057646","-4.432571e-01","-0.148848114"," 0.0240262503","-0.241643389","-0.285869910","-0.119876390"," 0.189772325","-0.003852246","-0.01631205","-0.1283303838"," 0.488533297"," 0.075529836","-0.2179595145"," 0.050597668"," 0.437343162"," 0.401913018","-0.233083678"," 0.1133966268","-0.296453492","-0.088223861","-0.109489147"," 0.373479186"," 0.088535029","-0.366360396"," 0.031588659"," 0.122038477"," 0.440135478"," 0.109137728","-0.284255577"," 0.016415674","-0.685318825"," 0.0562712879"," 0.106698826","-0.261827909"," 7.111641e-02","-0.93839457"," 0.145926954","-0.059929489","-0.0780591023","-0.011548767"," 0.299908575","-0.785513996"," 0.152167677","-0.249854643"," 0.133957165"," 0.365444373","-0.316280531"," 0.06247936","-0.278768632"," 0.2701100071","-0.252118535"," 0.008295666","-0.159066793","-0.049801079"," 0.31967249","-0.0357231659",14,11,"Febrifugine"
"Febrifugine_H6","-0.053061393"," 0.450859236","-0.267548655","-0.03460419"," 0.3577656469"," 0.0888392495"," 0.480759414"," 0.138935713","-0.076534472"," 0.062549471"," 0.0574777628"," 0.376853727"," 0.047311052"," 0.102394215"," 0.0197236435"," 0.385163298"," 0.0022368048","-0.020143817","-0.278868060","-0.2378646922"," 0.0321368344"," 0.006598261","-0.138603514"," 0.142518669","-0.112859954"," 0.386398665"," 0.380629966"," 0.238239261"," 0.2797277738"," 0.116522729","-0.103201023"," 0.407436631"," 0.066688081","-0.159469033"," 0.195040364"," 0.65849293","-0.270672648"," 0.4723362141","-0.51302325"," 0.2270640464"," 0.0543130204","-0.160154713"," 0.007111153"," 0.216925742","-5.130240e-01","-0.535073909","-0.0771411991","-0.129830013","-0.007808868","-0.435853815"," 0.395189705"," 0.037255416"," 0.03076630","-0.3778867558"," 0.808114417"," 0.260142158","-0.5786787989"," 0.168977222"," 0.632465236"," 0.002428644","-0.456442171"," 0.1668138263","-0.299028093","-0.065221857","-0.208964293"," 0.645609007","-0.039470353","-0.356080503"," 0.094267892"," 0.079736836"," 0.414636980"," 0.257442461","-0.391862209","-0.090641764","-0.502228208"," 0.0180187476","-0.053340257"," 0.057015902","-9.417225e-02","-0.15772626"," 0.497226789","-0.021329227"," 0.1645789272","-0.153374072"," 0.666059410","-0.588814834","-0.088302224","-0.535741073","-0.224586460"," 0.243452482","-0.186800616"," 0.00922522","-0.520406489"," 0.4022781596","-0.285972315","-0.215630387","-0.099768103","-0.436213378"," 0.31292887","-0.0271704181",14,11,"Febrifugine"
"Febrifugine_H8","-0.247752681"," 0.505568302","-0.481805837","-0.37564735"," 0.3315119206"," 0.1300000727"," 0.626606630"," 0.437476366","-0.048076738","-0.135751949"," 0.4687780555","-0.171080971"," 0.101836396"," 0.182943133","-0.1084926996"," 0.176649820","-0.1605803322","-0.154300273","-0.525103068","-0.2256784187"," 0.1274146662"," 0.047973689","-0.275912001"," 0.364334729","-0.245894660"," 0.551868240"," 0.469929518"," 0.202367185"," 0.5047251621"," 0.284065139","-0.303935197"," 0.356980913"," 0.594845127","-0.111702466"," 0.123876118"," 0.45715112","-0.198268077"," 0.5327195222","-0.68196381"," 0.1722871117"," 0.2785949179","-0.007603276","-0.103807714"," 0.119088149","-5.155273e-01","-0.616377927"," 0.0456302605","-0.412576115"," 0.088248077","-0.609004734"," 0.496809100"," 0.020688981"," 0.30508702","-0.6327598414"," 0.865264372"," 0.416810647","-0.7742500128","-0.003366737"," 0.623739286","-0.112711672","-0.311304667"," 0.2699914914","-0.513099275","-0.645021709"," 0.017894351"," 0.632040651"," 0.055000858"," 0.102482312","-0.085450994"," 0.130263782"," 0.458613045"," 0.243463062","-0.544008240"," 0.075397053","-0.754003910","-0.1297745146"," 0.529468168","-0.075634279"," 6.896983e-02","-0.65066373"," 0.310317642"," 0.045925089"," 0.4440169829","-0.240805601"," 0.602948030","-0.162743605"," 0.246496492","-0.578544148","-0.033883544"," 0.355210826","-0.341034878","-0.05222647","-0.895085333"," 0.3543751731","-0.296646325","-0.194982360","-0.113954114","-0.258570933"," 0.40052083"," 0.3222496288",14,11,"Febrifugine"
"Febrifugine_H10","-0.111138673"," 0.192753965","-0.353468579","-0.04725068"," 0.0636667160"," 0.0456717980"," 0.443171814","-0.125370207","-0.442669278","-0.047222829"," 0.0497688058","-0.390206752"," 0.222557149","-0.406884103"," 0.1650572091"," 0.012677261","-0.7200156894","-0.062278776","-0.561948836","-0.1257307265"," 0.3690391931"," 0.115938626","-0.053345127"," 0.402138204","-0.153698017"," 0.066867293"," 0.682285257","-0.233674748"," 0.3318273551"," 0.090831004","-0.327957197"," 0.433808289"," 0.415293996"," 0.036352220"," 0.481648770"," 0.17613108","-0.669578881"," 0.3180535846","-0.93675561"," 0.2425209870"," 0.2765143427"," 0.072542956"," 0.189097735"," 0.002233326","-3.017632e-01","-0.869430253"," 0.3070056029","-0.126445171"," 0.105934625","-0.272143324"," 0.830463705"," 0.109364334"," 0.10336225","-0.6411391400"," 0.985522776"," 0.355377974"," 0.2628399827"," 0.142922219"," 0.300488737","-0.056823134","-0.029107389"," 0.2589309200","-0.669217288"," 0.248749885"," 0.019908087"," 0.567100208"," 0.183634512","-0.088129322","-0.105525849"," 0.031049628"," 0.530340882"," 0.184275190","-0.708130503"," 0.026596398","-1.072508244","-0.3492947166"," 0.743147792","-0.620407048"," 9.366911e-02"," 0.13389155"," 0.257253689"," 0.103259343"," 0.0193193089"," 0.238400908"," 0.532911878","-0.528119373"," 0.467300499","-1.350447185"," 0.366146893"," 0.479684489","-0.508496075","-0.26388677","-0.930888808"," 0.5745130370","-0.012746868","-0.239256515","-0.258921305","-0.621784303"," 0.04651024"," 0.4334905239",14,11,"Febrifugine"
"Artemisinin_H1","-0.261879583"," 0.276705666","-0.773980323","-0.17967479"," 0.2944298406"," 0.2911429372"," 0.310383337","-0.313614396","-0.122440451"," 0.134362074"," 0.3866038195"," 0.203367274","-0.334093527"," 0.059143476"," 0.2713100841"," 0.213984065"," 0.0334913395","-0.071853749","-0.357950038","-0.1960344390","-0.2234398250","-0.074000443"," 0.090361061","-0.077106756","-0.137233506"," 0.475533720"," 0.065016740"," 0.231292669"," 0.2486627439","-0.042981924"," 0.038115400"," 0.113899779"," 0.553123060"," 0.009564120","-0.143447957"," 0.09677241","-0.030609212"," 0.0278272103","-0.30346367"," 0.1695584716","-0.0388158527","-0.115775772","-0.413092854"," 0.086552310","-3.079818e-01","-0.528429059"," 0.1033730473","-0.666408410","-0.326593304","-0.068210518","-0.048850781","-0.013058816"," 0.17881224","-0.0351588534","-0.618891241"," 0.116474514","-0.4076015245","-0.353047589"," 0.250984951"," 0.084574944","-0.035431435"," 0.0118818465","-0.312645546","-0.740732754"," 0.135357659"," 0.177253241","-0.061769387","-0.832939158","-0.014732753"," 0.200864738"," 0.156953721","-0.055052207"," 0.095528226","-0.135940816","-0.527311412"," 0.3406025673"," 0.020876950"," 0.057518395"," 5.538190e-01","-0.75007664"," 0.189815748"," 0.087224343"," 0.2031403749","-0.148525451"," 0.231607231","-0.336758331"," 0.330367627","-0.134957428","-0.236177194"," 0.242045542","-0.201834824"," 0.09066230","-0.160487971"," 0.1031466155","-0.120984632"," 0.149668115","-0.100553987","-0.232484319"," 0.17844457","-0.0035730896",15,12,"Artemisinin"
"Artemisinin_H2","-0.118565197"," 0.051889586","-1.044270880","-0.16817839","-0.0195481154"," 0.1037611056"," 0.521891958","-0.533402566","-0.781886023"," 0.123714462"," 0.6008754151"," 0.284851379"," 0.124005001","-0.288055204"," 0.2814870544"," 0.159090234"," 0.1136927948","-0.071474627","-0.113161146"," 0.0202019211"," 0.0435482820","-0.410644080"," 0.730979730","-0.457343608","-0.330340801"," 0.588281373"," 0.621643668"," 0.390871328"," 0.3181230865"," 0.184315001"," 0.239757074"," 0.220315574"," 0.430553646"," 0.213071809"," 0.393558713","-0.31632388","-0.012514767"," 0.4002633343","-0.38819309"," 0.2873049802"," 0.3365084930","-0.121342993"," 0.398424858"," 0.098424556","-8.126798e-01","-0.553033796"," 0.2121452243","-0.410141648","-0.573863314","-0.316615672"," 0.868896291"," 0.024565682"," 0.41747896","-0.0319639257","-0.220782504"," 0.440574503","-0.5320115910"," 0.243084417"," 0.678022851"," 0.463420667","-0.047373281","-0.0561068634","-1.024947407","-0.555562192"," 0.181397586"," 0.080880679"," 0.137406118","-1.066011243"," 0.084693341"," 0.232511902"," 0.749966228"," 0.110570944","-0.210542882"," 0.203381421","-0.489650285"," 0.4573088187","-0.201857073","-0.401538208"," 1.904062e-01","-1.05567989"," 0.368098090"," 0.105916085","-0.1312697080","-0.399399980"," 0.238806357","-0.550099210"," 0.400319239","-0.169280852"," 0.217556581","-0.115546994","-0.835340035"," 0.04320992","-0.519294230"," 0.6048594189","-0.086478474","-0.141599898"," 0.122378518","-0.436302166"," 0.49731966","-0.2605972183",15,12,"Artemisinin"
"Artemisinin_H4","-0.120136730"," 0.368748468","-0.544859533"," 0.10826411"," 0.4219577397"," 0.1638198925"," 0.445080720"," 0.407615329","-0.268262755"," 0.016332456"," 0.4729619025"," 0.369266714","-0.113968280"," 0.207314310"," 0.1837952638"," 0.390320578","-0.1805605673","-0.121170292","-0.155164176","-0.2001750737"," 0.0798288542","-0.071283086"," 0.248067897","-0.098960246","-0.312610353"," 0.522151905"," 0.190009090","-0.089358955"," 0.4359381545"," 0.082312494"," 0.080816927"," 0.108135723"," 0.131296925","-0.220292734"," 0.072375980"," 0.62043725","-0.171816054"," 0.5643684576","-0.41793514"," 0.2451047375"," 0.2726250217","-0.613530453"," 0.031939726"," 0.476735080","-5.694946e-01","-0.638789413"," 0.0292038795","-0.162362227","-0.073557116","-0.328058194"," 0.340845380"," 0.047086387"," 0.37133258","-0.0510035312","-0.277224145"," 0.309741364","-0.3481250061"," 0.103187341"," 0.518939875"," 0.100072903","-0.006518828","-0.0056612948","-0.579708013"," 0.175466953","-0.371790859"," 0.804348600","-0.053441191"," 0.444851099"," 0.025495452"," 0.237562142"," 0.482904292"," 0.264493042","-0.217208758"," 0.022491275","-0.531148034"," 0.0994495341","-0.066972046","-0.000583257","-1.757324e-01","-0.72030139"," 0.528041227","-0.026872529"," 0.2646493187","-0.262839564"," 0.410455909","-0.449416999"," 0.060244754","-0.139364134"," 0.127777275"," 0.424834214","-0.070503301"," 0.22182163","-0.242582301"," 0.2078493701","-0.242728797"," 0.052079242","-0.261951023","-0.609467944","-0.05715017","-0.0787333018",15,12,"Artemisinin"
"Artemisinin_H6","-0.289244681"," 0.435647658","-0.236924310"," 0.54281300"," 0.2342518616"," 0.4013599042"," 0.742284326","-0.049992758","-0.895470472","-0.039560959"," 0.0610043657"," 0.077546386","-0.213627140"," 0.148646326"," 0.0692439861"," 0.620654620","-0.3763723628"," 0.155671304","-0.005440901","-0.2277123895","-0.0568619306","-0.103524573","-0.126195516","-0.100704107","-0.374029605"," 0.221711683"," 0.153879236"," 0.141480842"," 0.3529258191"," 0.112365995"," 0.270430626"," 0.264100433","-0.013490997"," 0.064907932"," 0.042464489"," 0.43210829","-0.116368845"," 0.3875925736","-0.35562516"," 0.2439240673","-0.0239017380","-0.125275524"," 0.184143936","-0.062000760"," 1.691683e-01","-0.075419620","-0.1843756681","-0.428784834"," 0.110254384","-0.537234394"," 0.087803507"," 0.038273700","-0.19185821"," 0.1646572958","-0.120926890"," 0.108265157","-0.4660421477"," 0.147424649"," 0.461761825","-0.060311291","-0.570736644"," 0.3196050005","-0.299950496"," 0.579791498"," 0.069373787"," 0.616007677"," 0.197717171","-0.220541605"," 0.165468333","-0.051798625"," 0.342351242"," 0.524811058","-0.355416106","-0.036598571"," 0.533793374"," 0.0071543666"," 0.032117277"," 0.092340771"," 5.912435e-02","-0.95867736"," 0.482336462","-0.275796337","-0.1515749724"," 0.314759007"," 0.306290211","-0.738003156"," 0.372699318","-0.450210468","-0.387511488"," 0.208074738","-0.302740417","-0.00127684","-0.745869772"," 0.5403327903","-0.297747034","-0.041578814"," 0.428131069","-0.527077671"," 0.52187040","-0.3998830858",15,12,"Artemisinin"
"Artemisinin_H8","-0.328692222"," 0.505472865","-0.294637686"," 0.13404691"," 0.6747100547"," 0.1327420945"," 1.128092207","-0.159691515","-1.486057258","-0.149852071"," 0.3802154386"," 0.572338252"," 0.635052979"," 0.349304672"," 0.3612624506"," 0.052242489","-0.4690675451","-0.178450590","-0.451454422","-0.3630761834"," 0.5528271371"," 0.405927059","-0.375391819","-0.041710317","-0.371381371"," 0.354930233"," 0.851381035"," 0.295793394"," 0.3551785149","-0.016045224","-0.158229574"," 0.362444998"," 0.178178703","-0.055921085","-0.174687232"," 0.03167296","-0.221183078"," 0.7014883745","-0.54443588"," 0.2430498105"," 0.1404182312"," 0.233309640","-0.123954841","-0.196409673"," 2.018674e-01","-0.223020051","-0.1440109647","-0.798919250"," 0.293215627","-0.597512287"," 0.250997732","-0.039373523","-0.40851671","-0.1021743381","-0.746741582"," 0.279985989","-0.7399337279","-0.192200905"," 0.973653407"," 0.002738469","-0.499973592"," 0.2897806876","-0.244245308"," 0.032920756","-0.138472595"," 0.687044017"," 0.014216303","-0.321488759"," 0.038778793"," 0.122020648"," 0.941055631"," 0.585661875","-0.282047673"," 0.248216426"," 0.642114291","-0.1353195943"," 0.400330836"," 0.120062185","-7.964494e-03","-1.35831642"," 0.720038794","-0.697413011"," 0.1451912653"," 0.039203530"," 0.105253128","-0.116843086"," 0.260696140","-0.104239086"," 0.020863219"," 0.154545656","-0.131160973"," 0.09235815","-1.222933362"," 0.2823224872","-0.538922154","-0.260914937","-0.068114624","-0.510508982"," 0.19139239","-0.0300574605",15,12,"Artemisinin"
