"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.206","MAL13P1.262","MAL13P1.338","MAL13P1.40","MAL7P1.18","MAL8P1.105","MAL8P1.132","MAL8P1.91","PF07_0074","PF08_0032","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0152","PF10_0191","PF10_0299","PF10_0307","PF10_0374","PF10_0380","PF11_0090","PF11_0162","PF11_0290","PF11_0527","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF14_0041","PF14_0112","PF14_0138","PF14_0214","PF14_0238","PF14_0249","PF14_0360","PF14_0384","PF14_0499","PF14_0562","PF14_0642","PF14_0713","PF14_0719","PFA0180w","PFA0430c","PFB0175c","PFB0270w","PFB0295w","PFB0590w","PFC0090w","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFE0165w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1340w","PFF0200c","PFF0610c","PFF0690c","PFF0875w","PFF0965c","PFF1150w","PFI0500w","PFI0965w","PFL0625c","PFL0980w","PFL1135c","PFL2055w","D_class","Class","Compound"
"HDATP1"," 0.433662985"," 0.333607833"," 0.316768853"," 0.41888770","-0.3671411713"," 1.023881867"," 0.197657333"," 1.187050882"," 0.101708435"," 0.7996905538","-0.246259324","-0.389071015","-0.3915275306"," 0.2426192636","-0.273064257","-1.487559756","-0.1952969303","-0.4345930385","-0.511115266"," 1.120162412","-0.612714078"," 0.290570586"," 0.360651106"," 1.4315410712"," 0.254037630","-0.516830830"," 0.668513304"," 0.79786161","-0.80491905","-0.4743651150"," 1.5164228459"," 0.317417156"," 1.152399519"," 4.570213e-02","-0.252946897"," 0.5774690671"," 0.139804803"," 0.593256354"," 0.789741460"," 0.637680823","-0.368592920","-0.37932014","-1.038829259"," 0.620033954","-0.3580350006"," 0.272158577"," 0.613968367","-0.580679770","-0.769147594"," 0.4137182599","-0.894046629"," 0.746242952","-1.469760319"," 0.325972146","-0.635850613","-0.005928679","-0.662031167"," 0.880615369","-0.222908349","-0.593935729","-0.3038339418"," 0.674259154","-1.633028e-01"," 0.39835576"," 0.330104665"," 0.221398250"," 0.3563599044","-0.478279948"," 0.421092401","-0.766755142","-0.203040719"," 0.33561588"," 0.5517402881","-0.584922314","-0.413034542",1,1,"HDA"
"HDATP1.1"," 0.280499154"," 0.344790357"," 0.141389427","-0.41935989","-0.2894859560"," 0.083299835"," 0.053784485","-0.058054760"," 0.247659432","-0.0429221713","-0.050618873","-0.111138149","-0.5416710351"," 0.1759299612","-0.127049693","-0.633727446"," 0.2250786371","-0.0901293414"," 0.116000722"," 0.389736784","-0.195080566","-0.059262556","-0.192086718"," 0.0837970515"," 0.187614253","-0.523295718"," 0.574073188"," 0.48435463","-0.10213417","-0.5164356734","-0.1667493669"," 0.387759870"," 0.478455893"," 4.050540e-01","-0.356072687","-0.4240726251","-0.683072225","-0.335880142"," 0.479811389","-0.160021922"," 0.207672998","-0.69809266","-0.634430446"," 0.397851621","-0.3573293118"," 0.281763215"," 0.463856459","-0.576323564","-0.098246854"," 0.5397152189","-0.124773651"," 0.451847455","-0.173469224","-0.238625189","-0.150602599"," 0.206776190","-0.358091435"," 0.770591714","-0.014381658","-0.298466210","-0.0445760667","-0.258748444"," 1.190556e-02","-0.05209524"," 0.001531456","-0.096069800"," 0.4983639547","-0.148950566","-0.415638803"," 0.227032531","-0.272225363"," 0.56634616"," 0.3435997486","-0.209920551","-0.181543288",1,1,"HDA"
"HDATP2"," 0.048089475","-0.095521026"," 0.273474890"," 0.18569011","-0.1402458472"," 0.339561647"," 0.518038152"," 0.657141006"," 0.191455976"," 0.7568478294"," 0.002630108","-0.626236412","-0.3069392302"," 0.5169728798","-0.035496543","-0.876430172"," 0.2374991881","-0.7720828886","-0.813540473"," 0.511221158","-0.648342596","-0.340149422"," 0.336350326"," 1.3323421333"," 0.344270716","-0.325536560"," 0.895404992"," 1.04950887","-0.08537403","-0.9520929685"," 1.1267684990"," 0.126651284"," 0.773674180"," 2.585260e-01","-0.597701665"," 0.6843744292","-0.286464150"," 0.380107614"," 0.917575474"," 0.391700240","-0.093617917"," 0.12098367","-1.006491060"," 0.474317856","-0.2093895864","-0.123587473","-0.010116251","-0.492138701","-0.185974961"," 0.6124485833","-0.647870981"," 0.321200863","-1.793121727"," 0.085675271","-0.805255207","-0.177801575","-0.968685198"," 0.797107494","-0.053630205","-0.443509705"," 0.1671929089"," 0.396614609","-7.917846e-02"," 0.34289732","-0.027247997"," 0.422418726"," 0.3361640448","-0.702122986"," 0.100165532","-0.645084685"," 0.043517111"," 0.32476538"," 0.2419656299","-0.428029620","-0.272233055",1,1,"HDA"
"HDATP2.2"," 0.140786520"," 0.185523650"," 0.107947623","-0.30096464"," 0.0197604449","-0.091871244","-0.446979072","-0.261872206"," 0.072718782","-0.1836287404","-0.152252745"," 0.183895550","-0.2351383049","-0.1991513180","-0.279269561","-0.852838207"," 0.1008811098","-0.1417175085"," 0.292098965"," 0.265648614","-0.033237979"," 0.111735952","-0.583802270","-0.1276682610"," 0.188847148","-0.549825769"," 0.292268026"," 0.22345964"," 0.01037766","-0.1065851679"," 0.0243161945"," 0.327736655"," 0.154814107"," 2.681862e-01","-0.255102061","-0.7347742183","-0.360382903","-0.331090014"," 0.212235510"," 0.199437297"," 0.189588333","-0.73105262","-0.288439576"," 0.142750514","-0.4581490965"," 0.332428351"," 0.362664113","-0.353704413","-0.048090522"," 0.3496740876"," 0.049433993"," 0.295832531"," 0.114707604","-0.407308948"," 0.169979148"," 0.290240110"," 0.156792124"," 0.578470147"," 0.063478788","-0.003735549","-0.1254567003","-0.549648851","-1.474216e-03","-0.03864190"," 0.088294448","-0.165767225"," 0.3986275880","-0.108909882","-0.308264460"," 0.200793764","-0.227883515"," 0.45932236"," 0.3538890494","-0.160136488","-0.371966641",1,1,"HDA"
"HDATP3"," 0.138395010"," 0.614456256","-0.145917703","-0.09165820","-0.1497778116"," 0.211582515","-0.117967805","-0.166752192"," 0.345615962"," 0.3336357655"," 0.062079038","-0.060321485","-0.1134510308","-0.0332580248","-0.396716743","-0.760770922"," 0.0989071261","-0.4824533667"," 0.243528563","-0.413850895","-0.140787114"," 0.077630772"," 0.299636637","-0.4629091669"," 0.225334211","-0.370204638"," 0.809560808"," 0.57564540"," 0.39657541","-0.3832748625"," 0.3962719695"," 0.600264820"," 0.237912064","-2.393189e-02","-0.291155074","-0.0729155267","-0.217022395","-0.227576211"," 0.590943393"," 0.013508911","-0.138021314","-0.21002078","-0.295197936"," 0.031763690","-0.5005300206","-0.036707834"," 0.102950371","-0.887127238","-0.228469099"," 0.6481549987","-0.214155438"," 0.404895309","-0.111828583","-0.549613356","-0.068570479"," 0.217844716","-0.231474505"," 0.599975750","-0.352555848","-0.224811295","-0.0154585215","-0.167398141"," 6.563746e-02","-0.42379332","-0.147470106"," 0.117641230"," 0.3114165011","-0.273132967","-0.167358371"," 0.103863687","-0.129135595","-0.32620535"," 0.4458053759","-0.334616130","-0.296141523",1,1,"HDA"
"HDATP3.3","-0.054201196"," 0.012306344","-0.092838517","-0.08781566","-0.1290632515"," 0.168173483","-0.142895133","-0.585080019"," 0.256522535","-0.2216848820"," 0.012700692"," 0.156994231","-0.1269314880"," 0.1486654693","-0.261463853","-0.606772983"," 0.0184886517","-0.3756911152"," 0.333553790","-0.012811374","-0.265761134"," 0.071073564"," 0.235180556","-0.1013818902","-0.015290308","-0.414262924"," 0.317616432"," 0.37343813"," 0.05478049","-0.1436327408"," 0.1323577017"," 0.090393441"," 0.519129100"," 3.460524e-02","-0.560246633","-0.0970430449","-0.225830187","-0.370223337"," 0.328289270","-0.437687994"," 0.185642985","-0.53654955","-0.278265362"," 0.244406860","-0.5011821084"," 0.187881056"," 0.180656612","-0.682325553"," 0.049101672"," 0.2100477968","-0.232029962"," 0.565712033"," 0.007083550","-0.498981075"," 0.009833355","-0.024300364","-0.201158224"," 0.471157589","-0.275298057","-0.404357832"," 0.1363015972","-0.255129742","-4.188021e-02","-0.22959708","-0.072106864","-0.229008936"," 0.1975745634"," 0.077842944","-0.177457330"," 0.294906495","-0.275281777"," 0.42960609"," 0.3914518666","-0.295694632","-0.254091796",1,1,"HDA"
"ACTTP1"," 0.202264094"," 0.141890659","-0.038147474"," 0.17112167"," 0.3877332147","-0.610453948"," 0.371335934","-0.120705055"," 0.229049271","-0.5228678472","-0.219858887","-0.091782120","-1.2714800299"," 0.3664804498","-0.184103760","-0.609712455","-0.0699708389"," 0.7218219821","-0.177449545"," 0.443604036"," 1.172330314"," 0.675116285"," 0.193954445"," 0.3631620477"," 0.184804187","-0.235787031","-0.009197840","-0.72307727"," 0.24425936"," 0.2063098269","-0.5995011482"," 0.166078215"," 0.428941401","-7.380054e-05"," 0.308130846"," 0.0157864428"," 0.218046497","-0.163164379"," 0.189556861"," 0.162229304"," 0.087421418","-0.32933728","-0.465218240"," 0.164831810"," 0.0762081898","-0.267874118"," 0.408632402"," 0.276849885"," 0.620675230","-0.1999888999","-0.037002962","-0.308834917","-0.211725982","-0.174481381"," 0.031693288","-0.663367371","-0.024164152"," 0.052327009","-0.008737414","-0.083220159","-0.0519485032","-0.231498675","-1.711199e-01","-0.23038200"," 0.371603352"," 0.267242485","-0.2977171072"," 0.229857353"," 0.803219664","-0.047314096","-0.456082939","-0.05005858"," 0.3704789272","-0.032204790","-0.156420851",2,2,"ACTd"
"ACTTP2","-0.516225196","-0.558822700"," 0.449399563","-0.43599932"," 0.5074935419"," 0.341163147","-0.221771348"," 0.091426207","-0.686272030","-0.0462571689","-1.298251225"," 0.408005432","-0.8500083553","-0.5286948481","-0.066589012","-0.689272531","-0.0709397222"," 0.3438391648"," 0.499363458"," 0.713311372","-0.102451186"," 1.261926559"," 0.196059729"," 1.4046992539"," 0.331770895"," 0.432540499"," 0.088458114","-0.15494751","-0.10529164","-0.1257123412"," 0.2948070935"," 0.026828976","-0.076521793"," 3.799954e-01"," 1.461790073","-0.5948214967","-0.043037473"," 0.208662767","-0.310712634"," 0.080652515","-0.136357538"," 0.24891658","-0.006808500","-0.274203555"," 0.0819345616"," 0.268160733"," 0.318692310"," 0.555965955","-0.320363762","-0.3646658101","-0.011216982","-0.535363640"," 0.250690387"," 0.822321581","-0.006611051","-0.325205250"," 0.579164217","-0.028936559"," 0.513967092"," 0.086051965","-0.5927841970"," 0.137784124"," 5.419662e-02"," 0.19230830","-0.462228489","-0.326204075","-0.1599634264","-0.139954989"," 0.127128356"," 0.128055865"," 0.192527318","-0.03751069"," 0.2917871906","-0.305739662","-0.218710957",2,2,"ACTd"
"ACTTP3","-0.427260943","-0.863228958"," 0.389143838","-0.30056712"," 0.7990526794","-0.048089353"," 0.333498219","-0.199208135","-0.195579550","-0.0644511628","-0.369727489"," 0.107888686","-0.6427313060"," 0.1713181810"," 0.079842310","-0.587621610"," 0.1477499331"," 0.3154353387","-0.074657958"," 1.671645560"," 0.994013244"," 0.921505529"," 0.044743722"," 0.7481614865"," 0.410518337","-0.103406810","-0.409861874","-0.42956604"," 0.08971356","-0.1848522310","-0.0548092492"," 0.057951347"," 0.350603527"," 2.849938e-01","-0.230254749"," 0.0261267177","-0.001583855","-0.049298113","-0.078109948"," 0.960883495"," 0.901941267","-0.69200239","-0.011000116","-0.070902547"," 0.1135519431"," 0.469568554"," 0.663982850"," 0.375804772"," 0.332240586"," 0.2542751270","-0.628570736"," 0.122444665"," 0.221261188","-0.286903536","-0.145069939"," 0.055098121"," 0.127187933","-0.100173613"," 0.243268039"," 0.264957997","-0.2695612433","-0.097697549","-3.024591e-01","-0.32470472","-0.045344622","-0.228922916","-0.1839630876","-0.028275360"," 0.045918073"," 0.289986370"," 0.203090941"," 0.14242765","-0.1206258041","-0.202194672","-1.144299839",2,2,"ACTd"
"ACTTP4"," 0.061328012","-0.791935119"," 0.128876445","-0.57964395"," 0.7683048076"," 0.373362851"," 0.144103224","-0.304166557","-0.092724707","-0.3065212778","-0.625653241","-0.450211569","-0.5183377581","-0.1061065372"," 0.385496495","-0.338768202","-0.2629717140"," 0.5667409353","-0.321561542"," 1.595284514"," 0.869955936"," 0.686265085"," 0.023136419"," 1.1835692659"," 0.173927058","-0.195246744","-0.605867636"," 0.65874303","-0.11671821","-0.0679262249"," 0.2389681096","-0.335294876","-0.122995618","-1.554440e-01","-3.237151184","-0.1100961750"," 0.046531070"," 0.453858521","-0.372843031"," 1.108010815"," 0.327032008"," 0.62162355"," 0.117741607","-0.396171107"," 0.1708798346"," 0.633926131"," 0.737625979"," 0.702184741","-0.762976286","-0.0435794938","-0.400045183","-0.831785229","-0.154242665"," 0.583532321"," 0.037925258"," 0.063397851"," 0.331188264","-1.070786885"," 0.382978540"," 0.653691754","-0.4342814270","-0.019515594"," 1.670119e-01"," 0.50405548","-0.403076390","-0.049457777","-0.9761859059","-0.226318937"," 0.068443434","-0.005857111"," 0.456502030"," 0.05331686","-0.1164159106","-0.031757888","-1.086733887",2,2,"ACTd"
"ACTTP5","-0.027316587","-1.849703283"," 0.114292517","-0.84301290"," 0.9088081485"," 0.235452449"," 0.125007898","-0.065142651"," 0.126381530","-0.1182237659","-0.126929387","-0.329116191"," 0.0992082077","-0.1220649732","-0.180454049","-0.330549868"," 0.1664396661"," 0.5953151230"," 0.282937216"," 1.196035785"," 0.297160350"," 0.369307815","-0.230980675"," 1.4686169264"," 0.706940463","-0.222687062","-0.713872028","-0.41246748","-0.11218169","-0.1021402583"," 0.3960880218","-0.474843514"," 0.016522061"," 1.405340e-01"," 0.011712431"," 0.0335295053","-0.078239365","-0.192667194","-0.496010032"," 0.874772792"," 0.602983756"," 0.45757797","-0.169054684","-0.271164784","-0.1067360897"," 0.092198304"," 0.606732612"," 0.305724351","-0.802213241","-0.1688868393","-0.593653095","-0.483878528"," 0.216009901","-0.229487896"," 0.162602512","-0.027218233"," 0.139003096","-1.641621932"," 0.507265175"," 0.523071746","-0.7661924788","-0.286613800"," 1.062842e-02"," 0.27602046","-0.829897719"," 0.534711356","-0.7183068260","-0.338780739"," 0.213815151"," 0.377523531"," 0.452045292"," 0.20062051","-1.0028763472","-0.201358226","-0.691063453",2,2,"ACTd"
"ML_7_H1"," 0.409124218","-0.119683593"," 0.205364855"," 0.73024941","-0.1244146313"," 0.783387813","-0.878275840"," 0.632954151"," 0.009156192","-0.1830838845","-0.550546431","-0.011927297"," 0.0365191483"," 0.5318233904","-1.211730566"," 0.571617868"," 0.8808146460","-0.4584496056"," 0.109403873","-0.246186088","-0.178376164"," 0.213777254"," 0.429883626","-0.1996994935","-0.473622115"," 0.216839594"," 0.208474426","-0.22909618"," 0.32858807"," 0.6101402464"," 0.0197223510"," 0.286811063"," 0.126554535","-4.451680e-01","-0.027747089"," 0.0855371954","-0.117300163","-0.080106251"," 0.529313875"," 0.511506309"," 0.192351424"," 0.48358341"," 1.381613681"," 0.182821488"," 0.3358842993"," 0.083915175"," 0.923253973","-0.620469190","-0.247695638","-0.9277023397","-0.436843996","-0.144204774","-0.102516664","-1.170097348","-0.024468130"," 0.278858958"," 0.656873367","-0.163281493","-0.789166281","-0.328237371"," 0.0630277666"," 0.307033474"," 2.475465e-01","-0.11943690","-0.248523913"," 0.260677164","-0.5270685025"," 0.036587662"," 0.268154668","-0.495902620"," 0.064283684"," 0.04380847","-0.7171114437"," 0.742802184","-0.008355227",3,3,"ML_7"
"ML_7_H2"," 0.289426667","-0.088981355"," 0.225836892"," 1.03413592"," 0.0514703070"," 0.766715304","-0.947343950"," 0.663620520"," 0.220179149","-0.0996289155","-0.925955978"," 0.118442476"," 0.5250246091"," 0.4843555741","-0.720295320"," 0.587889281"," 0.3154000029","-0.7207025762"," 0.646579792"," 0.239548035","-0.089709325"," 0.224482984","-0.771564077","-0.1702125364","-0.604932611"," 0.155531423","-0.089542080"," 0.01026495"," 0.23222129"," 0.2194885914"," 0.0435640376"," 0.330525932","-0.515704705","-7.605009e-01","-0.188603220"," 0.2908911867","-0.442216012","-0.335482995"," 0.267217676"," 0.127610870"," 0.245416413"," 0.57699104"," 0.554136004"," 0.493172238"," 0.2489086969"," 0.966328835"," 0.974641776","-0.748146686","-0.143639474","-1.1307077494","-0.497215787","-0.338604673","-0.067523754","-1.202790976"," 0.213878025"," 0.318116496"," 0.495204194"," 0.289974538","-0.441921460","-0.331284288","-0.0318315137","-0.156452290"," 2.405135e-01","-0.07693573"," 0.266298721"," 0.479992608","-0.2915469404"," 0.013916170"," 0.266985138","-0.274458212"," 0.637949075"," 0.02423105","-0.4937543917"," 0.321815822","-0.331524896",3,3,"ML_7"
"ML_7_H4"," 0.318901060"," 0.072497828"," 0.018675555"," 0.91656917","-0.1430563105"," 0.715023644","-0.952678322"," 0.275564868"," 0.080349376","-0.1603121260","-0.547822489","-0.093388293"," 0.1050374574"," 0.6446030150","-0.519368115"," 0.544740200"," 0.4573583321","-0.6522674154"," 0.321650066","-0.181735372"," 0.203317786"," 0.080498134","-0.073458398","-0.0713830567","-0.405193966"," 0.211657490"," 0.306688898"," 0.27513931"," 0.26670151","-0.0369705601"," 0.0920811706","-0.015455475"," 0.401182632","-5.905855e-01"," 0.058161112"," 0.0521221074","-0.179439741","-0.284139849"," 0.298406005","-0.120599367"," 0.186933996"," 0.77948929"," 0.546061286"," 0.133268916"," 0.1791204450"," 0.301092609"," 0.753260414","-0.402749470","-0.140730699","-0.9265466196","-0.496492136","-0.372847272","-0.032763126","-1.235541646","-0.106888868"," 0.155998063"," 0.450501601"," 0.213451872","-0.387677248","-0.303406842"," 0.0916149170","-0.201303135"," 4.272374e-01","-0.11370141","-0.031772346"," 0.330061156","-0.5193108223"," 0.002945456"," 0.368240967","-0.107129775"," 0.415857305","-0.09034344","-0.5264901821"," 0.509667368"," 0.054535993",3,3,"ML_7"
"ML_7_H6"," 0.286227967"," 0.318134859"," 0.011787464"," 1.03802016"," 0.2423608064"," 0.508398244","-0.874405185"," 0.106295221"," 0.152394557","-0.6196054155","-1.072363174","-0.580935533","-0.2339859527"," 0.4178570061","-0.580113902"," 0.220283225"," 0.6578988446","-0.6597008284"," 0.114353114"," 0.209148237","-0.209051793"," 0.359544884","-1.764416657","-0.3554679361","-0.394548099"," 0.152569113","-0.015150452"," 0.12159641"," 0.42339367"," 0.2931281325","-0.3055342199"," 0.536312885"," 0.189829897","-4.800860e-01"," 0.486225659"," 0.1558895707","-0.272246140","-0.472432258"," 0.431000704","-0.393242557"," 0.037474886"," 0.49947747","-0.505467631","-0.182076438","-0.2041825171","-0.096170686"," 0.882654191","-0.330239232"," 0.013089229","-0.8466543611","-0.531478352","-0.319259023","-0.139796799","-0.710279012","-0.231349735"," 0.133272008"," 0.482686940"," 0.219724599","-0.316791699","-0.242099801"," 0.3065607042","-1.021341058"," 9.014643e-01","-0.11021971"," 0.085031323"," 0.219825571","-0.2440992810"," 0.104381456"," 0.278779186","-0.214207665"," 0.001834955"," 0.15355584","-0.6267040468"," 0.397144091"," 0.598337250",3,3,"ML_7"
"ML_7_H8"," 0.622939985"," 0.047234608"," 0.212151991"," 1.07607143"," 0.0373611352"," 0.529730033","-0.776380876"," 0.557542475","-0.107040015"," 0.2511630297","-0.842474843"," 0.165536393"," 0.7176759704"," 0.1308570839","-0.882282494"," 0.403319084"," 0.4408917715","-0.8067667507"," 0.130447711","-0.862672415"," 0.482620102"," 0.879592939"," 0.130867043","-0.3735391270","-0.197310550"," 0.150747516","-0.083541792","-0.19370817"," 0.45864650"," 0.0608929280","-0.2018917294","-0.055853861"," 0.409373825","-3.493134e-01","-0.671250284"," 0.2909759682"," 0.183755009","-0.488077982"," 0.277691894"," 0.076960485"," 0.461504280"," 1.20039197"," 1.021705060"," 0.436365522"," 0.3002878634"," 0.361922051"," 1.138935213","-0.591445013"," 0.251113047","-1.0895598986","-0.896274533","-0.692163884","-0.006796874","-1.291195056"," 0.160559621"," 0.256157391"," 0.923391340","-0.282261152","-0.363785258"," 0.012336529","-0.2246010459"," 0.017416062","-1.581374e-01","-0.59523632"," 0.178879275"," 0.434626604","-0.3729004376"," 0.132604737"," 0.181241890","-0.484688680"," 0.323316577","-0.13502182","-0.2582202706"," 0.592242170","-0.429432973",3,3,"ML_7"
"ML_7_H10"," 0.031672403"," 0.298122249"," 0.047572144"," 0.76391411","-0.0866852967"," 0.119525801","-0.914373966","-0.277833182","-0.225480141","-0.1412058711","-0.266693390","-0.328343084"," 0.1084361036","-0.0462771591","-0.203755235"," 0.306431697","-0.3631035621","-0.1630321262"," 0.334828934","-0.279742649"," 0.346123045","-0.025945028"," 0.113031397","-0.1686229648","-0.319122427"," 0.048759277","-0.082943995","-0.09822164"," 0.37150330"," 0.1696788120"," 0.2856709126"," 0.070226418","-0.107343417","-1.912675e-01"," 0.133159695","-0.5484978908","-0.375033517","-0.025701731","-0.110635719"," 0.105040317"," 0.108621899"," 0.54145815"," 0.811057416","-0.013715842"," 0.1859876139","-0.378824486"," 0.227851513"," 0.053997452","-0.121409487","-0.4534516042"," 0.024670974","-0.239386693"," 0.180771152","-0.331160969","-0.037334595"," 0.184197782","-0.063395368"," 0.463074033","-0.442357266","-0.174509032"," 0.2296326374"," 0.196531148"," 4.449116e-01"," 0.08441433","-0.348379772"," 0.554088638","-0.4013984341","-0.240007799"," 0.664940035","-0.646552730","-0.294859724","-0.04368766","-0.3520470248"," 0.293616949","-0.146350872",3,3,"ML_7"
"ML_7_H12","-0.028342590","-0.085560883","-0.033055967"," 0.18441603","-0.0298477317"," 0.643902286","-0.903523527","-0.663256937"," 0.049499195","-0.3065727973","-0.244013548","-0.196534826"," 0.0537100090"," 0.2644303619","-0.528208272"," 0.416217943","-0.3444395557","-0.0736901190","-0.036678874","-0.756505620"," 0.367189545","-0.416267255","-0.211389295"," 0.0079769055","-0.606721240","-0.076409470","-0.438193967"," 0.16686363"," 0.45639820"," 0.1297441023"," 0.3619641119","-0.003164535"," 0.353945285"," 1.234333e-01","-0.074249365","-0.6807252428","-0.355613456"," 0.086615645","-0.358349872","-0.222116288"," 0.174951233"," 0.07889643"," 0.320529774","-0.480901590"," 0.0186092989","-0.832744866","-0.001956810"," 0.013741853","-0.341044129","-0.2672222332","-0.052879115"," 0.044308914"," 0.453364394","-0.069227063"," 0.333665837","-0.141513899","-0.103703679","-0.348654145","-0.616879131"," 0.067595522"," 0.2591997429","-0.162205019"," 4.336043e-01","-0.04290429","-0.604580846"," 0.641773477","-0.3772800676","-0.418539798"," 0.775359811","-0.138273073","-0.139162601"," 0.11083588","-0.2954743129"," 0.220520899","-0.184396550",3,3,"ML_7"
"W7_H1","-0.140843916","-0.079974454","-0.207598638"," 1.07372771"," 0.2895592693"," 0.055132404","-0.712895573"," 0.141971935","-0.399406663"," 0.0829415862"," 0.063559340"," 0.271906673","-0.3451140986"," 0.5002360363","-0.757747938"," 0.302822530"," 1.0083603869","-0.5763939857"," 0.028884412"," 0.199260843"," 0.148260087","-0.193270729","-0.256344861","-0.2594158656","-0.228758339"," 0.221904038"," 0.315713011","-0.24931613"," 0.07777226","-0.2713212253"," 0.0485169303"," 0.088545420"," 0.253368687","-1.283533e-01","-0.220942808","-0.1930346813"," 0.376996885","-0.273224153"," 0.102938370"," 0.257802340","-0.019197590"," 0.72599908"," 0.360041774"," 0.030031611"," 0.0171024591","-0.158262990"," 0.395933365","-0.197809763"," 0.175262106","-0.5524961969","-0.206832962"," 0.103828210","-0.264740523","-0.911240055","-0.037206391","-0.418409027"," 0.474226992"," 0.310707615","-0.288785321","-0.373962589","-0.3915677898"," 0.043662861"," 4.166988e-01","-0.29445186","-0.242860869","-0.097471572","-0.5988300845","-0.006204569"," 0.981640953"," 0.232270326"," 0.797230041","-0.21993173","-0.2943142678"," 0.378469140"," 0.514590579",4,3,"W_7"
"W7_H2","-0.069354853"," 0.192127905"," 0.018755729"," 1.00980174"," 0.3195365625"," 0.151676284","-0.419274046"," 0.029343835","-0.200157337","-0.0470598766","-1.334929888"," 0.332747932","-0.2907364331"," 0.9540834101","-0.373211506"," 0.099379211"," 0.2709611129","-0.4596539903"," 0.830331728"," 0.200006628"," 0.032753531","-0.382577894","-0.430419654","-0.0124045711"," 0.083906187"," 0.039429935","-0.095179703"," 0.27835493"," 0.29534199"," 0.2413589976","-0.0009508931"," 0.218632665"," 0.100701502","-1.646073e-01","-0.173783058","-0.2324482837","-0.191013287","-0.015411377"," 0.046152130","-0.226427308"," 0.130203006"," 0.60322079","-0.160511091"," 0.033753002"," 0.0743204115"," 0.856424442"," 0.302917361","-0.306028404"," 0.095965349","-0.6613862193","-0.535184283","-0.260154793","-0.082389617","-0.592913182"," 0.085170799","-0.204435586"," 0.446417380"," 0.288414534","-0.307505225","-0.427203887","-0.0109372540","-0.119036174","-6.024883e-01","-0.15259025"," 0.295927212"," 0.076741080","-0.3281168998"," 0.081421365"," 0.581332226"," 0.357889661"," 0.850308534","-0.04091374","-0.1551413878"," 0.462126314"," 0.439395940",4,3,"W_7"
"W7_H4"," 0.626128179"," 0.304644450"," 0.356811839"," 1.05205749","-0.2427296339"," 1.019328838","-1.163063660"," 0.754698487","-0.091825506","-0.0100240855","-0.828949459","-0.077716981"," 0.3904320814"," 0.4453940432","-0.542282841"," 0.649738805"," 0.5648609815","-0.8639538074"," 0.285282018"," 0.079206360"," 0.032643683"," 1.006467703"," 0.651522919","-0.1019833382","-0.576484554"," 0.454964639"," 0.215464833"," 0.20379192"," 0.52413452","-0.0117507192"," 0.1093948084"," 0.116438661"," 0.385298468","-6.513317e-01"," 0.332387458"," 0.1801916414","-0.170333358","-0.116363127"," 0.715230721"," 0.243529191"," 0.141807970"," 0.53351735"," 0.851228884"," 0.116141802"," 0.0718323661"," 0.047029269"," 1.121516294","-0.548663266"," 0.201858314","-0.9661500880","-0.477149415","-0.365511050"," 0.124534315","-1.408097371"," 0.311535716"," 0.357363991"," 0.822425598","-0.222041401","-0.465039353","-0.025494322"," 0.1881171484"," 0.184211039"," 1.786248e-01"," 0.07580071"," 0.443752539"," 0.546338227","-0.6989806146","-0.034601336"," 0.063941046","-0.368120228","-0.074946704","-0.08834991","-0.7350547976"," 0.383035506","-0.205017875",4,3,"W_7"
"W7_H6"," 0.406088887"," 0.528227633"," 0.090519569"," 1.05244464"," 0.1450520528"," 0.391274820","-1.057324675"," 0.102996343"," 0.193387289","-0.7023244418","-0.953774802","-0.572936898","-0.4715902490"," 0.4308277791","-0.489473242"," 0.120363975"," 0.6623401936","-0.7340098824","-0.038328635"," 0.254786078","-0.196709026","-0.003958876","-1.352267331","-0.2225003912","-0.378842872"," 0.054485484"," 0.006864363"," 0.11948086"," 0.67892845"," 0.2180494651","-0.1941836059"," 0.699508379"," 0.475810888","-4.168990e-01"," 0.912216227"," 0.0922061480","-0.083233571","-0.498835945"," 0.582204159","-0.395671866","-0.075121963"," 0.42371125","-0.486872928","-0.366173163","-0.2446828579","-0.175996431"," 0.710597628","-0.249197686"," 0.104871539","-0.7384327597","-0.633111581","-0.327253364","-0.106437944","-0.774093755","-0.220555788"," 0.201548776"," 0.328346880","-0.074398425","-0.349035253","-0.075711904"," 0.2245299257","-1.392801471"," 7.348697e-01","-0.09543778"," 0.163079020"," 0.299443726","-0.2557164451"," 0.001115655"," 0.107752384","-0.238990651","-0.385877461"," 0.19328650","-0.8405282381"," 0.336625705"," 0.456161128",4,3,"W_7"
