X;ArtTP1;ArtTP2;ArtTP3;ArtTP4;ArtTP5;ArtTP1c;ArtTP2c;ArtTP3c;ArtTP4c;ArtTP5c
PF3D7_0511500;-0.7965;-0.381;-0.422;-0.2571;-0.6522;-0.4935;-0.2302;-0.4869;-0.7467;-0.7731
PF3D7_0511600;-2.083;0.676;0.174;0.462;0.383;-0.003;0.356;0.927;1.263;0.838
PF3D7_0511700;-0.288;0.27;0.091;0.531;0.042;-0.605;0.36;0.307;0.773;0.519
PF3D7_0511800;0.2145;0.132;0.0305;-0.0405;0.0765;0.426;0.687;0.354;-0.0135;0.741
PF3D7_0511900;-0.9135;-0.2865;-0.49;-1.0305;-0.8115;-0.957;-0.233;-1.2475;-1.099;-1.131
PF3D7_0512000;-0.535;0.776;0.065;-0.025;-0.601;0.187;0.148;-0.268;-0.719;-1.048
PF3D7_0512100;0.125;0.079;-0.733;-0.476;-1.12;-0.025;0.3;-0.663;-0.65;-1.11
PF3D7_0512200;-0.64;-0.967;-0.514;-0.2015;-0.8585;-0.6335;-0.396;-1.229;-1.4935;-1.737
PF3D7_0512300;0.342;0.029;0.294;1.09;-0.113;-0.243;0.15;-0.238;-0.394;-0.795
PF3D7_0512400;-1.406;-1.024;-0.716;-0.244;0.881;-0.769;-0.727;-0.577;-1.222;-0.624
PF3D7_0512500;-0.156;0.5845;-0.2875;-0.032;-0.512;-0.215;0.3505;-0.042;-0.3835;-0.15
PF3D7_0512600;-0.558;0.643;0.422;-0.114;-0.555;-0.757;-0.144;-0.061;-0.602;-0.689
PF3D7_0512700;-1.442;-1.191;-1.572;-1.893;-2.273;-0.671;-0.781;-1.252;-2.012;-2.031
PF3D7_0512800;0.0256666666666667;0.333;0.112333333333333;0.251666666666667;-0.37;-0.049;0.132666666666667;-0.367666666666667;-0.848666666666667;-0.714666666666667
PF3D7_0512900;0.816;0.853;1.468;1.128;0.468;0.72;0.615;-0.002;-0.506;-0.765
PF3D7_0513000;0.072;0.259;0.281;-0.057;-0.271;0.042;0.507;-0.42;-0.339;-0.372
PF3D7_0513100;0.424;1;0.488;0.702;0.374;0.009;0.701;0.637;0.484;0.486
PF3D7_0513200;-0.0248;-0.178;-0.4282;-0.5028;-0.9066;0.0794;0.1316;-0.1526;-0.2554;-0.1562
PF3D7_0513300;-0.545;0.413;-0.905;-0.849;-1.531;-1.094;0.022;-0.129;-0.916;-1.761
PF3D7_0513400;0.539;0.791;0.4;1.018;0.709;0.494;0.872;0.657;0.707;0.829
PF3D7_0513500;-1.819;-0.883;-1.061;-1.287;-1.554;-1.396;-0.939;-0.865;-1.69;-1.249
PF3D7_0513600;0.1595;-0.013;0.3725;0.334;-0.4195;-0.202;0.1905;-0.3245;-0.663;-1.198
PF3D7_0513700;-0.39275;-0.2725;-0.96125;-0.8355;-1.20125;0.02;0.52325;-0.37125;-0.86175;-0.7945
PF3D7_0513800;0.697;0.437;0.289;0.33;-0.518;0.682;0.655;0.329;-0.078;-0.4
PF3D7_0513900;0.491;0.442;0.687;0.607;0.564;0.614;0.653;0.115;0.071;-0.377
PF3D7_0514000;0.333;0.076;0.583;0.275;0.078;0.093;0.36;-0.274;0.346;0
PF3D7_0514100;-0.146;0.221;0.302666666666667;0.686333333333333;0.266;0.361;0.601666666666667;0.384333333333333;0.121666666666667;0.354333333333333
PF3D7_0514200;0.1555;0.8905;0.3405;0.108;0.024;0.1325;0.9715;0.8195;0.553;0.331
PF3D7_0514300;-0.404;0.5005;0.371;0.4775;0.2585;0.099;0.365;0.0575;-0.4375;-0.729
PF3D7_0514500;-0.3;1.248;-0.492;0.578;0.866;0.019;0.727;-0.057;0.71;-0.245
PF3D7_0514600;-0.114;-0.197;0.078;0.351;-0.303;-0.284;0.088;-0.375;-0.745;-0.796
PF3D7_0514700;0.152;0.524666666666667;0.101333333333333;0.164666666666667;0.018;0.326;0.495666666666667;0.114666666666667;-0.370333333333333;-0.483666666666667
PF3D7_0514900;0.2085;0.6305;0.427;0.392;0.299;0.2085;0.416;0.2655;-0.2685;-0.1375
PF3D7_0515000;-0.351;-0.0655;0.018;0.231;0.0205;0.177;-0.1175;-0.195;-0.8855;-0.526
PF3D7_0515100;0.5695;1.2945;-0.2045;0.3115;-0.1605;0.5385;0.696;0.3245;-0.241;-0.237
PF3D7_0515300;0.31975;0.7235;0.813;0.81175;0.581;0.5915;0.47125;0.56325;0.22675;-0.0255
PF3D7_0515400;-1.7035;-0.8215;-0.77;-0.2155;-0.483;-1.411;-0.461;0.14;0.2875;0.8715
PF3D7_0515500;-0.7615;-1.187;-1.6715;-1.2735;-0.966;-1.301;-0.947;-0.883;-0.617;-0.9415
PF3D7_0515600;-1.263;-0.644;-0.477;0.091;0.0665;-0.1615;-0.0235;-0.5565;-0.789;-0.3555
PF3D7_0515700;-0.165;0.829;0.526;0.109;0.3135;0.4445;0.467;1.3155;1.371;1.9525
PF3D7_0515800;0.35;1.033;0.252;0.595;0.15;0.067;0.349;0.569;0.051;0.061
PF3D7_0515900;0.488;1.336;0.328;0.931;0.6;0.947;0.911;0.927;0.65;0.694
PF3D7_0516000;-0.56;-0.897;-0.6845;-0.5385;-0.717;-0.995;-0.67;-1.1485;-1.4415;-1.2905
PF3D7_0516100;0.29825;-0.365;-0.44875;-0.77925;-1.1425;0.6655;0.53025;-0.019;-0.317;-0.5615
PF3D7_0516200;-0.315;-0.9;-1.045;-1.405;-1.464;-0.234;-0.076;-0.719;-1.1;-1.027
PF3D7_0516300;-1.118;-0.3645;-0.8895;-0.427;-0.8925;-0.742;-0.509;-0.8175;-0.9055;-0.793
PF3D7_0516400;-0.169;0.393;0.373;0.614;0.216;-0.15;0.283;0.676;0.447;0.273
PF3D7_0516500;-0.3145;-0.602;-0.25;-0.364;-0.685;0.056;0.1855;-0.1435;-0.33;-0.3735
PF3D7_0516600;0.643333333333333;0.8215;0.738333333333333;0.936666666666667;0.0783333333333333;0.286;0.289;-0.101;-0.233666666666667;-0.407666666666667
PF3D7_0516700;-0.4705;0.2525;0.2835;0.8995;0.368;-0.2455;0.5095;0.5195;0.499;1.077
PF3D7_0516800;0.65975;1.12466666666667;1.68325;1.52725;1.22875;0.862;1.19;0.90025;0.5385;0.3965
PF3D7_0516900;-0.071;-0.06;-1.023;-1.397;-1.677;0.137;-0.077;-0.398;-1.044;-1.008
PF3D7_0517000;-0.653;-1.162;-1.977;-0.734;-2.268;-0.594;-0.095;-0.815;-1.34;-0.815
PF3D7_0517100;-0.595;0.0895;-0.587;-0.5295;-0.999;-0.554;-0.341;-0.474;-0.964;-1.268
PF3D7_0517200;-0.997;-0.948;-0.916;-0.7735;-1.14;-0.7055;-0.5275;-0.986;-1.097;-1.1985
PF3D7_0517300;-0.976;0.054;-0.223;-0.214;-0.679;-1.007;-0.242;-0.47;-0.824;-0.789
PF3D7_0517400;0.1315;0.9795;0.496;0.529;0.113;0.5965;0.804;0.4755;-0.0185;-0.2605
PF3D7_0517500;-1.266;-0.143;-0.5715;0.1115;0.74;-0.8545;-0.4145;-0.2685;0.2725;-0.211
PF3D7_0517600;-0.512;-0.358;-0.408;0.011;-0.071;-1.352;-0.25;-0.798;-1.216;-0.229
PF3D7_0517700;-0.6425;-1.1825;-0.9485;-0.994;-1.1765;-1.025;-0.459;-1.0775;-1.5825;-1.6455
PF3D7_0517800;-0.977;-0.472;-0.911;-0.396;-0.572;-0.322;0.216;-1.361;-0.57;-0.462
PF3D7_0517900;0.7925;0.5;0.8025;1.3565;1.071;0.998;1.0255;1.143;1.221;0.99
PF3D7_0518100;0.0426666666666667;0.275;0.359333333333333;0.321333333333333;0.18;0.0046666666666667;0.186333333333333;-0.317666666666667;-0.691666666666667;-0.944666666666667
PF3D7_0518200;0.102;0.236;-0.693;-1.266;-0.834;-0.522;-0.118;-0.394;-0.781;-1.355
PF3D7_0518300;0.936;0.631;0.303;0.748;0.48;1.092;1.012;0.944;0.623;0.169
PF3D7_0518400;-0.172;-0.176;-0.389;-0.181;0.061;-0.435;-0.085;-0.397;0.129;0.252
PF3D7_0518500;-0.355;-0.2585;0.2845;0.344;0.1115;-0.376;0.0665;-0.3275;-0.7;-0.656
PF3D7_0518600;0.5225;1.345;1.318;1.537;1.073;0.9495;0.996;0.8255;0.499;0.2405
PF3D7_0518700;-1.48066666666667;-1.1435;-0.551666666666667;-0.512;-0.272666666666667;-1.29933333333333;-0.701333333333333;-0.888666666666667;-0.672;-0.915
PF3D7_0518800;-0.942;-1.451;-1.04;-1.561;-1.931;-0.459;-0.979;-0.766;-0.608;-1.367
PF3D7_0518900;-0.231;0.076;-0.251;0.128;-0.636;-0.333;-0.419;-0.313;-0.276;0.08
PF3D7_0519000;-0.334;-0.34;-0.116;0.508;0.478;-0.485;-0.301;-0.618;-1;-0.189
PF3D7_0519100;0.176;1.091;0.344;0.533;0.093;-0.066;0.591;0.822;0.165;0.512
PF3D7_0519300;0.031;0.531;8.711;0.2625;-0.179;0.323;0.525;-0.068;-0.626;-0.619
PF3D7_0519400;-0.145;-0.301;-1.439;-0.982;-1.952;-0.18;-0.046;-0.364;-0.958;-0.948
PF3D7_0519500;-0.05125;-0.293666666666667;-0.3;-0.39275;-0.97025;0.0445;-0.0995;-0.5905;-1.0005;-0.99725
PF3D7_0519600;-0.045;0.195;-0.222;0.266;-0.282;-0.1265;0.243;0.0335;-0.346;-0.4755
PF3D7_0519700;-0.313;-0.404;-0.446;-0.158;-0.532;-0.399;0.107;-0.245;-0.481;0.025
PF3D7_0519800;-0.8555;-0.869;-0.6015;-0.295;-1.0345;-0.854;-0.9255;-1.2445;-1.72;-1.4715
PF3D7_0519900;-0.0425;1.25;0.197;-0.268;0.0195;0.0845;0.498;0.436;0.0485;-0.305
PF3D7_0520000;-0.201;-0.548;-1.057;-0.704;-1.447;0.103;0.01;-0.691;-0.997;-0.607
PF3D7_0520100;-1.0475;-0.15;-0.5885;-0.259;-0.609;-0.6195;-0.2885;-0.4045;-1.136;-1.2315
PF3D7_0520200;-0.226;-0.703;-0.5125;-0.479;-0.9495;-0.097;-0.0545;-0.6705;-0.957;-0.782
PF3D7_0520300;-0.203;0.334;-0.487;0.001;-0.918;-0.642;0.087;-0.48;-0.774;-1.131
PF3D7_0520500;-0.79;0.099;-0.502;0.236;0.094;0.182;0.274;0.634;0.636;0.876
PF3D7_0520600;-1.248;-0.271;-1.41;-0.732;-1.565;-0.706;-0.273;-1.442;-2.224;-2.372
PF3D7_0520700;-0.809;-0.405;-0.7935;-0.6615;-0.8475;-0.2375;0.288;-0.619;-0.9885;-1.192
PF3D7_0520800;0.53525;0.818333333333333;0.6425;0.6875;0.462;1.03025;1.0015;0.38475;-0.082;-0.32675
PF3D7_0520900;0.453;1.144;0.2235;0.2375;-0.036;0.9635;0.9375;0.696;0.054;0.0655
PF3D7_0521000;-0.3225;0.017;-0.488;-0.5005;-0.9235;-0.0785;-0.125;-0.6955;-1.1635;-1.5655
PF3D7_0521100;-0.526333333333333;0.582333333333333;-0.502333333333333;-0.205666666666667;-0.828666666666667;-0.319333333333333;0.0956666666666667;-0.395666666666667;-0.495666666666667;-0.604666666666667
PF3D7_0521200;-0.358;0.457;0.645;0.128;0.016;0.096;0.205;0.142;-0.726;-0.494
PF3D7_0521300;-0.445;-0.0235;-0.329;-0.611;-0.488;0.414;0.357;8.0915;-0.0175;-0.633
PF3D7_0521400;0.5435;0.8045;-0.199;0.327;-0.2165;1.019;0.965;0.4855;-0.174;-0.3055
PF3D7_0521500;0.1075;0.226;0.0835;0.5025;0.0055;0.13;0.4955;-0.106;-0.4615;-0.6335
PF3D7_0521700;-0.5605;-0.519;-0.2185;-0.5775;-0.543;-0.081;-0.1775;-0.7025;-1.069;-1.0795
PF3D7_0521800;0.338;0.3855;0.319;0.641;0.2595;0.3455;0.444;0.573;0.145;0.2035
PF3D7_0521900;-0.253333333333333;0.122333333333333;-0.0923333333333333;0.371666666666667;0.159666666666667;-0.455666666666667;0.0433333333333333;-0.549666666666667;-0.264;-0.143666666666667
PF3D7_0522000;-0.508;0.973;0;-0.2;-0.365;-0.671;-0.294;-0.566;-0.797;-1.25
PF3D7_0522100;-0.6175;0.621;0.476;0.899;0.801;-0.3065;0.0295;0.395;0.5245;0.185
PF3D7_0522200;-0.312;1.624;0.419;-0.285;0.144;-0.409;-0.972;0.35;-0.128;0.401
PF3D7_0522300;-1.155;-1.335;-0.528;-0.204;-0.135;-1.361;-0.656;-1;-0.809;-0.592
PF3D7_0522400;-0.1209;0.40475;0.5862;0.6076;0.5148;-0.0165;0.5525;0.8241;0.9446;1.2498
PF3D7_0522600;0.152;0.1395;0.427;0.6365;0.6435;0.2215;0.87;1.211;0.794;0.947
PF3D7_0522700;-0.134;0.836;0.597;0.579;0.349;-0.122;0.885;0.371;0.118;-0.133
PF3D7_0522800;-0.464;-0.436;-0.465;-0.28;-0.945;-0.738;-0.639;-1.095;-1.475;-1.705
PF3D7_0522900;-0.949666666666667;-0.622;-0.240333333333333;-0.102;-0.0946666666666667;-1.112;0.0126666666666667;-0.421666666666667;-0.768;-0.0786666666666667
PF3D7_0523000;-1.393;-0.695;-0.784666666666667;-0.21;-0.457333333333333;-1.052;-0.727333333333333;-1.331;-1.38333333333333;-0.709
PF3D7_0523100;0.026;0.231;0.085;0.509;0.1165;0.013;0.388;0.0245;-0.34;-0.6245
PF3D7_0523200;-0.2855;-0.24;-1.333;-1.627;-1.6925;-0.248;-0.2055;-0.6475;-1.0105;-1.212
PF3D7_0523400;-0.681;-0.22;-0.06;-0.00650000000000001;-0.109;-0.565;0.0565;-0.224;-0.259;-0.1735
PF3D7_0523600;-1.123;1.811;0.726;0.879;0.366;0.709;0.834;0.926;0.373;0.001
PF3D7_0523700;-0.533666666666667;0.484;0.707333333333333;0.108333333333333;0.279;0.052;0.0873333333333333;-0.372666666666667;-1.15266666666667;-0.990666666666667
PF3D7_0523800;-0.8635;-0.314;0.0925;-0.5805;-0.0175;-0.2865;0.0455;-0.5385;-0.222;-0.599
PF3D7_0524000;-0.205;-0.576;-0.524;-0.4745;-0.782;-0.142;0.0575;-0.4465;-0.813;-0.8145
PF3D7_0524200;0.036;1.25;0.198;0.468;0.686;0.354;0.332;0.645;0.398;0.217
PF3D7_0524300;-0.1735;0.868;0.0395;0.466;-0.034;0.197;0.045;-0.1155;-0.23;0.134
PF3D7_0524400;-0.976;-1.375;-0.619;-0.835;-0.9115;-0.552;-0.479;-0.9875;-1.4195;-1.273
PF3D7_0524600;1.555;2.321;1.418;1.771;1.255;1.529;0.947;1.331;0.117;0.267
PF3D7_0524700;-0.623;-0.701;-1.265;-0.948;-1.069;-0.84;-0.465;-1.011;-1.453;-1.086
PF3D7_0524800;-1.4875;-1.076;-1.036;-1.2975;-1.2355;-1.21;-1.0795;-0.6875;-0.4365;-0.421
PF3D7_0524900;-0.903;-0.052;-0.3485;-0.6495;-0.8745;-0.67;-0.591;-0.945;-1.6;-1.1285
PF3D7_0525000;-0.318;0.274;0.7415;1.227;0.9805;-0.5645;-0.7515;-1.346;-1.5735;-1.6925
PF3D7_0525100;-0.3865;0.128;-0.068;0.161;-0.3705;-0.7345;-0.5905;-0.8075;-0.545;-0.321
PF3D7_0525200;0.0653333333333333;0.677;0.939;1.03366666666667;0.591333333333333;0.153;0.668;0.532666666666667;-0.000333333333333334;0.254333333333333
PF3D7_0525300;-2.454;-0.9445;-0.693;-0.081;-0.4875;-2.2585;-1.7285;-0.6835;0.1455;0.7855
PF3D7_0525400;-0.136;0.71;0.063;-0.391;-0.619;-0.047;0.4515;0.0435;0.429;0.4575
PF3D7_0525500;-1.078;0.275;-0.819;-0.725333333333333;-0.543666666666667;-1.00166666666667;-0.381333333333333;-0.805666666666667;-0.859;-0.738333333333333
PF3D7_0525600;0.578;0.3335;0.1315;0.167;-0.283;0.18;0.4115;-0.176;-0.363;-0.237
PF3D7_0525700;1.279;0.944;0.355;0.395;-0.128;0.995;1.21;0.681;0.428;0.528
PF3D7_0525900;-2.102;-1.021;-1.585;-0.496;-0.222;-2.087;-0.714;-0.326;0.634;1.189
PF3D7_0526000;-0.6455;0.211;-0.0165;0.15;-0.4145;0.255;0.318;-0.0605;-0.5625;-0.421
PF3D7_0526100;-0.632;-0.303;-0.831;-0.711;-1.322;-0.818;-0.437;-1.33;-1.165;-1.589
PF3D7_0526200;0.5625;0.83;0.2995;0.511;0.0665;0.4105;0.783;0.7775;0.9195;0.8545
PF3D7_0526300;-0.58;1.021;-0.467;-0.119;-0.845;-0.479;-0.123;-0.492;-0.697;-0.989
PF3D7_0526500;-0.521333333333333;-0.805;-0.678333333333333;-0.0326666666666667;0.43;-0.159;5.364;5.00633333333333;-1.108;-0.754
PF3D7_0526600;0.817285714285714;1.13833333333333;2.13985714285714;2.95571428571429;2.72742857142857;0.877857142857143;0.975285714285714;0.381857142857143;-0.0257142857142857;-0.179285714285714
PF3D7_0526800;-0.1505;-0.4465;-0.645;-0.665;-1.017;-0.252;-0.2185;-0.6115;-0.939;-1.0675
PF3D7_0526900;-0.201;0.329;-0.164;0.032;-0.334;0.103;0.27;0.023;-0.73;-0.624
PF3D7_0527000;0.749;1.0755;0.9405;0.742;0.7995;0.687;1.3265;1.205;0.6825;0.504
PF3D7_0527100;-0.356;0.281;-0.291;0.048;-0.071;0.491;0.678;0.373;0.372;0.274
PF3D7_0527200;0.443;0.3245;0.3345;0.5305;0.0495;0.6235;0.775;0.6735;0.468;0.4505
PF3D7_0527300;-0.433;0.435;-0.353;0.111;-0.154;-0.418;0.254;0.148;-0.264;0.151
PF3D7_0527500;-0.4435;0.652;-0.9695;-0.796;-1.246;-0.1715;-0.219;-0.762;-1.697;-1.594
PF3D7_0527600;-0.1615;0.4005;-0.6435;-0.344;-0.459;0.456;0.6265;0.429;0.141;0.0695
PF3D7_0527900;-0.5815;0.727;-0.448;-0.2085;-0.516;-0.401;-0.0795;-0.5435;-0.896;-0.8225
PF3D7_0528100;0.00700000000000001;0.8305;0.0985;0.8365;0.035;0.235;0.1915;0.3295;0.0395;0.032
PF3D7_0528200;-0.4205;-0.601;-0.867;-1.0945;-1.023;-0.2565;0.012;-0.356;-0.759;-0.7
PF3D7_0528300;-1.03;0.285;-0.06;0.6095;0.2495;-0.9995;-0.061;0.1755;0.045;1.2535
PF3D7_0528500;1.151;0.865;0.312;0.68;0.356;0.994;1.198;0.776;0.717;0.283
PF3D7_0528700;-0.65;0.202;-0.771;-0.696;-0.678;-0.278;-0.027;-0.47;-0.938;-0.898
PF3D7_0528800;-1.2085;-1.352;-1.134;-0.556;-1.1705;-1.043;-1.2745;-1.545;-1.808;-2.0195
PF3D7_0529000;0.0285;0.2625;0.2515;0.1285;0.1255;0.435;0.482;0.169;-0.1045;0.2955
PF3D7_0529300;0.575;0.582;0.409;1.131;0.887;1.194;1.036;0.603;0.029;0.124
PF3D7_0529400;0.337;1.13;1.04966666666667;1.13333333333333;1.05166666666667;0.236666666666667;0.763333333333333;0.891;0.416333333333333;0.582666666666667
PF3D7_0529500;-1.243;0.81;-0.149;-0.149;-0.164;-0.155;0.116;0.101;-0.883;-0.481
PF3D7_0529700;0.1515;-0.574;-0.8855;-0.748;-1.217;-0.1895;-0.139;-0.3435;-0.4255;-0.3805
PF3D7_0529800;0.495333333333333;0.728;0.972333333333333;0.953;0.664666666666667;0.487666666666667;0.63;0.384;0.295;0.0293333333333333
PF3D7_0529900;0.1;0.343;0.209;0.691;0.435;-0.018;0.173;0.364;0.526;0.15
PF3D7_0530100;-0.485;-0.96;-0.675;-0.671;-1.114;-1.217;-0.406;-1.164;-0.403;0.386
PF3D7_0530200;0.409;1.132;0.8005;-0.329;0.35;0.072;1.4775;0.824;0.4475;0.2275
PF3D7_0530300;0.878;1.23333333333333;1.08266666666667;1.14166666666667;0.645666666666667;0.649;1.15766666666667;0.993;1.13;1.099
PF3D7_0530400;-0.771666666666667;-0.631333333333333;-0.935666666666667;-0.875333333333333;-1.05633333333333;-0.362666666666667;-0.403;-0.558333333333333;-0.937333333333333;-0.853666666666667
PF3D7_0530500;-1.7795;0.116;-0.569;-0.8375;-0.112;-0.334;-0.0055;-0.1855;-0.501;0.1245
PF3D7_0530600;-0.7965;0.378;-0.2745;-0.252;-0.708;-0.6995;-0.309;-0.7055;-0.991;-1.299
PF3D7_0530700;-0.926;-1.339;-1.2175;-1.2775;-2.113;-0.8875;-0.965;-1.5785;-1.91;-1.6525
PF3D7_0530900;-0.18125;0.353;0.3375;0.69075;0.51475;-0.0235;0.53275;0.8715;0.286;0.779
PF3D7_0531000;-0.289;0.45;0.3695;0.8795;0.6665;0.442;0.535;0.3105;0.204;0.2905
PF3D7_0531100;-0.0825;1.603;0.591;0.793;0.636;0.11575;0.541;0.85625;0.40375;0.631
PF3D7_0531300;0.379;0.137;-0.276;0.244;0.105;0.49;0.606;0.833;0.589;0.978
PF3D7_0531400;-1.029;-0.321;-0.6445;0.0115;0.027;-0.497;-0.404;-0.619;-1.113;-1.173
PF3D7_0532300;-3.207;-2.7;-2.302;-1.232;-1.766;-3.0465;-2.714;-3.433;-3.7905;-3.687
PF3D7_0532400;-1.0595;-0.4215;-0.828;-0.6205;-1.2485;-1.5335;-0.7545;-0.9865;-1.5325;-1.996
PF3D7_0532500;-0.604;1.231;0.229;0.488;-0.299;-0.764;-0.508;-0.858;-1.511;-2.041
PF3D7_0532600;-1.334;-0.071;-0.444;-0.394;-0.4;-1.485;-0.646;-0.833;-1.184;-0.648
PF3D7_0532700;-0.1245;-0.034;0.016;-0.063;0.2185;-0.0925;0.229;-0.00950000000000001;0.165;0.55
PF3D7_0532900;-2.338;0.267;-0.415;0.249;-0.147;-1.539;-0.052;-0.597;-0.822;-0.845
PF3D7_0533000;-0.088;-0.141;-0.544;0.302;-0.67;0.297;0.163;-0.102;-0.209;-0.656
PF3D7_0533100;-0.103;-0.0046;0.00399999999999999;0.255;-0.0998;-0.3828;0.1498;-0.224;-0.3676;-0.6192
PF3D7_0600200;-1.539;-0.3098;-1.1406;-0.9518;-0.3368;-1.5772;-0.3788;-0.8942;-0.9894;-1.1004
PF3D7_0600400;-3.448;-2.654;-1.981;-2.5065;-1.266;-2.917;-1.9885;-3.4645;-3.063;-2.6625
PF3D7_0600500;0.178;-0.918;0;0.25;0.663;1.341;-0.926;-0.285;-0.206;-0.737
PF3D7_0600700;-1.567;-0.049;-0.358;-0.11;0.082;-1.644;0.525;-0.905;-0.675;-0.644
PF3D7_0601100;-2.397;-1.042;-1.492;-0.748;-0.883;-2.371;-1.31;-1.951;-1.278;-2.146
PF3D7_0601200;-3.895;-3.074;-1.398;-1.585;-2.02;-4.309;-3.193;-4.015;-4.366;-3.76
PF3D7_0601400;-0.4435;0.2255;-0.7225;-0.2165;-0.3565;-0.567;-0.4565;-0.315;-0.5285;-0.441
PF3D7_0601500;-1.8705;-1.8985;-1.1285;-0.0765;-0.536;-1.985;-1.3155;-1.9135;-1.7975;-1.452
PF3D7_0601600;0.259;0.647;0.497;1.273;0.902;0.701;0.784;1.363;0.984;1.243
PF3D7_0601700;-0.182;0.338;0.065;0.496;0.496;-0.285;-0.154;-0.18;-0.881;-0.156
PF3D7_0601900;-1.637;-0.32;-0.515;-0.225;-0.528;-1.02;-0.424;-0.778;-2.255;-0.887
PF3D7_0602000;-0.283666666666667;0.4225;0.959666666666667;0.976;0.581333333333333;-0.077;0.139666666666667;-0.0663333333333333;-0.485;-0.615
PF3D7_0602100;-1.654;-1.458;-0.888;-0.3155;-0.4635;-1.106;-1.4505;-1.774;-2.225;-2.0355
PF3D7_0602200;-1.071;0.075;-0.459;0.045;-0.511;-0.871;-0.198;-0.72;-1.245;-1.675
PF3D7_0602300;-0.196;-0.091;-1.34;-0.946;-0.541;-1.229;-0.482;-0.276;-1.546;-1.354
PF3D7_0602400;-0.209;0.7425;0.741;0.6715;0.0705;0.428;0.6055;0.103;-0.285;-0.3455
PF3D7_0602500;0.048;-0.138;-0.3095;-0.024;-0.445;-0.1525;0.266;-0.1245;-0.9035;-0.468
PF3D7_0602600;-0.3685;-0.843;-0.209;-0.191;-0.5745;-0.526;-0.3265;-0.697;-1.087;-1.132
PF3D7_0602700;-1.2865;0.078;-0.8195;0.1;-0.26;-1.0815;-0.6775;-0.801;-1.3505;-0.9855
PF3D7_0602800;-1.128;-0.45;-1.6815;-0.9365;-1.1815;-0.914;-0.6115;-0.82;-1.209;-1.0655
PF3D7_0602900;-0.648;0.262;-0.0205;0.326;0.3085;0.066;0.726;0.9055;0.977;0.963
PF3D7_0603000;-0.029;-0.314;-0.0825;0.1465;-0.272;-0.292;-0.0275;-0.1345;0.0635;-0.08
PF3D7_0603100;0.143;0.6815;0.7455;0.7925;0.2535;0.0285;0.309;0.238;0.0325;0.0755
PF3D7_0603200;-0.022;1.2865;0.612;0.723;0.0245;0.518;0.652;0.0465;-1.087;-0.984
PF3D7_0603300;-0.684;-1.48;-1.2855;-1.4475;-1.596;-0.839;-0.5035;-1.4055;-1.7675;-2.1995
PF3D7_0603400;-0.659;0.058;0.472;0.317;-0.1655;0.1355;0.0115;-0.2825;-0.837;-0.8875
PF3D7_0603500;0.7215;16.61;0.5415;1.123;0.476;0.804;-0.041;0.597;0.665;0.403
PF3D7_0603600;-0.62675;-0.514;0.1625;0.716;0.082;-0.49325;-0.50725;-0.66875;-0.849;-0.9605
PF3D7_0603700;0.238;0.661;0.411;0.076;-0.305;0.5475;0.312;-0.163;-1.0305;-1.0715
PF3D7_0603800;0.48;1.11266666666667;1.01266666666667;1.22733333333333;1.05866666666667;0.377333333333333;0.802;1.03633333333333;0.876;1.032
PF3D7_0604000;-0.209666666666667;-0.55;0.0373333333333333;0.531;0.324666666666667;0.301333333333333;-0.153333333333333;-0.430333333333333;-0.396;-0.564333333333333
PF3D7_0604100;0.197666666666667;1.44333333333333;1.38466666666667;1.752;1.86366666666667;0.590666666666667;1.20333333333333;1.78366666666667;0.864;1.50933333333333
PF3D7_0604200;0.436;0.911;0.318;0.677;0.331;0.246;0.613;-0.008;-0.377;-0.239
PF3D7_0604300;-0.254;0.3475;0.00600000000000001;-0.099;-0.3305;-0.314;-0.0245;-0.102;-0.5465;-0.606
PF3D7_0604400;-0.423;0;-0.174;0.597;0.635;-0.222;-0.156;0.292;-0.183;0.096
PF3D7_0604500;-0.321;0.166666666666667;0.2278;0.3418;0.0776;-0.3908;-0.2232;-0.4028;-0.561;-0.4122
PF3D7_0604600;-0.138333333333333;-0.038;-0.374666666666667;-0.217333333333333;-0.355333333333333;0.205666666666667;0.428666666666667;-0.062;-1.029;-0.381
PF3D7_0604700;-0.017;1.033;0.228;0.005;-0.453;-0.238;0.202;0.031;-0.499;-1.015
PF3D7_0604800;-0.950666666666667;-1.176;-0.693;-0.747666666666667;-0.864666666666667;-0.594666666666667;-0.338333333333333;-0.908;-1.48266666666667;-1.35133333333333
PF3D7_0604900;0.07;0.715;-0.339;0.139;-0.37;0.333;0.45;0.192;-0.636;-0.094
PF3D7_0605000;-0.378;-0.766;-0.432;-0.438;-0.642;-0.517;-0.272;-0.612;-0.828;-0.636
PF3D7_0605100;-0.3525;-1.106;-1.4855;-0.8825;-0.648;-0.0925;0.098;-0.173;-0.165;-0.179
PF3D7_0605300;0.108;1.082;0.553;1.428;0.396;0.504;0.941;0.671;0.055;-0.222
PF3D7_0605400;-0.237;1.085;0.587;0.713;0.248;0.18;0.772;0.763;0.311;0.092
PF3D7_0605500;-0.421;0.6135;8.6275;0.986;8.415;0.344;0.534;8.4825;0.177;-0.102
PF3D7_0605600;-1.06966666666667;-0.902;-0.741;-0.121333333333333;0.129333333333333;-1.035;-0.651;-0.516333333333333;-0.444333333333333;0.419666666666667
PF3D7_0605700;-0.504;0.027;0.927;1.862;1.862;-0.252;-0.206;-0.285;-0.307;-0.526
