"","MAL13P1.301","MAL7P1.137","MAL7P1.18","MAL8P1.55","PF07_0049","PF10_0142","PF10_0215","PF10_0321","PF10_0374","PF11_0276","PF11_0354","PF11_0396","PF11_0471","PF11_0527","PF13_0081","PF13_0107","PF14_0062","PF14_0139","PF14_0238","PF14_0507","PF14_0512","PF14_0598","PF14_0642","PF14_0736","PFB0161c","PFB0530c","PFB0655c","PFB0745w","PFC0090w","PFC0885c","PFC0960c","PFD0625c","PFE0830c","PFE1320w","PFF0200c","PFF0610c","PFF0875w","PFF0940c","PFF1150w","PFF1315w","PFF1580c","PFI1020c","PFI1580c","PFI1770w","PFL0175c","PFL0585w","PFL1125w","PFL1240c","PFL1815c","PFL2235w","D_class","Class","Compound"
"Cyclosporine_H2"," 0.439474375","-0.24035186","-0.111764606"," 0.066956529"," 0.459584273"," 0.235279170"," 0.5309351879","-0.209887702"," 0.820602308"," 0.3747455503"," 9.899772e-02"," 0.128060625","-2.537130e-01","-0.07206720","-0.017825376","-0.066576384"," 2.39853461","-0.2311416695"," 0.001231259"," 0.1499717675","-0.093847001","-0.104181123","-0.272796983","-0.22142955"," 0.16189521","-0.104856702","-0.045612977","-0.018334511"," 0.281615743","-0.293555556"," 0.5884364153","-0.359128730","-0.027810496","-0.231042493"," 0.04455787"," 0.026028574","-0.1564621043","-0.417178372","-0.196589129"," 0.407085014","-0.2097764658","-0.243804826","-0.013069542","-0.753553010"," 0.0012386514"," 0.251098053"," 0.0095781844","-0.046863027"," 0.182856191"," 0.0970890367",6,5,"Cyclosporine"
"Cyclosporine_H4"," 0.947934758","-0.47777351","-0.258404993"," 0.271729244"," 0.168482062","-0.140183530"," 0.5720021036","-0.434260101"," 0.138430164"," 0.2589623617","-1.537388e-02"," 0.174246859","-5.617083e-01","-0.02071482","-0.531959743"," 0.373435115","-0.02225192","-0.3496186456","-0.165409475","-0.2489467499"," 0.247240544","-0.347097192","-0.148700622","-0.48192643"," 0.31268013","-0.118536201","-0.078506122"," 0.140221479"," 0.206497838","-0.127989883"," 0.6824334588","-0.360308675","-0.039029043","-0.097032104"," 0.15803175","-0.103588619","-0.3053732604","-0.122811052","-0.271476573"," 0.320058011","-0.7928143789","-0.439476249","-0.345514223","-1.203844624"," 0.2596530114"," 0.713014475"," 0.1283489539"," 0.153889092","-0.128515718","-0.1660990419",6,5,"Cyclosporine"
"Cyclosporine_H6"," 0.097244376","-0.06202557","-0.152834744"," 0.138493752"," 1.548381587"," 0.313266210"," 0.3368010081","-0.229945884"," 0.715920002"," 0.7520922343"," 1.235790e-01"," 0.478788201"," 1.143359e-02"," 0.46122859","-0.446316963"," 0.229433523"," 0.42453016"," 0.1659538531","-0.273719238"," 0.0334422752"," 0.001006265"," 0.196857882","-0.621033282","-0.68138704"," 0.94547548","-0.192524303","-0.211541264","-0.401020227","-0.186724553","-0.646028090"," 0.6087742909"," 0.892652717","-0.221213486","-0.154420046"," 0.54563196"," 0.054072978"," 0.1324635331","-0.027879948","-0.499047918"," 0.459766670","-0.4406217759","-0.190721093","-1.281399292","-0.612360511"," 0.3756577216"," 1.095250226"," 0.2355121718","-0.068989530"," 0.034490231"," 0.2546351331",6,5,"Cyclosporine"
"Cyclosporine_H8"," 0.191241732","-0.24655648"," 0.034053602"," 0.226891753"," 0.370403737"," 0.160280176"," 0.6751477823","-0.505120709"," 0.887189978"," 0.6111092999"," 6.131415e-02"," 0.472749064","-1.097054e-01"," 0.40509547","-0.460358801","-0.181980593"," 0.20548743","-0.0190590208","-0.473423386","-0.2106858523"," 0.219619300","-0.125165436","-0.765208036","-0.47061947"," 0.81754766","-0.269591518"," 0.058295029"," 0.012912096"," 0.279610676","-0.216892141"," 0.9106576393","-1.242450104"," 0.189794323","-0.215100090"," 0.67345755","-0.362295947"," 0.0001095511","-0.182483788","-0.694455205"," 0.488253743","-0.1537218003","-0.493421753","-0.543536489","-0.615715099"," 0.7368070043"," 0.924135761"," 0.3969853095"," 0.199500502"," 0.203225849","-0.1792813931",6,5,"Cyclosporine"
"Cyclosporine_H10"," 0.041424394","-0.18460713","-0.141954576","-0.025512784","-0.577000837"," 0.095479767"," 0.4565596620","-0.285738162","-0.888085043","-0.0389522242","-2.755299e-05"," 0.560971701","-9.911760e-01","-0.26952995","-0.345399317"," 0.038988467","-0.18486625"," 0.0352318651","-0.098025346","-0.1714412442"," 0.188013965","-0.335842777","-0.317785538","-0.03980896"," 0.21581124","-0.019406002"," 0.113773396","-0.188365301","-0.041494484"," 0.101182623"," 0.5224503116"," 1.076352749","-0.011209311","-0.686466489"," 0.21049606","-0.193284688","-0.4373431801","-0.212757592","-0.634811173"," 0.476858840","-0.0984575766","-0.207300949","-0.668750967","-0.711224564","-0.0931955010"," 0.034024507"," 0.1726433034"," 0.001299007","-0.051791741","-0.1189676399",6,5,"Cyclosporine"
"Cyclosporine_H12","-0.036182249","-0.32103885","-0.027635873"," 0.009696094","-0.546030211"," 0.047681246"," 0.5418580781","-0.386948918"," 0.787684362"," 0.1376658164"," 2.567451e-02"," 0.301506000"," 1.513714e-01","-0.24428952","-0.247212185","-0.196149922","-0.19107037"," 0.0517896545","-0.057432346","-0.0098952990","-0.077271815","-0.608928930","-0.345809057","-0.54077752"," 0.30643459","-0.167736866"," 0.198243158"," 0.622942624"," 0.086700881","-0.026817384"," 0.8362334266"," 1.905099677"," 0.068354902"," 0.015544407"," 0.20801773","-0.111688344","-0.3521057173","-0.369372097","-0.591677085"," 0.462882428","-0.8796582555","-0.497725493","-0.395527360","-0.952623256"," 0.4881952789"," 0.131809898"," 0.3076288982","-0.137465012","-0.158354127"," 0.1842434822",6,5,"Cyclosporine"
"Cyclosporine_H14"," 0.240327360","-0.26276193"," 0.039200342","-0.396092399"," 1.079522676"," 0.158370175"," 0.3423684816","-0.215522872"," 0.634491646","-0.3063227830"," 1.066702e-01"," 0.509495420"," 4.284675e-01"," 0.02271504","-0.466938664","-0.249376052","-0.17446317"," 0.0484043608","-0.242936526","-0.1441579915","-0.049854105","-0.503902599","-0.604063051","-0.44543022"," 0.05567250","-0.265651859"," 0.037082630"," 0.344149002","-0.036314951","-0.158360819"," 0.4771608593"," 0.911505789","-0.185368283","-0.167630476"," 0.32156310"," 0.047507677","-0.2565025271","-0.199502854","-0.276714414"," 0.868110687","-0.5614222236","-0.393717561"," 0.145908342","-1.128336231"," 0.1599606032"," 0.322012181"," 0.2907520879","-0.072555389"," 0.186265437"," 0.0715330982",6,5,"Cyclosporine"
"Colchine_H1"," 0.139473029","-0.15298956"," 0.403854158"," 1.276167983","-0.947654269","-0.046219912"," 0.3861502737","-0.953940954","-0.195846122"," 0.3305050796","-2.774540e-01","-0.111242732","-1.794988e-01","-0.10905529","-0.239889677"," 0.043484238"," 0.51722830"," 0.6271591246"," 0.009957927"," 0.1324549123","-0.015425519","-0.613349489","-0.344198877","-0.02654832"," 0.06416122","-0.310223959"," 0.096803335"," 0.187072576"," 0.263162245","-0.642026377"," 0.1023418652","-0.415951455","-0.354109296","-0.156422338"," 0.32814474","-0.162957356","-0.1613477293"," 0.232164160","-0.028682864"," 0.356034913"," 0.2286435028","-0.483420415","-0.046892813"," 0.133831041","-0.1467210796"," 0.746916962"," 0.0981316562"," 0.177471656"," 0.039463697"," 0.2041389200",7,6,"Colchine"
"Colchine_H2"," 0.390493278","-0.03130944"," 0.101005553"," 0.419731486","-0.755277016","-0.187857096","-0.0066210832","-0.478202152","-0.252976418"," 0.1059328564","-2.168370e-01","-0.121346287"," 8.400463e-05"," 0.02368665","-0.259651414","-0.023587092","-0.72233058","-0.0136593474"," 0.012236324"," 0.0601342235","-0.043855209","-0.138744033","-0.114814631"," 1.08162535"," 0.07482878","-0.210856650","-0.193098766","-0.001729327","-0.098539544","-0.336966165","-0.0622681665","-0.493737015","-0.135964769","-0.026349436"," 0.01323937","-0.235683357","-0.0687264322"," 0.319432536","-0.014569681","-0.089152529"," 0.1575859774","-0.009721513","-0.453754202","-0.087239654"," 0.1290880554"," 0.326543400"," 0.2038988320"," 0.055807730","-0.170248940","-0.0005861461",7,6,"Colchine"
"Colchine_H4"," 0.043622631","-0.07800997"," 0.060784888"," 0.710773690","-0.649978846","-0.088773160","-0.2805498312"," 0.822713146","-0.391630702"," 0.1141545599","-1.883436e-01","-0.299407900","-3.863080e-01","-0.04411301","-0.552525366"," 0.069342911"," 1.98556936"," 0.2111075974","-0.010256706"," 0.0256587689"," 0.161789594","-0.108161357"," 0.063272767"," 0.21303680","-0.11542391","-0.094931583"," 0.532116248","-0.014118552"," 0.094749696","-0.123547708","-0.0435233082","-0.228152981"," 0.143888248"," 0.052746566"," 0.02199396"," 0.321280667","-0.0388800825"," 0.386023068","-0.291973657"," 0.222218830"," 0.3544884479","-0.027672385","-0.238944723","-0.831240845"," 0.2347936363"," 0.057430712"," 0.1076474110"," 0.178234501","-0.259978390","-0.3679897614",7,6,"Colchine"
"Colchine_H6","-0.047084157"," 0.01428753"," 0.020061619"," 0.374309811","-0.008822754","-0.001548718"," 0.0558047354"," 0.424255232","-0.223963834"," 0.2772126922"," 1.129296e-02","-0.269678802","-9.375516e-02","-0.08741328","-0.161218964","-0.161577857"," 0.75376466"," 0.1017360527","-0.045216515"," 0.0238899401"," 0.141707834"," 0.407238008"," 0.067772953","-0.39756959"," 0.01566648","-0.079588660"," 0.471359935","-0.824453304"," 0.035809400","-0.229509679"," 0.2377843820","-1.122268259","-0.184502746","-0.058358009"," 0.15672787","-0.006517744"," 0.0475669777"," 0.081964293","-0.187049967"," 0.052255557","-0.6881867360","-0.076864303","-0.013893598","-0.169357606"," 0.1798944148"," 0.055801493"," 0.1055541984"," 0.063610849","-0.084338962","-0.0183049524",7,6,"Colchine"
"Colchine_H8"," 0.342314809"," 0.05402991","-0.274205889"," 0.479452555","-2.264615783","-0.085846397"," 0.0522233143"," 0.636204713"," 0.295196547"," 0.1286565564","-1.489069e-01","-0.184636755"," 5.210562e-01"," 0.03385067","-0.135885137"," 0.005259816"," 1.15356442"," 0.0436489645","-0.206312319"," 0.2052797954"," 0.073636254"," 0.230293979","-0.250615638"," 0.46923758"," 0.13605744","-0.065806356"," 0.594861208"," 0.247460384","-0.329669717","-0.148464995","-0.1092773970","-1.988357945"," 0.052659323","-0.192267319","-0.19097045","-0.314184491"," 0.0761855908"," 0.338802384","-0.213598050","-0.073106436"," 0.2184428658"," 0.030275654","-0.075988473","-1.050322751"," 0.2399465579"," 0.448486666","-0.1390234757"," 0.011354157","-0.212240486"," 0.0263691404",7,6,"Colchine"
"PMSF_H1"," 0.010929856"," 0.11920304"," 0.286440840","-0.931825776"," 0.902421028","-0.044215718","-1.8977231771","-0.255134546"," 0.346351105","-0.5628659170"," 2.931007e-01"," 0.722863190","-2.078275e-01","-0.09827255"," 0.077638462"," 0.640128812"," 0.29258307"," 0.8283549119","-0.177938987","-0.0311461301"," 0.866934076","-0.680145680","-0.213857006"," 3.84644282","-1.12694112"," 0.056561812"," 0.745572195"," 0.016223437"," 0.233900273"," 0.956079257"," 0.3528481326"," 2.563560599"," 0.217228657"," 0.567847553"," 0.26615608"," 0.004621575"," 0.5297296592","-0.195956916","-0.781154877"," 0.775843729","-0.3747949512","-0.270338089","-0.069425288","-1.758391643"," 0.1511184477","-0.415949085"," 0.0464888570"," 0.617832320"," 0.314158660","-0.4684300227",8,7,"PMSF"
"PMSF_H2"," 0.571197870"," 0.50772710"," 0.236612457","-0.289318523"," 0.120902739","-0.292601783","-0.8386997369"," 0.426742096"," 1.168068416","-0.2358017465"," 2.058361e-01"," 0.517246175"," 3.691546e-01","-0.22301942"," 0.818607611"," 1.654492451"," 0.85347032"," 1.5240822371","-0.266420837"," 0.1927717288"," 1.082786729","-0.189699704","-0.466035331","-1.38929132","-1.02193229","-0.551610968","-0.222260678"," 0.360381865"," 0.517526678"," 0.446383869"," 0.6032027617"," 0.759988147"," 0.244786254"," 0.619258430"," 0.19613816"," 0.272955316"," 0.9048633670","-0.356606904","-0.461710281"," 0.679745136","-2.5187360223","-0.544585008"," 0.453000202","-1.689570300","-0.2146908859"," 0.245898265"," 0.7723752617"," 0.573972467"," 0.390747126"," 0.1460586673",8,7,"PMSF"
"PMSF_H4"," 1.328755524"," 0.55856786","-0.258359429"," 0.244539577"," 0.358815209","-0.364560760","-1.0275592572"," 0.261636053"," 1.097288781","-0.3076845153"," 3.078365e-01"," 0.080015782"," 3.735628e-01","-0.29914901"," 0.769653919"," 1.847424578"," 2.67267570"," 1.1242459779","-0.624141637"," 0.0218548043"," 0.621256430","-0.325559541","-0.669657889","-0.56990103","-1.08711491"," 0.089129218"," 0.482431627"," 0.445545142"," 0.265872499"," 0.260106172"," 0.7105762498"," 0.423436295"," 0.128374279"," 0.676094305","-0.18971303"," 0.251459649"," 1.2153349578"," 1.510791857","-0.027607867"," 0.608731989","-3.0659389108","-0.570296697"," 0.557661532","-1.766578968"," 0.1139983701"," 0.046957631"," 0.6609513084"," 0.766675740"," 0.369424839","-0.2115674380",8,7,"PMSF"
"PMSF_H6"," 1.504749248"," 0.48059442","-1.110344088"," 0.112884235","-0.814499556","-0.615587919","-1.8320487362"," 0.077188300"," 1.132796984","-0.3210374001"," 6.202445e-02"," 0.149016446"," 7.974585e-01","-0.20141652"," 0.696626571"," 1.303150765"," 1.72605929"," 1.2695788673","-0.676706283"," 0.1000795213"," 0.477177116"," 0.030627461","-0.436716843","-0.60954986","-0.96825231","-0.138529110","-0.531912243"," 0.774787294"," 0.331242221"," 0.045348322"," 0.8229971224","-0.103943783"," 0.123024086"," 0.751487854","-1.00040539"," 0.049626521"," 0.3911061764","-0.463234220"," 0.506436592"," 0.491746725","-1.6293336417","-0.595281568"," 0.420423283","-2.569270151"," 0.4122693325"," 0.168590277"," 0.2205360162"," 0.827603376"," 0.208457459"," 0.5396839155",8,7,"PMSF"
"PMSF_H8"," 1.836233386"," 0.07380840","-1.290650719"," 0.142020360","-0.708295466","-0.558928178","-0.9745994518"," 0.178919183"," 1.581226832","-1.1699285283","-1.758687e-01","-0.189180405","-2.573908e-01","-0.38545607"," 0.605503836"," 1.406365214"," 0.68292616"," 1.3667471760","-0.919116954"," 0.3591186423"," 0.256167760","-0.345029816","-0.306027654","-3.41918827","-1.51093653","-0.399501117"," 0.029490662"," 0.330029584"," 0.215400599"," 0.388386697"," 0.9284082310"," 0.899045530"," 0.874683971"," 0.986288703","-1.32569911","-0.051064278","-0.4517709310","-0.391637931"," 0.011263351"," 0.526172624","-2.1584506176","-0.235366567"," 0.237772003","-1.024773883"," 0.8523428061"," 0.027882966","-0.2934216595"," 1.371165333","-0.193965853","-0.0652545079",8,7,"PMSF"
"Leupeptine_H1"," 0.134220514","-0.03709915","-0.027123961","-0.225964603"," 0.756354739","-0.205764771"," 0.8156653095","-0.283645908","-0.226010684"," 0.0409608295"," 1.766238e-01"," 0.148522306"," 2.749465e-02"," 0.21824459"," 0.507395792","-0.467759776","-0.73746548","-0.0860546259"," 0.246846898","-0.0710890843","-0.087566950","-0.701148579"," 0.094436020"," 5.41269832"," 0.44350027"," 0.263399877"," 0.397874289","-0.119386765","-0.443460739"," 0.325075701","-0.0972573120"," 2.497831088"," 0.060876189","-0.018725324","-0.23348954"," 0.204857184","-0.1253969795"," 0.196138440","-0.141001983","-0.208996897"," 1.0880265989"," 0.139254076","-0.110988197"," 0.009635037","-0.2624416366","-0.321669332","-0.0922418701"," 0.048819607"," 0.053551430","-0.0487781103",9,8,"Leupeptine"
"Leupeptine_H2","-0.126360703","-0.24803713"," 0.076351760","-0.067536499"," 1.235432753"," 0.095887077","-0.1728568011"," 0.396448116"," 0.113985880","-0.0964173973","-8.016070e-02"," 0.232868154"," 2.219783e-02","-0.01498185"," 0.058708626","-0.031216582","-0.96666943","-0.0784563059","-0.099617215"," 0.2132019012"," 0.183035360","-1.114752761"," 0.064789342"," 0.06565117","-0.07487721","-0.042793248","-0.767686546"," 0.178859930"," 0.170908768"," 0.239160920","-0.0166724012"," 2.244319343"," 0.001405488"," 0.114357099","-0.08541856","-0.081885616","-0.1738713959"," 0.114586779"," 0.009207985"," 0.015507067"," 1.2183225341"," 0.158306314","-0.043504375","-0.240709251"," 0.0415130344"," 0.026076594"," 0.0398841637"," 0.053121992","-0.006832737","-0.0078819266",9,8,"Leupeptine"
"Leupeptine_H4"," 0.120944387"," 0.19395502","-0.048883045","-0.122182491"," 1.171673364"," 0.193736237"," 1.3698873957","-0.459866845","-0.095506849","-0.0847212352"," 3.505507e-02","-0.139134729","-1.710000e-01","-0.01504191","-0.027770400","-0.031943361","-1.65145111"," 0.0225012825"," 0.067793022","-0.0262699212","-0.312981357","-0.182496806","-0.268151269","-1.17225111"," 0.22179388"," 0.275510467","-0.283288799","-0.138422377","-0.358390374","-0.206263817"," 0.1390274262","-0.490749262","-0.177106838","-0.025922044"," 0.05261353"," 0.055837182"," 0.2371580502"," 1.917517935"," 0.283789027"," 0.098580057","-0.6085715734","-0.219502183"," 0.057375756"," 0.020958981"," 0.0461410379","-0.050171197","-0.0010225999"," 0.120659167"," 0.075117566"," 0.1143838681",9,8,"Leupeptine"
"Leupeptine_H6"," 0.050214031","-0.27238158","-0.114437687"," 0.090396577","-0.454681498","-0.029177337"," 0.1455777753","-1.550566929"," 0.243379444"," 0.2478771973","-5.755810e-02"," 0.157708889"," 2.655696e-01"," 0.22195618"," 0.045143940","-0.284921483","-1.11723172","-0.1443647173"," 0.050042293"," 0.1377651175","-0.435860043"," 0.254233764"," 0.077802019"," 1.55414261"," 0.25060226","-0.015180842","-0.881232380"," 0.030610172","-0.087327106","-0.082836190"," 0.1391507988","-0.982218729","-1.817967849","-0.039250130","-0.03851279","-0.110328317"," 0.0385103025"," 0.067895180"," 0.104247249","-0.204638393"," 0.2700166162","-0.104531046","-0.045957662"," 0.351611798","-0.1023788108"," 0.286866870"," 0.0449820148","-0.042142973"," 0.024330947"," 0.4131805664",9,8,"Leupeptine"
"Leupeptine_H8"," 0.269760867","-0.23449863"," 0.218587301"," 0.344572914","-0.474368985"," 0.119080746"," 0.0628958284","-1.439116141"," 0.648959874"," 0.0387886244","-6.935570e-02","-0.002650383","-2.008119e-01","-0.03445676","-0.072552128","-0.042179178"," 0.10841354","-1.4573520606"," 0.015353652","-0.0163359866","-0.171826246"," 0.058210476","-0.030471101","-1.63193451","-0.38626470","-0.009098229","-1.036699560"," 0.013564859","-0.035508815","-0.160864452"," 0.2191252816"," 0.317605722"," 0.353338662","-0.012071834"," 0.38547365","-0.129686790"," 0.0895779402","-0.030146950"," 0.128860601"," 0.028035750"," 0.8792798045","-0.123855275"," 0.193165030"," 2.303088442","-0.1562286544"," 0.629349023"," 0.0876877389"," 0.104634918","-0.178511999","-0.0450265556",9,8,"Leupeptine"
"Apicidin_H1","-0.106116930","-0.38565346"," 0.114728596"," 0.012426441","-0.023230245"," 0.524002553","-0.3399180906","-0.084711913","-0.131452895"," 0.5379452546","-2.839852e-02"," 0.240396545"," 2.863321e+00"," 0.83674685"," 0.037359370"," 0.117718080"," 0.31034682"," 0.6967740006"," 0.023412706"," 0.1691715143"," 0.317451852","-0.651881570"," 0.228392167"," 0.52776052","-2.10230381"," 0.092129188"," 0.067596013","-0.137504352"," 0.127530698"," 0.049777499","-0.7566065801"," 0.161427835"," 0.130548534","-0.058450886"," 0.33743794","-0.975569420","-0.4398151141","-0.056287746","-0.277841485"," 0.175977715"," 0.2396286688"," 0.578050695"," 0.073367584","-0.402159929"," 0.4684019371","-0.041744869"," 0.2230235502"," 0.118340009","-0.367604753","-0.3045698140",10,9,"Apicidin"
"Apicidin_H2"," 0.222983623"," 0.22864082"," 0.047734118"," 0.180311711","-0.377057805"," 0.064318647"," 0.1466809682","-0.071220977"," 0.314804537"," 0.2003038535"," 2.543289e-01","-0.010404451"," 2.489296e-01","-0.23277073"," 0.074334706"," 0.208904981"," 0.23108506","-0.2563020005"," 0.106740899"," 0.0307763844","-0.307492113","-0.028816000","-0.167280887"," 0.04946379"," 0.05919705","-0.059106070"," 0.089180834","-0.124239770","-0.089903050"," 0.040918792"," 0.0621243365"," 1.699133526"," 0.092560675"," 0.088041208"," 0.21271822"," 0.257617131"," 0.0284447905","-0.114019204"," 0.155583447"," 0.088142968","-2.8397521643","-0.058869212"," 0.156761087","-0.187265975"," 0.0163349460","-0.152682119"," 0.1952622036"," 0.085437231"," 0.294558038","-0.1199081835",10,9,"Apicidin"
"Apicidin_H4"," 0.212014410"," 0.12834096"," 0.130322138"," 0.074252368"," 0.244857112"," 0.424903226","-2.3836505119"," 0.054418739"," 0.250165992"," 0.2375122874","-4.889962e-02","-0.104864066","-1.872437e-01","-0.05007718","-0.101911456"," 0.235450869"," 0.48358651","-0.0603930569","-0.033529306","-0.0888311597"," 0.054166368"," 0.005270804"," 0.165083977"," 0.23355850"," 0.07181638"," 0.091710401","-0.130422657","-0.006186897","-0.020240747","-0.003171246"," 0.0157105043"," 1.473803160"," 0.050496662"," 0.083800529"," 0.14803317"," 0.005416684"," 0.0645282394"," 0.044294943"," 0.200066856","-0.105310456","-2.0990793610"," 0.081146374"," 0.220362232"," 0.419552093"," 0.7096140749"," 0.157291738"," 0.0089846172"," 0.078385053","-0.096015427","-0.5911801022",10,9,"Apicidin"
"Apicidin_H6"," 0.111595306"," 0.24865115"," 0.006989802"," 0.385923610","-0.116583419"," 0.349294654","-0.3389115522"," 0.031611474"," 0.279001233"," 0.0295358493"," 9.980306e-02"," 0.189323996"," 2.068517e-01"," 0.39111169","-0.002748009"," 0.238737407"," 0.30069983"," 0.4994032565"," 0.261035443","-0.0246508994","-0.150214444","-0.309056789"," 0.101604314","-0.36348859"," 0.16003463"," 0.072392637"," 0.084644483"," 0.055421200","-0.031295548"," 0.027585335","-0.0663306804","-1.364906628"," 0.152471475"," 0.073700761"," 0.08162083"," 0.029559544","-0.1452639832","-0.056688102"," 0.094902201"," 0.049390062","-1.4418561878","-0.074575346"," 0.029183860"," 1.097151534","-0.0577544456","-0.168613662"," 0.1166880012"," 0.176168589"," 0.089413165","-0.2999894461",10,9,"Apicidin"
"Apicidin_H8"," 0.185332283","-0.12803071","-0.125623344"," 0.100764764"," 0.058600634"," 0.277069569","-0.8750008070","-0.195340146"," 0.230931288","-0.0003993728","-4.059426e-02"," 0.026225271"," 2.276716e-01"," 0.05860125","-0.131073412"," 0.144497253"," 0.02042737","-0.1760834826"," 0.158214892","-0.0580863612","-0.029853513"," 0.082310152","-0.054461980","-0.40576762"," 0.22204345"," 0.054869201","-0.133546244","-0.123780618","-0.218918297","-0.015505962","-0.0550728199","-0.013552160","-0.041377209"," 0.026968922","-0.10529933"," 0.034238504"," 0.0513564785"," 0.086818635","-0.066848241"," 0.059854514","-2.1700775745"," 0.092163717","-0.032470091","-0.919733496"," 0.1572336957"," 0.094531942"," 0.0454953840"," 0.125437024"," 0.049532351","-0.2853205822",10,9,"Apicidin"
"Apicidin_H10"," 0.358573445"," 0.24198340","-0.012127554"," 0.477181557"," 0.180391725"," 0.044389115"," 0.2045275905","-0.075428211"," 0.090051272"," 0.1922578996"," 1.253480e-01","-0.150327333"," 1.865372e-01"," 0.41621616"," 0.408454128","-0.129332032","-0.03902539","-0.0448418399"," 0.093985980"," 0.1153453797","-0.078136184"," 0.197059402","-0.024515086","-0.81408213"," 0.61923487"," 0.005957120","-0.177062604","-0.169076606"," 0.062309463","-0.149488362"," 0.1893335721"," 0.252253447","-0.121638010","-0.126098445"," 0.08694159"," 0.192416939"," 0.0498941053"," 0.035039216"," 0.147942886","-0.051934539"," 2.9224781558","-0.125479542"," 0.415942661"," 0.293980784","-0.0072587133"," 0.036126515"," 0.0851943105"," 0.016060088"," 0.081787829"," 0.4173485301",10,9,"Apicidin"
"Trichostatin_H1","-0.631435002"," 0.25660555"," 0.865147490"," 0.036020483","-0.003106470"," 0.249238311","-2.1038817313","-3.510955988"," 0.360978267","-0.0175759122","-1.252498e-01"," 0.786448497"," 9.181470e-01"," 0.02941299","-0.844357998","-0.073101136","-1.07126241"," 1.0841404340","-0.486700096"," 0.2814761014"," 0.827268962"," 0.848425935"," 0.543850093","-1.35220929"," 0.11422835","-0.059732357","-1.054905961","-0.379103530"," 0.238246240"," 0.140759235"," 0.3083136450","-0.108602734","-0.790642245"," 0.378462792"," 0.71826027"," 0.197514786"," 0.0552648001","-0.497655575"," 0.323096289"," 0.909585497"," 1.6418760099"," 0.336311162","-0.363440665","-2.117785834"," 0.6598979124"," 0.378681127"," 0.4978248199"," 1.837868893","-0.027670890"," 1.1208015928",11,10,"Trichostatin"
"Trichostatin_H2","-0.558716362"," 0.38117605"," 0.698739963"," 0.362521509","-0.579268671","-0.086107594"," 0.0044568323"," 0.058218405"," 0.934568862","-0.0349646920","-5.865181e-01"," 0.350138104"," 4.333690e-02"," 0.74300668"," 0.158418267","-0.644710858","-0.27237126"," 0.6324671578","-0.473172035"," 0.0042268675","-0.100813323"," 0.795985707","-0.808440612","-0.95430777"," 0.16132344","-0.040404403","-0.603826986","-0.141524190"," 0.009895266"," 0.069752170"," 0.1472426561"," 2.160914553"," 0.113396465"," 0.198669257"," 0.23367988"," 0.079852463"," 0.4855152817","-0.365543312"," 0.629706344"," 0.202908613","-2.1082718008","-0.138349078"," 0.349649990","-1.161740657"," 0.3345909849"," 0.117054213"," 0.1674679567"," 2.069131520","-0.074127527"," 0.7447705261",11,10,"Trichostatin"
"Trichostatin_H4"," 0.284808842"," 0.18476504"," 0.310684404","-0.274813715","-0.387862597","-0.442267969","-0.6651722672"," 0.239270422"," 1.019903307","-0.2926126232","-2.050277e-01"," 0.900630920","-1.238469e+00"," 0.88992957","-0.236398743"," 0.139240981"," 0.58134995"," 1.5100382182","-0.503976114"," 0.0719690941"," 0.548175810"," 0.932061789"," 0.014654459","-0.56456707","-0.26046250","-0.074414480","-0.325992094","-0.507600709","-0.075236604"," 0.012881753"," 0.3299504947","-0.638838514"," 0.048871936","-0.050201135","-0.37609752","-0.335600427"," 0.3578040337","-0.239289625"," 0.026875852","-0.055430003","-0.9168049297","-0.150360529"," 0.574819965","-0.185615994"," 0.5949990913","-0.023548710"," 0.0727552179"," 1.594681789","-0.096376136","-0.0718541497",11,10,"Trichostatin"
"Trichostatin_H6","-0.291943248"," 0.03434118"," 0.083367489"," 0.315234017","-0.499608284","-0.428401096"," 0.5557788941"," 0.036302868"," 0.777790181"," 0.1575782167","-3.616861e-01"," 0.426787815","-2.970312e-01"," 0.91778883"," 0.206338023"," 0.248587938","-0.42916820"," 0.8476458734","-0.468672663"," 0.1251079492","-0.144683955"," 1.740780696","-0.812144177"," 0.17913068","-0.08681562","-0.035503284","-0.496368824"," 3.601403794","-0.581290864"," 0.207910372"," 0.1855641182","-0.220822015"," 0.193739060","-0.098939048","-0.07685575","-0.165744864"," 0.3447272435","-0.006156540"," 0.366053336","-0.378484171","-1.9695494441","-0.133939596"," 1.738911334"," 0.466796723"," 0.7113585860"," 0.328266156","-0.0164752526"," 1.420970745"," 0.017125590"," 0.3433664844",11,10,"Trichostatin"
