"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.256","MAL13P1.262","MAL13P1.293","MAL13P1.321","MAL13P1.322","MAL13P1.338","MAL13P1.40","MAL7P1.18","MAL7P1.29","MAL7P1.65","MAL7P1.75","MAL7P1.94","MAL8P1.108","MAL8P1.123","MAL8P1.132","MAL8P1.91","MAL8P1.92","PF07_0047","PF07_0074","PF07_0079","PF08_0032","PF08_0069","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0191","PF10_0243","PF10_0299","PF10_0307","PF10_0374","PF10_0380","PF11_0079","PF11_0087","PF11_0090","PF11_0162","PF11_0214","PF11_0252","PF11_0260","PF11_0290","PF11_0329","PF11_0435","PF11_0438","PF11_0527","PF13_0032","PF13_0042","PF13_0087","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF13_0208","PF13_0219","PF13_0228","PF13_0350","PF14_0041","PF14_0071","PF14_0112","PF14_0138","PF14_0214","PF14_0238","PF14_0249","PF14_0286","PF14_0327","PF14_0350","PF14_0360","PF14_0384","PF14_0419","PF14_0455","PF14_0540","PF14_0552","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0180w","PFA0330w","PFA0430c","PFA0490w","PFB0175c","PFB0270w","PFB0295w","PFB0590w","PFB0920w","PFB0923c","PFC0090w","PFC0230c","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFD0285c","PFD0470c","PFD0545w","PFD0785c","PFE0165w","PFE0205w","PFE0260w","PFE0430w","PFE0450w","PFE0585c","PFE0745w","PFE0815w","PFE1255w","PFE1280w","PFE1340w","PFE1390w","PFF0150c","PFF0200c","PFF0325c","PFF0490w","PFF0595c","PFF0610c","PFF0690c","PFF0715c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFI0500w","PFI0710c","PFI0855w","PFI0905w","PFI0965w","PFI1185c","PFI1425w","PFL0580w","PFL0685w","PFL0885w","PFL0980w","PFL1135c","PFL1270w","PFL1490w","PFL1680w","PFL2055w","PFL2120w","PFL2200w","PFL2370c","PFL2485c","PFL2520w","D_class","Class","Compound"
"Leupeptine_H2"," 0.023931270","-0.183064714","-0.014012165"," 0.0798072013"," 0.27253556","-0.035964216","-0.1665874613"," 0.1104666651"," 0.1454721030","-0.2215776173"," 0.005332691","-0.021462934"," 0.076351760","-0.140957940","-0.064704784","-0.002496802"," 0.094592594","-0.165107555"," 0.1157297341","-0.0973786999","-0.045001712"," 0.039513591","-0.0535416378","-0.111183823","-0.145888330"," 0.1282294923","-0.022444043","-0.0776022155"," 0.017235356"," 0.405609251","-0.0033428296","-0.0894882327","-0.127049794","-0.011627617","-0.148986280"," 0.178472428"," 0.113985880"," 0.0999970281"," 0.033938744","-0.019201157","-0.126906139","-0.056728311"," 0.073163407","-0.113291797","-0.5354608582","-0.131651765","-0.014140636","-0.040666615"," 0.4094649759","-0.01498185"," 0.089535301","-0.1832850855","-0.238312509","-0.12223433"," 0.0005730812","-0.1133307523"," 0.088431545","-0.045417372"," 0.007995550","-0.137127759","-0.067114989","-0.100417773","-0.3283886120"," 9.115196e-02"," 0.073917799"," 0.1443876145","-0.099617215","-0.156368797"," 2.025806e-01","-0.116436954"," 0.211501556"," 0.305191747"," 0.259359930"," 0.081334115"," 0.024848124","-2.702141e-03"," 0.0875128293"," 0.44254131"," 0.0742699020"," 0.064789342","-0.187128185"," 0.1728680737"," 0.067320755"," 0.211498602","-0.231262333","-0.002404116","-0.3891526545","-0.005407515"," 0.194222929"," 0.1474840608","-0.176961819"," 0.123916675","-0.270248185"," 0.170908768"," 0.0265387805"," 0.142091012","-0.575705301"," 0.020654029","-0.046461523","-0.001746518"," 0.102050385"," 0.006241156","-0.054643737"," 0.105103699"," 0.074103703","-0.005630018","-0.20132522","-0.134619079","-0.117749187"," 0.2111169976"," 0.0494753185"," 0.124985007","-0.1034109105","-0.208195801"," 1.138322e-01","-0.0248339096","-0.103451077","-0.08541856","-5.819929e-02","-0.028027162","-0.162842230","-0.081885616","-0.134971881"," 0.110536912","-0.1738713959"," 0.024196257"," 0.009207985","-0.048508374"," 0.119386756"," 0.230825114","-0.001720414","-0.0436903079"," 0.008731048"," 0.141813218","-0.024459142","-0.052032941","-0.067905674","-0.075780020"," 0.0130877715"," 0.1153746174"," 0.235151450"," 0.240459971","-0.036806834","-0.117962714"," 0.115439701"," 0.1900131337"," 0.22892063","-0.045513557"," 0.1014716373"," 0.558750320",9,8,"Leupeptine"
"Leupeptine_H4"," 0.100219197"," 0.093148436"," 0.033295023"," 0.1098522652","-0.05121864","-0.084398031"," 0.4648729817"," 0.0627629510"," 0.0541631048"," 0.0268154392"," 0.110533668"," 0.097039036","-0.048883045","-0.083236663"," 0.033087316","-0.037453219"," 0.068868902","-0.178068162","-0.0417963461"," 0.1089489654"," 0.021332994"," 0.167226754","-0.0106007830","-0.054242586"," 0.098406313","-0.0829071168"," 0.122124180","-0.1578616248","-0.080006480","-0.293669141"," 0.1079668421","-0.1203030654","-0.034583439"," 0.006324790","-0.028939315","-0.047992400","-0.095506849","-0.0428174804"," 0.043142975"," 0.229610418"," 0.191475442","-0.114615944"," 0.066063265"," 0.205681376"," 0.1046713095"," 0.045566372","-0.140717930","-0.049532552","-0.4490496848","-0.01504191","-0.039923309","-0.0033951286","-0.227094654","-0.06202353","-0.1490656298","-0.0129520056","-0.176151747"," 0.063120771","-0.129306597"," 0.064618914"," 0.005234727"," 0.187146751","-0.0014141807"," 1.802715e-02","-0.233428847","-0.1552146637"," 0.067793022","-0.031804094","-1.789036e-01"," 0.047037247","-0.154079220","-0.063093527","-0.116853237","-0.023873385"," 0.006875186","-1.222941e-01"," 0.0200839315","-0.23375390"," 0.0959318523","-0.268151269","-0.068776774","-0.1087587185","-0.057704724","-0.232969656","-0.009328808","-0.008275552"," 0.0763300248"," 0.047891064"," 0.025100370"," 0.0664024264","-0.014367431","-0.023859935"," 0.360407472","-0.358390374","-0.0227545112"," 0.193778991","-0.302374262","-0.099380997"," 0.112393993","-0.061530416","-0.169047023"," 0.022896513"," 0.037348986","-0.090286699","-0.505474079","-0.184152212","-0.03988641","-0.166425080"," 0.004063342","-0.2378238957","-0.1846875429","-0.374897333","-0.1367269670"," 0.280125142"," 2.043670e-01"," 0.1213873140"," 0.001529386"," 0.05261353","-6.637535e-02"," 0.138263084"," 0.206143560"," 0.055837182","-0.049528302"," 0.195903326"," 0.2371580502"," 0.015076165"," 0.283789027","-0.338595929","-0.246638523","-0.099436036"," 0.048544759"," 0.1893960402"," 0.236030711","-0.243721661","-0.038347776"," 0.147145672"," 0.091015400"," 0.121516950","-0.1797963444","-0.1480688399","-0.017762622","-0.040187538","-0.042196481"," 0.194220976","-0.049174246"," 0.0162084796","-0.26532660"," 0.119201792"," 0.0611464919"," 0.131776162",9,8,"Leupeptine"
"Leupeptine_H6","-0.168978494","-0.067788719","-0.053195305"," 0.2770947071"," 0.19712522","-0.064082518","-0.1208444110","-0.1049047026"," 0.0320139767"," 0.0276972019","-0.156535456"," 0.197899399","-0.114437687","-0.310015544","-0.339417061"," 0.113847364","-0.050500882"," 0.146915291","-0.0007568808"," 0.1449672624","-0.113903773"," 0.132322807","-0.0166007715"," 0.368045164"," 0.549749902"," 0.1411702575"," 0.085291075","-0.3465197511","-0.067070331"," 0.129108343","-0.0921873851"," 0.0609150793","-0.033055155"," 0.015814485","-0.122628486"," 0.107950811"," 0.243379444"," 0.0079254914","-0.169348358"," 0.023427255","-0.134053859","-0.015578424","-0.083179374"," 0.081185886"," 0.2293748971","-0.165383742","-0.130581625","-0.144924486","-0.1255958849"," 0.22195618","-0.111428992"," 0.1779145175"," 0.039500655","-0.38552440"," 0.0570554275","-0.1373878363"," 0.109050861","-0.131143964","-0.142142558","-0.056658541","-0.144424657","-0.147959948"," 0.1649988759","-3.413696e-02","-0.291810809","-0.0803762204"," 0.050042293"," 0.114245851","-1.459285e-01"," 0.030086749"," 0.083277642","-0.037574865","-0.138164629","-0.033824056"," 0.039538214"," 6.918122e-02"," 0.0796882425"," 0.22149274","-0.0038516928"," 0.077802019","-0.091035227","-0.0072061837"," 0.093700151","-0.221135318","-0.104404150","-0.218308582"," 0.0270684468"," 0.012879650","-0.104512863"," 0.1904089114","-0.324135954"," 0.241644300"," 0.476445173","-0.087327106","-0.0743491054","-0.062616578"," 0.375409104"," 0.024148491"," 0.007723352","-0.028156710","-0.177708448"," 0.092533088","-0.277661578","-0.082813417","-0.075754675","-0.209560592","-0.13136658"," 0.050982547","-0.097121445"," 0.0501396752","-0.1042047065"," 0.103713924","-0.2558514219"," 0.297329747"," 1.902629e-01","-0.0031575090","-0.269710929","-0.03851279","-1.123976e-01","-0.119429492","-0.071766576","-0.110328317","-0.061917857"," 0.200816296"," 0.0385103025","-0.182565572"," 0.104247249","-0.056745766"," 0.053084497","-0.163217099"," 0.018083087","-0.0449067644","-0.174983061"," 0.206646404","-0.069785325","-0.158429918"," 0.239761183","-0.202460740","-0.0963990838","-0.0427664012"," 0.073667294"," 0.232291551","-0.041130189","-0.248782140","-0.003265196","-0.1532412126","-0.14318042","-0.159166753"," 0.0928107868","-0.176348822",9,8,"Leupeptine"
"Leupeptine_H8"," 0.032937468"," 0.043478902"," 0.090306974"," 0.0706460299"," 0.12714112","-0.163612726","-0.7502315264"," 0.1701027256"," 0.1827158520"," 0.0007409746","-0.356810651"," 0.011024501"," 0.218587301"," 0.084576866","-0.020354874","-0.163659941","-0.257912843"," 0.161787193","-0.0554324952"," 0.0368633085"," 0.058329187"," 0.073211833"," 0.0800641183"," 0.055631488","-0.002824348","-0.0898270421","-0.154671690"," 0.3569007576","-0.057862274","-0.227081896","-0.0059184881","-0.0738502475","-0.096725224"," 0.098941187","-0.106204531","-0.054169916"," 0.648959874"," 0.1100519144"," 0.025498669","-0.047157232","-0.058672702","-0.013311341"," 0.197565817"," 0.212039883"," 0.4307607040","-0.147977413","-0.200962127","-0.088112624","-0.1823916599","-0.03445676"," 0.073115548"," 0.0725028883","-0.159733051"," 0.05211846"," 0.1094216265"," 0.0577350987","-0.108014845","-0.074069262","-0.087725629"," 0.178791825","-0.255156241"," 0.237515369","-0.0385529163"," 1.900207e-01","-0.263460511"," 0.0267593462"," 0.015353652"," 0.109400999","-2.376401e-01"," 0.099417867"," 0.031592255","-0.098204803","-0.001319517","-0.053823828"," 0.112575606","-1.474321e-02"," 0.0755152027","-0.40375286"," 0.0990607982","-0.030471101"," 0.056235935"," 0.0371075898"," 0.141698460","-0.149748853"," 0.126338194","-0.455811288","-0.1199970267"," 0.239043340"," 0.161489694"," 0.2458287316","-0.032866845"," 0.106537645"," 0.218593318","-0.035508815"," 0.0016601775"," 0.100274442"," 0.466169763","-0.144491150"," 0.178023307","-0.367761839"," 0.045822157","-0.169654088"," 0.001731436","-0.078224486"," 0.001885840","-0.131101110"," 0.39245453"," 0.044496629"," 0.122458863"," 0.0392692684","-0.1929479746"," 0.041113346"," 0.0004032632"," 0.017381346"," 1.617132e-02","-0.0579086225","-0.209124135"," 0.38547365","-1.554590e-01"," 0.047754117"," 0.121084065","-0.129686790","-0.155019182","-0.081664392"," 0.0895779402"," 0.012597922"," 0.128860601","-0.311014137"," 0.099630781"," 0.001212412","-0.077412821"," 0.1530814621"," 0.074359420"," 0.173339681","-0.157749890"," 0.036316617"," 0.061560543","-0.030718284","-0.2362873627","-0.2739077017","-0.027638205","-0.158022684"," 0.050416276"," 0.026957295"," 0.270753842","-0.0326809815"," 0.09696071"," 0.117242229","-0.0759842144","-0.161184850",9,8,"Leupeptine"
"Apicidin_H1","-0.046033850","-0.032277123","-0.152660769","-0.0881573383"," 0.42361232"," 0.131931431","-0.3154575788"," 0.1157732139","-0.4220941415","-0.0592539774","-0.011853206","-0.362330965"," 0.114728596","-0.126469279","-0.133337083","-0.507256508","-0.071498436"," 0.154333277","-0.6121045240"," 0.1176269304"," 0.238246089","-0.036156747","-0.1839261041"," 0.242785634"," 1.788953671","-0.0098570073","-0.238722384"," 0.0340463986","-0.089153774"," 0.148722433"," 0.0257069925","-0.1437833945","-0.391986361"," 0.518875261","-0.040201787"," 0.398990715","-0.131452895","-0.0490812967"," 0.076515254","-0.210016771"," 0.265132638"," 0.084178477"," 0.130117237","-0.172769658"," 0.4674031756"," 0.015410802","-0.136879897"," 0.104283317"," 0.0662630287"," 0.83674685","-0.297297844"," 0.1566316461","-0.153315147","-0.05104866","-0.6581598984"," 0.1329562023","-0.052550424"," 0.046089300","-0.017712779"," 0.284673998"," 0.033293268","-0.361331828","-0.1052596231","-3.242945e-01"," 0.056661014","-0.0829393758"," 0.023412706"," 0.015988951"," 1.801633e-01","-0.288626133"," 0.183950614"," 0.068904604"," 0.549714765"," 0.202536682"," 0.102758761","-3.509323e-01","-0.2234712712"," 0.54906489"," 0.1464954804"," 0.228392167"," 0.053285970"," 0.1403913072","-0.252879488"," 0.414849995","-0.117474977"," 0.156436726"," 0.1362288372"," 0.090613478","-0.175070908","-0.3622095485","-0.275873299","-0.148528317","-0.204109710"," 0.127530698","-0.0779897385","-0.030525585","-0.060277341","-0.058418336","-0.050693098"," 0.287995817"," 0.214551902","-0.066903068","-0.040239279"," 0.148524616","-0.266035791"," 0.035173667"," 0.11918717"," 0.068526115"," 0.028910307","-0.2774035653"," 0.1695943450"," 0.270619217","-0.0188882597","-0.700762306","-1.885653e-01","-0.0185754582","-0.130762067"," 0.33743794"," 3.973746e-02","-0.134137473"," 0.098594585","-0.975569420"," 0.006064657"," 0.194579365","-0.4398151141","-0.133312539","-0.277841485","-0.064428417","-0.405086355","-0.305329032"," 0.099167663","-0.1752735378","-0.825107403"," 0.026054123"," 0.286609889","-0.656244081","-0.397939015"," 0.125323412"," 0.1232035784","-0.3381190403"," 0.049380849"," 0.198242315"," 0.018945796","-0.216418152"," 0.355110933","-0.1994285565","-0.18920616","-0.372814388","-0.0036823883"," 0.810223913",10,1,"Apicidin"
"Apicidin_H2"," 0.215745718"," 0.090429731"," 0.092932462","-0.0195005799"," 0.20406740"," 0.120458102"," 0.2547604904","-0.0007648799"," 0.0068263567"," 0.1477278312","-0.146154437"," 0.334973597"," 0.047734118"," 0.289686477"," 0.433407320","-0.260759249","-0.114502437"," 0.158412708","-0.0282637409","-0.0438163374"," 0.257917455"," 0.276145056"," 0.0800892164"," 0.236634669","-0.073150469","-0.0826094219","-0.066935584","-0.0276117447","-0.242610682","-0.229015519"," 0.2488944640"," 0.1018407243"," 0.030000749"," 0.070554542","-0.064975922","-0.142319922"," 0.314804537","-0.0038148931"," 0.458126209","-0.249744911","-0.020496270","-0.151742128"," 0.148910235"," 0.146712578","-0.0389088918","-0.104005323"," 0.039544666"," 0.091668301","-0.5929638089","-0.23277073"," 0.080159086"," 0.0874254147"," 0.494949424","-0.12206749","-0.1066537571"," 0.1454657859","-0.156841857","-0.063132917"," 0.073379660","-0.384653579","-0.041408094"," 0.044398732","-0.0550377222"," 3.430892e-01"," 0.030355692"," 0.0953405658"," 0.106740899"," 0.151904928"," 6.280053e-02"," 0.022351535","-0.073622298","-0.299721379"," 0.143428296"," 0.054527167"," 0.196938135"," 3.236421e-02","-0.0318036143"," 0.14000745","-0.1457992080","-0.167280887"," 0.191614116","-0.0276359050"," 0.261053465"," 0.314122422"," 0.275333976"," 0.134016700","-0.1050718464"," 0.208979171","-0.133277731","-0.0072568233","-0.167390238"," 0.326849676"," 0.227513792","-0.089903050"," 0.0564884230","-0.104576360"," 0.075640394","-0.112297771"," 0.173504492","-0.239117353"," 0.144327657"," 0.037297439"," 0.069201991"," 0.086149950","-0.518243183"," 0.085936350"," 0.05131904"," 0.146867027","-0.044884748","-0.0303285916"," 0.0325286895","-0.114568438"," 0.0065039095","-0.448306384","-2.933373e-01","-0.0942510290","-0.230427360"," 0.21271822"," 2.007334e-01"," 0.049246359"," 0.347965179"," 0.257617131"," 0.028813070","-0.186753028"," 0.0284447905"," 0.186491911"," 0.155583447","-0.150982227","-0.080492227","-0.034768995","-0.025302767","-0.2530948418","-0.332363732","-0.254512289"," 0.402571279"," 0.034342182","-0.181426958"," 0.073441222"," 0.0991880372"," 0.0482312012","-0.012055993","-0.168681822","-0.111723027","-0.144202578","-0.718619129"," 0.1736491749","-0.18192323","-0.067500579"," 0.0571979706"," 0.680475332",10,1,"Apicidin"
"Apicidin_H4"," 0.005308789","-0.093634453","-0.006378377"," 0.0849241520","-0.13910695","-0.079105727","-0.1828143805","-0.0646837881","-0.0059231374","-0.1741135679","-0.044861105"," 0.270415805"," 0.130322138"," 0.633355954","-0.003359381","-0.077536214"," 0.109702520"," 0.048470544","-0.0936876022"," 0.2469944686"," 0.365518945"," 0.008941182","-0.0467622545"," 0.094283243","-0.011978962","-0.2828990989","-0.283939498","-0.0740246267","-0.243662816","-0.180494530"," 0.0591526505","-0.0887681299","-0.023424279"," 0.002460896"," 0.057984480"," 0.087927751"," 0.250165992","-0.1244080162","-0.057676197","-0.029059499"," 0.158480302","-0.030424441","-0.416019753","-0.113749577","-0.1391106407"," 0.100289782","-0.057244495","-0.085182245"," 0.0479083127","-0.05007718","-0.130977237","-0.0177466078","-0.082005115","-0.08977964","-0.0486034209"," 0.0485183726","-0.201900729","-0.052681954","-0.017546498","-0.150631829","-0.153370715","-0.041015982"," 0.1215062233"," 1.301230e-02","-0.009811582","-0.0155692945","-0.033529306"," 0.268715361"," 1.758968e-01","-0.016693302","-0.081714686","-0.116944623"," 0.226119474"," 0.148286429","-0.206387606"," 7.479199e-02","-0.1500578682"," 0.21836198","-0.1129622555"," 0.165083977","-0.004785416","-0.0928188859"," 0.123936555"," 0.003621601","-0.040423117","-0.191969849"," 0.3460499756"," 0.166193437"," 0.103417478","-0.0822091910"," 0.197780374"," 0.110926756"," 0.058832798","-0.020240747","-0.0618355535","-0.188462948"," 0.350524429","-0.158564527","-0.183721735","-0.074848873","-0.115618569","-0.074621160"," 0.227960180","-0.032907996","-0.082396778","-0.043430885"," 0.52095789","-0.047230190","-0.168498746","-0.0904176655","-0.0794227546","-0.102194071","-0.0005215238","-0.059043307"," 1.604439e-01"," 0.0527930376"," 0.049860619"," 0.14803317","-1.837549e-01","-0.165874468"," 0.326528206"," 0.005416684"," 0.132634388","-0.071624924"," 0.0645282394","-0.102629367"," 0.200066856"," 0.088406601","-0.276712990"," 0.011824653","-0.001598155","-0.0504512798","-0.120756070"," 0.110974692"," 0.143154989"," 0.084174573","-0.183404060"," 0.206325872","-0.2618888393"," 0.1242305559"," 0.008233631"," 0.061837792","-0.173074594","-0.071412891","-0.001836344"," 0.1592230701","-0.04527142","-0.040299580"," 0.1581871085","-0.067157621",10,1,"Apicidin"
"Apicidin_H6","-0.105196653","-0.024379805","-0.003886237","-0.0525535891","-0.01944052"," 0.116598097","-0.0702033636","-0.1783398038","-0.2108599953"," 0.0392858416"," 0.120679864"," 0.128324764"," 0.006989802"," 0.404483578","-0.047351694","-0.029973865","-0.065671457"," 0.533070421","-0.0614642124"," 0.8434544377","-0.056941422"," 0.104773606"," 0.1156229301"," 0.220233033"," 0.344033319","-0.0021230272","-0.285463598","-0.1396337683","-0.073832062"," 0.014706495","-0.1577507895"," 0.2719806450"," 0.026764581","-0.048938953"," 0.140675630"," 0.128979539"," 0.279001233"," 0.0796238719","-0.001125017","-0.094047854"," 0.105210041","-0.125149066"," 1.131814675","-0.020577818"," 0.1395551754","-0.150614554"," 0.024049084"," 0.135858721","-0.1614220269"," 0.39111169","-0.104605443"," 0.0911104003"," 0.165268676","-0.18771464"," 0.0388452056"," 0.3150737356","-0.213882250","-0.084799615"," 0.190832513"," 0.058710582"," 0.044638555","-0.217721365","-0.0399032780"," 1.401918e-01"," 0.262019491"," 0.1075065204"," 0.261035443"," 0.518872027"," 2.054405e-01","-0.010511451"," 0.294380281","-0.113246393"," 0.060674859"," 0.109912561","-0.048004092","-5.940931e-02"," 0.0564107001","-0.02171584","-0.1511904127"," 0.101604314","-0.134150437"," 0.0491114132"," 0.142778478"," 0.158391758"," 0.182537076"," 0.166298229"," 0.0331857393"," 0.120550346","-0.165035588","-0.1289390302"," 0.055619618"," 0.107428843","-0.018154477","-0.031295548"," 0.0150535712","-0.072105300"," 0.215284460","-0.085264897"," 0.008527172"," 0.037817282"," 0.052889011"," 0.182729994","-0.008145315"," 0.137826558"," 0.090229931"," 0.059973795"," 0.14969516"," 0.145619452","-0.001723909"," 0.0664819121"," 0.0007830828"," 0.135301087"," 0.0865078846","-0.123570486","-7.020620e-02"," 0.1045997672","-0.117638363"," 0.08162083"," 1.335370e-02"," 0.397962022"," 0.164792494"," 0.029559544","-0.058375446","-0.195140242","-0.1452639832","-0.037404738"," 0.094902201","-0.085314775"," 0.272564577"," 0.051794118"," 0.101660226","-0.2423906147","-0.218887691"," 0.017375874"," 0.278818802","-0.018655539","-0.208241097","-0.228110345","-0.0762077158"," 0.2070862122","-0.139899667","-0.004798505"," 0.282549140","-0.048028043"," 0.110957224"," 0.0334693389","-0.15976894","-0.087333354","-0.1375222848"," 0.256340015",10,1,"Apicidin"
"Apicidin_H8","-0.131313769","-0.417628537","-0.095638965","-0.1424497827"," 0.12274900","-0.009727095","-0.0779911548","-0.0758124521","-0.1203971322","-0.1854425928"," 0.143625461"," 0.219433866","-0.125623344"," 0.431236302"," 0.044926426"," 0.159624803"," 0.184310716"," 0.183498636","-0.1881741266"," 0.4098764295"," 0.039551511"," 0.134162701"," 0.1705854254"," 0.319424441"," 0.509780125"," 0.1099037166","-0.066313950","-0.2559307758"," 0.067461852"," 0.181936556"," 0.0502055200"," 0.1818417379","-0.049326591","-0.159777551"," 0.118243450","-0.062680794"," 0.230931288"," 0.1511990142","-0.104200339","-0.006186513","-0.005309758"," 0.012362449","-0.333593246","-0.091581152"," 0.0786439916"," 0.119365472"," 0.067100668","-0.123432942"," 0.2719228104"," 0.05860125","-0.092455228"," 0.1097986101"," 0.313817103","-0.09292746","-0.0710086263"," 0.1702683827","-0.238037988"," 0.018889723"," 0.072349229"," 0.189226466","-0.119625751","-0.169362791"," 0.1711529313","-5.598409e-02","-0.197670874","-0.0050908690"," 0.158214892","-0.229204581"," 5.889238e-02"," 0.009774474"," 0.253748309","-0.195416921"," 0.243815212","-0.020267898","-0.053365799","-3.144605e-02","-0.0889127171"," 0.01017960","-0.1815397412","-0.054461980","-0.032942726"," 0.0575261487"," 0.271043085","-0.098271897"," 0.074236539","-0.024705360"," 0.0465774497"," 0.025801840","-0.048072549","-0.0490340083"," 0.174668355"," 0.058393614","-0.001169459","-0.218918297","-0.2707212887","-0.119042869"," 0.237866961","-0.071248713","-0.154298466"," 0.033709936","-0.239503417"," 0.103852354","-0.433335356"," 0.126859478"," 0.089811497","-0.259740003"," 0.73412981","-0.019410451","-0.090406174","-0.0577473002"," 0.1876977090"," 0.087644066","-0.0589705486","-0.040370108","-2.362202e-05"," 0.0969549785"," 0.014364636","-0.10529933","-2.350101e-01"," 0.206301261","-0.153033131"," 0.034238504","-0.091941849"," 0.185983837"," 0.0513564785","-0.072419726","-0.066848241"," 0.042573764"," 0.096196841"," 0.046540452"," 0.364149763","-0.1681867498"," 0.205108321"," 0.225181932"," 0.140133878","-0.009227192","-0.160202600","-0.153055160","-0.2222636407"," 0.0625640292","-0.035200373"," 0.241490258"," 0.108936675","-0.005391105"," 0.341904636","-0.0164779466","-0.12274735"," 0.088984000","-0.2140676824"," 0.226846887",10,1,"Apicidin"
"Apicidin_H10"," 0.050572731","-0.148266232","-0.038900026"," 0.0359040521","-0.05410608"," 0.027257665"," 0.2314391797","-0.0844160486"," 0.0398648490"," 0.2127511933","-0.048609223"," 0.415370371","-0.012127554"," 0.015397077","-0.235135949"," 0.008425785","-0.206093274"," 0.477254331","-0.1175907709","-0.0433390023","-0.015285951"," 0.029959279"," 0.1304774205"," 0.150645252"," 0.380615400"," 0.0373807495"," 0.460146031","-0.1646973924","-0.110604445"," 0.059671706","-0.0712806966"," 0.0404969519"," 0.212242815"," 0.191433370","-0.177321327","-0.218157391"," 0.090051272"," 0.1562595748"," 0.067657865"," 0.183518252","-0.140623145","-0.193718903","-0.041265127"," 0.148421624"," 0.3566325947","-0.015198068","-0.156827180","-0.065788933","-0.1392508734"," 0.41621616","-0.118111188"," 0.1383114864"," 0.310404147","-0.15576070"," 0.1793598728"," 0.1845012387","-0.285106996","-0.122712403","-0.089534244","-0.020485959","-0.224657871"," 0.008424697","-0.1981675448","-3.841074e-02","-0.037128265","-0.1110541359"," 0.093985980"," 0.388692578","-2.540514e-02","-0.070009489","-0.118117773","-0.332373808","-0.009002542"," 0.193318883"," 0.203445593"," 4.542642e-02","-0.0494990641","-0.28205582","-0.1207184423","-0.024515086"," 0.111765351"," 0.1429936978"," 0.426237327"," 0.021243498"," 0.142390911"," 0.031676583","-0.0427328636","-0.036437303","-0.265172974","-0.0457604799","-0.100357986"," 0.081589717","-0.017949181"," 0.062309463"," 0.0409478639","-0.033175064"," 0.570294749","-0.085364384","-0.035432698","-0.056564499","-0.097896926"," 0.161880119"," 0.210616458","-0.133894916","-0.177403534","-0.103889530"," 1.35097766"," 0.011270195","-0.052848637","-0.1046635333","-0.4562105735"," 0.183088465","-0.0502569218"," 0.110033826","-1.080900e-01","-0.0142179182","-0.225301838"," 0.08694159"," 1.009210e-02"," 0.005048423"," 0.071132029"," 0.192416939"," 0.057370256"," 0.031560357"," 0.0498941053","-0.105489467"," 0.147942886","-0.009511559"," 0.003855741","-0.115283588"," 0.124558648","-0.1450472592","-0.033039882","-0.086238162"," 0.345750565"," 0.007813540"," 0.092779064"," 0.144046007","-0.0380673334","-0.0550401384"," 0.005282046","-0.084972845","-0.003310420","-0.167877278","-0.210787533","-0.1751184379","-0.03990977","-0.032098644"," 0.0084786393","-0.026846433",10,1,"Apicidin"
