"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.256","MAL13P1.262","MAL13P1.293","MAL13P1.321","MAL13P1.322","MAL13P1.338","MAL13P1.40","MAL7P1.18","MAL7P1.29","MAL7P1.65","MAL7P1.75","MAL7P1.94","MAL8P1.108","MAL8P1.123","MAL8P1.132","MAL8P1.91","MAL8P1.92","PF07_0047","PF07_0074","PF07_0079","PF08_0032","PF08_0069","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0191","PF10_0243","PF10_0299","PF10_0307","PF10_0374","PF10_0380","PF11_0079","PF11_0087","PF11_0090","PF11_0162","PF11_0214","PF11_0252","PF11_0260","PF11_0290","PF11_0329","PF11_0435","PF11_0438","PF11_0527","PF13_0032","PF13_0042","PF13_0087","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF13_0208","PF13_0219","PF13_0228","PF13_0350","PF14_0041","PF14_0071","PF14_0112","PF14_0138","PF14_0214","PF14_0238","PF14_0249","PF14_0286","PF14_0327","PF14_0350","PF14_0360","PF14_0384","PF14_0419","PF14_0455","PF14_0540","PF14_0552","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0180w","PFA0330w","PFA0430c","PFA0490w","PFB0175c","PFB0270w","PFB0295w","PFB0590w","PFB0920w","PFB0923c","PFC0090w","PFC0230c","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFD0285c","PFD0470c","PFD0545w","PFD0785c","PFE0165w","PFE0205w","PFE0260w","PFE0430w","PFE0450w","PFE0585c","PFE0745w","PFE0815w","PFE1255w","PFE1280w","PFE1340w","PFE1390w","PFF0150c","PFF0200c","PFF0325c","PFF0490w","PFF0595c","PFF0610c","PFF0690c","PFF0715c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFI0500w","PFI0710c","PFI0855w","PFI0905w","PFI0965w","PFI1185c","PFI1425w","PFL0580w","PFL0685w","PFL0885w","PFL0980w","PFL1135c","PFL1270w","PFL1490w","PFL1680w","PFL2055w","PFL2120w","PFL2200w","PFL2370c","PFL2485c","PFL2520w","D_class","Class","Compound"
"Trichostatin_H1","-0.113532479","-0.551221452"," 0.061456630"," 0.8131066103"," 0.30952096"," 0.883417751"," 0.1196125217"," 0.6703098721","-0.5475977283","-0.9559988754"," 0.489103089"," 0.118976257"," 0.865147490","-0.261571778"," 0.267831414"," 0.139475826","-0.039739374"," 0.820591408","-0.6800022700"," 0.4693055248","-0.790517252"," 0.960813115","-0.1421344533","-0.237501485"," 0.112106827"," 0.0371063821"," 0.416150547"," 0.5634097300","-0.134587706","-0.288973583"," 0.0325748885","-0.0455695214"," 0.491858627","-0.695228708"," 0.009001207","-0.573250191"," 0.360978267"," 1.0688532706","-1.104612048","-1.262049862"," 0.383325087"," 0.561382375","-0.744807693","-0.803554548"," 0.2202865822"," 0.450136760"," 0.305770623","-0.860415732"," 0.0070853952"," 0.02941299","-0.166945442"," 0.1158867124"," 1.259042783","-0.52252414","-0.4999851145"," 0.6043252884","-0.416770464"," 0.774388409","-0.356016492"," 0.513036865"," 0.139282905","-0.052457027","-0.0000849478"," 2.828524e-01","-0.152343119"," 0.0879976301","-0.486700096"," 0.434699623","-1.517331e-01"," 0.216611391"," 0.677236546"," 0.869864019"," 1.072431022","-0.258731155","-0.157063489","-1.148011e+00","-0.5684797112"," 0.09335618"," 0.3948900805"," 0.543850093"," 0.341063698"," 0.0820749127"," 0.381839680"," 0.525643048","-0.841884063"," 0.391969873"," 0.0477072010"," 0.547129613","-0.640476754","-0.6840301569","-0.330300740"," 1.548535141"," 2.340805233"," 0.238246240","-0.9769134455","-0.108062646"," 0.473590755","-1.073009960"," 0.298571687"," 0.454066666"," 0.908304599","-0.158379350"," 1.452131318"," 0.375168610"," 0.631451768","-0.445541607","-1.47087182","-0.210933914","-0.475998453"," 0.0022339841"," 0.7479627610"," 0.949277098","-0.4690841510","-1.676235367"," 1.136699e-01"," 0.4418826427","-0.203663901"," 0.71826027"," 5.664417e-01"," 0.254174287","-0.098345148"," 0.197514786"," 0.699108028"," 0.101518900"," 0.0552648001","-1.244880386"," 0.323096289"," 0.305236434","-0.279065539","-1.022931795"," 0.538290624","-1.6451320663"," 0.428955334"," 0.295736592"," 0.270439643","-1.612094038","-0.116628978","-0.814841070"," 0.2075766534"," 0.4955563322","-0.328756331"," 0.450766990"," 0.451663762","-1.373200393","-0.125900515","-0.2855471355"," 0.41754605","-0.704997599","-1.2874839322","-2.126949031",11,1,"Trichostatin"
"Trichostatin_H2"," 0.099077134","-0.342096852"," 0.167781239"," 0.7689178886","-0.02132999"," 0.507349139","-0.3709153519"," 0.6420590367","-0.1897416983","-0.5779913649","-0.361802591"," 0.676020112"," 0.698739963","-0.611566292"," 1.030523550","-0.476537875","-0.263306821"," 1.150749133","-0.6615271454"," 1.0243514379","-0.276256551"," 0.670786643","-0.4553036077","-0.621181831"," 0.069238450","-0.6638780348"," 0.513412870"," 0.8578118619"," 0.068345237"," 0.065360575"," 0.0585486656","-0.2331888785"," 1.082836183","-0.627538425","-0.889738959","-0.268818625"," 0.934568862"," 0.8309019558","-0.091840857","-0.739966326","-0.187998259","-0.270236277","-0.431039343","-1.228531915","-0.5500367302"," 0.559728626"," 0.471169207","-0.263984959"," 0.1454279045"," 0.74300668","-0.265563014","-1.1957062503"," 0.659746586","-0.51727144","-0.8170219693"," 0.7677983175"," 0.131435559","-0.454663271"," 0.117143138","-0.405194997","-0.185754104"," 0.616489894","-0.1822807584"," 7.280272e-01","-0.640519370"," 0.3981639849","-0.473172035","-0.110587813","-5.573247e-01"," 0.208456142"," 0.400847242"," 1.061580489"," 0.069166299","-0.067697333","-0.226162041","-1.535127e-01","-0.9931509050","-0.35900203"," 0.0576586587","-0.808440612"," 0.526275690","-0.2938361025"," 0.902558842"," 0.460773403","-0.821939690"," 0.059111524"," 0.4331762056"," 0.482661395","-0.275719195"," 0.8738835437","-0.548846916"," 0.785116875"," 2.134970095"," 0.009895266","-0.4867079261","-2.158272784"," 0.109453787","-0.745450484"," 0.278944485","-0.862155186"," 0.831827070","-0.198136259"," 1.393717476","-0.516192639"," 0.984914100"," 0.278829352","-1.19450970"," 0.196031156","-0.973111035","-0.1378585146","-0.2385132864"," 0.718997043","-0.6990112703","-1.271546201","-3.359968e-01","-0.2059178775","-0.239512405"," 0.23367988"," 5.837796e-01"," 0.724694922","-0.460607080"," 0.079852463"," 0.385073481"," 0.593818635"," 0.4855152817","-0.996236575"," 0.629706344","-0.006973877","-0.065911345","-0.581062427"," 0.341699081","-0.3197874513"," 0.248897658","-0.052416784","-0.503965807","-0.433372438","-0.661674786","-1.442135477"," 0.0706463688","-0.1778295829","-0.309900733","-0.082497773","-0.804691781","-0.716676805","-1.025849582"," 0.3344498612","-0.10875262","-0.074320029","-0.1171191945","-1.948671103",11,1,"Trichostatin"
"Trichostatin_H4","-0.014667208","-0.596792435"," 0.020013907"," 0.8350129829","-0.12384553","-0.027518081","-0.5031203580"," 0.8748349251","-0.6437869507","-0.8366097910","-0.205027849"," 0.384174731"," 0.310684404"," 0.353434968"," 0.877521514"," 0.306550073","-0.037812120"," 0.679616190","-0.3795582177"," 1.0254172432","-0.508206668"," 0.217657259"," 0.1625919162","-0.449648696","-0.132128714","-0.7422640407"," 0.788603438"," 0.2792056953"," 0.493753678","-0.387151547","-0.0056863108","-0.4574481386"," 0.631657120","-0.945762330","-0.284607053"," 0.268485291"," 1.019903307"," 0.9764067963"," 0.027474058","-0.821919329","-0.331042859","-0.173776796","-0.200557906","-1.136008898","-0.5150278992"," 0.318134576"," 0.077183836","-0.674251276","-0.1247762171"," 0.88992957","-0.123550803","-1.2238244078"," 0.030596218","-0.31653171","-1.3266828549"," 0.9497754811"," 0.418104750","-0.215753758","-0.016945039"," 0.191061451","-0.124139969"," 0.200375690","-0.0965100922"," 5.582193e-01","-0.518928338"," 0.3354780454","-0.503976114","-0.061389201","-4.605196e-01","-0.092361421"," 0.459374377"," 1.259675199"," 0.373002447","-0.247264437","-0.355417821"," 4.710466e-03","-0.6274247631","-0.25677510","-0.0332291874"," 0.014654459"," 0.561572012","-0.0676475615"," 0.100762306"," 1.100084726","-1.029940024"," 0.159017714"," 0.5386085710","-0.606225793","-0.720682145"," 0.1374897969"," 0.007877388"," 1.272162698"," 2.444694956","-0.075236604","-0.5094563919","-1.645170464"," 0.108947943","-0.497571703"," 0.123100235","-0.849344322"," 1.225109665"," 0.049064310"," 0.918667114"," 0.020973213"," 0.701617623"," 0.002266076","-0.39655169"," 0.293330029","-0.699724835"," 0.1454012646"," 0.0265844489","-0.039397854","-0.3639555576","-1.503134132","-5.153276e-01"," 0.4366828980","-0.067145066","-0.37609752"," 4.387916e-01"," 0.572206830","-0.115805993","-0.335600427"," 0.330789552"," 0.499200388"," 0.3578040337","-1.003904711"," 0.026875852"," 0.295632380","-0.420671846","-0.637135463"," 0.437069391","-0.5968000745"," 0.228531145","-0.082841012","-0.586836923","-0.833274069","-0.076000832","-1.402174035","-0.1117979870","-0.2886944240"," 0.102259915"," 0.536827773"," 0.010680986","-0.484230252","-0.664571863","-0.2452361949","-0.13714912","-0.089866446","-0.2071688557","-3.757323031",11,1,"Trichostatin"
"Trichostatin_H6"," 0.034241838","-0.484856085","-0.177940898"," 0.7007979449","-0.08534992","-0.580772816","-0.5299229851"," 0.6495589519","-0.4693779506","-0.6530211733","-0.136347385"," 0.587833055"," 0.083367489","-0.303570404"," 0.348405110"," 0.201407145"," 0.008167519"," 0.292080801","-0.0981429185"," 0.4936356427","-0.423419007"," 0.103899835","-0.9228484098","-0.741608766"," 0.075299270","-0.4375938544"," 1.014912446"," 0.2046093875"," 0.838294255"," 0.094708152"," 0.0903791596","-0.2749166286"," 0.646753027"," 0.080309265","-0.740219878"," 0.081685184"," 0.777790181"," 0.4003392122","-0.239028510","-0.362284966","-0.460162714","-0.160522581","-0.795756124","-0.866586789","-0.2205337400","-0.169249787"," 0.295816390","-0.678581692"," 0.0789281099"," 0.91778883"," 0.290270091","-1.3513260732","-0.116575884","-0.09751882","-1.3910294280"," 0.4995308121"," 0.365118795","-0.391464874","-0.178185963"," 0.149664800","-0.285963554"," 0.180610547"," 0.0372151960"," 8.263744e-01","-0.507165729"," 0.1627304170","-0.468672663","-0.487374886","-4.630471e-01"," 0.010916831"," 0.440807158"," 0.998518603","-0.142269681","-0.381425082","-0.371619906"," 4.053854e-02","-0.5332371567","-0.26089721"," 0.3770091578","-0.812144177"," 0.481728376","-0.4704632438","-1.196104592"," 0.256246826","-1.114229124"," 0.092754022","-0.1106521009","-1.307119542","-0.333861146"," 0.5085987225"," 0.112281880"," 0.477280026"," 3.474329865","-0.581290864","-0.5869148254","-1.179308410"," 0.110278056"," 0.080617541"," 0.091942557","-1.505657223"," 0.622365710"," 0.265760788"," 1.132746254","-0.038641719"," 0.703490254","-0.068542818","-0.36634589","-0.314834403","-0.579939396"," 0.1431951882","-0.2946623441"," 0.847047780","-0.4144583944","-0.882059787","-1.501579e-01"," 0.5615352547"," 0.022964084","-0.07685575"," 3.515608e-02"," 0.063862461","-0.344887450","-0.165744864"," 0.576941952"," 0.326321639"," 0.3447272435","-0.553031684"," 0.366053336"," 0.664161507","-0.031639545","-0.361829295"," 0.201582979","-0.4170660391"," 0.055465852"," 0.200986539","-0.704919965","-0.148557059"," 0.161785526","-1.472168072","-0.1829088611","-0.4852810858"," 0.104815999"," 0.749869988","-0.780865318","-0.373943876","-0.051428495","-0.5944516853","-0.31231124"," 0.106769297","-0.0203406274","-3.521117439",11,1,"Trichostatin"
"Trichostatin_H8","-0.049319287","-0.598651616","-0.118276968","-0.0374452382","-0.60144497","-0.529434949","-0.0663582039","-0.2044904574","-0.6106431230","-0.5474189572"," 0.006309596"," 0.903791864"," 0.462180548","-0.031587497"," 0.394523667"," 0.496440468"," 0.094134767"," 0.657087558","-0.1539608502"," 0.3124520012","-0.048915717","-0.452501389"," 0.4895117176"," 0.085951843"," 0.253519128"," 0.0607204604"," 0.685029486","-0.1042538242","-0.356122545"," 0.132854474"," 0.0488774553"," 0.2682621563"," 0.163395166","-0.222957894","-0.391917540","-0.005124380","-0.031519838"," 0.8439756366","-0.614817804","-0.130844080","-1.158834029"," 0.124291444","-0.097125887","-0.567453372","-0.4915322729"," 0.012706995"," 0.278708704","-0.706994266"," 0.1986246060"," 0.07805134"," 0.481153788","-0.6473104184","-0.093859396","-0.03127859","-0.2425494131","-0.0521631900"," 0.128861671","-0.483369522","-1.001509005"," 0.095455965","-0.377282382"," 0.018221999"," 0.1133653414"," 2.324994e+00","-0.255920074","-0.5282584781"," 0.186576295","-0.234482982"," 2.330158e-01","-0.448765060"," 0.141630841"," 0.854688883"," 0.149981017","-0.195152336","-0.326269904","-1.731498e-01","-0.1714568734","-0.29248781"," 0.3101213081"," 0.048806143"," 0.199558188","-0.0899176926","-0.928175995"," 0.101335792","-1.235349087"," 0.280212471"," 0.1624950545","-0.204987600","-1.283450294","-0.0104187119"," 0.142887311"," 0.298905190"," 6.231982891","-0.474704772","-0.2938950703","-1.803965132"," 0.067551250"," 0.008544333"," 0.156708375","-0.189897971"," 0.004577169","-0.218697538"," 0.982160014","-0.279463884","-0.001188659","-0.286546938"," 1.44706652","-0.185173722","-0.078464195"," 0.0291894088"," 0.3442065961"," 0.290243963","-0.2179953638"," 0.024439764","-2.990982e-02"," 0.1029581264"," 0.071179507"," 0.10782081","-7.802389e-05","-0.289162588"," 0.084106537","-0.140209929"," 0.701749222"," 0.142172203","-0.1833129435","-0.215923930"," 0.039254718"," 0.389844706","-0.336569545","-0.536277325"," 0.290436335","-0.1677597826"," 0.032763321","-0.540385959","-0.492447695","-0.207615419"," 0.434429540","-0.283352255","-0.9413751471","-0.0507105473"," 0.627843518"," 0.222138969","-0.362072897","-0.400655177","-0.486887714","-1.0556399614"," 0.06652334"," 0.245747693"," 0.9362952669","-2.203804091",11,1,"Trichostatin"
"Trichostatin_H10"," 0.639604862","-1.017338406"," 0.441104320","-1.3737206061","-0.78056625","-0.178466054"," 0.3830591297","-1.0647555329","-0.6394970104","-1.2779942313"," 0.625210614"," 0.879043449"," 1.895970326"," 0.866081624"," 0.385061904"," 0.762377600"," 0.799487201"," 0.451618570","-0.0672235839","-1.0054166573"," 0.422265972","-1.391568324"," 0.3364772278"," 0.438876276","-1.093504889"," 0.1697128483","-0.052676496"," 0.5694220125","-0.492093177"," 0.036181696"," 0.0656194589","-0.3863775652"," 0.479274932"," 0.189463774","-0.668403583"," 0.627590130"," 0.388078205"," 1.4685472543"," 1.067090056"," 0.753224674","-1.618553716","-0.639935485"," 0.308202297","-1.542623326","-1.8787281572","-0.558533956"," 0.411283215","-0.492624242","-0.5044093528"," 0.82944140"," 3.182363687","-1.4226014523"," 0.442584850"," 1.97743342"," 0.0222808615"," 0.2568078184"," 0.366010037","-1.385078123","-1.516020475","-0.508802317","-0.747579530"," 0.304539073"," 0.4006575774"," 1.337264e+00"," 0.368397606","-0.3935185908"," 0.400876847","-0.060929308"," 4.976987e-02","-0.955012176","-1.106331351"," 0.123962887"," 0.348395298"," 1.012288698"," 0.013282023","-2.319252e-01","-0.4042422906","-0.29028360","-1.5496973835"," 0.464307664"," 0.926256718"," 0.4765665260","-1.210684383"," 0.845527946","-1.074609796"," 0.915811655"," 0.3081737215","-1.000324988","-0.252782985","-1.2260848635"," 0.721540113","-0.769214409"," 1.388477276","-0.835150469"," 0.2454423476","-1.912155018","-0.542619894"," 0.167697573","-0.454369929","-0.894160997"," 3.503032895"," 0.825891166"," 0.919624608","-0.415057026","-0.174843494","-0.101535405","-0.09216687","-0.430579486"," 0.610167997"," 0.2163576643"," 0.3692034140"," 0.600373408","-0.1385770765"," 1.054381237","-3.679961e-01","-1.2729330890"," 0.908529987"," 0.68062499","-9.178671e-01","-0.900257065"," 0.573487408","-1.034340064"," 1.069907297","-0.959307461","-0.3640616424","-0.300819896"," 0.411313046"," 0.070473647"," 0.401446064","-0.034052569"," 0.438635461"," 0.5178020737"," 0.455250213","-2.044677227","-0.769094071","-1.345140439"," 1.084514120"," 1.621934663","-0.8554798107","-0.6298908526"," 1.067952650","-0.332859263","-1.142992280","-1.427584133","-1.026588426","-1.2384863707"," 0.26214029"," 0.591307917","-0.0472726094","-1.454961769",11,1,"Trichostatin"
"Quinine_H1","-0.347293773"," 0.200949351","-0.688691618","-0.0142800317","-0.23269274"," 0.137985388"," 0.0133844396"," 0.1393588470"," 0.0433497997","-0.0451556575","-0.073801369"," 0.186954272","-0.089348358"," 0.074024462","-0.077298279","-0.499034053","-0.045090854","-0.657360090"," 0.0159456555"," 0.2001824981"," 0.063694957","-0.036607341"," 0.2474776262","-0.153774253"," 0.144706174"," 0.1654300791"," 0.061898928"," 0.3328853634"," 0.057268922"," 0.132901067"," 0.0471961511","-0.0810305520","-0.226053632","-0.299469013"," 0.470946137"," 0.171332473","-0.137941798","-0.0410663028","-0.231656320","-0.460746983"," 0.248161154"," 0.033088335"," 0.096605887","-0.120215263","-0.1462260531"," 0.462261054"," 0.134821690","-0.075401068","-0.0595940012"," 0.11751721","-0.318790005","-0.1948168770"," 0.191650529","-0.16715262","-0.1585148612","-0.0366470574"," 0.179587427"," 0.218549593"," 0.119772949","-0.203015591","-0.139217616"," 0.118478078"," 0.2906764987","-3.344623e-01","-0.183515144"," 0.1120866282","-0.503658864","-0.423041771","-1.984049e-01"," 0.044372955"," 0.175065996"," 0.023217979"," 0.016735566"," 0.063430732","-0.294420125","-1.287806e-01"," 0.1569121613"," 0.22860332"," 0.2376289558","-0.319200691"," 0.033814241","-0.1594318478"," 0.072043432","-0.422727069"," 0.180712236"," 0.091617017","-0.0774921569"," 0.370894996","-0.060503623"," 0.0689115042","-0.628609277"," 0.126694336","-0.464199883"," 0.147437905","-0.4597919809"," 0.131315916","-0.246033400"," 0.112152164"," 0.328502772"," 0.039002035"," 0.103892405","-0.087165519"," 0.117465992"," 0.135714191"," 0.055531793"," 0.136196399","-0.26218120"," 0.144811698","-0.227597112"," 0.2699512324"," 0.0551846159","-0.116668023"," 0.1693687917","-0.314272858"," 5.037274e-01"," 0.0055817982"," 0.187411605","-0.49233648"," 3.485119e-01","-0.229905974"," 0.134517993"," 0.055391438"," 0.046845067"," 0.016488938"," 0.0831835025","-0.017609746","-0.356289718"," 0.024704196","-0.248706648"," 0.182916302"," 0.022094284"," 0.1730167040"," 0.251986231"," 0.139550958"," 0.016095047"," 0.158185662","-0.370335125","-0.341348788"," 0.1776520300"," 0.1453664973","-0.196333603"," 0.101704073"," 0.046449196"," 0.003337779"," 0.105213163"," 0.2906764208"," 0.17337849"," 0.072883411","-0.0390700987"," 0.851176184",12,9,"Quinine"
"Quinine_H2","-0.463497395"," 0.104103454","-1.213104322"," 0.0358945028"," 0.21817362"," 0.405343596","-0.0539925242"," 0.0824028680"," 0.1476785306"," 0.2878068963"," 0.001318236","-0.337312985","-0.772437706","-0.192531554"," 0.091652765","-1.096869689"," 0.029822974","-0.205987621"," 0.1127819616"," 0.0908464467","-0.524580122"," 0.126197874"," 0.4938946790","-0.676209633"," 0.145378729"," 0.4984418951"," 0.575376904","-0.0001076043"," 0.265914165"," 0.301494129"," 0.0971442155"," 0.0685060746","-0.525765977","-0.451731890"," 0.241655751"," 0.154710262","-0.015392012"," 0.3625734987","-0.316252409","-0.668002755","-0.025087322"," 0.291786674","-0.184105231"," 0.287696467","-0.1854820968"," 0.380006920"," 0.166841390"," 0.124265102"," 0.3773634828"," 0.11530719","-0.450254721"," 0.2632131694"," 0.332378213","-0.36398183","-0.1131366047"," 0.1463490557"," 0.120857250"," 0.356342933"," 0.092545864","-0.214842081"," 0.419192309","-0.024466015","-0.0492860307","-9.117568e-01","-0.405434493","-0.0008564123","-0.939724020","-0.457444395","-6.683668e-01"," 0.086948552"," 0.261992776","-0.016019299"," 0.157045662","-0.504160104","-0.097640088"," 3.247616e-01"," 0.0652387587"," 0.33759786"," 0.4702672245","-0.944296396"," 0.381152960"," 0.0580235450"," 0.280768513"," 0.087278873"," 0.262966235"," 0.140141624","-0.0367070595"," 0.399308411"," 0.012914074","-0.0300827384","-1.038542869"," 0.599209778","-0.339952610","-0.076765806","-0.4922120226"," 0.189865547","-0.221968313"," 0.222397007"," 0.406113918"," 0.416705442"," 0.151255109","-0.063984952"," 0.574951086"," 0.139254534","-0.393594708","-0.446468135","-0.18484577"," 0.013432896","-0.493715381"," 0.4909903689"," 0.2262959577"," 0.207078694","-0.1955270266","-0.422044542"," 4.734055e-01","-0.0022999747","-0.207655364","-1.44327117"," 6.592768e-01","-0.495116363"," 0.132507886"," 0.334000939"," 0.341865969"," 0.208394616","-0.2572850280"," 0.201445721","-0.638103709"," 0.330729455","-0.515773313"," 0.382402332"," 0.401171491","-0.1238073910","-0.369864573"," 0.425580066"," 0.151635998","-0.139376360","-0.984974696","-1.117792364"," 0.4601881928"," 0.3700306910","-0.018157769"," 0.135575779"," 0.194945973"," 0.255062505","-0.023588683"," 0.2322873533"," 0.14221950","-0.089883918","-0.0518046363","-0.246454263",12,9,"Quinine"
"Quinine_H4","-0.293353325"," 0.193563988","-0.162857750","-0.2464290383","-0.26135688"," 0.620660405"," 0.0637329587"," 0.0016963220","-0.0946405067","-0.0090667293"," 0.128988544"," 0.268261870"," 0.018684855"," 0.163210927"," 0.329346861","-0.752445775"," 0.048557716","-0.304545000"," 0.2472374124"," 0.3148543988","-0.113915046","-0.129631131","-0.2197236188","-0.607618772"," 0.024905652","-0.0238865384"," 0.045919930"," 0.0442314967"," 0.180154278"," 0.026030107"," 0.0510766250"," 0.0754758942","-0.243935750","-0.364853219"," 0.908009090"," 0.470184394","-0.002636156"," 0.2329877763","-0.066072619","-0.543602757"," 0.232529741","-0.099016824"," 0.220259512","-0.154993403","-0.1087085189"," 0.441766486"," 0.218404577"," 0.086201929","-0.0886001281","-0.16096226","-0.413044462"," 0.0565135105"," 0.090823313","-0.46163379"," 0.1783720001","-0.0815126838","-0.003881334"," 0.255516000"," 0.641685558"," 0.105757749"," 0.596004161","-0.041581258"," 0.4276653858","-1.109241e-01","-0.337725088"," 0.2116348284","-0.353762375","-0.299639624","-1.923586e-01"," 0.176946623"," 0.462330073","-0.147260351"," 0.121076470","-0.258827855","-0.179225245"," 8.035762e-02"," 0.1602484870","-0.08219568"," 0.2468804041","-1.102285540"," 0.194433717"," 0.0217319413","-0.046038301","-0.179327558"," 0.340085129","-0.176564010"," 0.2582405959"," 0.146880595","-0.268588157","-0.0353187069","-0.236638341","-0.010543251"," 0.004390946"," 0.211466634","-0.0463129321"," 0.252323965","-0.415872245"," 0.151449245"," 0.424304810"," 0.291705653"," 0.232576353"," 0.099684003"," 0.322645315"," 0.479623471","-0.033019516","-0.042146749","-0.33322735"," 0.299430057","-0.217384958","-0.0337462852"," 0.3277792810"," 0.004525794"," 0.2313017022","-0.415208128","-1.663728e-01"," 0.0925606420","-0.278072142","-0.81235758"," 3.991963e-01","-0.093111608"," 0.106063967"," 0.103482657","-0.189674441","-0.251575243"," 0.0357057013"," 0.302821910","-0.772466399"," 0.066158287","-0.255100703"," 0.240923193"," 0.009001327","-0.1194649993","-0.206960459"," 0.009061397"," 0.258898219","-0.170295957","-1.002702519","-0.581200398"," 0.3080911631"," 0.3113707898","-0.116558009","-0.213720298","-0.058383378"," 0.094526454","-0.152664046"," 0.2003613517"," 0.11139773"," 0.332851130","-0.3493170144"," 0.414691359",12,9,"Quinine"
"Quinine_H6","-0.397897513","-0.009914833","-0.575413517","-0.2154585216"," 0.11503011"," 0.340466453"," 0.0397741929"," 0.0441800959"," 0.0077578447"," 0.1912034203"," 0.096772260"," 0.125620078","-0.360102419","-0.182104379","-0.065792853","-0.555407128"," 0.074528105","-0.016031482"," 0.0876728126"," 0.1502189884","-0.556237337","-0.078146339"," 0.1098269517","-0.243181173"," 0.231439299"," 0.3754593005"," 0.488072286","-0.1324427494"," 0.400698498"," 0.566463637","-0.0781823840","-0.1287116932","-0.319326445","-0.188859237"," 0.159663648"," 0.168712305","-0.077838635"," 0.2868469055","-0.192208800","-0.230806894"," 0.104950808"," 0.115138214","-0.136010303"," 0.137858958","-0.1556156363"," 0.203186220"," 0.128939495","-0.018598546"," 0.0601960283","-0.29244820","-0.340101008"," 0.1276404601"," 0.369562073","-0.38502086","-0.1400109447"," 0.0214568727","-0.132068822"," 0.225375831"," 0.176245874"," 0.113650027","-0.302233410","-0.032618297","-0.0396049958","-3.352182e-01","-0.225154785","-0.0031265965","-0.690022303","-0.318608167","-1.460320e-01"," 0.247896036"," 0.371853171","-0.087603730"," 0.285259116"," 0.006170816"," 0.019990216"," 1.068286e-01"," 0.0008251603","-0.09355346"," 0.2093874387","-0.285497898"," 0.197603148","-0.2249826619"," 0.134992776"," 0.074142424"," 0.353345743","-0.029904857","-0.2245459844"," 0.107867262","-0.063815205"," 0.0554896535","-0.289410252"," 0.093996432"," 0.364796459","-0.278584785","-0.0965477658"," 0.170783641","-0.868162012"," 0.155514114"," 0.233075312"," 0.298709593"," 0.302571790"," 0.142404881"," 0.282258488"," 0.140601900","-0.329042317","-0.067287797","-0.84684217","-0.048437604","-0.270634694"," 0.0935947332","-0.0352220342"," 0.114373301","-0.0660236159","-0.135451942"," 1.060535e-01"," 0.1715058710","-0.325634581","-1.02498966"," 2.950098e-01","-0.017128628","-0.403226962"," 0.316296093"," 0.015792453","-0.277126494","-0.0289865081"," 0.232444938","-0.246963009"," 0.381031891","-0.338127778"," 0.098345292","-0.150013086"," 0.0332262553","-0.308910305","-0.002198746"," 0.048420697","-0.084752408","-0.567615747","-0.522228842"," 0.3421553869"," 0.1400217245","-0.002022329"," 0.223382825"," 0.048191132"," 0.226939730","-0.070775796"," 0.0703891869"," 0.04419889"," 0.051915251","-0.2395936157"," 0.126657536",12,9,"Quinine"
