"","MAL13P1.124","MAL13P1.201","MAL13P1.294","MAL13P1.332","MAL13P1.337","MAL8P1.152","MAL8P1.35","MAL8P1.55","PF10_0159","PF10_0195","PF10_0257","PF10_0286","PF10_0348","PF11_0096","PF11_0141","PF11_0146","PF11_0212","PF11_0276","PF11_0404","PF11_0414","PF11_0471","PF13_0013","PF13_0031","PF13_0036","PF13_0095","PF14_0121","PF14_0133","PF14_0178","PF14_0185","PF14_0214","PF14_0261","PF14_0314","PF14_0346","PF14_0415","PF14_0545","PFA0300c","PFC0610c","PFD0180c","PFD0295c","PFE1430c","PFE1550w","PFF0610c","PFF0625w","PFI1510w","PFI1545c","PFI1655c","PFL0420w","PFL1335w","PFL1400c","PFL1815c","D_class","Class","Compound"
"Leupeptine_H6","-0.168978494","-0.0939207208","-0.082886245"," 0.239475190","-0.03685918","-0.0862509728","-0.308031319"," 0.090396577","-0.22938352","-0.941544771"," 0.246240158","-0.141032316","-0.5520420803","-0.001620153"," 0.2690093715","-0.057880577"," 0.0279000771"," 0.2478771973","-0.0451633545"," 0.005267699"," 2.655696e-01"," 0.133608426"," 0.141802835"," 0.066055075","-0.38552440"," 0.0832784546","-0.191303551"," 0.025518540","-0.016035904","-0.0803762204","-0.055677639"," 0.025438935","-0.1158272701"," 0.250343168"," 0.5789352706","-0.151509100","-0.278281869"," 0.2086146325","-0.13478901"," 0.374620029","-0.066143838","-0.110328317","-0.143115468","-0.001461015","-0.10744357"," 0.04572437","-0.3704839032","-0.230297862"," 0.028508851"," 0.024330947",9,8,"Leupeptine"
"Leupeptine_H8"," 0.032937468"," 0.0634602854","-0.154855881","-0.129845171","-0.09329664"," 0.2088542182","-0.027266218"," 0.344572914","-0.07467410","-0.141688005"," 0.253218539"," 0.085667427"," 0.4729434585","-0.255380330"," 0.0607814601"," 0.209141977","-0.0904702464"," 0.0387886244"," 0.0564788904"," 0.175231516","-2.008119e-01","-0.066539155"," 0.072199359","-0.190933124"," 0.05211846"," 0.0677886029","-0.200159653","-0.066912202","-0.032865304"," 0.0267593462","-0.105157594","-0.259307963","-0.1144556790"," 0.016463627"," 0.5042676105"," 0.033827873"," 0.132256547"," 0.0406511224"," 0.28354795","-0.177361620","-0.176178486","-0.129686790","-0.060130876","-0.162480583","-0.14704516"," 0.16906908"," 0.0509243888"," 0.127092039"," 0.126704124","-0.178511999",9,8,"Leupeptine"
"Apicidin_H1","-0.046033850","-0.0352766255","-0.083897364","-0.106815264","-0.32627000","-0.3526191640"," 0.291428915"," 0.012426441"," 0.16319174"," 0.726400382"," 0.090497314","-0.049839674"," 0.0541127840"," 0.141899476","-0.3048842105"," 0.452905668"," 0.0262798205"," 0.5379452546","-0.0378523796","-0.887717173"," 2.863321e+00","-0.517792328","-0.230328640"," 0.090498794","-0.05104866"," 0.6485281438","-0.038020153","-0.090443074","-0.122300213","-0.0829393758","-0.473109457","-0.075806177"," 0.3969736802","-0.070581725","-0.2366775372"," 0.367625881"," 0.544805497","-0.4244347301","-4.25186152","-0.331707000","-0.005520483","-0.975569420"," 0.145668827"," 1.937777917","-0.27823298","-0.11654648"," 0.6715500794"," 0.117170066","-0.086826128","-0.367604753",10,1,"Apicidin"
"Apicidin_H2"," 0.215745718","-0.1633264171","-0.276619234","-0.116679177","-0.35082492"," 0.2391504913"," 0.146475532"," 0.180311711"," 0.20849738","-0.003040544","-0.133641913","-0.171256346","-0.1839535816","-0.164470731","-0.0588415883"," 0.041870112","-0.1837334642"," 0.2003038535"," 0.0995344553","-0.034577972"," 2.489296e-01"," 0.025790313"," 0.016146976","-0.018047055","-0.12206749"," 0.3985828917","-0.310293421","-0.218735884"," 0.174645238"," 0.0953405658"," 0.031384534","-0.287247417"," 0.0027906119","-0.294095792","-0.3602053120","-0.131691804"," 0.225388340"," 0.2731385073","-0.01482434"," 0.022511263"," 0.353939717"," 0.257617131","-0.131227012"," 0.020811702","-0.38909286","-0.14080967","-0.0776496468","-0.113223718"," 0.248164822"," 0.294558038",10,1,"Apicidin"
"Apicidin_H4"," 0.005308789"," 0.2341795830","-0.046014317","-0.177893138"," 0.16626145"," 0.0432582320"," 0.226598196"," 0.074252368","-0.36899531"," 0.513330401","-0.051574419","-0.187295186","-0.0186362315","-0.181397891"," 0.0099414179","-0.130053837","-0.0785296925"," 0.2375122874","-0.0626778091"," 0.724548420","-1.872437e-01"," 0.024499727"," 0.032378715"," 0.022023545","-0.08977964"," 0.5953717413"," 0.098006590","-0.176009214"," 0.001554116","-0.0155692945"," 0.163032067","-0.313990882"," 0.0901391926","-0.412149088"," 0.1663398780"," 0.157786864"," 0.556135402"," 0.1859165330"," 0.09839623","-0.238312966"," 0.294973625"," 0.005416684"," 0.037914004","-0.040822372","-0.33016925"," 0.40425228"," 0.0227671933","-0.068856725"," 0.138444852","-0.096015427",10,1,"Apicidin"
"Apicidin_H6","-0.105196653"," 0.1225680095","-0.040541277","-0.019772023","-0.02826850","-0.0039589194","-0.045043829"," 0.385923610"," 0.12224082"," 0.247618642"," 0.239521178","-0.141268621","-0.0725296365"," 0.123257275","-0.0348405749","-0.221306676","-0.0763828796"," 0.0295358493","-0.0008779671","-0.193810826"," 2.068517e-01","-0.223772676","-0.133045171"," 0.112430565","-0.18771464"," 0.6718615846","-0.112906651","-0.151030803"," 0.223634753"," 0.1075065204"," 0.063139816","-0.164804625"," 0.0374656751","-0.408475060","-0.1441043725","-0.235392189"," 0.070613635"," 0.0580579567"," 0.09747137","-0.333623814","-0.035684028"," 0.029559544","-0.087579292"," 0.195169179","-0.22961578","-0.07355834","-0.0679252893","-0.052941991","-0.073263351"," 0.089413165",10,1,"Apicidin"
"Apicidin_H8","-0.131313769"," 0.2869772538","-0.119388040"," 0.249515576"," 0.17289569"," 0.0223862803","-0.042195104"," 0.100764764","-0.05203783"," 0.083792097"," 0.218708491","-0.205073710","-0.2049988674"," 0.112544428","-0.0006500894"," 0.087343797","-0.1430589653","-0.0003993728","-0.0829207375"," 0.432412217"," 2.276716e-01"," 0.107640223","-0.162392292"," 0.163513756","-0.09292746"," 0.4501744195"," 0.135627963","-0.003537026"," 0.130673231","-0.0050908690"," 0.064106115","-0.060370974","-0.0574338959"," 0.103635670"," 0.2398309686"," 0.105822069","-0.323502715"," 0.1421731529"," 0.01372628"," 0.149585159"," 0.192745873"," 0.034238504"," 0.005071695"," 0.090073660"," 0.01561100","-0.23704304"," 0.0712842289"," 0.059690734"," 0.205612135"," 0.049532351",10,1,"Apicidin"
"Apicidin_H10"," 0.050572731","-0.0647357049","-0.111843500"," 0.310877162","-0.03027252"," 0.0797844964","-0.037385951"," 0.477181557","-0.26142229","-0.073350775","-0.002172653","-0.218236107","-0.2176054828","-0.175970446"," 0.1444680413"," 0.111885400"," 0.0138338777"," 0.1922578996","-0.1560715201"," 0.211095199"," 1.865372e-01"," 0.289718399"," 0.008611350"," 0.121698345","-0.15576070"," 0.2522824630","-0.040830929","-0.088687498","-0.050274687","-0.1110541359","-0.009764529","-0.090187040","-0.0942500564"," 0.179255280"," 0.2315010126","-0.196899596"," 0.248973533"," 0.2268221889","-0.13678659"," 0.216240404"," 0.172561932"," 0.192416939","-0.255819831","-0.016626153","-0.16057177","-0.04204763"," 0.0199854902","-0.186400204"," 0.042391348"," 0.081787829",10,1,"Apicidin"
"Trichostatin_H1","-0.113532479"," 0.5107063087","-0.693389930"," 2.154039050","-0.43843062"," 0.7139199970","-0.386663031"," 0.036020483"," 1.08769441","-2.070133023"," 1.800809819","-0.031816063","-0.9487630665"," 0.379009683"," 0.0048323168","-0.016337215","-0.5217284975","-0.0175759122"," 1.2772969289"," 0.350475956"," 9.181470e-01"," 0.711170185"," 1.700096355"," 0.736187228","-0.52252414"," 1.3330228907","-0.493169400","-0.941211522","-0.260359407"," 0.0879976301"," 0.168866821","-1.260412147","-0.5940070663","-0.127348404"," 0.2666769809"," 0.288458779"," 0.457796496"," 0.0168834383","-0.62660554","-1.746454862"," 0.799235721"," 0.197514786","-0.535348147"," 1.728341231","-1.53650852"," 0.91381988","-1.3503706441"," 0.848324636"," 0.448867380","-0.027670890",11,1,"Trichostatin"
"Trichostatin_H2"," 0.099077134"," 0.0118272657"," 0.046899095"," 2.115302576","-0.94542090"," 0.4974853393"," 0.025632952"," 0.362521509"," 0.80167333"," 0.036925472"," 0.021957584"," 0.778085467","-0.6681659959"," 0.177909223","-0.4461684314","-0.260821626","-0.6394929904","-0.0349646920"," 1.2114594650"," 0.950064666"," 4.333690e-02","-0.523304078"," 1.622658912"," 0.401911891","-0.51727144"," 0.1532385271","-0.517102087","-1.666373678"," 0.755955332"," 0.3981639849"," 0.116063504","-1.553058441","-0.5038789984"," 0.210209685","-0.0906808624","-0.052302544"," 0.715789582","-0.2462594994","-0.55198352","-0.920806163"," 0.996903311"," 0.079852463","-0.454146695"," 1.263172730","-1.04494523"," 0.83614045","-0.9890001437"," 0.977601790","-1.094856398","-0.074127527",11,1,"Trichostatin"
"Trichostatin_H4","-0.014667208"," 0.7171713589","-1.547451826"," 1.920535193","-0.61104222"," 0.3761490082"," 0.334986741","-0.274813715"," 1.31509655","-0.485989524"," 0.110899387","-0.059117761","-1.3336421771"," 0.582273509","-0.9347881069"," 0.080756744","-0.7645107275","-0.2926126232"," 1.3874655738"," 0.516968586","-1.238469e+00","-1.119165711"," 1.697612416"," 0.161208161","-0.31653171"," 1.2256516549","-0.462538894","-1.671860120"," 0.810740240"," 0.3354780454"," 0.046906680","-1.605419881","-0.9434577705","-0.267155503","-0.4330965956"," 0.439969549"," 0.747319043","-0.4380415358","-0.98690180","-1.295601557"," 0.775454636","-0.335600427"," 0.088288869"," 1.133896629","-0.45983877"," 0.75500395","-1.6976457396"," 0.932920180","-0.023449768","-0.096376136",11,1,"Trichostatin"
"Trichostatin_H6"," 0.034241838","-0.0217472384","-1.071960923"," 2.061500352","-0.30011123"," 1.0258195658"," 0.157398329"," 0.315234017"," 0.64945033","-0.228783842"," 0.684062348"," 0.008631960","-1.0099135169"," 0.502260131","-0.3272242271","-0.085149199","-0.6702954439"," 0.1575782167"," 0.9817497931"," 0.426304978","-2.970312e-01","-1.058624980"," 1.417308453","-0.126924083","-0.09751882"," 0.4879318972"," 0.039204229","-1.443163224"," 0.604232921"," 0.1627304170"," 0.212266459","-1.620602328","-0.9105648081","-0.295334428","-0.1441907190"," 0.494352344"," 0.448335548","-0.0150165512","-0.89137691","-0.675007504"," 0.491165998","-0.165744864","-0.208987922"," 0.723934411","-0.41295898"," 1.05570983","-1.5868721676"," 0.691493093","-0.356487538"," 0.017125590",11,1,"Trichostatin"
"Trichostatin_H8","-0.049319287"," 0.3073605191","-0.601497527"," 2.528934890","-0.30167803","-0.1899549314"," 0.274394441"," 1.036689282"," 0.98817744","-0.447073377"," 0.983008250","-1.337854222","-0.6503594282"," 0.080312850","-0.3410520821"," 0.010353874","-0.7658025596","-0.0862875647"," 0.9199654422"," 0.757462330","-3.594913e-02","-0.815863568"," 0.992143892","-0.158206486","-0.03127859","-0.6173691386"," 0.072812905","-0.589406830"," 0.067465790","-0.5282584781","-0.184312323","-1.912900668","-1.0082111791","-0.121270095","-0.2535805539"," 0.180319631"," 0.238029785"," 0.0344678944","-1.06909146","-0.686357619"," 0.854227567","-0.140209929","-1.213221242"," 0.178421479","-0.21168542"," 1.19376024","-0.1649117055"," 0.360543907","-0.069852300"," 0.310958258",11,1,"Trichostatin"
"Trichostatin_H10"," 0.639604862"," 1.1349559706","-1.528906307"," 3.063608684","-0.22164274","-0.8503884661"," 0.747264071"," 1.052610106"," 1.39488129"," 0.601617067"," 1.597670690"," 0.624610675","-0.8714988791","-1.146071860"," 0.4837198636"," 0.066532090","-1.5337431683"," 0.1939575496"," 1.5908458820"," 1.058348313","-5.934020e-01","-0.952271534"," 1.133012471"," 0.330006220"," 1.97743342"," 1.9459545583"," 0.105033125"," 0.268525719","-0.708503921","-0.3935185908","-0.424508503","-1.391768951","-0.7190610240"," 0.603495856"," 0.3790319762","-0.086350571"," 0.874142959","-0.6093348342"," 0.14648893","-1.515234165"," 0.676316587","-1.034340064","-1.921062439","-0.968201280"," 0.11177891"," 1.61861465"," 1.7284819602"," 0.781714619"," 0.622114301","-0.227833918",11,1,"Trichostatin"
"Quinine_H1","-0.347293773"," 0.1419596684"," 0.208163746","-0.210337520","-0.20704631"," 0.0771584477","-0.040553256","-0.027044347","-0.24051498","-0.574707940","-0.117466646","-0.294141233"," 0.3375416883"," 0.109602507","-0.3643867029"," 0.085201010"," 0.0555369091"," 0.1374924445"," 0.0036143592"," 0.192776531","-8.963921e-02"," 0.189728789","-0.283445053"," 0.115624577","-0.16715262"," 0.2597422128","-0.865336043"," 0.085268138"," 0.036749041"," 0.1120866282"," 0.107011635"," 0.134044252","-0.2905066546"," 0.384713931","-0.3115546718"," 0.549779874","-0.341954447"," 0.3202312514","-0.26985960"," 0.118664588","-0.050505725"," 0.055391438"," 0.019417772"," 0.052790140","-0.07613125","-0.26141790","-0.1930333363","-0.339662421"," 0.136306361"," 0.190396761",12,9,"Quinine"
"Quinine_H2","-0.463497395","-0.0019848071"," 0.331847004","-0.540141965","-0.34784587"," 0.2331058926","-0.605925966","-0.620081029","-0.25025756","-2.017781641","-0.095009699","-0.762750814","-0.3166853665"," 0.111325083","-0.2235559803"," 0.156357815"," 0.3025385883"," 0.2771960010"," 0.3861006833"," 0.083966084"," 2.599227e-01"," 0.314168992","-0.358826833"," 0.174009966","-0.36398183"," 0.1083201515","-1.924351691"," 0.133482756"," 0.036372039","-0.0008564123","-0.024710384"," 0.265508017","-0.5077371997"," 0.543295736"," 0.2210053516"," 0.646646903","-0.809636434"," 0.4119759871","-0.75776723"," 0.482174612","-0.079339815"," 0.334000939"," 0.067336354","-0.081573816"," 0.30735686","-0.28960566","-0.0627242813","-0.357814338"," 0.014904712"," 0.252071191",12,9,"Quinine"
"Quinine_H4","-0.293353325"," 0.0910001758","-0.014879355"," 0.083852799","-0.10992629"," 0.1247432547","-0.307417328","-0.449176177"," 0.04047474","-0.932646817","-0.051698259","-0.289678907"," 0.1455110489"," 0.351979885","-0.6439532108","-0.164633372"," 0.0762263884"," 0.0836806711"," 0.2596127944","-0.184885946"," 3.344625e-03","-0.158508340","-0.454251957","-0.144514113","-0.46163379","-0.0567566321","-0.956241241","-0.520037014"," 0.387544833"," 0.2116348284"," 0.082995150","-0.005614405","-0.5390297394","-0.247907937","-0.5838455126","-0.009719824","-0.443325286"," 0.4061062532"," 0.04377050"," 0.045745574"," 0.294529176"," 0.103482657"," 0.132539420"," 0.388834913"," 0.08852401","-0.23724033","-0.2494465681","-0.417159159"," 0.119044619"," 0.478459099",12,9,"Quinine"
"Quinine_H6","-0.397897513","-0.0074759484"," 0.011400125","-0.243503308","-0.01636568"," 0.1323055630","-0.132007701","-0.071038669"," 0.12717414","-0.672313722","-0.297982657","-0.464197064","-0.3695474538"," 0.251559165","-0.2328570274"," 0.533145225"," 0.2605524397"," 0.4763995706"," 0.1608138301","-0.058401363"," 1.753573e-01"," 0.405452339"," 0.085755828"," 0.119155877","-0.38502086","-0.1122417044","-0.929993943"," 0.048009608","-0.032872599","-0.0031265965"," 0.014331510"," 0.260209322","-0.1463083885"," 0.111626362","-0.0525007445"," 0.176281587","-0.460342047"," 0.2813893812","-0.62569916","-0.031846773"," 0.244779546"," 0.316296093","-0.058703681","-0.118730318"," 0.03789119","-0.46473642","-0.5814646212","-0.286650300"," 0.017053292"," 0.225998359",12,9,"Quinine"
"Quinine_H8","-0.197379372"," 0.0511525746","-0.132069959"," 0.046463422"," 0.27860984","-0.4795554800","-0.166713516"," 0.204603148"," 0.62205643","-0.648590615","-0.439477054"," 0.120068788","-0.2066600315"," 0.125653544"," 0.5588864994"," 0.134897007"," 0.0902764295","-0.0088054041","-0.0197811643"," 0.198992209"," 1.119943e-01"," 0.083484600","-0.122895854"," 0.132061416"," 0.40867148"," 0.0341402973","-0.940693204"," 0.123611331","-0.252214264","-0.2315624409"," 0.035703959","-0.188545395","-0.8765288622"," 0.880843318"," 0.0417179852"," 0.072590776","-0.499848508"," 0.3604083837","-0.65783161"," 0.488114740","-0.234441822"," 0.308049084","-0.053563850","-0.017291110"," 0.24813751"," 0.03508227","-0.0265326938"," 0.685713701"," 0.071619954","-0.014693257",12,9,"Quinine"
"Quinine_H10","-0.333951259","-0.0836471260"," 0.017584277"," 0.302165901","-0.12321543"," 0.4062761761","-0.205598931","-1.177532164","-0.34338593"," 0.135591995"," 0.486586711","-0.458470969","-0.0005252532"," 0.174699767","-0.7866517345","-0.888922234"," 0.3236997311"," 0.4939610848"," 0.5486818424"," 0.092355182"," 4.403618e-01"," 0.439511615","-0.055489221"," 0.037976254","-0.58541119"," 0.2054862831","-0.131458221"," 0.087865984"," 0.365944487"," 0.1136755102"," 0.187099254"," 0.286318636","-0.3949423762","-0.579804632","-0.3925916123","-0.477050486","-0.538600063"," 0.3683184523","-0.19610840"," 0.160868637"," 0.331350801"," 0.240658466","-0.054664801"," 0.334907821","-0.27434492","-0.47404600","-0.6962607608","-0.305964412","-0.173070387"," 0.448533542",12,9,"Quinine"
"Chloroquine_H1"," 0.288754930","-0.1434703332"," 0.041923009","-0.315643200","-0.24237750","-0.0512270667"," 0.343620291","-0.813642991","-0.37892971"," 0.075974881","-0.651092808"," 0.221829921"," 0.5254031018","-0.047911654","-0.1514036775","-0.135626188","-0.0802411256","-0.4771524692","-0.1157564842"," 0.202956375","-9.425453e-01","-0.160643627","-0.155712648"," 0.128979510"," 0.76720879","-0.5351956960"," 0.329059716"," 0.050067327","-0.095365272","-0.0178222799"," 0.426775994"," 0.060266668"," 1.0972968976"," 0.186374794","-0.2495356700","-0.444159250","-0.389571059","-0.3050527796"," 0.96238631","-0.221868346","-0.199994653","-0.295545822","-0.189620848","-0.517949845"," 0.21392189"," 0.85156322"," 0.4495060014"," 1.251813847","-0.338891693","-0.040452048",13,10,"Chloroquine"
"Chloroquine_H2"," 0.395957475","-0.2839890568"," 0.015845973","-0.155091832","-0.07204708"," 0.0527092978"," 0.316078884","-0.645715747"," 0.33342430","-0.141263973"," 0.032970402"," 0.023153983"," 0.5590960479","-0.028557556","-0.2744289527","-0.185772494","-0.1775756690","-0.3449296238","-0.1543998332","-0.044081983","-2.714793e-01","-0.064596325","-0.242960318"," 0.123796095"," 0.32966956","-0.5311782407"," 0.294536938","-0.114056817","-0.079675603","-0.1349907220"," 0.355933835","-0.038045598"," 1.1343499237"," 0.100458278","-0.3763231017","-0.419171673","-0.351353613"," 0.1492022969"," 1.38229148","-0.165082215","-0.002608762","-0.306596056","-0.199816905","-0.120794123","-0.22321383"," 0.40974857"," 0.3032725520"," 1.021902097"," 0.133171409"," 0.119325538",13,10,"Chloroquine"
"Chloroquine_H4"," 0.358884026","-0.2852756559"," 0.185070395","-0.280761166","-0.04467791"," 0.0400237227","-0.056369300","-0.524205913","-0.05863034","-0.193701871","-0.059673361","-0.180049205"," 1.0200836263","-0.363273798","-0.0368867729","-0.262548856","-0.1270147845"," 0.3181949940","-0.0728577024"," 0.134207347","-3.716822e-01"," 0.332495183","-0.116762969"," 0.068101517"," 0.52152987","-0.6667165660","-0.202287885"," 0.119228832","-0.233505939","-0.0504131143"," 0.268539182"," 0.146970418"," 0.8877694773"," 0.346991926","-0.5750185411","-0.291901107","-0.279684102","-0.0054228910"," 1.31438211"," 0.122131966"," 0.535132384","-0.293296147","-0.248765597"," 0.101286263","-0.07402622"," 0.28641802"," 0.1270728160","-0.354422414"," 0.008433421"," 0.068681200",13,10,"Chloroquine"
"Chloroquine_H6"," 0.146772658","-0.1921001237","-0.062135374","-0.039834043"," 0.01541089"," 0.1682322634","-0.393891599","-0.104409142"," 0.03365919","-0.028315523"," 0.482218228","-0.054819165"," 0.4179453382"," 0.049542769","-0.1794050571","-0.112666073"," 0.0397474646"," 0.0037669944"," 0.0512102696"," 0.131258300","-1.608428e-01"," 0.171780431","-0.048569379","-0.054693076"," 0.09446799","-0.6026354627"," 0.017033112","-0.192532157","-0.161975796"," 0.0419440235","-0.173232672"," 0.141727904"," 0.7907689464"," 0.106218851","-0.3881256314","-0.297401274"," 0.092763743"," 0.1693051853"," 0.69167853"," 0.039974298"," 0.252416816","-0.155087149","-0.030172371"," 0.237885597","-0.10278532"," 0.02608351"," 0.3641040291"," 0.359479305"," 0.036518816"," 0.180073817",13,10,"Chloroquine"
"Chloroquine_H8"," 0.227341775","-0.2732634808","-0.023195782"," 0.001965438","-0.07478488"," 0.1558959826","-0.296732668","-0.119789367","-0.63384989","-0.488444972"," 0.058063799","-0.208076841"," 0.7962843135","-0.059408987","-0.1868012721","-0.020409427"," 0.0331155429"," 0.2011235670"," 0.1071649139"," 0.217287157","-9.810381e-02"," 0.325916588","-0.013211200"," 0.195318375","-0.03036061","-0.6401690753","-0.156510554","-0.001155632","-0.110458571","-0.0763979329","-0.077011674"," 0.424449255"," 0.6415304136"," 0.095189805","-0.3098970271","-0.308639303"," 0.211061663"," 0.1273372038"," 0.95412372"," 0.460605361"," 0.402221626","-0.280334744","-0.121380457"," 0.155514311","-0.11877947"," 0.19576012"," 0.2301533053"," 0.125761834","-0.012438777"," 0.309703134",13,10,"Chloroquine"
"Chloroquine_H10"," 0.205346905","-0.1679594094","-0.171347587","-0.371335548"," 0.05604832"," 0.1513239772","-0.278776697","-0.374170739","-0.83740264"," 0.154331878"," 0.567773919","-0.028631615"," 0.5562668210"," 0.107678905","-0.2200933645","-0.281564395","-0.0142746622","-0.0732196875"," 0.1026321056","-0.098952393","-8.040176e-01"," 0.229282868","-0.079554537"," 0.094154516"," 0.05723312","-0.6582288445"," 0.364905054","-0.084454462"," 0.142770652"," 0.1953913825","-0.064134862"," 0.424606434"," 0.5082564272","-0.042920903","-0.5408830187","-0.165460545"," 0.329014448"," 0.0946040936"," 0.43875927","-0.091901831"," 0.179697276"," 0.022621133"," 0.155554395"," 0.481006254","-0.10793836"," 0.03373830","-0.0493358082"," 0.322747265","-0.085079184"," 0.190195083",13,10,"Chloroquine"
"Febrifugine_H1","-0.154227847"," 0.0493076901"," 0.199361667","-0.239273311","-0.11472582"," 0.1821928263"," 0.061022904"," 0.394844476","-0.39100995"," 0.088347364","-0.270098379","-0.567221993"," 0.0037484877","-0.012709824","-0.2176808758","-0.059454018","-0.0596540811"," 0.0456936616","-0.2279569465"," 0.026516491"," 2.071658e-02"," 0.423812582"," 0.052200079"," 0.217979709","-0.63402797"," 0.4911010545","-0.236163857"," 0.199736470","-0.041519327"," 0.0439585536"," 0.081504224"," 0.004491282","-0.3473047523"," 0.543853725","-0.1028904061"," 0.319470525","-0.186936713"," 0.4079018041","-0.63179431"," 0.226730896","-0.058628602"," 0.084113984","-0.183579469","-0.216396116","-0.19443922","-0.21509255","-0.1793454699","-0.515346195"," 0.016527703"," 0.002412559",14,11,"Febrifugine"
"Febrifugine_H2","-0.087032220"," 0.0213367808"," 0.347766304","-0.691519333","-0.06927338"," 0.3838508434","-0.051169571","-0.361915138"," 0.13386657","-0.138829581"," 0.149177528","-0.347946405","-0.3148780238"," 0.222177393","-0.2342910359","-0.232400876","-0.0008177717"," 0.3497468519"," 0.2545925129","-0.221769068"," 4.568695e-02"," 0.646273386"," 0.104103408"," 0.260883055","-0.34009012"," 0.1129821270","-0.458539921"," 0.153107541"," 0.208301519"," 0.0774250980"," 0.161970856"," 0.148023639","-0.0665554892","-0.276382051","-0.2905641664"," 0.110025153","-0.319643475"," 0.4129501178","-0.57712293","-0.353769155","-0.388612502"," 0.344524764","-0.092242630"," 0.049291509"," 0.16591838","-0.33562667","-0.3760526946","-0.526757283"," 0.204185628"," 0.100089061",14,11,"Febrifugine"
"Febrifugine_H4","-0.262465839"," 0.1307575193"," 0.168683791","-0.076521391"," 0.22014536"," 0.2899772572","-0.087155452","-0.410974879","-0.19104624","-0.056196643"," 0.061506622","-0.198646631","-0.6037613754"," 0.275990249","-0.4401655122","-0.431989219"," 0.0133564109"," 0.3308714058"," 0.3408201488","-0.294071515","-1.119779e-02"," 0.527214647","-0.290308966"," 0.247011927","-0.45978674"," 0.1652959726","-0.460197091","-0.082346977"," 0.191169011"," 0.0240262503"," 0.314234247"," 0.114525631","-0.4268182242","-0.242874999","-0.3280307037"," 0.098286960","-0.281419453"," 0.1310717066","-0.93828423","-0.088025239","-0.118576271"," 0.145926954","-0.089117725"," 0.116540684"," 0.17431771","-0.27936532","-0.5660108858","-0.538756682"," 0.269848546"," 0.185188802",14,11,"Febrifugine"
"Febrifugine_H6","-0.053061393"," 0.0804862788"," 0.025212136"," 0.183217866"," 0.13483790"," 0.3630687406"," 0.189893852"," 0.026526674","-0.13340544"," 0.577406253","-0.116446548","-0.422389772","-0.1239653573"," 0.102411219","-0.4685167991"," 0.093257822","-0.0318092872"," 0.5148770036"," 0.1093592979"," 0.033736660"," 3.703109e-01"," 0.728824655"," 0.393380290"," 0.354545324","-0.51302325"," 0.1273636233","-0.021923430"," 0.389065662","-0.027652598","-0.0771411991","-0.159657911"," 0.216849909","-0.1873182711","-0.299789226","-0.4148628630","-0.300227241","-0.257291056"," 0.2526947213","-0.80708270","-0.214968640","-0.053028354"," 0.497226789","-0.333243757","-0.113988752"," 0.05337367","-0.39487832","-0.3074975398","-0.634577818"," 0.211586719"," 0.257192246",14,11,"Febrifugine"
"Febrifugine_H8","-0.247752681"," 0.1422240176"," 0.095392285","-0.210578801"," 0.06618417"," 0.1378070254","-0.008407016"," 0.120345437","-0.31663659"," 0.347701499","-0.170221390","-0.259460261","-0.3505039575"," 0.072334275","-0.3487595799","-0.681184762","-0.1163888583"," 0.6654860195"," 0.0456712854"," 0.160304266"," 2.032270e-01"," 0.655652535"," 0.377272533"," 0.380902478","-0.68196381"," 0.5078544966","-0.272543321"," 0.629249274"," 0.441625645"," 0.0456302605"," 0.124694696"," 0.161495398","-0.6258474788","-0.403238694","-0.4152846738"," 0.013517493","-0.005829286"," 0.4254762116","-0.69558942","-0.090596858"," 0.009957181"," 0.310317642","-0.054194389"," 0.206804152","-0.10857296","-0.20723604","-0.1172640919","-0.277082373"," 0.081390057"," 0.150244876",14,11,"Febrifugine"
"Febrifugine_H10","-0.111138673"," 0.0169103339"," 0.002243389"," 0.276078580","-0.03436997"," 0.6168082365"," 0.027771240","-0.262352950","-0.76009599"," 0.599647755"," 0.732396531","-0.411961195","-0.6806062677"," 0.224301607","-0.7093281632","-0.787780619"," 0.0255379644"," 0.6024862019"," 0.3070081493"," 0.807857790"," 5.685582e-01"," 0.357322069"," 0.532563102","-0.135259078","-0.93675561"," 0.9107350964"," 0.006707776"," 0.502500197"," 0.300008236"," 0.3070056029","-0.092914629"," 0.467465344"," 0.0739941831","-0.807134930","-1.4253131271","-0.376375991"," 0.015812645"," 0.0906375677","-0.40232131","-0.283185612"," 0.434429372"," 0.257253689","-0.091388772"," 0.504888111","-0.39783884","-0.19016450","-0.4323288048","-0.441076307","-0.066138282"," 0.508819596",14,11,"Febrifugine"
