"","MAL13P1.124","MAL13P1.137","MAL13P1.179","MAL13P1.256","MAL13P1.322","MAL13P1.40","MAL7P1.171","MAL7P1.65","MAL7P1.75","MAL8P1.105","MAL8P1.123","MAL8P1.132","MAL8P1.153","MAL8P1.91","PF07_0074","PF08_0032","PF10_0020","PF10_0085","PF10_0111","PF10_0152","PF10_0307","PF10_0374","PF11_0090","PF11_0162","PF11_0260","PF11_0290","PF11_0435","PF11_0438","PF13_0032","PF13_0042","PF13_0095","PF13_0137","PF13_0219","PF14_0071","PF14_0112","PF14_0238","PF14_0360","PF14_0499","PF14_0552","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PFB0590w","PFB0920w","PFB0923c","PFC0090w","PFC0400w","PFD0285c","PFD0470c","PFD0545w","PFE0165w","PFE0205w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFE1390w","PFF0200c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFI0710c","PFI1185c","PFI1425w","PFL0580w","PFL0685w","PFL0980w","PFL1270w","PFL2200w","D_class","Class","Compound"
"Colchine_H6"," 0.069135065","-0.010508552","-0.0443723025"," 0.024351087","-0.0871432019"," 0.136865396"," 0.3169188854","-0.004593383","-0.034641290"," 0.026990820"," 0.1104814753","-0.1414984702"," 0.137125316"," 0.022092074","-0.128297409"," 0.1059885857"," 0.1070282884"," 0.247435038","-0.026437034"," 0.102405658","-0.261273490","-0.223963834"," 0.079758079","-0.152226270"," 0.0816906106"," 0.264665444","-0.064694649"," 0.2528977147","-0.055186028"," 0.1723798843","-0.09144410"," 0.0779982997"," 0.051143917"," 0.0152668149"," 1.716051e-01","-0.045216515","-0.162161949"," 0.144325172"," 0.0115922025"," 0.11697526"," 0.3242793308"," 0.067772953"," 0.122363745"," 0.0998776882"," 0.152383566"," 0.093067870"," 0.278193804"," 0.035809400"," 0.065437993","-0.162418881","-0.165164784","-0.004185907","-0.065825485"," 0.024657361"," 0.131334886"," 0.175716484"," 0.2170973746"," 0.028557897","-0.150249800"," 1.294614e-01","-0.1398266728"," 0.15672787"," 0.0475669777"," 0.017804277","-0.187049967"," 0.003771761","-0.033119689"," 0.065670001"," 0.005215365","-0.118050596","-0.055305173"," 0.126666549","-0.1931018399","-0.071902582","-0.10073225",7,6,"Colchine"
"Colchine_H8","-0.009236766","-0.141578180","-0.0117455532","-0.146337843"," 0.1318359234","-0.060388887"," 0.0695576815"," 0.013561727","-0.167929020","-0.088283228"," 0.0235580619","-0.2415768012","-0.040743255","-0.154799457"," 0.053740373"," 0.0180751669"," 0.0005176450"," 0.268605129"," 0.732641056"," 0.169312463","-0.186291398"," 0.295196547","-0.094749909","-0.020071092"," 0.0948203951"," 0.375007491","-0.199866208"," 0.8771596730","-0.202004463"," 0.0875418829"," 0.10751585"," 0.1282643129"," 0.041891064","-0.1276111481","-1.004836e-01","-0.206312319","-0.002320497","-0.005665948","-0.1736751043"," 0.50136961"," 0.1291088501","-0.250615638"," 0.085592247"," 0.0312877940"," 0.260870885"," 0.108545804","-0.067333477","-0.329669717","-0.149065926"," 0.092345465","-0.175623723","-0.013644347","-0.063934396","-0.077541792","-0.005619798"," 0.085612523"," 0.3386004902"," 0.053488599","-0.017163281"," 9.278814e-02","-0.1677178295","-0.19097045"," 0.0761855908","-0.131461637","-0.213598050"," 0.283725408","-0.203505688"," 0.076537683","-0.160822381","-0.169416355"," 0.006716054"," 0.023469305","-0.2477878681"," 0.007163578","-0.07456704",7,6,"Colchine"
"PMSF_H1"," 0.013878793","-0.079374456","-0.8655808065"," 0.657535772","-0.1205319389","-0.648449042"," 0.1447745860"," 0.626132813"," 0.020346715","-0.605368730"," 0.4948905130","-0.5704677168","-0.185526994"," 0.322333731"," 1.238583480","-0.6084719110","-0.4575132967","-0.017054461","-1.468365438","-0.020533137"," 1.296429254"," 0.346351105"," 0.126167422","-0.671586699","-0.5616809394"," 0.505998030"," 0.681018715","-1.1197842767","-0.676201132"," 0.3017269922"," 0.52669198","-0.2734901042"," 1.042563122"," 0.2249391810","-1.967981e-01","-0.177938987"," 0.699883577","-0.043204783","-0.0702360519"," 0.04572665","-0.3853396094","-0.213857006"," 0.213268243","-0.1321603609","-0.489547021","-0.047314927"," 2.028152066"," 0.233900273","-0.397519460"," 0.864947072","-0.022159375"," 0.639565244"," 0.111671288"," 0.059713056"," 0.549787066","-0.220772196","-0.7707462237"," 0.849210327","-1.128535347","-6.813784e-01"," 0.4559578588"," 0.26615608"," 0.5297296592","-0.328247634","-0.781154877","-0.466532564","-0.633311858","-0.235589265"," 1.246093403","-0.630713322","-0.567457243","-0.928817326"," 0.0745221001","-0.143994928","-0.31638053",8,7,"PMSF"
"PMSF_H2"," 0.055628060"," 0.042742422","-0.5273214005"," 0.930136961"," 0.6750565164","-0.104669119"," 0.3740133039"," 0.150620029"," 0.138812014","-0.715612807"," 0.1148616460","-0.0004724186","-0.002940869","-0.345669169"," 1.183216765","-0.5013948201","-0.2965792288"," 0.048572491","-2.171562075"," 0.457900067"," 0.986072115"," 1.168068416","-0.057129459","-0.905685405"," 0.0742949641"," 0.647614079"," 0.496598693","-1.2401931715","-0.585932285"," 0.5694070453","-0.10724502"," 0.2656502283"," 0.874152887","-0.9226393325","-2.120510e-01","-0.266420837"," 0.275779917","-0.014229612","-0.0271466493","-0.80413318","-0.3374310630","-0.466035331","-0.330167741"," 0.0099572942","-0.016900251"," 1.125059466"," 2.437812500"," 0.517526678"," 0.434779144"," 0.811982010"," 0.106473046"," 0.854374162","-0.303479333"," 0.031736510"," 0.291365991","-0.182464897","-0.7718034762"," 1.278778446","-0.878902244","-9.508613e-01"," 0.1841113734"," 0.19613816"," 0.9048633670","-0.432690170","-0.461710281","-1.065026893"," 0.338517793"," 0.101067514"," 0.736993914","-0.686865796","-0.121149940","-0.690488688"," 0.1034927632","-0.627548307","-0.58087267",8,7,"PMSF"
"PMSF_H4"," 0.194715738","-0.100765683","-0.4869777049"," 0.702945997"," 1.0429916138","-0.269766742"," 0.3531057816"," 0.210200010"," 0.173249466","-0.928256747"," 0.1508118186"," 0.2694533325","-0.277795727","-0.478563365"," 1.288858803","-0.5506541429","-0.3951462361","-0.027430252","-2.789447931"," 0.775338481"," 0.830646412"," 1.097288781"," 0.139871182","-1.011182199"," 0.3451409858"," 0.742268086"," 0.482705140","-1.3122856321","-0.718913288"," 0.8416015532"," 0.02910867"," 0.2616051387"," 1.044797156","-0.9108871143","-2.756711e-01","-0.624141637"," 0.149486395"," 0.132880707","-0.0453879506","-1.09919451","-0.2869777071","-0.669657889","-0.333752233","-0.0656887381"," 0.165717854"," 1.222131837"," 2.824920270"," 0.265872499"," 0.141830135"," 0.885741974","-0.074536447"," 0.647519087","-0.692523272","-0.042245204"," 0.231004049"," 0.030897743","-0.9670671936"," 1.283814924","-0.594384781","-6.837545e-01"," 0.3458411757","-0.18971303"," 1.2153349578","-0.456117629","-0.027607867","-1.053554784","-0.129324679","-0.078886451"," 0.747755773","-0.890655273","-0.017591712","-0.623064618"," 0.0235981756","-1.046379206","-0.95044156",8,7,"PMSF"
"PMSF_H6","-0.149618302","-0.607675630","-0.4834849047","-0.004514758"," 0.6822855530","-0.055234025"," 0.1747028812"," 0.334646342"," 0.377813767","-1.135356797"," 0.3439835983"," 0.8585530397","-0.958134956","-1.132871905"," 1.407769836","-0.3473273611","-0.3899227210"," 0.288896159","-2.032925353"," 0.766171957"," 0.806970357"," 1.132796984"," 0.150396251","-1.016796478"," 0.7447600549"," 0.686568952"," 0.080226480","-0.7155969270","-0.471276742"," 1.1467802526","-0.20150151"," 0.3366256204"," 1.024786936","-0.8888445346","-2.984704e-01","-0.676706283","-0.004017084"," 0.197109380","-0.2630335327","-0.68730115","-0.1911741033","-0.436716843","-0.110369330"," 0.0523323291"," 0.174608263"," 1.387706901"," 2.907979408"," 0.331242221"," 0.819085246"," 0.995909032","-0.226543278"," 0.232820835","-0.606506066","-0.159658157"," 0.148631261","-0.148581924","-0.5329419085"," 1.258657327","-0.479191100","-5.717696e-01"," 0.3762585895","-1.00040539"," 0.3911061764","-0.503982056"," 0.506436592","-0.848470693","-0.482136088","-0.059604420"," 0.632647338","-0.974569538","-0.093832314","-0.723553758"," 0.0450024804","-0.692969092","-0.42156529",8,7,"PMSF"
"PMSF_H8","-0.217755924","-0.948421944","-0.8593286768","-0.545582253"," 0.8143844503","-0.703781271"," 0.5208012200"," 0.480353289"," 0.121243926","-1.037677531"," 0.4620470178"," 0.5992667242","-1.362561101","-1.427769287"," 1.191626326","-0.4829813412","-0.0689270941"," 0.388850520","-1.749947951"," 0.071935026"," 1.152427455"," 1.581226832"," 0.187929414","-0.885222561"," 0.7823721550"," 0.015973697"," 0.069486822","-0.6267148611","-0.887603743"," 1.1038104685"," 0.22409415"," 0.3012720528"," 0.928509579","-0.9571921312","-2.974434e-01","-0.919116954"," 0.112801446"," 0.404095074","-0.4546597607","-0.41523750"," 0.0007427409","-0.306027654"," 0.185427458","-0.0746006896"," 0.137265670"," 1.014821499"," 2.429730294"," 0.215400599"," 0.209090511"," 0.966422343","-0.603658767"," 0.296450295","-1.153929902","-0.309116613"," 0.194635420"," 0.002652758","-0.4623234038"," 1.543489819","-1.107823223","-5.023722e-01"," 0.5472598022","-1.32569911","-0.4517709310","-0.413146522"," 0.011263351","-1.028435566","-1.400104925","-0.142519113"," 0.631373388","-1.507643477","-0.847076898","-0.396792746","-0.4601279574","-0.766535151","-0.66300778",8,7,"PMSF"
"Leupeptine_H1","-0.079025754","-0.064057340"," 0.0604225251","-0.091838732","-0.2250308578","-0.114396003","-0.2810750026","-0.005768339"," 0.464936975","-0.040143286","-0.0787595212","-0.3131008607","-0.451983237","-0.168315304"," 0.042106324"," 0.1352406341","-0.5250776054","-0.334920221","-0.288297953"," 0.935361327"," 0.006256944","-0.226010684","-0.057527617","-0.075027190","-0.2159496298","-0.278426928"," 0.009560744","-0.4432279534"," 0.011763522"," 0.0670347937","-0.17057303","-0.1742029304"," 0.196947220"," 0.1313128969","-6.269775e-02"," 0.246846898"," 0.008930599","-0.108268381","-0.0079709150"," 0.04319766","-0.2985637969"," 0.094436020"," 0.150481798"," 0.3039501247"," 0.004087465","-0.182085412","-0.384812461","-0.443460739"," 0.144826681","-0.039219193"," 0.257631370","-0.083641493"," 0.209893880"," 0.047144215","-0.037557568","-0.083336374","-0.0824488525","-0.023316021"," 0.126307050","-9.668333e-02"," 0.1775277546","-0.23348954","-0.1253969795"," 0.058915626","-0.141001983"," 0.382832305","-0.006631821","-0.220857828"," 0.008917141","-0.081186153","-0.107660943","-0.172000304"," 0.3803931140","-0.043547994","-0.12965411",9,8,"Leupeptine"
"Leupeptine_H2"," 0.023931270","-0.014012165"," 0.0798072013","-0.035964216","-0.2215776173","-0.021462934","-0.0470831098","-0.064704784","-0.002496802"," 0.133143918"," 0.1157297341","-0.0973786999"," 0.061026211","-0.045001712","-0.111183823"," 0.1282294923","-0.0776022155"," 0.017235356"," 0.405609251"," 0.197072909"," 0.178472428"," 0.113985880","-0.126906139","-0.056728311","-0.5354608582","-0.131651765","-0.040666615"," 0.4094649759"," 0.089535301","-0.1832850855","-0.12223433","-0.1133307523"," 0.007995550","-0.3283886120"," 9.115196e-02","-0.099617215"," 0.305191747","-0.029546140"," 0.0875128293"," 0.44254131"," 0.0742699020"," 0.064789342","-0.187128185"," 0.1728680737","-0.176961819"," 0.123916675","-0.270248185"," 0.170908768","-0.575705301"," 0.102050385"," 0.006241156","-0.054643737"," 0.074103703","-0.005630018","-0.134619079","-0.117749187"," 0.2111169976"," 0.124985007","-0.208195801"," 1.138322e-01","-0.0248339096","-0.08541856","-0.1738713959"," 0.024196257"," 0.009207985","-0.048508374"," 0.119386756","-0.001720414","-0.024459142","-0.052032941","-0.067905674","-0.075780020"," 0.1153746174"," 0.240459971"," 0.22892063",9,8,"Leupeptine"
"Leupeptine_H4"," 0.100219197"," 0.033295023"," 0.1098522652","-0.084398031"," 0.0268154392"," 0.097039036"," 0.1501842861"," 0.033087316","-0.037453219"," 0.027061475","-0.0417963461"," 0.1089489654"," 0.054010035"," 0.021332994","-0.054242586","-0.0829071168","-0.1578616248","-0.080006480","-0.293669141","-0.083071807","-0.047992400","-0.095506849"," 0.191475442","-0.114615944"," 0.1046713095"," 0.045566372","-0.049532552","-0.4490496848","-0.039923309","-0.0033951286","-0.06202353","-0.0129520056","-0.129306597","-0.0014141807"," 1.802715e-02"," 0.067793022","-0.063093527","-0.081439658"," 0.0200839315","-0.23375390"," 0.0959318523","-0.268151269","-0.068776774","-0.1087587185","-0.014367431","-0.023859935"," 0.360407472","-0.358390374","-0.302374262","-0.169047023"," 0.022896513"," 0.037348986","-0.505474079","-0.184152212","-0.166425080"," 0.004063342","-0.2378238957","-0.374897333"," 0.280125142"," 2.043670e-01"," 0.1213873140"," 0.05261353"," 0.2371580502"," 0.015076165"," 0.283789027","-0.338595929","-0.246638523"," 0.048544759","-0.038347776"," 0.147145672"," 0.091015400"," 0.121516950","-0.1480688399","-0.040187538","-0.26532660",9,8,"Leupeptine"
"Leupeptine_H6","-0.168978494","-0.053195305"," 0.2770947071","-0.064082518"," 0.0276972019"," 0.197899399","-0.1745421543","-0.339417061"," 0.113847364"," 0.012497038","-0.0007568808"," 0.1449672624","-0.115620766","-0.113903773"," 0.368045164"," 0.1411702575","-0.3465197511","-0.067070331"," 0.129108343"," 0.407624005"," 0.107950811"," 0.243379444","-0.134053859","-0.015578424"," 0.2293748971","-0.165383742","-0.144924486","-0.1255958849","-0.111428992"," 0.1779145175","-0.38552440","-0.1373878363","-0.142142558"," 0.1649988759","-3.413696e-02"," 0.050042293","-0.037574865"," 0.097839336"," 0.0796882425"," 0.22149274","-0.0038516928"," 0.077802019","-0.091035227","-0.0072061837","-0.324135954"," 0.241644300"," 0.476445173","-0.087327106"," 0.375409104","-0.177708448"," 0.092533088","-0.277661578","-0.075754675","-0.209560592"," 0.050982547","-0.097121445"," 0.0501396752"," 0.103713924"," 0.297329747"," 1.902629e-01","-0.0031575090","-0.03851279"," 0.0385103025","-0.182565572"," 0.104247249","-0.056745766"," 0.053084497"," 0.018083087","-0.069785325","-0.158429918"," 0.239761183","-0.202460740","-0.0427664012"," 0.232291551","-0.14318042",9,8,"Leupeptine"
"Leupeptine_H8"," 0.032937468"," 0.090306974"," 0.0706460299","-0.163612726"," 0.0007409746"," 0.011024501"," 0.2682663271","-0.020354874","-0.163659941"," 0.012090862","-0.0554324952"," 0.0368633085"," 0.175866733"," 0.058329187"," 0.055631488","-0.0898270421"," 0.3569007576","-0.057862274","-0.227081896"," 0.038224312","-0.054169916"," 0.648959874","-0.058672702","-0.013311341"," 0.4307607040","-0.147977413","-0.088112624","-0.1823916599"," 0.073115548"," 0.0725028883"," 0.05211846"," 0.0577350987","-0.087725629","-0.0385529163"," 1.900207e-01"," 0.015353652","-0.098204803"," 0.059113154"," 0.0755152027","-0.40375286"," 0.0990607982","-0.030471101"," 0.056235935"," 0.0371075898","-0.032866845"," 0.106537645"," 0.218593318","-0.035508815"," 0.466169763"," 0.045822157","-0.169654088"," 0.001731436"," 0.001885840","-0.131101110"," 0.044496629"," 0.122458863"," 0.0392692684"," 0.041113346"," 0.017381346"," 1.617132e-02","-0.0579086225"," 0.38547365"," 0.0895779402"," 0.012597922"," 0.128860601","-0.311014137"," 0.099630781","-0.077412821","-0.157749890"," 0.036316617"," 0.061560543","-0.030718284","-0.2739077017","-0.158022684"," 0.09696071",9,8,"Leupeptine"
"Apicidin_H1","-0.046033850","-0.152660769","-0.0881573383"," 0.131931431","-0.0592539774","-0.362330965","-0.1830691991","-0.133337083","-0.507256508","-0.329224682","-0.6121045240"," 0.1176269304","-0.112297771"," 0.238246089"," 0.242785634","-0.0098570073"," 0.0340463986","-0.089153774"," 0.148722433"," 0.666849970"," 0.398990715","-0.131452895"," 0.265132638"," 0.084178477"," 0.4674031756"," 0.015410802"," 0.104283317"," 0.0662630287","-0.297297844"," 0.1566316461","-0.05104866"," 0.1329562023","-0.017712779","-0.1052596231","-3.242945e-01"," 0.023412706"," 0.068904604","-0.096786514","-0.2234712712"," 0.54906489"," 0.1464954804"," 0.228392167"," 0.053285970"," 0.1403913072","-0.275873299","-0.148528317","-0.204109710"," 0.127530698","-0.060277341"," 0.214551902","-0.066903068","-0.040239279","-0.266035791"," 0.035173667"," 0.068526115"," 0.028910307","-0.2774035653"," 0.270619217","-0.700762306","-1.885653e-01","-0.0185754582"," 0.33743794","-0.4398151141","-0.133312539","-0.277841485","-0.064428417","-0.405086355"," 0.099167663"," 0.286609889","-0.656244081","-0.397939015"," 0.125323412","-0.3381190403"," 0.198242315","-0.18920616",10,9,"Apicidin"
"Apicidin_H2"," 0.215745718"," 0.092932462","-0.0195005799"," 0.120458102"," 0.1477278312"," 0.334973597"," 0.4626264928"," 0.433407320","-0.260759249","-0.044248397","-0.0282637409","-0.0438163374"," 0.019241255"," 0.257917455"," 0.236634669","-0.0826094219","-0.0276117447","-0.242610682","-0.229015519"," 0.196197615","-0.142319922"," 0.314804537","-0.020496270","-0.151742128","-0.0389088918","-0.104005323"," 0.091668301","-0.5929638089"," 0.080159086"," 0.0874254147","-0.12206749"," 0.1454657859"," 0.073379660","-0.0550377222"," 3.430892e-01"," 0.106740899","-0.299721379","-0.119437749","-0.0318036143"," 0.14000745","-0.1457992080","-0.167280887"," 0.191614116","-0.0276359050","-0.167390238"," 0.326849676"," 0.227513792","-0.089903050"," 0.075640394"," 0.144327657"," 0.037297439"," 0.069201991","-0.518243183"," 0.085936350"," 0.146867027","-0.044884748","-0.0303285916","-0.114568438","-0.448306384","-2.933373e-01","-0.0942510290"," 0.21271822"," 0.0284447905"," 0.186491911"," 0.155583447","-0.150982227","-0.080492227","-0.025302767"," 0.402571279"," 0.034342182","-0.181426958"," 0.073441222"," 0.0482312012","-0.168681822","-0.18192323",10,9,"Apicidin"
"Apicidin_H4"," 0.005308789","-0.006378377"," 0.0849241520","-0.079105727","-0.1741135679"," 0.270415805","-0.2087089921","-0.003359381","-0.077536214","-0.293991068","-0.0936876022"," 0.2469944686","-0.100306339"," 0.365518945"," 0.094283243","-0.2828990989","-0.0740246267","-0.243662816","-0.180494530"," 0.147816216"," 0.087927751"," 0.250165992"," 0.158480302","-0.030424441","-0.1391106407"," 0.100289782","-0.085182245"," 0.0479083127","-0.130977237","-0.0177466078","-0.08977964"," 0.0485183726","-0.017546498"," 0.1215062233"," 1.301230e-02","-0.033529306","-0.116944623","-0.250658335","-0.1500578682"," 0.21836198","-0.1129622555"," 0.165083977","-0.004785416","-0.0928188859"," 0.197780374"," 0.110926756"," 0.058832798","-0.020240747"," 0.350524429","-0.115618569","-0.074621160"," 0.227960180","-0.082396778","-0.043430885","-0.047230190","-0.168498746","-0.0904176655","-0.102194071","-0.059043307"," 1.604439e-01"," 0.0527930376"," 0.14803317"," 0.0645282394","-0.102629367"," 0.200066856"," 0.088406601","-0.276712990","-0.001598155"," 0.143154989"," 0.084174573","-0.183404060"," 0.206325872"," 0.1242305559"," 0.061837792","-0.04527142",10,9,"Apicidin"
"Apicidin_H6","-0.105196653","-0.003886237","-0.0525535891"," 0.116598097"," 0.0392858416"," 0.128324764","-0.0231290027","-0.047351694","-0.029973865","-0.095914242","-0.0614642124"," 0.8434544377","-0.038242442","-0.056941422"," 0.220233033","-0.0021230272","-0.1396337683","-0.073832062"," 0.014706495"," 0.266900275"," 0.128979539"," 0.279001233"," 0.105210041","-0.125149066"," 0.1395551754","-0.150614554"," 0.135858721","-0.1614220269","-0.104605443"," 0.0911104003","-0.18771464"," 0.3150737356"," 0.190832513","-0.0399032780"," 1.401918e-01"," 0.261035443","-0.113246393","-0.035316629"," 0.0564107001","-0.02171584","-0.1511904127"," 0.101604314","-0.134150437"," 0.0491114132"," 0.055619618"," 0.107428843","-0.018154477","-0.031295548"," 0.215284460"," 0.052889011"," 0.182729994","-0.008145315"," 0.090229931"," 0.059973795"," 0.145619452","-0.001723909"," 0.0664819121"," 0.135301087","-0.123570486","-7.020620e-02"," 0.1045997672"," 0.08162083","-0.1452639832","-0.037404738"," 0.094902201","-0.085314775"," 0.272564577"," 0.101660226"," 0.278818802","-0.018655539","-0.208241097","-0.228110345"," 0.2070862122","-0.004798505","-0.15976894",10,9,"Apicidin"
"Apicidin_H8","-0.131313769","-0.095638965","-0.1424497827","-0.009727095","-0.1854425928"," 0.219433866","-0.1875190878"," 0.044926426"," 0.159624803","-0.147810358","-0.1881741266"," 0.4098764295","-0.242722006"," 0.039551511"," 0.319424441"," 0.1099037166","-0.2559307758"," 0.067461852"," 0.181936556"," 0.013167675","-0.062680794"," 0.230931288","-0.005309758"," 0.012362449"," 0.0786439916"," 0.119365472","-0.123432942"," 0.2719228104","-0.092455228"," 0.1097986101","-0.09292746"," 0.1702683827"," 0.072349229"," 0.1711529313","-5.598409e-02"," 0.158214892","-0.195416921"," 0.082606733","-0.0889127171"," 0.01017960","-0.1815397412","-0.054461980","-0.032942726"," 0.0575261487"," 0.174668355"," 0.058393614","-0.001169459","-0.218918297"," 0.237866961","-0.239503417"," 0.103852354","-0.433335356"," 0.089811497","-0.259740003","-0.019410451","-0.090406174","-0.0577473002"," 0.087644066","-0.040370108","-2.362202e-05"," 0.0969549785","-0.10529933"," 0.0513564785","-0.072419726","-0.066848241"," 0.042573764"," 0.096196841"," 0.364149763"," 0.140133878","-0.009227192","-0.160202600","-0.153055160"," 0.0625640292"," 0.241490258","-0.12274735",10,9,"Apicidin"
"Apicidin_H10"," 0.050572731","-0.038900026"," 0.0359040521"," 0.027257665"," 0.2127511933"," 0.415370371"," 0.1314587904","-0.235135949"," 0.008425785","-0.080874389","-0.1175907709","-0.0433390023","-0.042252336","-0.015285951"," 0.150645252"," 0.0373807495","-0.1646973924","-0.110604445"," 0.059671706"," 0.380075687","-0.218157391"," 0.090051272","-0.140623145","-0.193718903"," 0.3566325947","-0.015198068","-0.065788933","-0.1392508734","-0.118111188"," 0.1383114864","-0.15576070"," 0.1845012387","-0.089534244","-0.1981675448","-3.841074e-02"," 0.093985980","-0.332373808"," 0.064966822","-0.0494990641","-0.28205582","-0.1207184423","-0.024515086"," 0.111765351"," 0.1429936978","-0.100357986"," 0.081589717","-0.017949181"," 0.062309463"," 0.570294749","-0.097896926"," 0.161880119"," 0.210616458","-0.177403534","-0.103889530"," 0.011270195","-0.052848637","-0.1046635333"," 0.183088465"," 0.110033826","-1.080900e-01","-0.0142179182"," 0.08694159"," 0.0498941053","-0.105489467"," 0.147942886","-0.009511559"," 0.003855741"," 0.124558648"," 0.345750565"," 0.007813540"," 0.092779064"," 0.144046007","-0.0550401384","-0.084972845","-0.03990977",10,9,"Apicidin"
"Trichostatin_H1","-0.113532479"," 0.061456630"," 0.8131066103"," 0.883417751","-0.9559988754"," 0.118976257"," 1.9755346360"," 0.267831414"," 0.139475826","-0.423894209","-0.6800022700"," 0.4693055248"," 0.444647026","-0.790517252","-0.237501485"," 0.0371063821"," 0.5634097300","-0.134587706","-0.288973583","-0.636867925","-0.573250191"," 0.360978267"," 0.383325087"," 0.561382375"," 0.2202865822"," 0.450136760","-0.860415732"," 0.0070853952","-0.166945442"," 0.1158867124","-0.52252414"," 0.6043252884","-0.356016492","-0.0000849478"," 2.828524e-01","-0.486700096"," 0.869864019"," 0.077542544","-0.5684797112"," 0.09335618"," 0.3948900805"," 0.543850093"," 0.341063698"," 0.0820749127","-0.330300740"," 1.548535141"," 2.340805233"," 0.238246240"," 0.473590755"," 0.908304599","-0.158379350"," 1.452131318"," 0.631451768","-0.445541607","-0.210933914","-0.475998453"," 0.0022339841"," 0.949277098","-1.676235367"," 1.136699e-01"," 0.4418826427"," 0.71826027"," 0.0552648001","-1.244880386"," 0.323096289"," 0.305236434","-0.279065539"," 0.538290624"," 0.270439643","-1.612094038","-0.116628978","-0.814841070"," 0.4955563322"," 0.450766990"," 0.41754605",11,10,"Trichostatin"
"Trichostatin_H2"," 0.099077134"," 0.167781239"," 0.7689178886"," 0.507349139","-0.5779913649"," 0.676020112"," 2.8368953993"," 1.030523550","-0.476537875"," 0.752072664","-0.6615271454"," 1.0243514379"," 1.028253850","-0.276256551","-0.621181831","-0.6638780348"," 0.8578118619"," 0.068345237"," 0.065360575","-0.785355715","-0.268818625"," 0.934568862","-0.187998259","-0.270236277","-0.5500367302"," 0.559728626","-0.263984959"," 0.1454279045","-0.265563014","-1.1957062503","-0.51727144"," 0.7677983175"," 0.117143138","-0.1822807584"," 7.280272e-01","-0.473172035"," 1.061580489","-0.254612189","-0.9931509050","-0.35900203"," 0.0576586587","-0.808440612"," 0.526275690","-0.2938361025","-0.548846916"," 0.785116875"," 2.134970095"," 0.009895266"," 0.109453787"," 0.831827070","-0.198136259"," 1.393717476"," 0.984914100"," 0.278829352"," 0.196031156","-0.973111035","-0.1378585146"," 0.718997043","-1.271546201","-3.359968e-01","-0.2059178775"," 0.23367988"," 0.4855152817","-0.996236575"," 0.629706344","-0.006973877","-0.065911345"," 0.341699081","-0.503965807","-0.433372438","-0.661674786","-1.442135477","-0.1778295829","-0.082497773","-0.10875262",11,10,"Trichostatin"
"Trichostatin_H4","-0.014667208"," 0.020013907"," 0.8350129829","-0.027518081","-0.8366097910"," 0.384174731"," 3.2622744856"," 0.877521514"," 0.306550073"," 0.247713670","-0.3795582177"," 1.0254172432"," 0.396790290","-0.508206668","-0.449648696","-0.7422640407"," 0.2792056953"," 0.493753678","-0.387151547","-1.686798644"," 0.268485291"," 1.019903307","-0.331042859","-0.173776796","-0.5150278992"," 0.318134576","-0.674251276","-0.1247762171","-0.123550803","-1.2238244078","-0.31653171"," 0.9497754811","-0.016945039","-0.0965100922"," 5.582193e-01","-0.503976114"," 1.259675199","-0.025348586","-0.6274247631","-0.25677510","-0.0332291874"," 0.014654459"," 0.561572012","-0.0676475615"," 0.007877388"," 1.272162698"," 2.444694956","-0.075236604"," 0.108947943"," 1.225109665"," 0.049064310"," 0.918667114"," 0.701617623"," 0.002266076"," 0.293330029","-0.699724835"," 0.1454012646","-0.039397854","-1.503134132","-5.153276e-01"," 0.4366828980","-0.37609752"," 0.3578040337","-1.003904711"," 0.026875852"," 0.295632380","-0.420671846"," 0.437069391","-0.586836923","-0.833274069","-0.076000832","-1.402174035","-0.2886944240"," 0.536827773","-0.13714912",11,10,"Trichostatin"
"Trichostatin_H6"," 0.034241838","-0.177940898"," 0.7007979449","-0.580772816","-0.6530211733"," 0.587833055"," 3.4089475408"," 0.348405110"," 0.201407145"," 0.935263115","-0.0981429185"," 0.4936356427"," 0.356534561","-0.423419007","-0.741608766","-0.4375938544"," 0.2046093875"," 0.838294255"," 0.094708152","-1.072400869"," 0.081685184"," 0.777790181","-0.460162714","-0.160522581","-0.2205337400","-0.169249787","-0.678581692"," 0.0789281099"," 0.290270091","-1.3513260732","-0.09751882"," 0.4995308121","-0.178185963"," 0.0372151960"," 8.263744e-01","-0.468672663"," 0.998518603","-0.057208680","-0.5332371567","-0.26089721"," 0.3770091578","-0.812144177"," 0.481728376","-0.4704632438"," 0.112281880"," 0.477280026"," 3.474329865","-0.581290864"," 0.110278056"," 0.622365710"," 0.265760788"," 1.132746254"," 0.703490254","-0.068542818","-0.314834403","-0.579939396"," 0.1431951882"," 0.847047780","-0.882059787","-1.501579e-01"," 0.5615352547","-0.07685575"," 0.3447272435","-0.553031684"," 0.366053336"," 0.664161507","-0.031639545"," 0.201582979","-0.704919965","-0.148557059"," 0.161785526","-1.472168072","-0.4852810858"," 0.749869988","-0.31231124",11,10,"Trichostatin"
