X;CycTP1;CycTP1.2;CycTP2;CycTP3;CycTP3.2;CycTP4;CycTP5;CycTP5.2;CycTP6;CycTP1c;CycTP1.2c;CycTP2c;CycTP3c;CycTP3.2c;CycTP4c;CycTP5c;CycTP5.2c;CycTP6c
PF3D7_0504900;1.887112695;1.779940529;1.774539897;2.182163556;1.90383066;2.111712305;1.083397239;1.753030204;1.937567967;0.984913068;1.15893556;1.39730316;-0.050115781;0.166060776;0.659953555;-0.216831735;-0.185950609;-0.406380938
PF3D7_0505100;0.045690396;0.016298353;-0.042817738;0.080859861;-0.019042078;-0.111597822;0.12032858;0.409895734;-0.274726647;0.285029794;0.162880451;0.305182735;0.267789094;0.390823892;-0.330391023;-0.057762078;-0.093115876;0.2255395
PF3D7_0505400;0.973891392;1.232097641;1.745151604;0.568153621;0.73454451;0.875914297;0.234534315;0.916202141;0.804719675;0.466939136;0.497266117;0.47468783;0.281081242;0.094231724;-0.018236321;-0.507323464;-0.764870625;-0.562448132
PF3D7_0505500;1.619427415;1.54838746;2.206574996;1.307575027;1.88537466;1.568215159;1.690657956;-0.089040186;1.680487296;0.750270606;0.945846677;0.562725587;-0.295809204;-0.217623275;-0.110801122;-0.505191357;-0.485939051;-0.457560344
PF3D7_0505800;0.207801289;0.259784445;0.439019026;0.241192138;0.104292651;0.183567744;0.224761794;0.004223351;0.045387834;0.228325693;0.29765599;0.190303959;0.06824647;0.050543519;-0.474837825;-0.653760943;-0.683670675;-0.126313796
PF3D7_0505900;-0.5178656;-0.356841811;-0.42570773;-0.289195088;-0.443079173;-0.292645719;-0.457262235;-0.667160771;-0.445053498;-1.135752634;-1.213916946;-0.935585527;-1.205781502;-1.123970445;-1.375921903;-1.289028992;-1.242748531;-0.872183494
PF3D7_0506000;-0.012641309;-0.017233441;0.122689416;0.16438311;0.238085262;0.209224011;0.144752147;0.092493796;0.36006939;-0.447861074;-0.4576527865;-0.327062853;-0.269810852;-0.368846264;0.39301481;0.246540631;0.2419909005;0.051691875
PF3D7_0506100;-0.480660888;-0.539797121;-0.250726358;-0.840044167;-1.029131666;-0.573972801;-0.367225521;-0.418297232;-0.698288803;-0.796499338;-0.421135484;-0.567820606;-0.179224119;-0.314958128;-0.016025114;0.467069007;0.276786902;0.382338334
PF3D7_0506200;-1.743943897;-2.634726102;-2.234550766;-1.809489433;-1.520314067;-1.738771673;-1.177873843;-1.566381146;-1.559407978;-0.876845819;-0.95702991;-0.51710765;-1.023461919;-0.348539343;-0.783257539;-0.639408413;-0.534941831;-0.329114579
PF3D7_0506500;-0.557500807;-1.2932284995;-0.9861916695;-0.988921255;-1.5456927735;-0.970807789;-0.4979230335;-0.2070890985;-1.056827455;-0.171581917;-0.418512541;-0.426105055;0.2879118655;-0.0334670265;-1.186620009;0.2246386105;0.1043104195;0.2041636945
PF3D7_0506700;0.488784832;0.544422459;0.554428602;0.255640624;0.0970241;0.338732035;0.056830655;0.141004121;0.047905492;0.328799106;0.385626816;0.195785634;0.25280303;0.164337271;-0.516499143;-0.611421109;-0.525405224;-0.310173522
PF3D7_0506800;-0.429461288;-0.494398913;-0.172268213;-0.40314455;-0.484488356;-0.450120307;-0.363662112;-0.467823882;-0.679864037;-0.154114257;-0.101226998;0.012575089;-0.033681883;0.122627774;-0.37542535;-0.151826784;-0.006423297;-0.042655597
PF3D7_0506900;2.051755201;2.184199624;1.870110718;2.334070007;2.546733586;2.541554156;1.487794276;1.922928909;1.300241465;1.754013707;1.806921772;1.65800869;1.979748334;1.930624252;2.411767509;0.265962695;0.303650522;0.104208843
PF3D7_0507100;-0.169629584;-0.189541934;-0.25650787;-0.631191436;-0.423796607;-0.481086137;-0.174133411;-0.13820786;-0.21369628;-0.046132852;0.018187971;-0.03109909;0.303370333;0.34632227;-0.255740246;0.458486207;0.470762701;0.534001782
PF3D7_0507200;1.043290616;0.729310787;1.053837256;1.302419565;1.321971935;0.849305156;1.158400143;1.211655841;1.501288271;0.904821335;0.842656648;0.447921499;0.655533555;0.91094501;1.203644453;-0.742250028;-0.817996644;-0.25799603
PF3D7_0507300;-1.141416604;-0.95948105;0.316257668;-0.414115817;-0.254072708;0.19760275;-0.355495917;-0.350740457;-0.481218953;0.335645478;0.762116892;0.147358775;0.860459159;0.231645051;0.610242126;0.785681962;0.600058559;-0.751228165
PF3D7_0507400;0.902331932;0.890926942;1.227061426;1.51993016;1.250534891;1.471348676;1.243168431;1.293575155;1.783984702;1.093951129;1.018719978;1.175034263;1.40459515;0.707233829;2.180294587;1.819786692;1.44057434;2.004260373
PF3D7_0507500;1.149474272;0.915492036;0.664944527;1.192448221;1.505934271;0.906055116;1.102280943;1.096434812;1.603316336;1.122615786;1.022738171;0.934842788;1.868408848;1.888578965;2.653707473;2.210039659;1.79934825;2.18751117
PF3D7_0507600;-1.563505952;-1.459791981;-0.766693602;-1.269461695;-1.790519294;-1.714546756;-1.318920268;-1.074083087;-1.577969698;-0.577768467;-0.96421708;-1.016478985;-0.366634371;-0.56439153;-1.629791823;-1.251867543;-1.283294906;-0.705117944
PF3D7_0507700;0.241314424;0.070356849;0.065327695;0.068336659;0.041205649;0.133007741;0.229969729;0.277099607;0.23306284;-0.082132672;0.188706496;-0.039476771;-0.109866933;-0.217679371;-0.600273166;-0.49101921;-0.615340065;-0.44565539
PF3D7_0507800;-0.606615143;-0.890908721;-0.391582134;-0.642365442;-0.567913292;-0.956212986;0.06943318;-1.141416418;-0.749741021;0.027802644;0.342036212;0.072183472;0.460950694;0.327873422;-1.103526669;-0.42949225;0.091743774;0.518117215
PF3D7_0508100;1.5360843265;1.5065083495;1.879932443;1.688935677;1.552014265;1.8042644265;1.707765448;2.0804808855;2.4376305855;1.7481952675;1.9742352305;1.834573544;1.510990404;1.5143226655;1.383354149;-0.5373848725;-0.52880202;-0.5144574
PF3D7_0508200;-0.397139352;-0.374373699;0.366789256;0.160830728;-0.127956644;0.155317076;0.02967341;-0.273316273;0.501586136;-0.577144351;-0.386729877;-0.573590805;-0.063226185;-0.043506359;1.566827785;0.968145186;0.797220423;0.505403575
PF3D7_0508300;0.793220817;0.888678613;0.897881582;0.62460379;0.624860623;0.640951454;0.385968571;0.423541367;0.509597796;-0.525852051;-0.428992232;-0.429771743;-0.798744324;-1.111836941;-0.463345876;-0.764474495;-0.767772668;-0.774837372
PF3D7_0508400;-0.3045905005;-0.809226236;-0.7600298615;0.190828774;0.598306342;0.3898114085;0.337848762;0.000249916500000003;0.340305986;-0.939405196;-0.725975597;-0.4924601975;0.408532081;-0.2728030675;0.539004247;0.121048677;-0.113645085;-0.163932833
PF3D7_0508500;-0.194101528;-0.439963652;-0.386658091;-0.118484092;0.108232331;-0.462830182;-0.030034458;0.032659432;0.127309107;0.667862044;0.260657577;0.045051777;0.23463436;0.145292159;1.138994582;0.171005279;0.452356058;-0.044130777
PF3D7_0508600;-0.370210924;-0.278742243;-0.60203427;0.057645285;0.273818517;-0.105280258;0.014297539;0.045157484;-0.083187167;0.405858622;0.267408627;0.042324877;0.839497856;0.560818992;-0.091578159;0.38234809;0.241660451;0.139766095
PF3D7_0508700;-0.313461626;-1.210039823;-0.909483473;-0.695488827;-1.322713955;-1.808543634;-0.317062526;-0.639688115;-1.18528789;-0.271640881;0.142483115;-0.648477376;0.13044312;0.06583736;-0.970832201;-0.27951524;-0.884757581;0.014579914
PF3D7_0508800;0.054511476;0.365185866;-0.08996985;-0.661768626;-0.519810545;-0.468998567;-0.618231043;0.123274688;-0.789901813;-0.218725916;-0.346426539;-0.497208806;-0.766718278;-0.667051194;-1.173105042;-0.968067785;-1.071656274;-0.957590662
PF3D7_0508900;0.608536877;0.916993129;1.335338723;0.869957692;1.210836715;1.165763582;0.587547624;0.702432611;0.926200218;0.700381247;1.000545765;0.657159744;1.12595545;1.10708859;0.671404502;0.326226792;-0.185396419;-0.199609554
PF3D7_0509000;0.8742433975;0.990974623;1.066970529;0.987704554;1.006562902;1.031582782;0.8966823085;1.179078235;0.9168194825;0.466635675;0.6002230285;0.5439951185;-0.358664949;-0.1502855275;0.3084923035;0.1795696975;-0.165000669;-0.1335989455
PF3D7_0509100;1.945893857;2.286879242;2.40973299;2.168359061;1.433143634;2.272105684;1.656813327;1.719096693;1.961318537;0.809457825;0.523231036;0.767284462;-0.488760272;-0.3444217;0.368259541;-0.297563862;-0.470533262;-0.702764624
PF3D7_0509200;-0.453403422;-1.009552371;-0.274314289;-0.571373131;-0.313651625;-0.665357085;-0.586687887;-0.205993838;-0.38267265;0.356666164;-0.120158611;-0.247969453;0.751398903;0.084149387;-0.734728268;0.340828658;0.557047542;0.084139786
PF3D7_0509300;0.135612281;0.100574344;0.116400122;0.363070162;0.372028727;0.2481702;0.047703458;-0.205289245;0.011324648;0.282280454;0.014631139;0.095738136;0.542337687;0.26380535;0.520600095;0.366747362;0.144257717;0.454467922
PF3D7_0509400;-0.882104734;-0.944070071;-0.85671833;-0.857476729;-0.923370633;-0.84776813;-0.439269123;-0.655478018;-0.757774815;-0.50129647;-0.302655713;-0.351507482;0.399281403;0.311502871;-0.4202325;0.416790088;0.258151879;0.701247032
PF3D7_0509500;0.298564721;0.262450469;0.275309556;0.709174571;0.730249552;0.6124199;0.408712832;0.531082015;0.492754903;0.165424634;0.424882832;0.258555606;0.106797537;0.228022094;-0.41738981;-0.210723112;-0.398949017;-0.161628246
PF3D7_0509600;-0.39299105;0.080515532;0.282437239;-0.16322577;-0.167069763;0.040472435;-0.353482153;-0.283718422;-0.411625377;-0.405967083;-0.038867821;-0.49531382;-0.288162505;-0.308973143;-0.522610479;-0.16736008;-0.401341075;-0.109774002
PF3D7_0509800;-0.2012425;-0.130071254;0.179220647;0.182075477;0.059483275;0.088860416;0.033622125;0.001840618;-0.06366803;0.303000974;0.42715819;-0.008580965;0.306143842;0.419927408;-0.361742504;0.308694861;0.25586344;0.450650271
PF3D7_0509900;0.349160016;0.338374392;-0.276890489;0.344856156;0.36509129;0.269924202;-0.207256274;0.029908139;-0.002187615;0.153897189;0.398232721;0.360450956;0.480773364;0.140096981;-0.140945093;0.367319858;0.054197257;-0.096775925
PF3D7_0510000;0.105494726;0.428875218;0.189814374;0.593754668;0.224046287;0.394205096;-0.187865569;0.56681035;0.471469168;-0.15659401;0.221937723;0.322941929;0.326172929;-0.067266599;-0.614020832;-0.354972461;-0.567253209;-1.163323813
PF3D7_0510100;1.612274632;1.675790867;1.852954646;1.115374046;1.085705302;0.88175371;0.751690852;0.896610332;0.874295093;0.329203711;0.318790095;0.393796403;0.172073328;0.171503893;-1.076115016;-1.214430171;-1.028405957;-0.59759937
PF3D7_0510200;-0.023114698;0.087506074;0.080798617;0.156370476;0.153249403;0.460406789;0.208299359;-0.250048302;0.557386364;0.305631993;0.24994607;0.059363923;0.056614116;-0.200450402;0.081928174;-0.409874934;-0.341954935;0.037643288
PF3D7_0510500;-0.93579886;-0.990128349;-0.923709102;-1.228135677;-1.428427095;-1.249168476;-1.715832025;-1.266408047;-1.463566484;-0.227318983;-0.063196937;0.018852509;-0.398238548;-0.19421503;-1.109557095;-0.980893694;-0.957203398;-1.006695685
PF3D7_0511000;0.632879911;0.574845434;0.663206041;0.87344146;0.875694084;0.878151502;0.662185539;0.732075492;0.974207573;0.22158924;0.281074956;0.119728307;0.049194774;-0.005697369;0.441172998;0.244629688;0.232007052;0.181201071
PF3D7_0511100;-0.121177335;-0.193477294;0.029246084;0.478239824;-0.275229207;0.201979908;0.000539351;0.234691865;0.397068159;-0.622933217;-0.894514856;-0.233984252;0.482816065;0.317708023;1.42760839;1.367355984;1.267198839;0.570129875
PF3D7_0511300;-0.2291869805;-0.589324882;-0.665054664;-0.538165229;-0.5726995235;-0.829346291;-0.3048383275;-0.401218411;-0.6329809675;-0.4243266695;-0.124594144;-0.4223483725;-0.4032849305;-0.3419625045;-0.279526325;-0.02850275;-0.03730988;0.0440028705
PF3D7_0511500;-1.28104220666667;-1.33291658266667;-1.34823441433333;-1.17582897733333;-1.16366205266667;-1.44491321333333;-1.101040182;-0.967651325666667;-1.24593650366667;-0.282867023333333;-0.343588732666667;-0.376286861;-0.208495724666667;-0.148033457;-1.12163097766667;-0.480400753333333;-0.525511776333333;-0.546097350333333
PF3D7_0511800;0.307185913;0.349734756;0.361006645;0.39524829;0.479519295;0.53057659;0.456436734;0.418782783;0.534111985;0.267466468;0.182832445;0.321828865;-0.292672241;-0.310204747;-0.024756601;-0.190844663;-0.20193327;-0.282666269
PF3D7_0512000;-0.022411394;-0.02668136;0.0720707945;-0.0436895205;-0.1316179605;0.1410633395;-0.379385129;-0.0878619005;-0.1318200045;-0.29138241;-0.267968416;-0.1708609575;0.018497143;0.0479408615;-0.0666148895;0.0962842635;-0.1316961635;-0.0336771405
PF3D7_0512100;0.349523499;0.17664225;0.599553367;0.499916297;0.56573705;0.805914041;0.202667463;0.887651152;0.678751103;-0.644739832;-0.556884586;-0.441903716;-0.524713293;-0.398538282;0.041761796;-0.201380787;-0.322813524;-0.521795919
PF3D7_0512200;-0.666914876;-0.846847234;-1.278325962;-0.904348568;-0.769016707;-0.888312257;-0.986971073;-0.778164716;-0.939212811;-0.590976661;-0.45415476;-0.558253534;0.147138996;-0.137891497;-0.923508277;-0.080994657;-0.211252594;0.092438291
PF3D7_0512300;-0.369379863;-0.657558073;-0.516766069;-0.367760727;-0.27974908;-0.380700246;-0.504173498;-0.328837729;-0.237117394;-0.123149026;-0.080756878;0.09513864;-0.03346836;0.024661002;0.373446006;0.240924013;0.217287725;0.106403262
PF3D7_0512400;-0.888591298;-3.039644708;-2.242676518;-1.70350029;-2.746471605;-1.487474742;-0.858487118;-1.302696906;-1.525513534;-0.658705935;-0.657797299;-0.521872728;-0.197497069;-0.223213145;0.739074052;0.616150868;0.644357475;0.313889862
PF3D7_0512500;0.801652108;0.453051491;0.538137876;0.132924687;0.51289109;0.247848557;0.002743546;0.514525404;0.340006615;0.071300586;0.178369895;0.113412252;-0.275034753;-0.194622513;0.09609051;0.034004284;-0.107728143;-0.285998697
PF3D7_0512700;0.11590366;-0.047055018;0.119675725;-0.153100465;-0.170162443;-0.068854539;-0.101644632;-0.170406536;-0.12994699;-0.228887995;-0.33459109;-0.361286486;-0.278344654;-0.582596042;-0.651966453;0.055462346;0.073239802;0.255595409
PF3D7_0512800;-0.134160078;0.124257216;-0.062992916;-0.645932382;-0.40476376;-0.563317756;-0.219091586;-0.28697816;-0.278153908;-0.061949573;-0.420431913;-0.240542652;-0.217282493;-1.058217302;-0.469845086;-0.454031714;-0.520397852;0.143510042
PF3D7_0513000;0.620362118;0.560088167;0.706727764;0.681057128;0.474382399;0.644541078;0.382273564;0.830408305;0.565985184;0.340557202;0.364071789;0.604451342;-0.277435264;0.054496704;-0.001379534;-0.164018315;-0.073564156;0.137676517
PF3D7_0513200;-0.513969413;-0.159090061;-0.312623093;-0.132432215;-0.222143611;-0.31792267;-0.013644317;-0.280169606;-0.156017779;-0.68595268;-0.469796517;-0.150702518;-0.508622772;-0.347537775;0.010809405;0.138511528;0.186487178;0.004467774
PF3D7_0513300;1.856447161;1.739630219;1.381784695;1.846685628;1.800836027;1.584678433;1.460849354;1.790018914;1.605761769;-0.108973997;-0.180531051;-0.123072659;-0.036399385;-0.150223237;0.584390311;0.63772064;0.627723706;0.393883583
PF3D7_0513400;-0.0041142065;0.173517232;0.1229236155;0.065244947;0.0386510915;0.267500094;-0.137464242;-0.085016119;0.2014604765;-0.441158935;-0.337043899;-0.331749031;-0.3397283555;-0.1997825395;0.069767131;-0.00654859199999999;-0.0400443535;-0.1332634065
PF3D7_0513500;-1.110921837;-1.023539061;-1.086206399;-1.190225006;-1.130381195;-0.739638311;-1.28321056;-1.291352448;-1.1793239;-1.184886627;-1.091295702;-1.234673502;-0.56033998;-0.582150551;-0.497055457;-0.1726273;-0.060135146;-0.248627945
PF3D7_0513600;0.7037849905;0.858334996;0.997864183;0.5354631495;0.47424743;0.354249019;0.1859157865;0.2722221215;0.393315154;-0.502662188;-0.387581251;-0.217880128;-0.2164092405;-0.3545100375;-1.214424499;-0.5466175085;-0.565320447;-0.449388754
PF3D7_0513700;0.99649997425;1.11463916375;1.20414766375;0.9971113285;0.99155591825;1.25279445975;0.7989209855;0.7487099425;1.18000471125;-0.42753285625;-0.31439373775;0.02007795275;-0.15695299275;-0.03782577075;0.8114521905;0.896202359;0.994800216;0.62037164525
PF3D7_0513800;2.809134658;2.793877693;2.899652611;2.627909214;2.467375203;2.469033738;1.357290125;1.762370689;2.129775421;0.237278605;0.378175702;0.3088239;-0.443073603;-0.182761603;0.187626299;-0.013461283;-0.052664093;-0.478232203
PF3D7_0514000;0.380290046;0.314628642;0.181533071;0.620180082;0.560664568;0.599222814;0.348487493;-0.279408252;0.318729143;0.458909764;0.284200428;0.334026147;0.388999729;0.374040054;0.305268655;0.132208353;0.01974691;0.071792724
PF3D7_0514200;-0.205086708;-0.670294865;-0.686326508;-0.628221122;-0.692479314;-1.246994076;0.100659121;-0.127207384;-0.323504127;0.127089115;0.211240995;-0.456071857;0.105984197;0.063315672;-0.023755119;-0.5160162;-0.190433689;0.150861972
PF3D7_0514300;-0.614779572;-0.382256617;-0.357468251;-0.578296673;-0.813062988;-1.006945799;-0.563644539;-0.802881139;-1.259031331;-0.130260648;-0.427700378;-0.224623683;-0.19286427;-0.35082896;-1.308824808;-0.668571211;-0.910067013;-0.064875374
PF3D7_0514500;0.297740626;0.509865485;0.426957522;0.678423436;1.372257834;0.799861577;0.465952712;0.545337417;1.07223741;0.139234759;0.308321258;0.220760762;0.838452535;0.615158293;1.372002952;0.980176958;1.02683965;0.706420022
PF3D7_0514600;0.197430008;0.173264221;0.252420615;0.180200262;0.216070087;0.238529167;0.229517;0.224203106;0.111371907;-0.175691555;-0.147195703;-0.090367872;-0.210336999;-0.081539275;0.343450387;0.450122446;0.495693265;0.289322095
PF3D7_0514700;-4.279258427;-0.272291848;2.723505351;-0.347908698;-0.88376029;-0.700685808;0.24734295;-0.085444703;-0.419903838;-0.184873175;0.092111869;0.732282615;0.340320608;-1.028412338;0.256802096;0.466482734;0.297828439;0.223466752
PF3D7_0514800;-0.7749147205;-0.6830673745;-1.025808444;-0.894557626;-0.897784632;-1.261760518;-0.684292692;-0.0750813735;-0.9793873935;0.1201719415;0.0089927865;0.0228081465;-0.0889315135;0.1180519495;-0.9132650865;-0.4934928515;-0.39530563;-0.2040896015
PF3D7_0514900;-0.565100869;-0.791718284;-0.483262165;-0.683643565;-0.544362507;-0.611788295;-0.59751376;-0.549223957;-0.553402689;-0.55307821;-0.355831515;-0.427186879;-0.445258906;-0.19222461;-0.34590276;-0.19423573;-0.359603015;-0.154426673
PF3D7_0515000;-0.076230287;-0.019287043;-0.081212035;-0.074035142;-0.223792107;-0.188343118;-0.061767742;-0.092815828;-0.044809694;-0.123252836;-0.273397716;-0.232162249;-0.272076382;-0.229735618;0.067078893;-0.096665974;-0.094539442;-0.055484085
PF3D7_0515100;0.709250221;0.281718948;0.714462912;0.568920147;0.575568632;0.379779556;0.433124072;0.402219769;0.284332175;0.000433838;0.166785737;0.205353267;-0.52457539;-0.423990347;-0.596140893;-1.120048148;-1.272345203;-1.164496599
PF3D7_0515200;0.6927719405;0.7480297605;0.635687272;1.1434474585;1.326874409;1.1827946295;0.336180735;0.704711344;1.190650741;0.1780647115;0.0788422835;0.189410086;-0.052869188;-0.3017387445;0.989367682;0.272669487;0.332381954;-0.1144548995
PF3D7_0515300;-0.383509217;-0.273774104;-0.231923214;-0.137034501;-0.662020826;-0.316618857;-0.244259696;0.208905165;-0.33342781;0.332877256;0.240602262;0.148721539;-0.216363071;-0.233414336;-0.696205478;-1.816754058;-0.565352704;-0.501665245
PF3D7_0515400;1.356059206;1.7356261975;1.5997583755;1.5349066025;1.2698735925;1.6001007965;1.011489002;1.6557540035;2.2229850525;1.2711815775;1.5213749555;1.6191572745;1.585543317;1.501888754;3.0496978255;1.9205649235;2.115182722;1.719371351
PF3D7_0516100;-0.163803423;-0.121127312;0.135667264;-0.752533876;-0.222382412;0.2728873;-0.295772262;0.03913926;0.13621595;-0.705258306;-0.82159237;-0.732728898;-1.097526257;-0.904712744;-0.454864424;-0.253243278;-1.282123797;-0.464384799
PF3D7_0516200;-0.138597982;-0.315717064;-0.154643061;-0.201497787;-0.11934776;-0.223469515;-0.428852767;0.054015745;-0.346112293;-0.393687224;-0.231653358;-0.150105007;-0.0532975;-0.097386382;-0.037675912;0.377327953;0.399511261;0.077002104
PF3D7_0516300;-0.417131969;-0.377783486;-0.564867368;-0.229071242;-0.185715582;-0.437554957;-0.044882618;-0.160217249;-0.513454212;0.118125313;0.115947397;0.111330417;0.933407896;1.138288341;0.695386613;1.197423736;1.092738703;1.2895432
PF3D7_0516400;-0.509614724;-0.794062568;-0.5525654415;-0.900525618;-1.128681688;-1.056398561;-0.513181076;-0.323807605;-0.448152578;-0.505701908;-0.2484367915;-0.259482971;-0.3117703345;-0.2383019735;-0.254064044;-0.138777852;-0.050428002;-0.21025617
PF3D7_0516500;-1.174247162;0.040373517;-0.972265928;-1.393820591;-0.019399464;-0.826115616;-0.220648707;-0.212106466;-0.326458254;0.35193514;0.155458313;0.095990006;0.602935583;0.693728165;0.829790824;0.794462356;0.684039698;0.438236529
PF3D7_0516700;-1.1181135995;-1.1152709705;-1.1984267575;-1.2465099485;-1.165864495;-1.3205380985;-0.742523125;-0.8067399575;-1.185768161;0.2609113885;0.1386218495;-0.0283849935;-0.05280975;0.112657387;-0.702776506;-0.6671792795;-0.7716339445;-0.4295140645
PF3D7_0516800;1.2562370145;0.8817243605;1.13854469;1.0527425275;0.974465256;0.946685233;0.0435423495;1.0180862095;1.2632162475;0.9202791285;0.744232089;0.888750722;-0.04183938;-0.5879912915;-0.5469939975;-1.0765235585;-1.3274996955;-0.918487503
PF3D7_0517100;-0.325190929;-0.567064847;-1.111849786;-1.043752511;-0.456261359;-0.85527187;-0.341142281;-0.318033113;-1.195360943;-0.170998957;-0.32530207;-0.325185221;-0.217437112;0.127586931;-0.399151579;0.170528113;0.343484224;0.465209882
PF3D7_0517600;-0.970296407;-1.504964645;-1.140600262;-1.067958071;-0.994122738;-1.623263097;-4.233707655;-1.10576965;-1.510973814;-0.437952119;-0.203989884;-0.128085712;0.156222052;0.095173847;-0.131160866;0.048468789;-0.541798954;-0.218073743
PF3D7_0517700;-0.114759762;-0.108716158;0.035014575;-0.076362596;-0.131842414;0.019268319;-0.033180586;-0.026865754;-0.149957883;-0.065257801;-0.038219143;-0.145842655;0.018442554;0.066410737;0.030875882;0.352065683;0.367220529;0.581975239
PF3D7_0517800;-0.205800521;-0.633288888;-1.086249365;-2.149907958;-2.183207365;-0.488736425;-0.890132272;-0.701931356;-0.65282538;-0.58376712;-1.170319904;-0.415960619;-0.47373382;-0.665607969;-0.617590692;-0.885086827;-1.113260152;-0.312013713
PF3D7_0517900;0.838267095;0.9830136375;1.0354529745;1.255856615;1.138553168;0.938331336;0.8189693645;1.0305221995;1.2556873975;1.2710025185;1.2536738735;1.275626729;0.8996536625;0.143641146;1.7171949975;0.213412221;0.1671684735;0.208850364
PF3D7_0518000;-1.206394247;-1.337504828;-1.77888832;-1.626163102;-1.966348167;-1.300889535;-1.643158315;-1.106796465;-1.490595069;-0.42302306;-0.537908719;-0.348040938;-0.440566136;0.036917615;-0.699715712;-0.05705737;-0.40009666;-0.312218223
PF3D7_0518100;-0.126267741;-0.205370027;-0.455879486;-0.443302064;-0.394227489;-0.489621283;-0.648795015;-0.046493422;-0.503201799;-0.832460167;-0.9336728;-0.959027391;-0.756048673;-0.508796769;-0.129919665;-0.046962753;-0.006071474;-0.35856206
PF3D7_0518300;0.97012919;1.134979408;1.111961943;0.803461001;0.894087066;0.818844233;0.697311799;0.74859266;0.691658423;0.401813007;0.244379013;0.250925938;-0.49342663;-0.056239855;0.143282493;-0.320506934;-0.336293199;-0.169982025
PF3D7_0518500;-0.502167936;-0.677656198;-0.913498084;-0.808211703;-1.386745647;-0.931681826;-0.302363561;-0.320088532;-0.741638465;-0.061988087;-0.202292494;-0.050494377;0.168936794;0.185533826;-0.455962014;0.068638315;-0.234166915;0.483110813
PF3D7_0518800;-1.028344449;-1.238700853;-0.427011201;-1.1034069;-1.125166214;-0.937801588;-0.301890646;-0.690096324;-0.963913826;-0.753753144;-0.698880294;-0.283648789;-0.232083713;-0.357426663;-0.561778726;0.059059057;0.174386213;0.086753768
PF3D7_0518900;0.596935031;-2.427952423;0.525519561;2.513139321;-1.083546873;0.311887959;-0.462018819;0.158105819;0.315693385;-0.228819922;-0.568150458;-0.567640864;0.145865299;0.231004149;0.866901572;0.819779465;0.962629849;0.645820023
PF3D7_0519000;0.273310087;0.222296971;0.751404899;-0.464707347;-0.537629274;-0.374530998;-0.314539759;-0.295415531;-0.312427319;-0.437303745;-0.442638655;-0.436049644;-0.43142898;-0.265252838;-0.679701017;0.148051839;-0.165171453;-0.432022696
PF3D7_0519100;0.543227342;0.806624872;0.852036304;0.844068915;0.917524221;0.647863233;0.238907671;0.885792586;0.81935256;0.191889862;0.304415933;0.462781865;-0.312016804;-0.058185156;0.312582365;-0.059230544;0.1595528;-0.033328263
PF3D7_0519200;0.577625821;0.49524062;0.698201023;0.682587053;0.696972553;0.785053341;0.212548746;0.481760727;0.649147358;0.006004473;0.11503355;0.195456127;0.147706005;-0.20837655;0.880919483;0.244566132;0.203245692;-0.048910143
PF3D7_0519300;0.881231993;1.490291456;1.119372541;1.267144026;1.093667283;1.372671387;0.930620054;1.349552131;1.372751635;-0.167852515;0.109153112;0.072605336;-0.849873421;-0.28293016;-0.078687655;-0.007842837;-0.147753125;0.147451059
PF3D7_0519500;-0.18597589;-0.145220712;-0.624393904;-0.541176834;-0.556606405;-0.684596999;-0.211066354;-0.348553625;-0.655166522;-0.02848097;0.05812393;-0.286943947;0.072835037;0.406189912;-0.869323434;-0.14476567;-0.182679695;0.039177271
PF3D7_0519600;-0.005089474;0.058616601;0.084021333;0.156317776;0.245831228;0.217624856;0.351572746;0.109373693;0.381739604;-0.164514648;-0.137852399;-0.264118032;-0.32490849;0.019153038;-0.008682073;0.14787456;-0.025357401;0.168932691
PF3D7_0519700;0.129358877;0.151204372;-0.090435784;0.20544787;0.243158913;0.170134133;0.08854767;0.11938303;0.06547143;0.362042243;0.447556656;0.522811265;0.517887001;0.538177028;-0.091823292;0.162668997;0.212732959;0.263962111
PF3D7_0519800;-0.4505818005;-0.414875993;-0.5056083305;-0.3884447535;-0.300532922;-0.419350907;-0.324735091;-0.1164099935;-0.1965300705;-0.191276882;-0.157108572;-0.116812498;0.336966215;0.19148206;-0.1982935115;0.459701087;0.367419618;0.343938491
PF3D7_0519900;1.392224956;1.777537286;1.617613059;1.368509861;1.394818944;1.53691966;0.823571122;0.985716933;1.338171979;0.209762457;0.19011272;0.321533216;-0.132023053;-0.006578777;0.547830883;0.183574451;0.441552656;0.023513896
PF3D7_0520000;-0.805430147;-0.89600708;-0.657936995;-0.873229861;-1.019973882;-1.197642811;-0.773848558;-0.630702038;-0.911599359;-0.225088375;-0.138746248;-0.516878215;0.318458324;0.2155523;-1.19712013;-0.610245526;-0.534793241;-0.017753771
PF3D7_0520100;-0.647550655;-0.456128746;-0.568050914;-0.092577523;-0.018414975;-0.043618676;0.012309032;-0.121393819;-0.028211194;-0.649437017;-0.805674597;-0.497809599;-0.184167028;-0.504086334;0.271752529;0.543366087;0.496275281;0.602905819
PF3D7_0520200;-0.144659018;-0.166172501;-0.546248652;-0.760788281;-0.258614351;-0.525150655;-0.688771162;-0.659701849;-0.548530979;-0.219885896;-0.610671721;-0.076352421;-0.378273584;-0.271644854;-0.608946095;-0.291393109;-0.382505735;-0.26879438
