"","MAL13P1.124","MAL13P1.179","MAL13P1.206","MAL13P1.262","MAL7P1.171","MAL7P1.18","MAL7P1.75","MAL7P1.94","PF07_0074","PF10_0111","PF10_0374","PF11_0079","PF11_0087","PF11_0162","PF11_0214","PF11_0260","PF11_0290","PF11_0435","PF13_0032","PF13_0095","PF13_0170","PF13_0219","PF14_0071","PF14_0112","PF14_0593","PF14_0642","PF14_0713","PF14_0730","PFA0330w","PFB0295w","PFB0920w","PFC0090w","PFC0400w","PFC0760c","PFD0470c","PFE0165w","PFE0430w","PFE0450w","PFE0815w","PFE1280w","PFE1340w","PFE1390w","PFF0200c","PFF0875w","PFF0965c","PFF1150w","PFF1280w","PFL0580w","PFL2055w","PFL2200w","D_class","Class","Compound"
"Trichostatin_H4","-0.014667208"," 0.8350129829","-0.12384553","-0.5031203580"," 3.2622744856"," 0.310684404"," 0.306550073","-0.037812120","-0.449648696","-0.387151547"," 1.019903307"," 0.027474058","-0.821919329","-0.173776796","-0.200557906","-0.5150278992"," 0.318134576","-0.674251276","-0.123550803","-0.31653171"," 0.418104750","-0.016945039","-0.0965100922"," 5.582193e-01","-0.0332291874"," 0.014654459"," 0.561572012"," 0.100762306","-1.029940024"," 0.1374897969"," 1.272162698","-0.075236604"," 0.108947943"," 0.123100235"," 0.049064310"," 0.701617623"," 0.293330029","-0.699724835","-0.039397854","-1.503134132","-5.153276e-01"," 0.4366828980","-0.37609752"," 0.3578040337","-1.003904711"," 0.026875852","-0.420671846","-0.076000832","-0.664571863","-0.13714912",11,10,"Trichostatin"
"Trichostatin_H6"," 0.034241838"," 0.7007979449","-0.08534992","-0.5299229851"," 3.4089475408"," 0.083367489"," 0.201407145"," 0.008167519","-0.741608766"," 0.094708152"," 0.777790181","-0.239028510","-0.362284966","-0.160522581","-0.795756124","-0.2205337400","-0.169249787","-0.678581692"," 0.290270091","-0.09751882"," 0.365118795","-0.178185963"," 0.0372151960"," 8.263744e-01"," 0.3770091578","-0.812144177"," 0.481728376","-1.196104592","-1.114229124"," 0.5085987225"," 0.477280026","-0.581290864"," 0.110278056"," 0.091942557"," 0.265760788"," 0.703490254","-0.314834403","-0.579939396"," 0.847047780","-0.882059787","-1.501579e-01"," 0.5615352547","-0.07685575"," 0.3447272435","-0.553031684"," 0.366053336","-0.031639545"," 0.161785526","-0.051428495","-0.31231124",11,10,"Trichostatin"
"Trichostatin_H8","-0.049319287","-0.0374452382","-0.60144497","-0.0663582039"," 2.8402765304"," 0.462180548"," 0.496440468"," 0.094134767"," 0.085951843"," 0.132854474","-0.031519838","-0.614817804","-0.130844080"," 0.124291444","-0.097125887","-0.4915322729"," 0.012706995","-0.706994266"," 0.481153788","-0.03127859"," 0.128861671","-1.001509005"," 0.1133653414"," 2.324994e+00"," 0.3101213081"," 0.048806143"," 0.199558188","-0.928175995","-1.235349087","-0.0104187119"," 0.298905190","-0.474704772"," 0.067551250"," 0.156708375","-0.218697538","-0.001188659","-0.185173722","-0.078464195"," 0.290243963"," 0.024439764","-2.990982e-02"," 0.1029581264"," 0.10782081","-0.1833129435","-0.215923930"," 0.039254718","-0.336569545"," 0.434429540","-0.486887714"," 0.06652334",11,10,"Trichostatin"
"Trichostatin_H10"," 0.639604862","-1.3737206061","-0.78056625"," 0.3830591297"," 1.7669642275"," 1.895970326"," 0.762377600"," 0.799487201"," 0.438876276"," 0.036181696"," 0.388078205"," 1.067090056"," 0.753224674","-0.639935485"," 0.308202297","-1.8787281572","-0.558533956","-0.492624242"," 3.182363687"," 1.97743342"," 0.366010037","-1.516020475"," 0.4006575774"," 1.337264e+00","-1.5496973835"," 0.464307664"," 0.926256718","-1.210684383","-1.074609796","-1.2260848635","-0.769214409","-0.835150469","-0.542619894","-0.454369929"," 0.825891166","-0.174843494","-0.430579486"," 0.610167997"," 0.600373408"," 1.054381237","-3.679961e-01","-1.2729330890"," 0.68062499","-0.3640616424","-0.300819896"," 0.411313046"," 0.401446064"," 1.084514120","-1.026588426"," 0.26214029",11,10,"Trichostatin"
"Quinine_H1","-0.347293773","-0.0142800317","-0.23269274"," 0.0133844396"," 0.0442374048","-0.089348358","-0.499034053","-0.045090854","-0.153774253"," 0.132901067","-0.137941798","-0.231656320","-0.460746983"," 0.033088335"," 0.096605887","-0.1462260531"," 0.462261054","-0.075401068","-0.318790005","-0.16715262"," 0.179587427"," 0.119772949"," 0.2906764987","-3.344623e-01"," 0.2376289558","-0.319200691"," 0.033814241"," 0.072043432"," 0.180712236"," 0.0689115042"," 0.126694336"," 0.147437905","-0.246033400"," 0.328502772","-0.087165519"," 0.055531793"," 0.144811698","-0.227597112","-0.116668023","-0.314272858"," 5.037274e-01"," 0.0055817982","-0.49233648"," 0.0831835025","-0.017609746","-0.356289718","-0.248706648","-0.370335125"," 0.105213163"," 0.17337849",12,11,"Quinine"
"Quinine_H2","-0.463497395"," 0.0358945028"," 0.21817362","-0.0539925242"," 0.4510699013","-0.772437706","-1.096869689"," 0.029822974","-0.676209633"," 0.301494129","-0.015392012","-0.316252409","-0.668002755"," 0.291786674","-0.184105231","-0.1854820968"," 0.380006920"," 0.124265102","-0.450254721","-0.36398183"," 0.120857250"," 0.092545864","-0.0492860307","-9.117568e-01"," 0.4702672245","-0.944296396"," 0.381152960"," 0.280768513"," 0.262966235","-0.0300827384"," 0.599209778","-0.076765806","-0.221968313"," 0.406113918","-0.063984952","-0.393594708"," 0.013432896","-0.493715381"," 0.207078694","-0.422044542"," 4.734055e-01","-0.0022999747","-1.44327117","-0.2572850280"," 0.201445721","-0.638103709","-0.515773313","-0.984974696","-0.023588683"," 0.14221950",12,11,"Quinine"
"Quinine_H4","-0.293353325","-0.2464290383","-0.26135688"," 0.0637329587"," 0.6699233011"," 0.018684855","-0.752445775"," 0.048557716","-0.607618772"," 0.026030107","-0.002636156","-0.066072619","-0.543602757","-0.099016824"," 0.220259512","-0.1087085189"," 0.441766486"," 0.086201929","-0.413044462","-0.46163379","-0.003881334"," 0.641685558"," 0.4276653858","-1.109241e-01"," 0.2468804041","-1.102285540"," 0.194433717","-0.046038301"," 0.340085129","-0.0353187069","-0.010543251"," 0.211466634","-0.415872245"," 0.424304810"," 0.099684003","-0.033019516"," 0.299430057","-0.217384958"," 0.004525794","-0.415208128","-1.663728e-01"," 0.0925606420","-0.81235758"," 0.0357057013"," 0.302821910","-0.772466399","-0.255100703","-1.002702519","-0.152664046"," 0.11139773",12,11,"Quinine"
"Quinine_H6","-0.397897513","-0.2154585216"," 0.11503011"," 0.0397741929"," 0.3929776171","-0.360102419","-0.555407128"," 0.074528105","-0.243181173"," 0.566463637","-0.077838635","-0.192208800","-0.230806894"," 0.115138214","-0.136010303","-0.1556156363"," 0.203186220","-0.018598546","-0.340101008","-0.38502086","-0.132068822"," 0.176245874","-0.0396049958","-3.352182e-01"," 0.2093874387","-0.285497898"," 0.197603148"," 0.134992776"," 0.353345743"," 0.0554896535"," 0.093996432","-0.278584785","-0.868162012"," 0.233075312"," 0.142404881","-0.329042317","-0.048437604","-0.270634694"," 0.114373301","-0.135451942"," 1.060535e-01"," 0.1715058710","-1.02498966","-0.0289865081"," 0.232444938","-0.246963009","-0.338127778","-0.567615747","-0.070775796"," 0.04419889",12,11,"Quinine"
"Quinine_H8","-0.197379372","-0.3960764700","-0.60082857","-0.2021020717"," 0.8510088617","-0.323229003","-0.100688023","-0.166158989","-0.377714083"," 0.351086622","-0.468798443"," 0.175048699"," 0.270184902","-0.215676873"," 0.180112525"," 0.1592679278"," 0.535139140","-0.204772267"," 0.136022056"," 0.40867148"," 0.068369713","-0.024411996"," 0.0438744307"," 3.914150e-01","-0.0457443178","-1.341288308"," 0.398765786","-0.038955653"," 0.014773070","-0.0053686879","-0.553947660","-0.330000886","-0.258857527"," 0.045640948"," 0.319660981"," 0.126736329"," 0.029894502"," 0.214811975"," 0.351258182"," 0.393068336","-2.036014e-01","-0.3189761133","-1.47273840"," 0.1655059004"," 0.132874499","-0.279423420","-0.158117759"," 0.040889607","-0.128902357","-0.01620245",12,11,"Quinine"
"Quinine_H10","-0.333951259"," 0.2384894444","-0.28455360"," 0.1572476488"," 0.0820014521","-1.391107981","-0.752356664","-0.181076565","-0.059107094"," 0.188325231"," 0.215703717","-0.258798035","-0.284253477","-0.183889664"," 0.237273521"," 0.1486341892"," 0.086285802"," 0.224547376","-0.574201240","-0.58541119"," 0.239066730"," 0.246834056"," 0.1069449513","-2.787826e-01","-0.2542133561","-0.671861728"," 0.410467362"," 1.031939255"," 0.512531299","-0.0007090302"," 0.478653439"," 0.044443974"," 0.101486749"," 0.170737106"," 0.134814614","-0.104377952","-0.128207426","-0.296515507"," 0.378810681","-0.520793884"," 5.344642e-01"," 0.4057463911"," 0.06542312","-0.0749559919"," 0.684173565","-0.205791018","-0.659679750","-0.813588604","-0.319105177"," 0.22488556",12,11,"Quinine"
"Chloroquine_H1"," 0.288754930","-0.1697539857","-0.18322988","-0.0111172319","-0.2381900784"," 0.777687675","-0.240315259","-0.176145459","-0.126431195","-0.053361471"," 0.187668054","-0.453048740"," 0.734714411","-0.170155688","-0.067846602","-0.5972850902"," 0.189446505"," 0.480365450"," 0.654910047"," 0.76720879"," 0.703257165","-0.072557031"," 0.1348756798"," 6.308491e-02","-0.4348475130"," 0.190127308","-0.304937713","-0.710381079"," 0.203862442"," 0.3529831985","-0.644997499"," 0.511916645","-0.760683083","-0.324498625","-0.485316447"," 0.717647841","-0.115211334"," 0.090024809","-0.514428693"," 0.128217608"," 2.169104e-01"," 0.1545755256"," 1.00526409"," 0.1611252069"," 0.099776835"," 0.273244895"," 0.383292923","-0.070365390","-0.449508596"," 0.87772667",13,12,"Chloroquine"
"Chloroquine_H2"," 0.395957475","-0.3230574355"," 0.10547006"," 0.0357116336","-0.1913200797"," 1.119489479","-0.231439872","-0.134879393"," 0.401297782","-0.208504502"," 0.219886835","-0.267404169"," 0.267856886","-0.260387423"," 0.102871969","-0.1071739001","-0.070097624"," 0.617999070"," 0.519065164"," 0.32966956"," 0.370724307","-0.180751502","-0.1011866187"," 2.417057e-01","-0.2642888835"," 0.061486197","-0.109416383","-0.334089629"," 0.156214753","-0.0476547809","-0.514548373"," 0.447222527"," 0.001155219","-0.047553379","-0.151568042"," 0.320916599"," 0.197082612"," 0.263228370","-0.515076003","-0.015703887","-2.233294e-01"," 0.0249465913"," 0.98981705"," 0.2093479741","-0.098204775"," 0.012744005"," 0.532544790"," 0.114587586"," 0.084039668"," 0.47212814",13,12,"Chloroquine"
"Chloroquine_H4"," 0.358884026"," 0.2018160379"," 0.08956271","-0.1139334132","-0.1766752474"," 1.357247595","-0.151934392","-0.100201318","-0.690508790","-0.458871156"," 0.298303662","-0.308139953"," 0.593241177","-0.107559530","-0.013945208","-0.2971669109"," 0.047591193"," 0.323459169"," 0.549924046"," 0.52152987"," 0.499996469","-0.287714163","-0.0948614708"," 3.311742e-01","-0.2200703892","-0.014678145","-0.040373858","-0.345595483","-0.253971366"," 0.1569719994","-0.140232541"," 0.304711013","-0.334723259","-0.096423896","-0.219743268"," 0.135506218","-0.025059667","-0.015819111","-0.344138745"," 0.179074153"," 1.720606e-01","-0.0143102368"," 0.91641789"," 0.1954239751"," 0.136795293"," 0.213480098"," 0.357096558"," 0.054068026","-0.299286314"," 0.29164741",13,12,"Chloroquine"
"Chloroquine_H6"," 0.146772658","-0.0566514263"," 0.17122444"," 0.1357950299"," 0.0954157177"," 1.358667290","-0.144166340","-0.036109357","-0.441142495"," 0.151524642"," 0.062064179"," 0.009868786"," 0.108182716"," 0.007946545","-0.020619790"," 0.0999699204"," 0.322555762"," 0.234457745"," 0.271740252"," 0.09446799"," 0.065534804","-0.129246202","-0.0318762105"," 1.182832e-01","-0.1924627773","-0.100540311"," 0.194551600","-0.038474928","-0.003711092"," 0.0074280907","-0.149250943"," 0.011197007"," 0.133584399","-0.062271793"," 0.043128816","-0.285631387"," 0.089385633"," 0.094731421","-0.154894887"," 0.177728298","-2.071806e-01"," 0.1119444638"," 0.95017370"," 0.0378174546"," 0.067009647","-0.037853934"," 0.285498115"," 0.109752016"," 0.049681545"," 0.17265287",13,12,"Chloroquine"
"Chloroquine_H8"," 0.227341775","-0.1395145240"," 0.18164758"," 0.1896992920"," 0.2149275613"," 1.492036982","-0.315832651","-0.009893447","-0.162027358","-0.004076937","-0.079454738","-0.136752490"," 0.322094629"," 0.041874841"," 0.123749252"," 0.1090401214"," 0.304496140"," 0.179744132"," 0.272709031","-0.03036061"," 0.067295706","-0.071630024","-0.0259037630"," 2.473457e-01"," 0.0521791514"," 0.002506124","-0.292125348"," 0.208512945"," 0.058266146"," 0.0088036121","-0.096249697"," 0.033979602"," 0.187594528"," 0.095331253","-0.071107026","-0.250869430"," 0.101966365"," 0.124254879","-0.553663761"," 0.202515308","-1.433779e-01"," 0.0809811854"," 1.89735797"," 0.0934133779"," 0.033659557"," 0.287704888"," 0.258009200"," 0.244020289","-0.068039258"," 0.37313660",13,12,"Chloroquine"
"Chloroquine_H10"," 0.205346905","-0.1563373931"," 0.34863806","-0.0147619026","-0.0907299970"," 0.697143473"," 0.068141255"," 0.156746585","-0.366690222"," 0.012736456"," 0.384171927","-0.650558142"," 0.189829068"," 0.148942874","-0.037189999","-0.4635605370"," 0.429549170"," 0.244613577"," 0.012915350"," 0.05723312"," 0.060547377"," 0.096469963"," 0.1796893447","-1.043975e-02","-0.0197851053"," 0.057974008"," 0.210908281","-0.150848531"," 0.239322652"," 0.1067816693","-0.202744673"," 0.034576551","-0.386618002"," 0.070667349"," 0.166408116","-0.391163085"," 0.130365510"," 0.156873718","-0.239689221","-0.064325170","-8.226045e-02"," 0.2966200547"," 0.42101415"," 0.1221991506","-0.244627171","-0.193849125"," 0.031926563"," 0.005396161","-0.197441604"," 0.26095008",13,12,"Chloroquine"
"Febrifugine_H1","-0.154227847","-0.0338404548","-0.05389102","-0.2061137781"," 0.0709284782"," 0.093566507","-0.355197200","-0.146605262","-0.340060539"," 0.194840070"," 0.131183663"," 0.086002960","-0.172586509","-0.058018758"," 0.167329734"," 0.0335826790"," 0.442063478","-0.114303666","-0.142148724","-0.63402797","-0.271581926","-0.058449615"," 0.1234260928","-4.442714e-01"," 0.0877344696","-0.094082911"," 0.042242297"," 0.107329793"," 0.203495911","-0.1448587096"," 0.065292547","-0.125861848","-0.231874782"," 0.212495508","-0.084200666","-0.214272723","-0.053340118","-0.275492314"," 0.127478898","-0.019887156"," 3.982737e-01"," 0.1197820922","-0.26439742"," 0.1461495235","-0.176116717","-0.058031079","-0.418208664","-0.095834428","-0.026558968"," 0.17177450",14,13,"Febrifugine"
"Febrifugine_H2","-0.087032220","-0.1059665872"," 0.20424109"," 0.1628687739"," 0.4144312984","-0.311861240","-0.292832812"," 0.151080981","-0.146622948","-0.070689673","-0.028257792","-0.089384593","-0.158593777"," 0.159709872"," 0.147987475"," 0.3202076167"," 0.182007010"," 0.115639799","-0.006042703","-0.34009012"," 0.029762785","-0.033560746","-0.1243179019","-7.091445e-01","-0.1002592146"," 1.003471602"," 0.377259179","-0.250112981"," 0.366788965","-0.0310412193","-0.029608896","-0.055113210"," 0.047179393"," 0.184527093"," 0.190392312","-0.380345394"," 0.199331789","-0.376907917","-0.218977110","-0.153039013"," 1.492965e-01"," 0.3782255631","-0.39117865","-0.1702583486","-0.307437937"," 0.660792482","-0.490538201","-0.449445799","-0.082270844"," 0.55065856",14,13,"Febrifugine"
"Febrifugine_H4","-0.262465839"," 0.0055933236","-0.12920775"," 0.2656768806"," 0.4245736125","-0.414699871","-0.302969160"," 0.187957667","-0.242424508","-0.050566431","-0.174391043"," 0.002538815"," 0.063293908"," 0.048265504"," 0.256980541"," 0.2544308986"," 0.164610223"," 0.091529352","-0.179629515","-0.45978674"," 0.033747255"," 0.108684478","-0.0259779572","-4.432571e-01","-0.1283303838"," 0.488533297"," 0.075529836"," 0.105766234"," 0.444471914"," 0.1133966268"," 0.008027705","-0.109489147","-0.366360396"," 0.122038477"," 0.109137728","-0.284255577"," 0.016415674","-0.685318825"," 0.106698826","-0.261827909"," 7.111641e-02"," 0.2438693891","-0.93839457","-0.0780591023","-0.011548767"," 0.299908575","-0.785513996","-0.316280531","-0.049801079"," 0.31967249",14,13,"Febrifugine"
"Febrifugine_H6","-0.053061393","-0.0197313255","-0.03460419"," 0.3577656469"," 0.4763958720","-0.076534472","-0.596842398","-0.073329827"," 0.047311052","-0.278868060"," 0.238239261","-0.012279639","-0.064208675","-0.103201023"," 0.407436631"," 0.4058808840"," 0.066688081"," 0.195040364","-0.270672648","-0.51302325","-0.160154713","-0.109771762","-0.2892427080","-5.130240e-01","-0.3778867558"," 0.808114417"," 0.260142158"," 0.196729791"," 0.483980984"," 0.1668138263","-0.049870676","-0.208964293","-0.356080503"," 0.079736836"," 0.257442461","-0.391862209","-0.090641764","-0.502228208","-0.053340257"," 0.057015902","-9.417225e-02"," 0.3705471699","-0.15772626"," 0.1645789272","-0.153374072"," 0.666059410","-0.588814834","-0.186800616","-0.436213378"," 0.31292887",14,13,"Febrifugine"
"Febrifugine_H8","-0.247752681"," 0.0463614085","-0.37564735"," 0.3315119206"," 0.1023396940","-0.048076738","-0.694126333","-0.127595309"," 0.101836396","-0.525103068"," 0.202367185"," 0.066318186","-0.092222595","-0.303935197"," 0.356980913"," 0.3304955449"," 0.594845127"," 0.123876118","-0.198268077","-0.68196381","-0.007603276"," 0.041879346"," 0.1525495532","-5.155273e-01","-0.6327598414"," 0.865264372"," 0.416810647","-0.007691923"," 0.320517744"," 0.2699914914","-0.089060411"," 0.017894351"," 0.102482312"," 0.130263782"," 0.243463062","-0.544008240"," 0.075397053","-0.754003910"," 0.529468168","-0.075634279"," 6.896983e-02"," 0.2996138004","-0.65066373"," 0.4440169829","-0.240805601"," 0.602948030","-0.162743605","-0.341034878","-0.258570933"," 0.40052083",14,13,"Febrifugine"
"Febrifugine_H10","-0.111138673"," 0.3688180266","-0.04725068"," 0.0636667160"," 0.1161211605","-0.442669278","-0.934165458","-0.311471419"," 0.222557149","-0.561948836","-0.233674748","-0.010836445","-0.458287013","-0.327957197"," 0.433808289","-0.0240063457"," 0.415293996"," 0.481648770","-0.669578881","-0.93675561"," 0.072542956"," 0.508586655","-0.1207932560","-3.017632e-01","-0.6411391400"," 0.985522776"," 0.355377974"," 0.729710179"," 0.385775938"," 0.2589309200"," 0.421753425"," 0.019908087","-0.088129322"," 0.031049628"," 0.184275190","-0.708130503"," 0.026596398","-1.072508244"," 0.743147792","-0.620407048"," 9.366911e-02"," 0.4990921058"," 0.13389155"," 0.0193193089"," 0.238400908"," 0.532911878","-0.528119373","-0.508496075","-0.621784303"," 0.04651024",14,13,"Febrifugine"
"Artemisinin_H1","-0.261879583"," 0.0260922021","-0.17967479"," 0.2944298406"," 0.0658445628","-0.122440451","-0.635071591","-0.038808723","-0.334093527","-0.357950038"," 0.231292669","-0.067877926"," 0.105790457"," 0.038115400"," 0.113899779"," 0.1108140305"," 0.553123060","-0.143447957","-0.030609212","-0.30346367","-0.115775772","-0.270060677"," 0.0246109017","-3.079818e-01","-0.0351588534","-0.618891241"," 0.116474514"," 0.081546188"," 0.261571477"," 0.0118818465"," 0.384574294"," 0.135357659","-0.832939158"," 0.200864738","-0.055052207"," 0.095528226","-0.135940816","-0.527311412"," 0.020876950"," 0.057518395"," 5.538190e-01"," 0.1146333138","-0.75007664"," 0.2031403749","-0.148525451"," 0.231607231","-0.336758331","-0.201834824","-0.232484319"," 0.17844457",15,14,"Artemisinin"
"Artemisinin_H2","-0.118565197"," 0.0734313730","-0.16817839","-0.0195481154"," 0.3949746014","-0.781886023","-0.480457564"," 0.351797449"," 0.124005001","-0.113161146"," 0.390871328"," 0.174450672","-0.182591532"," 0.239757074"," 0.220315574","-0.2357193151"," 0.430553646"," 0.393558713","-0.012514767","-0.38819309","-0.121342993"," 0.011790700"," 0.1985511534","-8.126798e-01","-0.0319639257","-0.220782504"," 0.440574503","-0.096989892"," 0.057879539","-0.0561068634"," 0.288398660"," 0.181397586","-1.066011243"," 0.232511902"," 0.110570944","-0.210542882"," 0.203381421","-0.489650285","-0.201857073","-0.401538208"," 1.904062e-01"," 0.4028936238","-1.05567989","-0.1312697080","-0.399399980"," 0.238806357","-0.550099210","-0.835340035","-0.436302166"," 0.49731966",15,14,"Artemisinin"
"Artemisinin_H4","-0.120136730"," 0.0874340492"," 0.10826411"," 0.4219577397"," 0.6557640047","-0.268262755","-0.379932023"," 0.127609883","-0.113968280","-0.155164176","-0.089358955","-0.045628295","-0.161254272"," 0.080816927"," 0.108135723"," 0.3341096625"," 0.131296925"," 0.072375980","-0.171816054","-0.41793514","-0.613530453","-0.252994403","-0.2386564898","-5.694946e-01","-0.0510035312","-0.277224145"," 0.309741364"," 0.516455614"," 0.370451427","-0.0056612948"," 0.368357081","-0.371790859"," 0.444851099"," 0.237562142"," 0.264493042","-0.217208758"," 0.022491275","-0.531148034","-0.066972046","-0.000583257","-1.757324e-01"," 0.2730561030","-0.72030139"," 0.2646493187","-0.262839564"," 0.410455909","-0.449416999","-0.070503301","-0.609467944","-0.05715017",15,14,"Artemisinin"
"Artemisinin_H6","-0.289244681","-0.3419060997"," 0.54281300"," 0.2342518616"," 0.7872061002","-0.895470472","-0.336169653"," 0.204709686","-0.213627140","-0.005440901"," 0.141480842","-0.205869695","-0.067206636"," 0.270430626"," 0.264100433"," 0.2170052046","-0.013490997"," 0.042464489","-0.116368845","-0.35562516","-0.125275524"," 0.296516596","-0.2655940581"," 1.691683e-01"," 0.1646572958","-0.120926890"," 0.108265157"," 0.200918209"," 0.511605520"," 0.3196050005"," 0.146786604"," 0.069373787","-0.220541605","-0.051798625"," 0.524811058","-0.355416106","-0.036598571"," 0.533793374"," 0.032117277"," 0.092340771"," 5.912435e-02"," 0.2560384625","-0.95867736","-0.1515749724"," 0.314759007"," 0.306290211","-0.738003156","-0.302740417","-0.527077671"," 0.52187040",15,14,"Artemisinin"
"Artemisinin_H8","-0.328692222","-0.1947133604"," 0.13404691"," 0.6747100547"," 0.3206546240","-1.486057258"," 0.074849442"," 0.269790429"," 0.635052979","-0.451454422"," 0.295793394","-0.009807052","-0.047783748","-0.158229574"," 0.362444998"," 0.3277057576"," 0.178178703","-0.174687232","-0.221183078","-0.54443588"," 0.233309640"," 0.376687328","-0.0173695893"," 2.018674e-01","-0.1021743381","-0.746741582"," 0.279985989"," 0.457671075"," 0.585007094"," 0.2897806876"," 0.230850737","-0.138472595","-0.321488759"," 0.122020648"," 0.585661875","-0.282047673"," 0.248216426"," 0.642114291"," 0.400330836"," 0.120062185","-7.964494e-03"," 0.5626104197","-1.35831642"," 0.1451912653"," 0.039203530"," 0.105253128","-0.116843086","-0.131160973","-0.510508982"," 0.19139239",15,14,"Artemisinin"
"Artemisinin_H10","-0.055087376"," 0.0311418252"," 0.29999329"," 0.6868169497","-0.1583954294","-1.011145423","-0.710284654"," 0.429947593"," 1.656505703","-0.746690832"," 0.560048922","-0.183431902"," 0.008141589","-0.267447423"," 0.650122195"," 0.5072194621"," 0.066545560"," 0.306263113","-0.507660168","-0.64890774"," 0.244054139"," 0.084532500","-0.0024464106"," 8.149687e-02","-0.5681439534","-0.177377579"," 0.358056247"," 0.420165552"," 0.011101964"," 0.1687289822"," 0.166170741","-0.728081661","-0.379962947"," 0.021723160","-0.169148896","-0.392055266","-0.008710034"," 0.169648740"," 0.019035389","-0.900628862","-1.565380e-03"," 0.1220376288","-1.20452025"," 0.0526798522"," 0.889346881","-0.027632947","-0.060951237","-1.084096741","-1.623964955"," 0.18170327",15,14,"Artemisinin"
"MMV43TP1","-0.275157072"," 0.1625214926"," 1.69046452"," 0.2435913510"," 2.2523520403","-1.452641489","-1.765816460","-0.734707814"," 0.047810611"," 0.443278405","-0.216690353","-0.197223611"," 0.595018643","-0.139706324","-0.255337761"," 0.4154293582"," 0.600785037"," 0.395148550","-1.996235327","-1.32560479"," 0.203334995"," 1.254031063","-0.0533904791","-9.997306e-01"," 0.1445662530","-0.031704732"," 0.532516448"," 1.793529151"," 0.968530685"," 0.2851725380"," 1.170161451","-2.677411896"," 0.976733329"," 0.120507436","-0.111644664","-2.018483648","-0.027499611","-0.697088836"," 1.563564367","-1.823447229"," 1.078349e+00"," 1.5576767199","-2.45684398","-0.2046203049","-0.122923564"," 0.561640893","-1.819288493","-1.258128805"," 0.643042479"," 0.55586829",16,15,"MMV43"
"MMV43TP2"," 0.389011985"," 0.1186841805"," 0.40882794"," 0.0879613473"," 0.2061511544"," 0.368515126","-0.773107056"," 0.016163000"," 0.078009449","-0.563937672"," 0.508783542"," 0.748171546","-0.236576519"," 0.211666742"," 0.052163500"," 0.1402604019"," 0.561748952"," 0.401863526","-0.945004587","-0.33383061"," 0.385782865"," 1.076983481","-0.3507312530","-2.893180e-01","-0.3420367928"," 0.319404700","-0.061203338"," 0.643773985"," 0.881933594"," 0.6189263318"," 0.482905287","-0.293848721"," 0.603589488"," 0.670591594","-0.592280970","-0.879987341"," 0.385907740","-0.076247173"," 0.428932938","-1.045746832","-2.124208e-01"," 0.4926348932"," 1.00415380","-0.2442782702","-0.064031513","-0.467914934"," 0.242124350","-0.202434926","-0.263768602","-0.34033097",16,15,"MMV43"
"MMV48TP1","-0.203625718"," 0.0681404219"," 0.69731787","-0.0951679264"," 1.2453495501","-0.403875153","-0.113270107","-0.790445402","-0.577422675"," 0.176876685","-0.528890153","-0.422717144"," 0.670982199"," 0.117190118","-0.320962581","-0.3843709507","-0.888057422"," 0.149915044"," 0.156137939"," 0.01787364"," 0.459741796"," 0.122655249"," 0.4339998958","-2.427428e-01"," 0.1788976151"," 0.203435000"," 0.450154331"," 0.789242769"," 0.060949331","-0.0812756296"," 0.052439855","-2.945437123","-0.309459379","-0.145232768","-0.161396695","-0.316914767","-0.192378423","-0.180678051"," 0.140385160"," 0.218222843"," 7.080128e-01","-0.0005181268","-0.49000247","-0.1714370771","-0.243014365"," 0.121312987","-0.592743387"," 0.054829853"," 0.572232255"," 0.14545066",17,15,"MMV48"
"MMV48TP2"," 0.350709662"," 0.1106589329"," 0.67998710"," 0.0115338926"," 0.2023230195"," 0.485069648","-0.325516024","-0.202464833","-0.076454238","-0.480976849"," 0.074536715"," 0.390246290","-0.136882411"," 0.025646947"," 0.187503074","-0.3968974596"," 0.286702467"," 0.022626976","-0.781503165","-0.06557708"," 0.384511735"," 0.628131651","-0.4110369651","-1.736365e-01","-0.1360117238"," 0.228125548","-0.149640150"," 0.523488541"," 0.472316268"," 0.4951444724"," 0.406865870","-0.568859238"," 0.115992165"," 0.462780806","-0.354471865","-0.649922719"," 0.081549825","-0.354238736"," 0.368958546","-0.856429578"," 1.401634e-01"," 0.2601287718"," 0.76910511"," 0.0438430198"," 0.028056656","-0.391869578"," 0.140822911","-0.108210778","-0.863441471","-0.32174989",17,15,"MMV48"
"DFMO_TP19"," 0.174430658"," 0.0239099543"," 0.17868972"," 0.1469677987"," 0.2328611831"," 1.633967356","-1.976330291"," 0.778083943"," 0.388862554"," 1.179576401"," 0.361795953","-1.471456328","-1.191648115"," 0.045277320","-1.017971762"," 1.0497888544"," 1.126130567"," 0.116718403","-0.353577237","-1.86563928"," 0.014175281"," 0.732361477"," 0.2848862594","-2.043019e+00","-0.1441684374","-0.831360522","-0.071358125","-0.323992131"," 0.019564583"," 0.2416624439"," 0.972571445","-0.023981974"," 1.125165922"," 0.511585960","-1.445888223","-0.512883976"," 0.342164139","-1.451284204"," 0.908110207","-0.394195919"," 2.915346e-01"," 0.6198802668"," 0.23638261","-0.5649608797","-0.193527390"," 0.045121127","-1.036930862","-1.365298808"," 0.891731979","-0.22953144",18,16,"DFMO"
