X;HDATP1;HDATP1.1;HDATP2;HDATP2.2;HDATP3;HDATP3.3;HDATP1c;HDATP1c2
PF3D7_1020500;-0.222;-0.5445;-0.3555;-0.254;-0.284;-0.483;0.148;-0.042
PF3D7_1020600;-0.0545;-0.04075;-0.0965;-0.21;-0.151;-0.183;-0.02675;0.06975
PF3D7_1020700;-0.7195;-0.519;-0.3375;-0.3275;-0.4135;-0.658;0.125;-0.179
PF3D7_1020800;1.8095;0.158;1.332;0.794;0.974;1.0535;-0.0205;0.01
PF3D7_1020900;-0.219;-0.047;-0.084;0.129;-0.008;0.133;0.214;0.206
PF3D7_1021000;-1.626;-0.314;-1.52;-0.368;-0.5;-0.436;-0.139;-0.794
PF3D7_1021100;-0.391;0.053;-0.491666666666667;0.139;0.264333333333333;0.221;0.0703333333333333;-0.00966666666666667
PF3D7_1021200;-1.8865;-1.848;-1.3895;-1.467;-0.655;-0.8405;0.0685;0.0425
PF3D7_1021300;-0.262;0.052;-0.273;0.269;0.049;0.128;0.28;0.199
PF3D7_1021400;0.73;0.134;0.4065;0.244;0.327;0.3995;0.171;0.3545
PF3D7_1021500;0.803;0.2245;1.142;-0.302;-0.2655;-0.411;-0.14;-0.2535
PF3D7_1021600;2.006;0.82;1.209;0.584;0.72;1.03;-0.039;0.041
PF3D7_1021700;0.533571428571429;0.800714285714286;0.159285714285714;0.849857142857143;0.390571428571429;0.46;-0.0925714285714286;0.57
PF3D7_1021800;-0.156857142857143;0.156285714285714;-0.457571428571429;0.2495;0.261428571428571;0.191571428571429;-0.0531666666666667;0.184
PF3D7_1021900;0.589;0.0935;0.64125;-0.0965;0.02325;0.00325;0.01925;-0.1385
PF3D7_1022000;0.437666666666667;0.104333333333333;0.785666666666667;-0.264666666666667;-0.147666666666667;-0.204333333333333;0.072;-0.23
PF3D7_1022200;-0.643;-0.091;-0.1255;-0.299;-0.137;0.0505;0.065;-0.0085
PF3D7_1022300;0.289;0.405;1.135;NA;0.263;0.287;-0.145;0.093
PF3D7_1022400;-0.763;-0.29;-0.931;-0.437;-0.633;-0.644;-0.047;-0.145
PF3D7_1022500;0.7245;0.279;0.704;0.4135;0.539;0.4965;0.3255;0.4815
PF3D7_1022600;-0.2265;-0.171;0.271;-0.306;-0.37;-0.49;-0.1505;-0.134
PF3D7_1022700;-0.593;0.926;0.592;0.244;0.52;0.528;0.043;0.252
PF3D7_1022800;0.465;-0.3665;0.0255;-0.0305;0.1015;-0.0735;0.1875;0.291
PF3D7_1022900;-0.9;NA;-0.637;0.443;0.31;0.353;0.398;0.58
PF3D7_1023000;0.114;0.534;-0.526;0.723;1.042;0.867;0.069;0.317
PF3D7_1023100;0.275;-0.739857142857143;0.467888888888889;0.232666666666667;-0.1008;0.061125;-0.127666666666667;-0.18325
PF3D7_1023200;-0.032;-0.137;-0.033;0.261;-0.304;-0.077;-0.043;-0.204
PF3D7_1023300;-0.815;-0.365;-0.586;-0.258;-0.53;-0.513;0.403;0.103
PF3D7_1023400;1.132;0.055;1.34;-0.176;0.004;0.064;0.234;0.402
PF3D7_1023500;0.289;-0.001;-0.274;0.246;0.218;-0.018;0.252;0.388
PF3D7_1023600;0.633;-0.532;-0.1;-0.632;-0.067;0.079;0.042;-0.58
PF3D7_1023700;-0.009;-0.516;-0.065;NA;NA;-0.141;-0.646;-0.156
PF3D7_1023800;1.0935;-0.2435;0.619;0.5445;0.4485;0.536;-0.122;0.7575
PF3D7_1023900;-0.0178;-0.0588;-0.1262;0.0046;-0.2688;-0.3046;-0.196;-0.4008
PF3D7_1024000;-0.5995;0.0025;-0.387;0.206;0.2625;0.299;0.1965;-0.129
PF3D7_1024100;-0.163;0.2085;0.0565;0.296;-0.0955;0.0505;0.015;0.148
PF3D7_1024200;1.944;1.023;1.004;0.892;0.96;0.697;0.524;0.511
PF3D7_1024300;0.03;0.055;-0.001;-0.072;0.287;0.089;-0.113;0.202
PF3D7_1024400;1.485;-0.275;1.0695;-1.2155;0.1945;0.2415;0.1765;0.1995
PF3D7_1024500;-0.234;-0.492;-0.127;-0.544;-0.419;NA;0.21;0.111
PF3D7_1024600;0.2205;-0.104;0.1265;0.0855;0.0015;-0.089;0.0715;0.014
PF3D7_1024700;-0.41;-0.2605;-0.555;-0.2535;-0.0555;-0.2405;-0.233;0.047
PF3D7_1024800;0.913666666666667;0.068;0.494;0.14;-0.0373333333333333;0.146333333333333;0.0286666666666667;-0.451
PF3D7_1024900;-1.46333333333333;-0.355;-1.29166666666667;-0.0793333333333333;-0.34;-0.291;-0.054;-0.165333333333333
PF3D7_1025000;0.3055;0.422;0.507;0.4755;0.29;0.4095;0.237;0.4615
PF3D7_1025100;0.4205;0.286;-0.0605;0.2955;0.036;0.431;0.1765;0.1085
PF3D7_1025200;-1.2445;-0.4645;-0.9345;-0.606;-0.32;-0.64;-0.125;-0.175
PF3D7_1025400;-0.42325;0.31525;-0.20375;0.466;0.37425;0.35125;0.166;0.3105
PF3D7_1025500;0.502;0.5735;0.274761904761905;0.373866666666667;0.195933333333333;0.355357142857143;-0.0462333333333333;-0.0992222222222222
PF3D7_1025600;1.292;0.828;0.886;0.836;0.816;1.036;0.398;0.581
PF3D7_1025700;0.621;0.308;0.435;0.611;0.283;0.452;0.126;0.074
PF3D7_1025900;-0.388666666666667;0.1285;-0.53;0.2675;-0.0531666666666667;0.0341666666666667;0.0873333333333333;0.375
PF3D7_1026000;0.637;-0.498;0.343;-0.059;0.243;0.134;0.429;0.287
PF3D7_1026100;NA;0.814;1.695;0.485;0.354;0.314;-0.474;0.166
PF3D7_1026200;0.3205;-0.037;0.1785;-0.216;0.003;0.271;0.0945;0.305
PF3D7_1026300;-0.6535;-0.0995;-0.5845;-0.021;-0.211;-0.149;0.298;-0.0545
PF3D7_1026400;0.7375;-0.6305;0.7635;0.199;0.1965;0.1945;-0.0195;0.2145
PF3D7_1026600;-1.004;0.186333333333333;-0.781333333333333;0.154666666666667;-0.202333333333333;-0.289666666666667;-0.596;0.6855
PF3D7_1026800;0.734;-0.645;-0.549;NA;-0.41;-0.795;0.104;-0.147
PF3D7_1027000;1.06066666666667;0.254333333333333;1.23966666666667;-0.374333333333333;0.032;0.184;0.1285;0.055
PF3D7_1027100;0.1975;0.1195;0.5055;-0.0535;-0.219;-0.2085;0.1335;0.0925
PF3D7_1027200;-0.2035;0.133;-0.071;0.3355;-0.0555;-0.1105;-0.2405;-0.001
PF3D7_1027300;0.247;0.352;0.072;0.421;NA;0.023;0.202;0.706
PF3D7_1027400;NA;0.033;0.315;NA;-0.201;0.004;0.255;-0.126
PF3D7_1027500;0.307;-0.118;0.714;-0.429;-0.078;-0.152;0.234;-0.357
PF3D7_1027700;-1.608;-0.798;-1.451;-0.82;-0.723;-0.847;-0.02;-0.318
PF3D7_1027800;-0.22;-0.078;0.173;NA;0.069;-0.199;0.331;-0.025
PF3D7_1027900;-0.113;-0.136;-0.347;0.37;0.101;0.186;0.106;-0.126
PF3D7_1028000;0.794;-0.2295;0.125;-0.162;-0.494;-0.3875;0.0025;-0.047
PF3D7_1028100;0.1655;0.81;0.279;-0.315;0.234;0.2455;0.2055;-0.146
PF3D7_1028200;-0.667;-0.191;-0.54;0.032;0.389;0.03;0.403;0.457
PF3D7_1028300;-0.812;-0.792;0.014;-1.055;-0.81;-0.73;-0.345;-0.622
PF3D7_1028400;-0.14;-0.2055;-0.0895;-0.165;-0.1775;-0.5355;-0.1595;-0.299
PF3D7_1028500;-0.459;-0.114;-0.3975;-0.2705;-0.1265;-0.2035;-0.138;-0.256
PF3D7_1028600;0.213;0.698;0.821;0.167;0.027;0.052;0.614;0.432
PF3D7_1028700;0.915;0.554;0.609;0.241;-0.168;0.3295;0.139;0.318
PF3D7_1028800;-0.058;0.256;-0.103;-0.089;0.223;0.104;0.245;0.051
PF3D7_1028900;1.224;0.592;0.739;0.671;0.606;NA;0.398;1.011
PF3D7_1029100;0.528666666666667;-0.054;0.582;-0.24;-0.212666666666667;-0.200666666666667;0.00799999999999999;-0.139666666666667
PF3D7_1029200;0.298;-0.3425;0.4745;-0.359;-0.004;-0.138;0.131;-0.316
PF3D7_1029300;0.05;-0.213;-0.1565;-0.0655;-0.2485;-0.2955;-0.076;-0.459
PF3D7_1029400;-0.2885;0.1205;-0.127;0.0995;0.2225;0.303;-0.0705;-0.14
PF3D7_1029500;-1.089;0.988;1.394;NA;NA;NA;NA;NA
PF3D7_1029600;-0.739;-0.116;-0.0085;-0.1925;-0.186;-0.1275;-0.415;-0.571
PF3D7_1029700;NA;-0.488;0.156;0.348;0.054;0.095;NA;-0.275
PF3D7_1029800;-1.237;-0.8155;-0.04;-0.7525;-0.894;-1.024;0.437;0.351
PF3D7_1029900;0.836;0.092;0.829333333333333;-0.201666666666667;-0.463333333333333;-0.511333333333333;-0.0176666666666667;-0.129666666666667
PF3D7_1030000;0.658;0.543;0.478;0.208;0.532;0.598;0.405;0.546
PF3D7_1030100;-0.696;-0.1445;-0.956;0.0685;-0.0125;-0.092;-0.0495;-0.088
PF3D7_1030200;0.4625;0.993;0.566;0.674;0.8215;0.7955;0.028;0.843
PF3D7_1030300;1.514;1.2575;2.0385;0.585;0.577;0.776;5,00E-04;0.1565
PF3D7_1030400;-0.134;0.278;0.695;-0.223;0.462;0.293;0.056;-0.14
PF3D7_1030500;-1.752;-0.122;-0.6665;-0.112;-0.0805;-0.147;0.1205;0.186
PF3D7_1030600;-0.81;-0.391;-0.78;-0.2225;-0.339;-0.4695;-0.1395;-0.246
PF3D7_1030700;-2.776;-1.154;-1.701;-0.662;-0.664;NA;-0.097;-0.922
PF3D7_1030800;0.675;0.541;0.499;0.39;0.252;0.278;-0.159;0.345
PF3D7_1030900;NA;NA;-0.026;NA;0.492;0.284;NA;-0.157
PF3D7_1031000;0.563;-0.078;0.325;0.125;0.599;NA;-0.142;-0.108
PF3D7_1031100;0.396;-0.3945;0.3595;-0.2715;NA;-0.1335;0.1825;0.0125
PF3D7_1031200;-0.8905;0.0395;-0.724;0.3505;-0.074;-0.222;-0.1135;0.332
PF3D7_1031300;0.158;-0.1745;-0.439;0.039;0.132;-0.0195;0.101;-0.097
PF3D7_1031400;0.0615;0.51;-0.326;0.2835;0.412;0.448;-0.2305;0.114
PF3D7_1031500;0.9845;0.16;0.4205;0.0395;0.1645;0.248;-0.03;-0.1995
PF3D7_1031600;-0.046;-0.0465;-0.374;-0.112;-0.196;-0.064;0.1165;-0.134
PF3D7_1031700;-0.161;0.186;-0.002;0.147;0.66;0.437;0.619;0.074
PF3D7_1031800;-0.809;-0.4855;-0.8415;-0.226;-0.622;-0.306;0.1495;-0.0185
PF3D7_1032000;-0.0175;-0.0135;-0.3815;-0.235;-0.037;-0.0475;0.0575;0.0625
PF3D7_1032100;0.823;-0.2245;0.742;-0.1495;-0.1555;0.036;-0.0425;-0.4015
PF3D7_1032300;0.96;-1.127;0.693;0.148;-0.175;0.306;0.229;0.097
PF3D7_1032400;-0.566;-0.4335;-0.917;-0.144;-0.207;-0.32;0.1325;-0.0895
PF3D7_1032500;0.311;0.168;-0.128;0.32;0.222;0.266;0.65;0.482
PF3D7_1032600;-0.123;0.256;0.264;0.312;0.106;0.021;0.197;0.167
PF3D7_1032700;0.991;0.554;0.244;0.4535;0.36;0.386;0.308;0.2625
PF3D7_1032900;0.777;-0.1935;0.56375;-0.15175;-0.0146666666666667;-0.13925;-0.00325;-0.14825
PF3D7_1033000;0.094;0.368;0.2985;0.001;0.13;-0.05;0.3575;-0.133
PF3D7_1033100;0.263333333333333;-0.00400000000000001;0.188;0.0323333333333333;-0.173333333333333;-0.0743333333333333;-0.0816666666666667;-0.1645
PF3D7_1033200;0.346;0.302;0.255;0.132;0.117;0.133;-0.514;-0.357
PF3D7_1033300;-1.283;-0.31;-0.292;-0.222;-0.447;-0.381;0.066;0.012
PF3D7_1033400;-0.259;-0.438;-0.2;-0.678;-0.418;-0.511;0.471;0.035
PF3D7_1033500;-1.3215;-0.9895;-1.2275;-0.3365;-0.0885;-0.257;0.1565;0.165
PF3D7_1033600;0.0875;-0.692;-0.5675;0.273;0.286;0.147;0.1775;0.018
PF3D7_1033700;-1.147;-0.3415;-0.8785;-0.261;-0.2205;-0.2105;-0.041;0.0155
PF3D7_1033800;0.7085;-0.098;0.2015;-0.013;0.308;0.32;0.27;0.1965
PF3D7_1033900;1.246;NA;1.106;0.496;0.554;0.839;0.173;0.072
PF3D7_1034000;-0.929;-0.4305;-1.034;-0.309;-0.305;-0.2265;-0.06;-0.2505
PF3D7_1034200;-0.545;-0.337;-0.571;-0.184;-0.32;-0.424;0.134;0.111
PF3D7_1034300;0.204;0.06;-0.0125;0.244;-0.2245;-0.407;0.099;-0.1515
PF3D7_1034400;-0.1765;0.134;-0.8555;0.313;0.292;0.2555;0.162;0.0805
PF3D7_1034500;-0.184666666666667;0.142333333333333;-0.603333333333333;0.165666666666667;0.158333333333333;0.163666666666667;-0.0823333333333333;0.041
PF3D7_1034600;-0.049;-0.519;-0.005;NA;0.401;0.438;0.32;0.372
PF3D7_1034700;-1.205;0.093;-1.18;0.102;0.563;0.835;0.199;-0.042
PF3D7_1034800;-0.551;-0.104;-0.729;0.25;0.0605;0.2455;0.123;0.0805
PF3D7_1034900;0.3105;-0.084;0.344;-0.2085;0.061;-0.0155;0.434;0.27
PF3D7_1035000;-0.3175;0.088;-0.00650000000000001;0.0555;0.207;0.3415;0.109;-0.3975
PF3D7_1035100;-0.581;-0.02;-0.4925;0.1735;-0.0965;-0.0465;0.0265;0.017
PF3D7_1035200;-1.5465;-0.2525;-0.8785;-0.543;-0.4575;-0.578;-0.277;0.11
PF3D7_1035300;1.6525;2.6275;1.5205;0.972;2.2765;2.452;-0.0485;0.856
PF3D7_1035400;-1.012;-0.043;-1.137;0.25;0.231;0.201;0.074;0.503
PF3D7_1035500;-1.289;1.3085;-0.453;1.045;0.8855;0.766;-0.586;0.9015
PF3D7_1035600;-0.521;-0.016;-0.57;0.219;0.072;0.197;0.0275;0.631
PF3D7_1035700;-1.1665;0.1805;-0.8985;0.175;0.0585;0.0545;-0.261;0.287
PF3D7_1035800;3.003;0.8445;1.409;0.8795;0.8335;0.443;0.2385;0.2345
PF3D7_1035900;-1.8745;-0.666;-0.8965;-0.812;-0.8315;-1.01;-0.243;0.338
PF3D7_1036000;-0.6;0.5365;-0.67;0.6425;0.5015;0.636;-0.271;0.7775
PF3D7_1036300;0.24;-0.5515;0.069;0.549;0.467;0.4565;NA;-0.8295
PF3D7_1036400;0.122;0.033;-0.1695;0.21;-0.1785;-0.136;0.1065;-0.0085
PF3D7_1036500;-0.459;0.8795;-0.528;0.628;0.296;0.2005;-0.284;0.782
PF3D7_1036600;NA;-0.217;-0.31;-0.374;-0.247;-0.119;0.402;0.005
PF3D7_1036700;-0.299;NA;0.258;0.224;0.149;0.105;-0.102;0.011
PF3D7_1036800;-1.0505;-0.3015;-1.573;0.1125;-0.033;0.0615;-0.077;-0.109
PF3D7_1036900;0.237;0.265666666666667;0.541666666666667;0.198666666666667;0.191666666666667;0.238333333333333;-0.207;-0.168333333333333
PF3D7_1037000;1.05675;0.6265;1.0645;0.19475;0.156;0.288;-0.01425;-0.1135
PF3D7_1037100;NA;-0.387;-0.8295;-0.2435;-0.3015;-0.2955;-0.021;-0.0525
PF3D7_1037200;0.74175;0.6925;1.08525;NA;NA;0.43675;-0.139;0.27875
PF3D7_1037300;-0.327;-1.021;0.094;-0.417;-0.151;-0.31;0.355;0.074
PF3D7_1037400;-0.379;0.4265;1.043;-0.181;-0.338;-0.1905;-0.1215;0.0655
PF3D7_1037500;-0.18;0.1305;0.671;5,00E-04;0.29;0.3105;-0.0325;0.611
PF3D7_1037600;-1.118;0.0335;-0.1995;-0.327;-0.252;-0.0455;0.1465;-0.102
PF3D7_1037700;-1.857;-0.786;-0.536;-0.846;-0.872;-0.611;NA;-0.234
PF3D7_1037800;NA;NA;0.7315;NA;0.34;0.023;0.606;0.041
PF3D7_1038000;-0.605;0.179;-0.115;0.16;-0.298;-0.066;0.152;0.084
PF3D7_1038100;-0.461;-0.1415;0.339;-0.195;-0.382;-0.1805;-0.355;-0.427
PF3D7_1038400;0.00483333333333333;-0.205625;0.0152;-0.5512;0.149666666666667;0.2468;-0.1032;0.011
PF3D7_1038500;-0.432;0.282;-0.1425;0.2705;0.21;0.2215;0.36;0.107
PF3D7_1038600;1.9655;1.256;2.904;0.216;0.5085;0.2515;-0.004;0.1465
PF3D7_1038700;1.267;0.574;1.512;-0.293;0.233;-0.062;-0.478;-0.495
PF3D7_1038800;3.1835;1.5655;3.23;0.8105;0.695;0.444;0.105;0.0145
PF3D7_1038900;-0.357;0.3485;-0.0675;0.393;0.1575;-0.143;0.3425;0.268
PF3D7_1039000;1.346;0.087;1.288;-0.0875;-0.424;-0.078;0.088;-5,00E-04
PF3D7_1039100;NA;NA;0.6745;NA;-0.14825;-0.084;-0.5225;0.27475
PF3D7_1039400;0.172666666666667;NA;0.00466666666666666;NA;NA;-0.167666666666667;NA;NA
PF3D7_1039600;1.7415;0.811;1.2305;0.811;1.3375;1.111;0.102;0.089
PF3D7_1039700;NA;NA;NA;NA;-0.316;-0.147;NA;NA
PF3D7_1039900;NA;NA;0.187;NA;NA;-0.306;NA;-0.049
PF3D7_1040000;NA;0.063;0.061;NA;-0.605;NA;NA;-0.041
PF3D7_1040100;NA;NA;-0.388;-2.75;-0.496;0.022;NA;NA
PF3D7_1040200;0.089;0.684;0.434;NA;NA;0.28;0.425;NA
PF3D7_1040300;0.082;0.1835;-0.0415;-0.488;-0.186;-0.511;0.045;-0.029
PF3D7_1040400;NA;NA;NA;-0.599;NA;-0.482;NA;-0.897
PF3D7_1040500;NA;NA;NA;NA;-0.412;NA;0.124;NA
PF3D7_1040600;NA;NA;NA;-1.74;NA;NA;NA;NA
PF3D7_1040700;-0.675;0.222;0.015;0.062;0.189;NA;0.085;-0.303
PF3D7_1040800;NA;NA;0.181;0.086;-0.438;NA;0.478;0.418
PF3D7_1040900;NA;0.091;0.178;-0.482;NA;0.299;NA;0.275
PF3D7_1041000;0.03;-0.459;-0.031;-0.244;-0.209;-0.185;-0.234;0.069
PF3D7_1041100;NA;-1.296;0.113;NA;NA;-0.821;-0.135;-0.114
PF3D7_1041200;-0.031;-0.15;-0.304;-0.364;-0.224;-0.008;NA;-0.009
PF3D7_1041300;-0.17025;-0.142;-0.219;-0.11;0.159;-0.21;0.166;-0.084
PF3D7_1100100;0.0745;0.1705;-0.0613333333333333;NA;-0.67;-0.092;0.207;-0.112
PF3D7_1100200;0.53875;-0.518;0.065;-1.066;-0.02275;0.0476;-0.0695;-0.0246
PF3D7_1100300;NA;-2.776;NA;NA;NA;NA;0.316;NA
PF3D7_1100400;0.291;NA;-0.1;NA;0.053;NA;NA;NA
PF3D7_1100500;0.213;NA;NA;NA;-0.094;-0.728;-0.482;-0.066
PF3D7_1100600;NA;NA;NA;NA;NA;NA;NA;-0.213
PF3D7_1100700;0.207;-0.175;-0.098;-1.366;NA;NA;-0.536;0.632
PF3D7_1100800;0.522;0.274;0.497;-0.166;-0.133;-0.339;0.088;-0.466
PF3D7_1100900;NA;NA;0.6665;NA;0.6905;NA;-0.1225;-0.4245
PF3D7_1101000;0.047;-0.349;-0.372;-0.084;0.176;-0.06;0.318;0.257
PF3D7_1101100;NA;NA;NA;0.046;NA;NA;-0.042;-0.174
PF3D7_1101200;-0.472;-0.307;-0.065;NA;NA;0.065;0.612;0.018
PF3D7_1101300;NA;NA;0.129;-2.141;NA;NA;NA;NA
PF3D7_1101400;-0.059;0.195;-0.181;-0.482;-0.046;0.15;-0.065;-0.176
PF3D7_1101500;0.357;NA;-0.098;NA;-0.113;NA;0.513;0.673
PF3D7_1101700;NA;0.243;0.839;NA;NA;NA;-0.612;-0.579
PF3D7_1101900;0.155;-0.191;0.165;-0.329;0.053;0.146;0.02;0.094
PF3D7_1102000;0.5305;0.1285;0.0805;-0.231;-0.2095;-0.014;-0.628;-0.302
PF3D7_1102200;NA;NA;0.569;-0.036;-0.0775;0.1165;0.168;0.1005
PF3D7_1102300;0.778;0.074;1.005;-1.106;-0.074;-0.036;-0.644;-0.28
PF3D7_1102400;0.325;-0.052;0.658;0.138;0.454;0.3945;0.276;0.22
PF3D7_1102500;0.7215;0.4445;0.7695;0.2665;0.286;0.413;-0.179;-0.463
PF3D7_1102600;3.122;2.307;2.993;2.315;2.229;2.98;-0.241;-0.336
PF3D7_1102700;0.367;-0.87;0.769;-0.447;-0.002;-0.082;-0.155;0.487
PF3D7_1102800;-0.223;-0.26;0.058;-0.303;-0.62;-0.301;-0.378;0.34
PF3D7_1102900;0.353;0.129;1.615;-0.176;-0.09;0.109;0.064;0.256
PF3D7_1103000;0.269;0.888;1.187;0.034;0.319;NA;0.06;-0.414
PF3D7_1103100;-0.322;-0.286;-0.073;-0.433;-0.357;-0.328;0.174;-0.021
PF3D7_1103400;-0.297333333333333;0.120666666666667;-0.419;0.165;-0.0653333333333333;-0.0243333333333333;-0.133333333333333;-0.0803333333333333
PF3D7_1103500;-0.176;NA;-0.0425;NA;NA;0.339;0.109;0.3085
PF3D7_1103600;-1.5065;-0.608;-0.596;-0.813;-0.6015;-0.6325;-0.115;-0.2105
PF3D7_1103700;NA;-0.708;-1.46;-0.516;-0.053;-0.373;0.029;-0.231
PF3D7_1103800;0.226166666666667;0.012;0.194333333333333;0.09;-0.16;-0.122166666666667;-0.126333333333333;-0.283
PF3D7_1103900;-0.598;1.007;-0.481;0.923;0.819;0.947;0.071;0.268
PF3D7_1104000;-1.693;-0.66;-1.3565;-0.447;-0.54;-0.5625;0.01;-0.1415
PF3D7_1104100;-0.34;0.055;-0.33;0.375;0.048;0.139;-0.08;0.14
PF3D7_1104200;-0.338666666666667;-0.213666666666667;-0.089;-0.279;-0.235666666666667;-0.475333333333333;-0.219666666666667;-0.295
PF3D7_1104300;-0.4275;0.149;-0.106;-0.087;-0.387;-0.362;0.0925;-0.551
PF3D7_1104400;-0.928;-0.5285;-0.6795;-0.394;-0.411;-0.493;0.024;-0.103
PF3D7_1104500;-0.0295;0.242;-0.1665;-0.166;0.223;0.776;0.273;0.655
PF3D7_1104600;-0.027;0.348;-0.496;0.6855;0.3575;0.423;0.1205;-0.1975
PF3D7_1104700;0.094;-0.364;0.131;-0.33;-0.405;-0.531;0.105;-0.111
PF3D7_1104800;-0.3085;-0.461;-0.133;-0.3835;-0.165;-0.181;0.0165;-0.0745
PF3D7_1104900;0.952666666666667;1.41166666666667;0.975;0.998333333333333;0.864;0.952333333333333;-0.387;0.813666666666667
PF3D7_1105000;0.451;0.406;0.032;0.996;0.794;0.839;0.821;0.77
PF3D7_1105100;-0.311;1.6;-0.097;1.338;0.465;0.503;0.3;0.33
PF3D7_1105200;NA;-0.252;-0.266;-0.686;-0.451;-0.17;-0.114;-0.346
PF3D7_1105300;-0.8465;-0.3645;-0.212;-0.6055;-0.058;-0.2735;-0.205;0.1485
PF3D7_1105400;-1.367;-0.381;-0.808;-0.497;-0.854;-0.668;-0.166;-0.856
PF3D7_1105500;-0.372;-0.288;-0.087;-0.465;-0.277;-0.299;0.155;-0.043
PF3D7_1105600;-0.09;-0.1965;0.2895;-0.379;-0.057;-0.1195;-0.3425;-0.1525
PF3D7_1105700;0.2945;0.015;-0.0845;0.07;-0.1285;0.122;-0.0285;-0.15
PF3D7_1105800;-1.177;-0.095;-0.938;-0.046;-0.227;-0.203;0.213;0.182
PF3D7_1105900;-0.254;0.231;0.134;-0.09;-0.029;-0.008;0.043;-0.102
PF3D7_1106000;-0.3955;0.0315;-0.0245;-0.106;-0.146;-0.2045;0.087;-0.394
PF3D7_1106100;0.783;-0.008;0.188;-0.013;0.264;-0.02;0.324;0.232
PF3D7_1106200;-0.799;-0.3655;0.261;-0.437;-0.3175;-0.533;-0.248;0.06
PF3D7_1106300;0.4905;0.28;0.553;0.3305;0.2595;0.225;0.227;0.143
PF3D7_1106400;0.523;0.417;0.973;-0.102;0.345;0.396;0.225;0.056
PF3D7_1106500;0.302;-0.34;-0.131;-0.0273333333333333;0.0196666666666666;-0.0343333333333333;-0.119666666666667;-0.249666666666667
PF3D7_1106600;0.6805;0.1805;0.495;0.0035;-0.117;0.0135;0.2035;-0.2115
PF3D7_1106700;-1.2825;-0.3055;-0.853;0.156;-0.2095;-0.1965;-0.067;-0.0835
PF3D7_1106800;-0.483666666666667;0.00666666666666667;-0.302;-0.227;-0.0685;-0.052;-0.0833333333333333;-0.249333333333333
PF3D7_1106900;-0.569;-0.445;-0.6;-0.215;-0.508;-0.699;-0.221;-0.67
PF3D7_1107000;0.063;-0.314;-0.08;-0.229;0.127;-0.023;0.008;-0.017
PF3D7_1107100;0.282;-0.2695;-0.3515;-0.3475;-0.374;-0.519;-0.234;-0.001
PF3D7_1107200;0.13775;-0.2845;-0.054;-0.4795;-0.18975;-0.09625;-0.00624999999999999;-0.12325
PF3D7_1107300;0.8122;0.077;0.4784;0.171;0.4248;0.3028;-0.0718;-0.0608
PF3D7_1107400;0.3755;0.2055;0.3475;0.0995;0.1985;0.157;0.212;0.019
PF3D7_1107500;0.59;0.328;0.02;0.664;0.469;0.296;0.448;0.488
PF3D7_1107600;0.363;0.833;0.563;NA;NA;0.1105;1.053;0.64
PF3D7_1107700;0.011;0.17;0.166;0.1795;-0.0135;-0.0395;-0.1805;-0.066
PF3D7_1107800;0.948;0.970666666666667;1.181;0.537333333333333;0.137666666666667;0.394;-0.1115;0.647
PF3D7_1107900;2.57233333333333;1.33533333333333;2.03633333333333;0.966333333333333;0.875333333333333;0.860333333333333;-0.0513333333333333;0.131333333333333
PF3D7_1108000;-0.0015;-0.00299999999999999;0.043;-0.3795;-0.134;0.0385;0.0975;-0.177
PF3D7_1108100;-1;0.6375;-1.0215;0.7085;0.3395;0.4905;-0.143;0.853
PF3D7_1108200;NA;-0.111;-0.002;-0.641;NA;NA;-0.277;-0.181
PF3D7_1108400;0.569;0.319;0.196;0.545;0.677;0.852;0.603;0.435
PF3D7_1108500;-0.3615;-0.2765;-0.827;-0.0295;0.2135;0.0955;0.2185;0.106
PF3D7_1108600;0.006;-0.065;0.032;-0.104;-0.317;-0.141;0.015;0.037
PF3D7_1108700;-0.409;-0.003;-0.5455;0.1755;0.2805;0.057;0.2245;0.29
PF3D7_1108800;-0.709;-0.039;0.043;0.398;NA;-0.259;0.086;0.078
PF3D7_1108900;-0.6755;-0.087;-0.0305;-0.189;-0.2835;-0.3415;0.126;-0.127
PF3D7_1109400;0.58;-0.032;0.6565;-0.184;-0.005;-0.106;0.07;-0.176
PF3D7_1109900;-1.162;-0.644;-0.46;-0.983;-0.654;-0.529;-0.277;-0.544
PF3D7_1110100;0.2345;0.325;0.7755;0.1425;0.298;0.2695;0.1465;0.197
PF3D7_1110200;0.2355;0.2735;-0.224;0.1335;0.693;0.7185;-0.1225;-0.1425
PF3D7_1110300;1.139;0.3765;0.894;0.027;-0.1115;-0.2385;0.1495;-0.2095
PF3D7_1110400;0.108;-0.098;0.284333333333333;-0.109333333333333;-0.012;-0.0666666666666667;-0.404;-0.512333333333333
PF3D7_1110500;-0.5905;0.3135;-0.459;0.3895;0.382;0.331;-0.087;-0.095
PF3D7_1110600;-1.298;-0.07;-0.406;-0.375;-0.013;-0.295;-0.262;-0.127
PF3D7_1110700;-0.944;0.088;-0.619;0.1895;0.367;0.363;-0.025;0.068
PF3D7_1110900;-1.6785;-0.745;-0.7875;-0.5225;-0.884;-0.585;0.034;-0.0955
PF3D7_1111000;0.032;0.202;0.1075;0.304;0.234;0.222;0.085;-0.0385
PF3D7_1111100;NA;-0.586;-1.24;-0.173;-0.107;-0.373;-0.241;-0.02
