X;HDATP1;HDATP1.1;HDATP2;HDATP2.2;HDATP3;HDATP3.3;HDATP1c;HDATP1c2
PF3D7_1416100;-0.4085;0.0705;-0.45;0.125;0.238;0.2175;0.205;0.3005
PF3D7_1416200;0.264666666666667;-0.02125;-0.162;0.11875;0.3085;0.18975;-0.1205;0.0935
PF3D7_1416300;0.216;0.2055;0.394;-0.00900000000000001;-0.0615;0.023;0.0225;-0.231
PF3D7_1416400;NA;NA;NA;NA;NA;NA;NA;NA
PF3D7_1416500;0.8725;0.5165;0.9655;0.114;0.1445;0.16;-0.364;0.099
PF3D7_1416600;3.3008;0.6364;3.5786;-0.2665;0.0895;0.1555;0.07475;0.298
PF3D7_1416800;0.337;-0.0495;0.3805;-0.077;0.145;0.216;0.0995;-0.0555
PF3D7_1416900;0.735;-0.19;0.795;-0.391;0.011;-0.301;-0.027;-0.041
PF3D7_1417000;1.9345;0.065;2.1385;0.8565;0.325;0.5835;0.145;-0.0525
PF3D7_1417100;-1.591;-0.393;-1.167;-0.075;-0.144;-0.299;0.132;0.228
PF3D7_1417200;0.8616;0.286142857142857;0.427666666666667;0.227;0.018;0.0761428571428571;-0.103428571428571;-0.133285714285714
PF3D7_1417300;-0.2785;0.37;-0.518;0.3005;0.12;0.1725;-0.112;0.07
PF3D7_1417400;0.523083333333333;0.50875;0.439333333333333;0.475916666666667;0.335666666666667;0.336166666666667;-0.0205833333333333;0.582583333333333
PF3D7_1417500;-0.1175;0.058;-0.2065;0.4735;0.206;0.0735;0.255;0.3405
PF3D7_1417600;-0.207285714285714;-0.129;-0.131571428571429;0.0177142857142857;-0.249571428571429;-0.221571428571429;-0.32;-0.313857142857143
PF3D7_1417700;0.956;0.332;0.269;0.445;0.932;0.871;-0.034;-0.161
PF3D7_1417800;-0.86;0.032;-0.767;0.124;0.016;-0.023;-0.362;-0.4165
PF3D7_1418000;-1.059;-0.268;-1.236;0.073;-0.226;-0.196;0.34;0.264
PF3D7_1418100;1.98625;0.89375;1.74383333333333;1.0296;1.38925;1.4544;0.0744;0.2366
PF3D7_1418200;0.275;-1.452;-0.195;-0.149;NA;0.029;0.039;0.21
PF3D7_1418300;0.343;0.085;0.213;0.4;0.173;0.293;0.521;0.346
PF3D7_1418800;-0.488;-0.2055;-0.309;-0.2505;-0.3125;-0.205;0.184;-0.219
PF3D7_1419000;0.1295;0.03;-0.064;-0.018;-0.0815;-0.62;0.1525;-0.176
PF3D7_1419100;0.3205;0.188;-5,00E-04;0.0015;0.043;0.057;-0.195;-0.0665
PF3D7_1419200;-1.662;-1.137;-0.45;-1.09;-0.7015;-0.6995;-0.3755;-0.4405
PF3D7_1419300;0.454;0.38;0.414;0.207;0.233;0.023;0.067;0.158
PF3D7_1419400;-0.525;-0.37175;-0.519;-0.35025;-0.444333333333333;-0.2985;0.108666666666667;-0.26625
PF3D7_1419500;-0.322;0.025;0.01;-0.027;-0.268;-0.289;0.154;-0.103
PF3D7_1419600;0.12;0.0415;0.179;-0.262;0.0885;-0.0375;-0.0165;0.1645
PF3D7_1419700;-0.421;0.104;0.0405;0.1225;0.1405;-0.0255;-0.0605;-0.138
PF3D7_1419800;-0.912;-0.71;-1.2545;-0.1725;0.1245;-0.075;0.0755;0.2445
PF3D7_1419900;1.989;0.7765;1.753;0.45;0.451;0.499;0.16;0.299
PF3D7_1420000;0.2715;0.0195;-0.487;0.2365;0.178;0.1025;-0.013;-0.251
PF3D7_1420100;0.969;0.482;0.435;0.141;0.199;0.12;-0.034;0.288
PF3D7_1420200;0.328;0.518;0.302;0.4575;0.6775;0.706;0.0135;0.3795
PF3D7_1420300;0.079;0.004;0.861;-0.385;-0.166;0.084;-0.065;-0.046
PF3D7_1420400;-0.082;-0.2375;-0.0055;-0.214;-0.337;-0.328;-0.024;-0.0665
PF3D7_1420500;1.509;0.9995;0.9975;0.378;0.634;0.631;-0.305;-0.046
PF3D7_1420600;0.4065;-0.028;0.1995;-0.025;0.127;0.058;0.0175;-0.155
PF3D7_1420700;0.541;0.3025;0.789;-0.036;0.0855;0.2705;-0.1375;-0.181
PF3D7_1420800;0.38;-0.448;0.282;-0.649;-0.277;-0.207;NA;-0.163
PF3D7_1420900;1.0025;-0.028;0.3405;-0.2855;0.677;0.5995;0.5925;0.66
PF3D7_1421000;-0.118;-0.257;-0.096;-0.212;-0.077;-0.141;-0.067;0.216
PF3D7_1421100;0.1925;-0.728;0.665;0.0725;0.163;-0.161;-0.185;-0.3225
PF3D7_1421200;-1.647;-0.816;-0.488;-1.009;-0.928;-0.417;-0.962;-0.949
PF3D7_1421300;0.268;0.099;0.0785;0.517;0.544;0.2215;-0.242;0.0035
PF3D7_1421400;0.096;-0.395;-0.357;-0.096;-0.351;-0.309;-0.228;-0.63
PF3D7_1421500;-0.619;-0.713;-0.365;-0.446;-0.576;-0.438;0.401;0.119
PF3D7_1421600;0.556;-0.9565;0.033;-0.056;0.2085;0.164;0.2935;0.0265
PF3D7_1421800;0.471;0.2365;0.614;0.0215;0.255;0.2385;0.1435;0.032
PF3D7_1421900;0.944;-0.09;0.739;-0.254;0.542;0.492;0.378;0.393
PF3D7_1422100;0.285;-0.0595;0.449;0.079;0.226;-0.058;0.4275;0.327
PF3D7_1422200;-0.4475;-0.069;-0.0375;-0.194;-0.363;-0.2455;-0.141;-0.1345
PF3D7_1422400;0.507666666666667;-0.417;0.648666666666667;-0.686333333333333;0.036;-0.0656666666666667;0.155666666666667;0.0226666666666667
PF3D7_1422500;-1.498;-0.177;-1.0775;-0.05;-0.2;-0.328;-0.129;0.0575
PF3D7_1422600;-0.709;-0.2135;-0.2745;-0.206;0.0605;-0.021;-0.0225;0.055
PF3D7_1422700;-0.7;-0.291;-0.916;-0.104;-0.198;-0.186;0.0925;-0.154
PF3D7_1422800;-0.63;-0.547;-0.413;-0.487;-0.1815;-0.3225;-0.0945;-0.0325
PF3D7_1422900;1.198;0.088;1.417;0.517;0.428;0.397;0.039;0.1005
PF3D7_1423000;0.8155;-0.431;0.9025;-0.3305;-0.1415;-0.252;0.343;0.0735
PF3D7_1423100;1.6275;0.4035;1.218;0.6665;0.4895;0.595;-0.1485;0.496
PF3D7_1423200;0.3505;-0.29;-0.1895;0.041;-0.292;-0.1115;0.0715;0.085
PF3D7_1423300;-0.628;0.677;-0.525;0.753;0.4165;0.325;-0.106;0.673
PF3D7_1423400;-0.295333333333333;0.673;-0.164666666666667;0.087;0.046;0.2325;-0.254;0.341
PF3D7_1423500;1.997;0.824666666666667;1.87433333333333;0.418333333333333;0.441333333333333;0.300333333333333;-0.043;-0.008
PF3D7_1423600;1.614;0.51;1.144;0.414;0.342;0.447;0.375;0.473
PF3D7_1423700;0.887333333333333;0.351333333333333;0.831333333333333;0.177;0.00966666666666667;-0.0216666666666667;0.053;-0.109
PF3D7_1423800;0.0315;0.18;-0.016;0.067;0.218;0.1865;0.1275;-0.115
PF3D7_1424100;-0.62;-0.35;-0.533;-0.451;-0.636;-0.618;-0.533;-0.721
PF3D7_1424400;-0.896;-0.617;-0.682;-0.636;-0.864;-0.991;-0.295;-0.223
PF3D7_1425200;-0.978;-0.2945;-0.354;-0.2085;-0.0865;-0.0355;0.0605;-0.1185
PF3D7_1425300;0.018;0.402;0.104;0.194;0.273;-0.002;-0.187;0.211
PF3D7_1425400;1.0705;1.044;0.463;1.1015;1.0125;1.082;0.452;0.919
PF3D7_1425500;NA;1.078;NA;0.433;NA;0.337;NA;0.748
PF3D7_1425600;3.35733333333333;1.21966666666667;3.37133333333333;-0.041;0.572666666666667;0.52;0.358666666666667;0.613
PF3D7_1425700;0.278;0.0025;-0.081;0.061;0.3115;0.4905;0.2405;0.062
PF3D7_1425800;-0.071;-0.583;-0.4355;-0.195;-0.0545;-0.0985;0.1955;0.207
PF3D7_1425900;-0.458;-0.228;0.137;-0.45;-0.443;-0.233;-0.144;-0.343
PF3D7_1426000;-1.819;-1.184;-0.744;-1.354;-0.985;-0.458;-0.768;-0.697
PF3D7_1426100;-0.563;-0.542;-0.34;-0.623;-0.163;-0.313;0.353;-0.07
PF3D7_1426200;-1.1275;-0.482;-1.0615;-0.3105;-0.3135;0.015;-0.0775;-0.421
PF3D7_1426300;0.0255;-0.106;-0.2905;-0.0705;0.088;-0.015;0.1145;0.102
PF3D7_1426500;NA;0.4945;-0.161;0.056;0.094;0.4035;-0.159;-0.1245
PF3D7_1426600;-0.343333333333333;0.113666666666667;-0.365;-0.05;0.209333333333333;0.219333333333333;-0.150666666666667;-0.0646666666666667
PF3D7_1426700;0.0545;-0.0435;0.331;-0.006;0.222;0.00950000000000001;-0.1865;-0.012
PF3D7_1426800;0.27125;0.0395;0.32625;-0.04;-0.0915;0.08075;-0.2745;-0.31
PF3D7_1426900;-0.194;0.02;-0.431;0.294;0.123;0.272;0.224;0.44
PF3D7_1427000;0.358;-0.103;0.189;-0.028;-0.1255;-0.11;0.1415;0.3165
PF3D7_1427100;1.657;-0.4005;1.5865;0.059;-0.1005;-0.176;0.254;0.1355
PF3D7_1427200;0.693;0.381;0.992;0.173;0.404;0.254;0.131;0.279
PF3D7_1427300;-2.01066666666667;-0.537666666666667;-1.42866666666667;-0.535333333333333;-0.556;-0.654666666666667;-0.315666666666667;-0.47
PF3D7_1427400;-0.994;-0.288;-0.5905;-0.2405;0.15;0.1655;0.1125;0.155
PF3D7_1427500;-1.743;-0.335;-1.079;-0.6415;-0.3725;-0.5165;-0.261;-0.3095
PF3D7_1427600;0.434;0.012;0.903;-0.0235;-0.045;-0.0925;-0.0195;-0.0545
PF3D7_1427800;0.556;0.024;0.611;-0.273;0.071;0.09;0.034;-0.537
PF3D7_1427900;-1.234;-0.542;-0.507;-0.623;-0.436;-0.47;0.101;-0.124
PF3D7_1428000;0.1775;0.256;0.5305;0.1415;0.404;0.3425;0.116;0.3155
PF3D7_1428100;0.1215;0.036;0.1875;-0.00249999999999997;-0.133;-0.2495;-0.248;-0.167
PF3D7_1428200;-0.657;-0.309;-0.7375;-0.3515;-0.02;-0.5435;0.1395;-0.047
PF3D7_1428300;-0.208;-0.201;0.1885;-0.6945;-0.4805;-0.2555;-0.157;-0.554
PF3D7_1428400;3.2485;1.342;2.82033333333333;0.6825;0.853833333333333;0.769666666666667;-0.125833333333333;-0.151166666666667
PF3D7_1428500;1.025;0.19575;1.053;-0.387;0.0896666666666667;-0.002;-0.02425;0.1165
PF3D7_1428600;0.86;-1.132;-0.661;0.439;0.29;0.585;0.486;0.419
PF3D7_1428700;-0.4735;-0.0545;-0.556;0.1215;0.0215;0.0235;-0.0185;-0.077
PF3D7_1428800;-0.016;0.329;-0.00699999999999999;0.3185;0.3515;0.041;0.0505;0.177
PF3D7_1428900;0.632666666666667;0.143666666666667;0.219333333333333;-0.0706666666666667;-0.028;0.071;-0.123666666666667;-0.310666666666667
PF3D7_1429000;-0.359;0.066;0.026;0.185;NA;0.079;0.431;0.446
PF3D7_1429100;-0.933;-0.382;-0.7945;-0.323;-0.649;-0.614;-0.0985;-0.1445
PF3D7_1429200;1.621;0.616;1.1195;-0.3545;0.234;0.428;0.121;-0.1375
PF3D7_1429300;1.602;0.685;1.074;0.138;0.405;0.56;-0.203;-0.231
PF3D7_1429400;0.9024;0.2038;1.0716;-0.046;0.1025;0.003;-0.0382;-0.174
PF3D7_1429500;-0.296;-0.3355;-0.2905;-0.1395;-0.2465;-0.277;0.056;-0.2315
PF3D7_1429600;-0.351;-0.34;-0.063;-0.649;-0.514;-0.393;-0.092;-0.094
PF3D7_1429700;0.3095;0.0305;0.191;0.7095;0.0055;-0.103;0.1485;-0.126
PF3D7_1429800;-0.653;-0.127333333333333;-0.336666666666667;-0.066;-0.00433333333333334;-0.158666666666667;-0.123666666666667;-0.054
PF3D7_1429900;-0.0906666666666667;0.312333333333333;-0.547666666666667;0.379;0.420333333333333;0.366333333333333;-0.012;0.113
PF3D7_1430000;1.4;0.851;1.25;0.386;0.41;0.31;-0.009;0.025
PF3D7_1430100;-0.021;-0.18;-0.193;-0.191;-0.272;-0.297;-0.128;0.021
PF3D7_1430200;1.7225;1.1055;1.233;0.7715;0.961;0.8495;0.054;0.685
PF3D7_1430300;0.55;0.22675;-0.12125;0.298;0.1385;0.186;0.14725;-0.0335
PF3D7_1430400;0.302;0.045;-0.3205;0.0595;0.086;0.1675;0.0135;-0.0725
PF3D7_1430500;0.046;0.446;-0.1725;0.6055;0.514;0.728;-0.022;0.02
PF3D7_1430600;-0.5425;-0.675;-0.604;-0.6555;-0.067;-0.2375;0.3625;0.387
PF3D7_1430700;0.194;-0.199;-0.329;0.1665;0.02;-0.025;0.1345;0.1275
PF3D7_1430800;0.892;1.045;0.701;0.917;0.962;1.114;0.391;0.45
PF3D7_1430900;0.02;-0.343;-0.24;-0.44;0.052;-0.072;0.33;0.206
PF3D7_1431000;NA;NA;1.733;0.334;0.763;0.333;0.123;-0.131
PF3D7_1431100;4.765;NA;4.151;1.63;2.498;1.672;0.83;1.22
PF3D7_1431200;0.127;0.13;0.6685;-0.091;-0.219;-0.1655;-0.1085;0.2905
PF3D7_1431300;0.831;-0.321;0.7705;-0.15;-0.3015;-0.146;0.102;0.0165
PF3D7_1431400;0.357;0.4385;0.3225;0.293;0.218;0.1965;0.1195;0.578
PF3D7_1431500;0.3585;0.2005;0.374;-0.2695;0.153;-0.232;-0.152;-0.154
PF3D7_1431600;-0.202;-0.1015;-0.6415;0.2395;0.52;0.1395;0.086;0.1995
PF3D7_1431700;-1.489;-0.61;-0.828;-0.794;-0.675;-0.548;-0.395;-0.467
PF3D7_1431800;-1.5905;-0.5325;-0.872;-0.1995;-0.546;-0.557;-0.1785;-0.133
PF3D7_1431900;1.06;0.1125;1.406;NA;0.6735;0.484;NA;0.2635
PF3D7_1432000;-0.494;-0.217;-0.381;-0.3;-0.146;-0.176;-0.015;-0.149
PF3D7_1432100;-0.646;0.041;-0.1;-0.129;-0.008;-0.137;-0.123;-0.269
PF3D7_1432200;-0.04925;0.39475;-0.23525;0.3365;0.17525;0.315;0.17275;0.033
PF3D7_1432300;-0.299;0.2035;-0.952666666666667;0.381;0.0993333333333333;0.145333333333333;0.0666666666666667;0.117666666666667
PF3D7_1432400;1.64475;0.2985;1.81075;-0.13125;-0.2145;-0.056;-0.04225;-0.5235
PF3D7_1432500;1.7595;0.4805;2.111;-0.131;0.4245;0.4345;-0.0725;-0.061
PF3D7_1432600;-0.965;-0.443;-0.521;-0.515;-0.5075;-0.548;-0.218;-0.1515
PF3D7_1432700;-0.02;-1.421;-0.222;-0.696;-0.08;-0.004;0.383;0.135
PF3D7_1432800;-0.359;0.1355;-0.7455;0.0795;0.073;0.26;0.0105;-0.0285
PF3D7_1432900;0.469;0.342;0.409;0.417;0.143;0.239;0.446;0.823
PF3D7_1433100;-1.1305;-0.9135;-0.6785;-0.3905;0.0485;-0.0135;0.204;-0.1115
PF3D7_1433200;-0.178;-0.003;-0.018;0.113;0.075;0.103;0.038;-0.198
PF3D7_1433300;-1.122;-0.322;-1.225;0.007;-0.192;-0.2955;0.241;0.4865
PF3D7_1433400;-0.209555555555556;-0.286111111111111;-0.258666666666667;-0.0662222222222222;-0.189555555555556;-0.179222222222222;-0.163428571428571;-0.134875
PF3D7_1433500;0.306666666666667;0.414333333333333;0.477666666666667;0.243666666666667;0.022;0.139333333333333;-0.334;-0.166333333333333
PF3D7_1433600;-0.588;-0.058;0.021;-0.011;0.099;-0.215;0.324;0.287
PF3D7_1433700;-0.683;-0.6855;-0.431;-0.311;-0.0476666666666667;-0.394;-0.09;-0.258333333333333
PF3D7_1433800;0.2432;-0.0378;0.045;0.2504;0.1504;0.0206;-0.08125;0.0258
PF3D7_1433900;1.53166666666667;0.705;1.295;0.0626666666666666;0.303666666666667;0.347;0.00933333333333333;0.09
PF3D7_1434000;-0.584;-1.525;-0.485;-0.49;-0.649;-0.405;0.454;0.075
PF3D7_1434100;1.174;-0.653;1.2245;0.338;0.3475;0.1835;0.2905;0.171
PF3D7_1434200;-0.84;-0.261;-0.585;-0.24;-0.599;-0.571;-0.132;-0.135
PF3D7_1434300;0.8445;0.0865;0.6535;0.1195;-0.218;-0.054;-0.3075;-0.497
PF3D7_1434400;-0.651;-0.134;-0.142;-0.531;-0.257;-0.245;-0.28;0.116
PF3D7_1434500;0.423666666666667;0.0613;-0.0608888888888889;0.139111111111111;-0.110375;-0.0997;-0.2385;-0.232111111111111
PF3D7_1434600;-0.187;0.072;-0.082;0.00949999999999999;-0.335;-0.1755;-0.1795;-0.581
PF3D7_1434700;-1.581;-0.64;-0.314;-0.954;-1.157;-0.922;-0.203;-0.158
PF3D7_1434800;-0.605;-0.287;-0.281;-0.32;-0.16;-0.027;0.078;-0.082
PF3D7_1434900;1.155;0.89;0.394;0.931;1.04;1.003;0.216;0.921
PF3D7_1435000;-0.1195;-0.1075;-0.2465;0.0425;0.163;0.0485;0.371;0.4285
PF3D7_1435100;0.06;0.135;0.186;-0.074;0.155;0.011;0.121;-0.097
PF3D7_1435200;0.813;0.552;0.7945;0.2385;0.2065;0.3745;-0.134;-0.00949999999999999
PF3D7_1435300;1.2584;0.3252;1.1444;0.1386;0.3336;0.3824;-0.0308;0.225
PF3D7_1435400;-0.919;0.093;-0.482;0.231;0.428;0.494;0.179;-0.059
PF3D7_1435500;-0.389;0.459;-0.354;0.604;0.469;0.154;0.184;-0.079
PF3D7_1435600;-0.719333333333333;0.789;0.0893333333333333;0.160333333333333;0.3675;0.537666666666667;-0.304666666666667;0.368333333333333
PF3D7_1435700;1.586;0.6165;1.8405;0.328;0.165;0.2925;-0.081;-0.128
PF3D7_1435800;0.2895;0.0895;0.659;-0.509;-0.1315;-0.371;0.0725;5,00E-04
PF3D7_1435900;-0.142;0.194;-0.261;0.112;0.305;0.213;0.105;0.127
PF3D7_1436000;-0.7345;-0.5165;-0.39;-0.644;-0.4915;-0.6265;-0.259;-0.2005
PF3D7_1436100;-0.238;-0.227;-0.561;0.277;0.100666666666667;-0.017;-0.0363333333333333;-0.223333333333333
PF3D7_1436200;-0.5655;-0.0385;0.42225;-0.179666666666667;-0.363666666666667;0.097;-0.1615;0.115
PF3D7_1436300;1.449;0.1455;1.0765;0.0235;0.0225;0.067;0.0615;0.4425
PF3D7_1436400;-0.259;-0.240333333333333;0.00666666666666667;-0.303666666666667;-0.013;0.019;-0.258666666666667;-0.274333333333333
PF3D7_1436600;-0.6155;-0.432;-0.54;-0.053;0.0905;0.051;0.0525;0.302
PF3D7_1436700;-1.674;-0.321;-0.7645;-0.545;-0.302;-0.5255;-0.2985;-0.6625
PF3D7_1436800;-0.985;-0.408;-0.558;-0.255;-0.352;-0.365;0.146;0.035
PF3D7_1436900;1.998;1.279;1.818;0.809;1.293;1.252;0.246;0.426
PF3D7_1437000;-0.1485;0.0505;0.2765;-0.183;-0.0455;0.189;0.1625;0.101
PF3D7_1437100;-0.557;-0.145;-0.747;-0.069;-0.187;-0.15;0.014;-0.142
PF3D7_1437200;0.5595;0.529;0.363;0.4375;0.361;0.456;0.1725;0.1125
PF3D7_1437300;0.407;0.043;0.372;-0.036;-0.123;-0.061;0.223;0.465
PF3D7_1437400;-1.4965;-0.3995;-0.9875;-0.324;-0.303;-0.4515;-0.023;-0.111
PF3D7_1437500;-1.328;-0.253;-0.3;-0.412;-0.543;-0.525;0.031;-0.014
PF3D7_1437600;-0.801;-0.2545;-0.192;-0.4165;-0.532;-0.235;-0.168;-0.1825
PF3D7_1437700;1.1535;0.7505;0.7685;0.5685;0.5315;0.7345;-0.265;-0.1845
PF3D7_1437800;1.078;-0.889;1.121;-0.724;0.207;0.101;0.326;0.468
PF3D7_1437900;NA;NA;NA;NA;NA;NA;NA;NA
PF3D7_1438000;0.577;0.266;0.7745;-0.015;0.307;0.092;-0.226;-0.289
PF3D7_1438100;-0.416;-0.15;-0.313;-0.019;-0.489;0.097;0.253;0.135
PF3D7_1438400;0.593166666666667;0.373666666666667;0.623166666666667;0.256666666666667;NA;0.193666666666667;-0.113666666666667;0.122
PF3D7_1438500;-0.2425;-0.0815;-0.286;-0.0715;-0.133;-0.1495;0.103;0.148
PF3D7_1438600;-1.519;-0.34;-0.209;-0.298;-0.206;-0.164;0.092;0.102
PF3D7_1438700;0.502;0.0775;0.133;0.193;0.121;0.161;0.065;0.029
PF3D7_1438800;NA;-0.0745;0.047;0.018;NA;-0.093;-0.066;-0.095
PF3D7_1438900;-0.265;-0.508;0.12;-0.548;-0.24;-0.565;0.341;0.07
PF3D7_1439000;-0.595;-0.115;-0.1;-0.211;0.003;0.275;NA;0.029
PF3D7_1439100;-0.451;-0.12125;-0.584;0.0785;-0.187;-0.25825;-0.058;-0.21175
PF3D7_1439200;-0.608;-0.224;-0.2905;-0.043;-0.2335;-0.4;0.201;0.041
PF3D7_1439300;0.176333333333333;0.101;-0.25;0.069;0.151666666666667;-0.00633333333333333;-0.0813333333333333;-0.116
PF3D7_1439400;-1.182;-0.045;-0.879;0.002;0.196;0.287;-0.316;-0.296
PF3D7_1439500;1.7395;0.633;1.263;0.732;0.7855;0.7435;0.114;0.5005
PF3D7_1439600;-0.917;-0.098;-0.168;0.138;0.232;0.216;0.03;0.033
PF3D7_1439700;-0.475;-0.63;0.158;-0.396;-0.588;-0.595;-0.205;-0.336
PF3D7_1439800;-0.217;0.165;-0.283;NA;0.166;0.039;-0.338;-0.491
PF3D7_1439900;-0.185;-0.15;-0.205;-0.209;-0.193;-0.067;-0.392;-0.308
PF3D7_1440000;-1.14525;-0.126;-1.23925;0.14725;-0.2035;-0.118;-0.256;-0.26975
PF3D7_1440100;-0.559;0.03;-0.2935;-0.014;-0.0835;-0.0165;-0.136;-0.0645
PF3D7_1440200;-0.37;-0.656666666666667;-0.3945;-0.612666666666667;-0.583;-0.592;-0.2375;-0.390666666666667
PF3D7_1440300;0.099;-0.1525;0.115;-0.0965;-0.0205;0.104;0.224;-0.169
PF3D7_1440400;-0.5565;0.153;-0.6805;0.3315;-0.055;0.151;0.246;0.387
PF3D7_1440500;0.726;0.0045;0.549;0.3465;0.014;-0.2985;0.057;0.0835
PF3D7_1440600;0.784;0.019;0.5615;-0.0575;0.2125;0.4915;-0.259;-0.1175
PF3D7_1440700;-0.1805;-0.216;-0.00700000000000001;-0.2385;-0.0505;-0.061;-0.0095;-0.446
PF3D7_1440800;0.5295;0.3915;0.325;0.444;0.4545;0.689;-0.01;0.004
PF3D7_1440900;0.264;0.475;-0.074;0.455;0.149;0.186;0.135;0.712
PF3D7_1441000;0.8235;0.331;1.36;0.042;0.2035;0.1055;0.1785;0.0545
PF3D7_1441100;-0.084;0.092;0.03;0.025;-0.293;-0.288;NA;0.118
PF3D7_1441200;-1.266;-0.417;-0.34;-0.763;-0.816;-0.549;-0.532;-0.544
PF3D7_1441300;-0.34475;-0.06725;-0.34825;-0.0045;-0.13625;-0.24475;-0.02825;-0.0835
PF3D7_1441400;-0.1395;-0.0485;-0.004;0.139;-0.0565;0.067;0.331;0.2015
PF3D7_1441500;-0.967;-0.307;-0.915;-0.2225;-0.228;-0.1165;0.063;0.00650000000000001
PF3D7_1441600;-1.08;0.1065;0.1585;-0.451;0.2125;0.112;0.156;0.3435
PF3D7_1441700;-0.577;-0.328;0.433;-0.664;-0.354;-0.231;-0.2515;-0.581
PF3D7_1441800;0.275;-0.234;-0.161;-0.208;-0.057;-0.169;-0.077;0.237
PF3D7_1441900;NA;-0.091;-0.635;0.273;0.382;0.228;NA;0.2
PF3D7_1442000;0.75;0.185;1.483;0.018;0.003;-0.034;0.143;-0.016
PF3D7_1442200;-0.537;-0.177;-0.7435;0.047;-0.244;-0.0985;-0.138;-0.366
PF3D7_1442300;-0.6115;0.065;-0.172;0.098;0.247;0.1705;-0.2695;-0.4505
PF3D7_1442400;-0.2665;-0.08375;-0.2215;0.063;-0.116;-0.14125;0.157;-0.193333333333333
PF3D7_1442500;-0.809;-0.5465;-1.239;-0.3635;-0.3655;-0.3605;0.0215;-0.166
PF3D7_1442600;0.3368;0.19075;0.032;0.2488;0.28525;0.320333333333333;-0.255333333333333;-0.158
PF3D7_1442700;-1.077;-0.28575;-1.3595;0.1325;-0.07125;-0.0245;-0.1455;-0.21625
PF3D7_1442800;-1.073;0.2595;-0.37;0.1425;-0.055;-0.0015;0.2445;-0.0255
PF3D7_1442900;-0.3235;0.0054;-0.423833333333333;0.154166666666667;-0.0341666666666667;-0.0323333333333333;-0.171166666666667;-0.2786
PF3D7_1443000;-0.9645;-0.373;-0.534;0.172;0.276;0.207;0.099;0.2395
PF3D7_1443100;-0.912;-0.013;-0.849;0.0975;0.047;0.122;0.378;0.233
PF3D7_1443200;-0.763;-0.2975;-0.6535;-0.271;-0.3895;-0.474;-0.091;-0.3945
PF3D7_1443300;0.505;-0.02;0.501;-0.227;-0.313;-0.438;-0.081;-0.08
PF3D7_1443400;-1.127;-0.00199999999999999;-0.636;-0.121;-0.029;-0.1365;0.034;-0.07
PF3D7_1443500;-0.5895;-0.2665;-0.6075;-0.086;-0.1625;-0.0035;-0.163;-0.1175
PF3D7_1443600;-1.275;-0.259;-0.853;-0.200333333333333;-0.144666666666667;-0.192;-0.076;-0.244333333333333
PF3D7_1443700;-0.704;0.146;-0.118;-0.218;-0.114;-0.27;0.091;-0.25
PF3D7_1443800;-1.437;-0.409;-1.1765;-0.3155;-0.3615;-0.252;0.091;-0.2585
PF3D7_1443900;-0.805;-0.2775;-0.897;-0.129;-0.1845;-0.1295;0.095;0.0705
PF3D7_1444000;-0.777;0.414;-0.174;NA;-0.158;-0.147;-0.026;0.014
PF3D7_1444100;-0.114545454545455;0.189;-0.162181818181818;0.422272727272727;0.351454545454545;0.318818181818182;-0.061;0.143636363636364
PF3D7_1444200;-0.28;0.613;-0.13;0.471;0.61;0.836;0.265;0.375
PF3D7_1444300;-0.75;-0.139;-0.391;-0.189;0.203;-0.17;0.077;0.231
PF3D7_1444400;-0.588;0.009;0.224;-0.206;-0.124;-0.197;-0.113;-0.4515
PF3D7_1444500;0.802;0.357666666666667;1.01533333333333;-0.155;-0.282666666666667;-0.255333333333333;-0.0426666666666667;-0.254333333333333
PF3D7_1444700;-0.165;-0.09;0.066;-0.074;-0.218;-0.328;0.229;-0.062
PF3D7_1444800;0.059;0.0785;-0.037;0.0645;-0.037;0.144;-0.1735;-0.17
PF3D7_1444900;0.139;0.103;0.547;-0.359;-0.406;-0.144;0.137;-0.264
PF3D7_1445000;0.7385;0.279;0.3405;0.4085;0.604;0.649;0.4165;0.3965
PF3D7_1445100;0.4535;0.1995;0.5875;-0.00499999999999999;0.0575;0.059;0.123;0.0445
PF3D7_1445200;0.9315;0.183;0.781;-0.2175;-0.2035;-0.3095;-0.1415;-0.37
PF3D7_1445300;-0.2905;0.014;-0.6635;-0.0775;0.1225;-0.0975;-0.01;-0.414
PF3D7_1445400;0.1055;0.13;0.3375;0.012;0.0605;0.198;0.00899999999999999;-0.2855
PF3D7_1445500;-1.411;-0.038;-0.191;-0.443;0.021;-0.036;-0.054;-0.27
PF3D7_1445600;0.6175;0.339;0.91;0.1;0;0.1795;-0.547;-0.2175
PF3D7_1445700;-0.204;-0.016;-0.356;0.138;0.008;0.197;-0.205;-0.111
PF3D7_1445800;0.474;0.043;1.027;-0.039;-0.005;-0.0155;0.007;-0.0965
PF3D7_1445900;0.304;-0.125;0.214;-0.113;-0.2115;-0.127;-0.0015;-0.1135
PF3D7_1446100;0.073;0.244;0.1825;0.434;0.12;0.181;0.001;0.405
PF3D7_1446200;0.828;0.388;0.9515;0.1395;0.1965;0.184;-0.2995;-0.0995
PF3D7_1446300;0.99;0.286;0.829;-0.305;0.2425;0.0865;-0.1785;0.0465
PF3D7_1446400;0.263;0.343;-0.024;0.1375;0.1465;0.03;0.1305;0.2115
