"","MAL13P1.124","MAL13P1.137","MAL13P1.256","MAL7P1.75","MAL8P1.123","MAL8P1.132","PF07_0074","PF10_0085","PF10_0152","PF10_0374","PF11_0090","PF11_0162","PF11_0260","PF11_0435","PF11_0438","PF13_0032","PF13_0095","PF13_0137","PF13_0219","PF14_0071","PF14_0112","PF14_0238","PF14_0360","PF14_0499","PF14_0562","PF14_0593","PF14_0713","PF14_0719","PFB0590w","PFB0920w","PFC0090w","PFC0400w","PFD0470c","PFD0545w","PFE0205w","PFE0430w","PFE0450w","PFE0585c","PFE1280w","PFE1390w","PFF0200c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFI1185c","PFI1425w","PFL0580w","PFL0685w","D_class","Class","Compound"
"Trichostatin_H4","-0.014667208"," 0.020013907","-0.027518081"," 0.306550073","-0.3795582177"," 1.0254172432","-0.449648696"," 0.493753678","-1.686798644"," 1.019903307","-0.331042859","-0.173776796","-0.5150278992","-0.674251276","-0.1247762171","-0.123550803","-0.31653171"," 0.9497754811","-0.016945039","-0.0965100922"," 5.582193e-01","-0.503976114"," 1.259675199","-0.025348586","-0.25677510","-0.0332291874"," 0.561572012","-0.0676475615"," 0.007877388"," 1.272162698","-0.075236604"," 0.108947943"," 0.049064310"," 0.918667114"," 0.002266076"," 0.293330029","-0.699724835"," 0.1454012646","-1.503134132"," 0.4366828980","-0.37609752"," 0.3578040337","-1.003904711"," 0.026875852"," 0.295632380","-0.420671846","-0.586836923","-0.833274069","-0.076000832","-1.402174035",11,10,"Trichostatin"
"Trichostatin_H6"," 0.034241838","-0.177940898","-0.580772816"," 0.201407145","-0.0981429185"," 0.4936356427","-0.741608766"," 0.838294255","-1.072400869"," 0.777790181","-0.460162714","-0.160522581","-0.2205337400","-0.678581692"," 0.0789281099"," 0.290270091","-0.09751882"," 0.4995308121","-0.178185963"," 0.0372151960"," 8.263744e-01","-0.468672663"," 0.998518603","-0.057208680","-0.26089721"," 0.3770091578"," 0.481728376","-0.4704632438"," 0.112281880"," 0.477280026","-0.581290864"," 0.110278056"," 0.265760788"," 1.132746254","-0.068542818","-0.314834403","-0.579939396"," 0.1431951882","-0.882059787"," 0.5615352547","-0.07685575"," 0.3447272435","-0.553031684"," 0.366053336"," 0.664161507","-0.031639545","-0.704919965","-0.148557059"," 0.161785526","-1.472168072",11,10,"Trichostatin"
"Trichostatin_H8","-0.049319287","-0.118276968","-0.529434949"," 0.496440468","-0.1539608502"," 0.3124520012"," 0.085951843","-0.356122545","-0.605034672","-0.031519838","-1.158834029"," 0.124291444","-0.4915322729","-0.706994266"," 0.1986246060"," 0.481153788","-0.03127859","-0.0521631900","-1.001509005"," 0.1133653414"," 2.324994e+00"," 0.186576295"," 0.854688883"," 0.255055771","-0.29248781"," 0.3101213081"," 0.199558188","-0.0899176926"," 0.142887311"," 0.298905190","-0.474704772"," 0.067551250","-0.218697538"," 0.982160014","-0.286546938","-0.185173722","-0.078464195"," 0.0291894088"," 0.024439764"," 0.1029581264"," 0.10782081","-0.1833129435","-0.215923930"," 0.039254718"," 0.389844706","-0.336569545","-0.492447695","-0.207615419"," 0.434429540","-0.283352255",11,10,"Trichostatin"
"Trichostatin_H10"," 0.639604862"," 0.441104320","-0.178466054"," 0.762377600","-0.0672235839","-1.0054166573"," 0.438876276","-0.492093177"," 0.736534576"," 0.388078205","-1.618553716","-0.639935485","-1.8787281572","-0.492624242","-0.5044093528"," 3.182363687"," 1.97743342"," 0.2568078184","-1.516020475"," 0.4006575774"," 1.337264e+00"," 0.400876847"," 0.123962887","-0.245815361","-0.29028360","-1.5496973835"," 0.926256718"," 0.4765665260"," 0.721540113","-0.769214409","-0.835150469","-0.542619894"," 0.825891166"," 0.919624608","-0.101535405","-0.430579486"," 0.610167997"," 0.2163576643"," 1.054381237","-1.2729330890"," 0.68062499","-0.3640616424","-0.300819896"," 0.411313046"," 0.070473647"," 0.401446064","-0.769094071","-1.345140439"," 1.084514120"," 1.621934663",11,10,"Trichostatin"
"Quinine_H1","-0.347293773","-0.688691618"," 0.137985388","-0.499034053"," 0.0159456555"," 0.2001824981","-0.153774253"," 0.057268922","-0.047669002","-0.137941798"," 0.248161154"," 0.033088335","-0.1462260531","-0.075401068","-0.0595940012","-0.318790005","-0.16715262","-0.0366470574"," 0.119772949"," 0.2906764987","-3.344623e-01","-0.503658864"," 0.023217979"," 0.222701019"," 0.22860332"," 0.2376289558"," 0.033814241","-0.1594318478","-0.628609277"," 0.126694336"," 0.147437905","-0.246033400","-0.087165519"," 0.117465992"," 0.136196399"," 0.144811698","-0.227597112"," 0.2699512324","-0.314272858"," 0.0055817982","-0.49233648"," 0.0831835025","-0.017609746","-0.356289718"," 0.024704196","-0.248706648"," 0.016095047"," 0.158185662","-0.370335125","-0.341348788",12,11,"Quinine"
"Quinine_H2","-0.463497395","-1.213104322"," 0.405343596","-1.096869689"," 0.1127819616"," 0.0908464467","-0.676209633"," 0.265914165","-0.123902820","-0.015392012","-0.025087322"," 0.291786674","-0.1854820968"," 0.124265102"," 0.3773634828","-0.450254721","-0.36398183"," 0.1463490557"," 0.092545864","-0.0492860307","-9.117568e-01","-0.939724020","-0.016019299"," 0.259780460"," 0.33759786"," 0.4702672245"," 0.381152960"," 0.0580235450","-1.038542869"," 0.599209778","-0.076765806","-0.221968313","-0.063984952"," 0.574951086","-0.446468135"," 0.013432896","-0.493715381"," 0.4909903689","-0.422044542","-0.0022999747","-1.44327117","-0.2572850280"," 0.201445721","-0.638103709"," 0.330729455","-0.515773313"," 0.151635998","-0.139376360","-0.984974696","-1.117792364",12,11,"Quinine"
"Quinine_H4","-0.293353325","-0.162857750"," 0.620660405","-0.752445775"," 0.2472374124"," 0.3148543988","-0.607618772"," 0.180154278","-0.156085239","-0.002636156"," 0.232529741","-0.099016824","-0.1087085189"," 0.086201929","-0.0886001281","-0.413044462","-0.46163379","-0.0815126838"," 0.641685558"," 0.4276653858","-1.109241e-01","-0.353762375","-0.147260351"," 0.238973105","-0.08219568"," 0.2468804041"," 0.194433717"," 0.0217319413","-0.236638341","-0.010543251"," 0.211466634","-0.415872245"," 0.099684003"," 0.322645315","-0.042146749"," 0.299430057","-0.217384958","-0.0337462852","-0.415208128"," 0.0925606420","-0.81235758"," 0.0357057013"," 0.302821910","-0.772466399"," 0.066158287","-0.255100703"," 0.258898219","-0.170295957","-1.002702519","-0.581200398",12,11,"Quinine"
"Quinine_H6","-0.397897513","-0.575413517"," 0.340466453","-0.555407128"," 0.0876728126"," 0.1502189884","-0.243181173"," 0.400698498","-0.028209811","-0.077838635"," 0.104950808"," 0.115138214","-0.1556156363","-0.018598546"," 0.0601960283","-0.340101008","-0.38502086"," 0.0214568727"," 0.176245874","-0.0396049958","-3.352182e-01","-0.690022303","-0.087603730"," 0.167066900","-0.09355346"," 0.2093874387"," 0.197603148","-0.2249826619","-0.289410252"," 0.093996432","-0.278584785","-0.868162012"," 0.142404881"," 0.282258488","-0.067287797","-0.048437604","-0.270634694"," 0.0935947332","-0.135451942"," 0.1715058710","-1.02498966","-0.0289865081"," 0.232444938","-0.246963009"," 0.381031891","-0.338127778"," 0.048420697","-0.084752408","-0.567615747","-0.522228842",12,11,"Quinine"
"Quinine_H8","-0.197379372","-0.379311723","-0.082329389","-0.100688023"," 0.1725319821","-0.1241925316","-0.377714083"," 0.066537994"," 0.109158446","-0.468798443","-0.041616613","-0.215676873"," 0.1592679278","-0.204772267"," 0.3788650937"," 0.136022056"," 0.40867148","-0.1180424241","-0.024411996"," 0.0438744307"," 3.914150e-01","-0.879346743","-0.440127734"," 0.174047850","-0.39459568","-0.0457443178"," 0.398765786","-0.5477562008","-0.018608163","-0.553947660","-0.330000886","-0.258857527"," 0.319660981","-0.453691853"," 0.021035963"," 0.029894502"," 0.214811975"," 0.1408005965"," 0.393068336","-0.3189761133","-1.47273840"," 0.1655059004"," 0.132874499","-0.279423420"," 0.210441175","-0.158117759","-0.226217686","-0.141658184"," 0.040889607"," 0.123881731",12,11,"Quinine"
"Quinine_H10","-0.333951259","-0.579695151"," 0.779104704","-0.752356664"," 0.0974758835","-0.0538995020","-0.059107094"," 0.333430699"," 0.106069382"," 0.215703717","-0.178539353","-0.183889664"," 0.1486341892"," 0.224547376","-0.1599044307","-0.574201240","-0.58541119"," 0.2883292955"," 0.246834056"," 0.1069449513","-2.787826e-01","-0.204166589","-0.006180873"," 0.049624925","-0.26543910","-0.2542133561"," 0.410467362"," 0.5409116054","-0.314478791"," 0.478653439"," 0.044443974"," 0.101486749"," 0.134814614"," 1.227291798","-0.171965748","-0.128207426","-0.296515507"," 0.0412797417","-0.520793884"," 0.4057463911"," 0.06542312","-0.0749559919"," 0.684173565","-0.205791018"," 0.337159241","-0.659679750"," 0.319088028"," 0.216877820","-0.813588604","-0.867217800",12,11,"Quinine"
"Chloroquine_H1"," 0.288754930"," 0.619712631","-0.529175002","-0.240315259","-0.0017116658","-0.4806345117","-0.126431195","-0.347762864","-0.436910200"," 0.187668054","-0.011314013","-0.170155688","-0.5972850902"," 0.480365450"," 0.9518848241"," 0.654910047"," 0.76720879","-1.0398897461","-0.072557031"," 0.1348756798"," 6.308491e-02"," 0.351507412"," 0.291294203","-0.144511839","-0.54947930","-0.4348475130","-0.304937713","-0.1449001387","-0.433426508","-0.644997499"," 0.511916645","-0.760683083","-0.485316447","-0.229695269"," 0.014664405","-0.115211334"," 0.090024809"," 0.0781243631"," 0.128217608"," 0.1545755256"," 1.00526409"," 0.1611252069"," 0.099776835"," 0.273244895","-0.259774050"," 0.383292923","-0.119794958"," 0.612121767","-0.070365390"," 0.465975089",13,12,"Chloroquine"
"Chloroquine_H2"," 0.395957475"," 1.040327173","-0.097172623","-0.231439872","-0.1301838058"," 0.7410706490"," 0.401297782","-0.292770809","-0.190514716"," 0.219886835"," 0.158393828","-0.260387423","-0.1071739001"," 0.617999070"," 0.4889171656"," 0.519065164"," 0.32966956","-0.5275011189","-0.180751502","-0.1011866187"," 2.417057e-01"," 0.585947217"," 0.020276787","-0.083767295","-0.67215228","-0.2642888835","-0.109416383","-0.1071179127","-0.103897108","-0.514548373"," 0.447222527"," 0.001155219","-0.151568042","-0.273372030"," 0.041038268"," 0.197082612"," 0.263228370","-0.0188968303","-0.015703887"," 0.0249465913"," 0.98981705"," 0.2093479741","-0.098204775"," 0.012744005","-0.269786313"," 0.532544790"," 0.080538323"," 0.275255832"," 0.114587586"," 0.413971353",13,12,"Chloroquine"
"Chloroquine_H4"," 0.358884026"," 0.263991858","-0.102463081","-0.151934392","-0.1037526822","-0.4369343048","-0.690508790","-0.208617870","-0.237047621"," 0.298303662"," 0.003875656","-0.107559530","-0.2971669109"," 0.323459169","-0.4334602922"," 0.549924046"," 0.52152987","-0.6843316326","-0.287714163","-0.0948614708"," 3.311742e-01"," 0.316235804","-0.380257303","-0.210959893","-0.74809600","-0.2200703892","-0.040373858","-0.1276199226","-0.217427364","-0.140232541"," 0.304711013","-0.334723259","-0.219743268","-0.087880276","-0.025468272","-0.025059667","-0.015819111","-0.0838515758"," 0.179074153","-0.0143102368"," 0.91641789"," 0.1954239751"," 0.136795293"," 0.213480098","-0.204784885"," 0.357096558","-0.142546489"," 0.634486516"," 0.054068026"," 0.447832207",13,12,"Chloroquine"
"Chloroquine_H6"," 0.146772658"," 0.522224749","-0.117633539","-0.144166340","-0.1129934848","-0.3629525847","-0.441142495","-0.199061527","-0.160159662"," 0.062064179"," 0.121391196"," 0.007946545"," 0.0999699204"," 0.234457745","-0.2173775849"," 0.271740252"," 0.09446799","-0.3678109699","-0.129246202","-0.0318762105"," 1.182832e-01"," 0.245420799","-0.149433856","-0.064137115","-0.30589825","-0.1924627773"," 0.194551600","-0.0927285207","-0.048436246","-0.149250943"," 0.011197007"," 0.133584399"," 0.043128816"," 0.075581387","-0.345442022"," 0.089385633"," 0.094731421","-0.1291048999"," 0.177728298"," 0.1119444638"," 0.95017370"," 0.0378174546"," 0.067009647","-0.037853934","-0.184020396"," 0.285498115","-0.018308700"," 0.109379833"," 0.109752016"," 0.071769358",13,12,"Chloroquine"
"Chloroquine_H8"," 0.227341775"," 0.398947155","-0.096800925","-0.315832651","-0.0662206691","-0.5846124103","-0.162027358","-0.212436931","-0.182883277","-0.079454738"," 0.178537035"," 0.041874841"," 0.1090401214"," 0.179744132","-0.1321066476"," 0.272709031","-0.03036061","-0.3942244403","-0.071630024","-0.0259037630"," 2.473457e-01"," 0.097210860","-0.254642441"," 0.025419911","-0.47609525"," 0.0521791514","-0.292125348","-0.2053124536","-0.467324816","-0.096249697"," 0.033979602"," 0.187594528","-0.071107026"," 0.142834144","-0.302720741"," 0.101966365"," 0.124254879","-0.0036046462"," 0.202515308"," 0.0809811854"," 1.89735797"," 0.0934133779"," 0.033659557"," 0.287704888","-0.070274427"," 0.258009200"," 0.071156034"," 0.315348799"," 0.244020289","-0.013978476",13,12,"Chloroquine"
"Chloroquine_H10"," 0.205346905"," 0.132287054"," 0.174001796"," 0.068141255","-0.1462139106"," 0.1401873558","-0.366690222","-0.010630425","-0.211812970"," 0.384171927"," 0.185444606"," 0.148942874","-0.4635605370"," 0.244613577","-0.0013674511"," 0.012915350"," 0.05723312","-0.1911884121"," 0.096469963"," 0.1796893447","-1.043975e-02"," 0.135952440"," 0.060408002","-0.228101221","-0.31470380","-0.0197851053"," 0.210908281"," 0.0042131688","-0.375683388","-0.202744673"," 0.034576551","-0.386618002"," 0.166408116","-0.286503332"," 0.017511457"," 0.130365510"," 0.156873718"," 0.0202672972","-0.064325170"," 0.2966200547"," 0.42101415"," 0.1221991506","-0.244627171","-0.193849125"," 0.058265708"," 0.031926563"," 0.224915196"," 0.068579220"," 0.005396161","-0.236534826",13,12,"Chloroquine"
"Febrifugine_H1","-0.154227847","-0.350887241"," 0.018788558","-0.355197200","-0.1550884634","-0.0631358961","-0.340060539","-0.039600495"," 0.078113485"," 0.131183663"," 0.097179230","-0.058018758"," 0.0335826790","-0.114303666","-0.0954961287","-0.142148724","-0.63402797","-0.0379817500","-0.058449615"," 0.1234260928","-4.442714e-01"," 0.019994691","-0.298385447"," 0.047408316"," 0.17824188"," 0.0877344696"," 0.042242297","-0.5154689781","-0.542009476"," 0.065292547","-0.125861848","-0.231874782","-0.084200666","-0.168421866"," 0.361652283","-0.053340118","-0.275492314"," 0.2473953367","-0.019887156"," 0.1197820922","-0.26439742"," 0.1461495235","-0.176116717","-0.058031079"," 0.032562043","-0.418208664","-0.012033182"," 0.103977663","-0.095834428","-0.213561297",14,13,"Febrifugine"
"Febrifugine_H2","-0.087032220","-0.516283542"," 0.215838979","-0.292832812","-0.1720203613","-0.0457205800","-0.146622948","-0.009582680","-0.593270661","-0.028257792"," 0.275047049"," 0.159709872"," 0.3202076167"," 0.115639799","-0.2947124443","-0.006042703","-0.34009012"," 0.0438359691","-0.033560746","-0.1243179019","-7.091445e-01","-0.078566519","-0.243152683"," 0.036457519"," 0.07465089","-0.1002592146"," 0.377259179","-0.5478273224","-0.564573119","-0.029608896","-0.055113210"," 0.047179393"," 0.190392312"," 0.199486284","-0.178978252"," 0.199331789","-0.376907917"," 0.1476727977","-0.153039013"," 0.3782255631","-0.39117865","-0.1702583486","-0.307437937"," 0.660792482","-0.021000499","-0.490538201"," 0.235766649"," 0.139001650","-0.449445799","-0.421886927",14,13,"Febrifugine"
"Febrifugine_H4","-0.262465839","-0.501752044"," 0.293634148","-0.302969160","-0.1323988607"," 0.0953546331","-0.242424508"," 0.072323818","-0.186207589","-0.174391043"," 0.095393222"," 0.048265504"," 0.2544308986"," 0.091529352","-0.1218280576","-0.179629515","-0.45978674","-0.1449857981"," 0.108684478","-0.0259779572","-4.432571e-01","-0.241643389","-0.119876390","-0.003852246","-0.01631205","-0.1283303838"," 0.075529836","-0.2179595145","-0.296453492"," 0.008027705","-0.109489147","-0.366360396"," 0.109137728"," 0.306270129","-0.135989134"," 0.016415674","-0.685318825"," 0.0562712879","-0.261827909"," 0.2438693891","-0.93839457","-0.0780591023","-0.011548767"," 0.299908575"," 0.001724445","-0.785513996"," 0.328523003"," 0.365444373","-0.316280531","-0.278768632",14,13,"Febrifugine"
"Febrifugine_H6","-0.053061393","-0.267548655"," 0.447267534","-0.596842398","-0.3065108136"," 0.0574777628"," 0.047311052","-0.020143817"," 0.006598261"," 0.238239261"," 0.116522729","-0.103201023"," 0.4058808840"," 0.195040364","-0.5766188633","-0.270672648","-0.51302325"," 0.0543130204","-0.109771762","-0.2892427080","-5.130240e-01","-0.129830013","-0.435853815"," 0.037255416"," 0.03076630","-0.3778867558"," 0.260142158","-0.5786787989","-0.299028093","-0.049870676","-0.208964293","-0.356080503"," 0.257442461"," 0.270077539","-0.208820140","-0.090641764","-0.502228208"," 0.0180187476"," 0.057015902"," 0.3705471699","-0.15772626"," 0.1645789272","-0.153374072"," 0.666059410"," 0.046212016","-0.588814834"," 0.163359744"," 0.243452482","-0.186800616","-0.520406489",14,13,"Febrifugine"
"Febrifugine_H8","-0.247752681","-0.481805837"," 0.521057256","-0.694126333","-0.1511583738"," 0.4687780555"," 0.101836396","-0.154300273"," 0.047973689"," 0.202367185"," 0.284065139","-0.303935197"," 0.3304955449"," 0.123876118","-0.3747977021","-0.198268077","-0.68196381"," 0.2785949179"," 0.041879346"," 0.1525495532","-5.155273e-01","-0.412576115","-0.609004734"," 0.020688981"," 0.30508702","-0.6327598414"," 0.416810647","-0.7742500128","-0.513099275","-0.089060411"," 0.017894351"," 0.102482312"," 0.243463062","-0.123943718","-0.105624250"," 0.075397053","-0.754003910","-0.1297745146","-0.075634279"," 0.2996138004","-0.65066373"," 0.4440169829","-0.240805601"," 0.602948030","-0.264591083","-0.162743605"," 0.330152593"," 0.355210826","-0.341034878","-0.895085333",14,13,"Febrifugine"
"Febrifugine_H10","-0.111138673","-0.353468579"," 0.896438459","-0.934165458"," 0.0542279417"," 0.0497688058"," 0.222557149","-0.062278776"," 0.115938626","-0.233674748"," 0.090831004","-0.327957197","-0.0240063457"," 0.481648770","-0.6563251109","-0.669578881","-0.93675561"," 0.2765143427"," 0.508586655","-0.1207932560","-3.017632e-01","-0.126445171","-0.272143324"," 0.109364334"," 0.10336225","-0.6411391400"," 0.355377974"," 0.2628399827","-0.669217288"," 0.421753425"," 0.019908087","-0.088129322"," 0.184275190"," 0.524182247"," 0.071995311"," 0.026596398","-1.072508244","-0.3492947166","-0.620407048"," 0.4990921058"," 0.13389155"," 0.0193193089"," 0.238400908"," 0.532911878","-0.177282331","-0.528119373"," 0.546991408"," 0.479684489","-0.508496075","-0.930888808",14,13,"Febrifugine"
"Artemisinin_H1","-0.261879583","-0.773980323"," 0.087657912","-0.635071591","-0.2410227254"," 0.3866038195","-0.334093527","-0.071853749","-0.074000443"," 0.231292669","-0.042981924"," 0.038115400"," 0.1108140305","-0.143447957","-0.1692367094","-0.030609212","-0.30346367","-0.0388158527","-0.270060677"," 0.0246109017","-3.079818e-01","-0.666408410","-0.068210518","-0.013058816"," 0.17881224","-0.0351588534"," 0.116474514","-0.4076015245","-0.312645546"," 0.384574294"," 0.135357659","-0.832939158","-0.055052207"," 0.093395780"," 0.090820556","-0.135940816","-0.527311412"," 0.3406025673"," 0.057518395"," 0.1146333138","-0.75007664"," 0.2031403749","-0.148525451"," 0.231607231"," 0.222925207","-0.336758331","-0.079164093"," 0.242045542","-0.201834824","-0.160487971",15,14,"Artemisinin"
"Artemisinin_H2","-0.118565197","-1.044270880"," 0.465456249","-0.480457564","-0.0541748160"," 0.6008754151"," 0.124005001","-0.071474627","-0.410644080"," 0.390871328"," 0.184315001"," 0.239757074","-0.2357193151"," 0.393558713","-0.0975698587","-0.012514767","-0.38819309"," 0.3365084930"," 0.011790700"," 0.1985511534","-8.126798e-01","-0.410141648","-0.316615672"," 0.024565682"," 0.41747896","-0.0319639257"," 0.440574503","-0.5320115910","-1.024947407"," 0.288398660"," 0.181397586","-1.066011243"," 0.110570944","-0.046519408"," 0.010607289"," 0.203381421","-0.489650285"," 0.4573088187","-0.401538208"," 0.4028936238","-1.05567989","-0.1312697080","-0.399399980"," 0.238806357","-0.164142801","-0.550099210"," 0.310503891","-0.115546994","-0.835340035","-0.519294230",15,14,"Artemisinin"
"Artemisinin_H4","-0.120136730","-0.544859533"," 0.500336341","-0.379932023","-0.1735724345"," 0.4729619025","-0.113968280","-0.121170292","-0.071283086","-0.089358955"," 0.082312494"," 0.080816927"," 0.3341096625"," 0.072375980","-0.0833631337","-0.171816054","-0.41793514"," 0.2726250217","-0.252994403","-0.2386564898","-5.694946e-01","-0.162362227","-0.328058194"," 0.047086387"," 0.37133258","-0.0510035312"," 0.309741364","-0.3481250061","-0.579708013"," 0.368357081","-0.371790859"," 0.444851099"," 0.264493042","-0.001371420","-0.034479725"," 0.022491275","-0.531148034"," 0.0994495341","-0.000583257"," 0.2730561030","-0.72030139"," 0.2646493187","-0.262839564"," 0.410455909"," 0.028885356","-0.449416999"," 0.443573463"," 0.424834214","-0.070503301","-0.242582301",15,14,"Artemisinin"
"Artemisinin_H6","-0.289244681","-0.236924310"," 0.513411184","-0.336169653","-0.2253359536"," 0.0610043657","-0.213627140"," 0.155671304","-0.103524573"," 0.141480842"," 0.112365995"," 0.270430626"," 0.2170052046"," 0.042464489","-0.7788244066","-0.116368845","-0.35562516","-0.0239017380"," 0.296516596","-0.2655940581"," 1.691683e-01","-0.428784834","-0.537234394"," 0.038273700","-0.19185821"," 0.1646572958"," 0.108265157","-0.4660421477","-0.299950496"," 0.146786604"," 0.069373787","-0.220541605"," 0.524811058"," 0.400911871","-0.172500218","-0.036598571"," 0.533793374"," 0.0071543666"," 0.092340771"," 0.2560384625","-0.95867736","-0.1515749724"," 0.314759007"," 0.306290211"," 0.105020426","-0.738003156"," 0.256760314"," 0.208074738","-0.302740417","-0.745869772",15,14,"Artemisinin"
"Artemisinin_H8","-0.328692222","-0.294637686"," 0.853111417"," 0.074849442","-0.2620816862"," 0.3802154386"," 0.635052979","-0.178450590"," 0.405927059"," 0.295793394","-0.016045224","-0.158229574"," 0.3277057576","-0.174687232","-0.8608523212","-0.221183078","-0.54443588"," 0.1404182312"," 0.376687328","-0.0173695893"," 2.018674e-01","-0.798919250","-0.597512287","-0.039373523","-0.40851671","-0.1021743381"," 0.279985989","-0.7399337279","-0.244245308"," 0.230850737","-0.138472595","-0.321488759"," 0.585661875"," 0.128028572","-0.397087263"," 0.248216426"," 0.642114291","-0.1353195943"," 0.120062185"," 0.5626104197","-1.35831642"," 0.1451912653"," 0.039203530"," 0.105253128"," 0.098878280","-0.116843086"," 0.647474248"," 0.154545656","-0.131160973","-1.222933362",15,14,"Artemisinin"
"Artemisinin_H10","-0.055087376","-0.135561529"," 0.672402333","-0.710284654","-0.1264389251"," 0.0919440777"," 1.656505703"," 0.143632866","-0.010422120"," 0.560048922","-0.602859045","-0.267447423"," 0.5072194621"," 0.306263113","-1.6908166842","-0.507660168","-0.64890774","-0.1636113151"," 0.084532500","-0.0024464106"," 8.149687e-02"," 0.188360188","-0.316769727","-0.408144846","-0.31943285","-0.5681439534"," 0.358056247"," 0.1377077020"," 0.103281944"," 0.166170741","-0.728081661","-0.379962947","-0.169148896"," 0.613791613","-0.126208090","-0.008710034"," 0.169648740","-0.2644711795","-0.900628862"," 0.1220376288","-1.20452025"," 0.0526798522"," 0.889346881","-0.027632947","-0.047255765","-0.060951237"," 0.436974166"," 0.700183313","-1.084096741","-0.543249503",15,14,"Artemisinin"
"MMV43TP1","-0.275157072","-1.919031212"," 0.965778435","-1.765816460"," 0.1355071841"," 0.6634830235"," 0.047810611"," 0.210463585","-0.225727915","-0.216690353"," 0.149545108","-0.139706324"," 0.4154293582"," 0.395148550"," 1.5170860525","-1.996235327","-1.32560479"," 0.7787225806"," 1.254031063","-0.0533904791","-9.997306e-01","-0.437946540","-0.437158727"," 0.674408867"," 1.02389443"," 0.1445662530"," 0.532516448"," 0.5256420178","-1.430894871"," 1.170161451","-2.677411896"," 0.976733329","-0.111644664"," 1.272102318","-0.607850456","-0.027499611","-0.697088836"," 0.4490434621","-1.823447229"," 1.5576767199","-2.45684398","-0.2046203049","-0.122923564"," 0.561640893"," 0.480937700","-1.819288493"," 1.021566597"," 0.046379168","-1.258128805","-1.920087252",16,15,"MMV43"
"MMV43TP2"," 0.389011985"," 0.555952702"," 0.311928757","-0.773107056","-0.1916177796"," 0.6633683285"," 0.078009449"," 0.440136562","-1.187633644"," 0.508783542"," 0.025677010"," 0.211666742"," 0.1402604019"," 0.401863526","-0.9596363282","-0.945004587","-0.33383061"," 0.3633196345"," 1.076983481","-0.3507312530","-2.893180e-01"," 0.441453739","-0.031451854"," 0.103713131"," 0.17397537","-0.3420367928","-0.061203338","-0.1073068981","-1.048480845"," 0.482905287","-0.293848721"," 0.603589488","-0.592280970"," 0.616610514","-0.546079349"," 0.385907740","-0.076247173","-0.2696149796","-1.045746832"," 0.4926348932"," 1.00415380","-0.2442782702","-0.064031513","-0.467914934","-0.566904384"," 0.242124350"," 0.001725178","-0.190529586","-0.202434926","-0.242472176",16,15,"MMV43"
"MMV48TP1","-0.203625718","-0.720467197"," 0.042536102","-0.113270107"," 0.3193210046"," 0.2970138081","-0.577422675","-0.262161604","-0.430553900","-0.528890153"," 0.152143694"," 0.117190118","-0.3843709507"," 0.149915044"," 0.7754005902"," 0.156137939"," 0.01787364"," 0.1801957024"," 0.122655249"," 0.4339998958","-2.427428e-01","-0.104043034","-0.219553706"," 0.208516366"," 0.98563006"," 0.1788976151"," 0.450154331"," 0.1282132818","-0.835569584"," 0.052439855","-2.945437123","-0.309459379","-0.161396695"," 0.749724236"," 0.016846051","-0.192378423","-0.180678051"," 0.2612403470"," 0.218222843","-0.0005181268","-0.49000247","-0.1714370771","-0.243014365"," 0.121312987","-0.367663794","-0.592743387"," 0.310055040","-0.019550177"," 0.054829853","-0.502026811",17,15,"MMV48"
"MMV48TP2"," 0.350709662"," 0.440562359"," 0.224337922","-0.325516024","-0.0325467645"," 0.5552437510","-0.076454238"," 0.503888065","-0.752568316"," 0.074536715","-0.122356115"," 0.025646947","-0.3968974596"," 0.022626976","-0.2558487861","-0.781503165","-0.06557708"," 0.3520666734"," 0.628131651","-0.4110369651","-1.736365e-01"," 0.254060689"," 0.105440428"," 0.017030381"," 0.49354025","-0.1360117238","-0.149640150","-0.0948032071","-0.999851863"," 0.406865870","-0.568859238"," 0.115992165","-0.354471865"," 0.602681761","-0.292749070"," 0.081549825","-0.354238736","-0.0835902832","-0.856429578"," 0.2601287718"," 0.76910511"," 0.0438430198"," 0.028056656","-0.391869578","-0.302053512"," 0.140822911"," 0.118853160","-0.347794286","-0.108210778","-0.332551830",17,15,"MMV48"
"DFMO_TP19"," 0.174430658"," 0.960711931"," 1.119986202","-1.976330291","-0.5795034804"," 0.7696907184"," 0.388862554"," 0.045413859","-1.445749628"," 0.361795953","-0.146638528"," 0.045277320"," 1.0497888544"," 0.116718403"," 0.9364902572","-0.353577237","-1.86563928"," 0.0760246112"," 0.732361477"," 0.2848862594","-2.043019e+00"," 1.023635695","-0.298273713"," 1.029183664","-0.17081222","-0.1441684374","-0.071358125","-0.4268428045","-3.501639837"," 0.972571445","-0.023981974"," 1.125165922","-1.445888223"," 0.092795480"," 0.246658693"," 0.342164139","-1.451284204","-1.0270749834","-0.394195919"," 0.6198802668"," 0.23638261","-0.5649608797","-0.193527390"," 0.045121127","-0.176082190","-1.036930862"," 0.491639787","-0.519686098","-1.365298808","-1.555971676",18,16,"DFMO"
